find a nearby parking spot, 0, false, 1
find a nearby parking spot, 126, false, 1
229818.506117625, 229818.572813042, -5.0, 4.0
229819.106231417, 229820.021621583, 19.0900001525879, 4.0
229820.789583958, 229820.888313583, -5.0, 4.0
229820.956477583, 229821.022928042, -5.0, 4.0
229821.122740792, 229821.156128167, -5.0, 4.0
229821.756416333, 229823.338423542, 13.0675010681152, 4.0
229823.939700042, 229823.973190542, -5.0, 4.0
229824.089913125, 229824.138489458, -5.0, 4.0
229824.556429583, 229825.306615708, 3.00250053405762, 4.0
229825.889910458, 229825.971930792, -5.0, 4.0
229826.08994625, 229826.155170083, -5.0, 4.0
229826.223302875, 229826.321956542, -5.0, 4.0
229826.406580375, 229826.455339083, -5.0, 4.0
229827.073334667, 229827.273249667, 3.25, 4.0
229828.090273458, 229829.805608167, 27.1749992370605, 4.0
229830.972191375, 229831.056984, -5.0, 4.0
he underwent triple bypass surgery, 121, false, 5
229833.940840167, 229835.656104375, 7.04500007629395, 4.0
229836.323544833, 229836.405675625, -5.0, 4.0
229836.473878, 229836.539361625, -5.0, 4.0
229836.607479, 229836.673974958, -5.0, 4.0
229836.907275667, 229836.97284025, -5.0, 4.0
229837.32401075, 229837.840790875, 4.07499980926514, 4.0
229838.50728925, 229838.589602042, -5.0, 4.0
229838.69062925, 229838.75609275, -5.0, 4.0
229838.840799417, 229838.9561215, -5.0, 4.0
229839.007399333, 229839.074111583, -5.0, 4.0
229839.1074945, 229839.173038958, -5.0, 4.0
229839.240826875, 229839.274158042, -5.0, 4.0
229840.340876375, 229840.791007708, -0.875, 4.0
229841.340884792, 229841.374204208, -5.0, 4.0
229841.690875625, 229841.724232167, -5.0, 4.0
229842.407826083, 229843.473147708, 20.2449989318848, 4.0
229845.20798725, 229846.106585542, 12.0774993896484, 4.0
229846.741176542, 229846.823350375, -5.0, 4.0
229846.908557208, 229847.006628167, -5.0, 4.0
229847.074763917, 229847.173353208, -5.0, 4.0
229847.258041208, 229847.307953875, -5.0, 4.0
229847.524796583, 229847.656748667, -0.957499980926514, 4.0
229848.091439333, 229848.541418083, 2.09500026702881, 4.0
229849.158055417, 229849.22337625, -5.0, 4.0
229849.308001458, 229849.389834083, -5.0, 4.0
229849.474571333, 229849.541461333, -5.0, 4.0
229849.641376208, 229849.723544042, -5.0, 4.0
229850.124833917, 229850.573533542, 4.07499980926514, 4.0
229851.10821525, 229851.191460292, -5.0, 4.0
229851.274978, 229851.373580667, -5.0, 4.0
229851.441977417, 229851.506841083, -5.0, 4.0
229851.608320125, 229851.707068958, -5.0, 4.0
229851.775082333, 229851.840312333, -5.0, 4.0
229851.974972542, 229852.040334833, -5.0, 4.0
229852.558308625, 229854.173615667, 16.2024993896484, 4.0
229854.875140042, 229854.973849625, -5.0, 4.0
229855.042014542, 229855.1251595, -5.0, 4.0
229855.37515525, 229855.473868208, -5.0, 4.0
229856.341986458, 229858.140696625, 20.1625003814697, 4.0
229858.69196425, 229858.791952583, -0.957499980926514, 4.0
229858.875534583, 229858.957423583, -5.0, 4.0
229859.008887833, 229859.092171, -5.0, 4.0
229859.242197583, 229859.341849792, -0.297500133514404, 4.0
229859.625423667, 229860.157466625, 8.19999980926514, 4.0
229861.357603583, 229861.474244667, -5.0, 4.0
229861.542409375, 229861.624287542, -5.0, 4.0
229861.675612375, 229861.757681208, -5.0, 4.0
229861.859067875, 229861.942238917, -5.0, 4.0
229862.092360917, 229862.174379542, -5.0, 4.0
229862.609092625, 229863.574408417, 12.3249988555908, 4.0
229864.125644208, 229864.241143917, -0.710000038146973, 4.0
229864.309117708, 229864.374401792, -5.0, 4.0
229864.475770625, 229864.524465917, -5.0, 4.0
229864.609126417, 229864.657817792, -5.0, 4.0
229865.059163958, 229866.808158125, 18.2649993896484, 4.0
229867.409279708, 229867.474641042, -5.0, 4.0
229867.575940917, 229867.675876375, -5.0, 4.0
229867.775939875, 229867.84140675, -5.0, 4.0
229869.159305458, 229869.37601525, -5.0, 4.0
229870.092705375, 229870.342767, -5.0, 4.0
229870.79305125, 229871.108194458, -5.0, 4.0
229872.159612292, 229872.70977925, -0.132500171661377, 4.0
229873.226272125, 229873.30942125, -5.0, 4.0
229873.393225625, 229873.441799542, -5.0, 4.0
229874.276516333, 229875.291880833, 20.0799999237061, 4.0
229875.909816917, 229875.941980833, -5.0, 4.0
229876.593263208, 229880.543433917, 17.0275001525879, 4.0
229881.226799875, 229881.2922255, -5.0, 4.0
229882.110257, 229882.5770405, 5.3125, 4.0
229883.143610375, 229883.225663, -5.0, 4.0
229883.643682875, 229884.508955917, 14.1399993896484, 4.0
229885.027080208, 229885.159285542, -5.0, 4.0
229885.210481208, 229885.310622417, -5.0, 4.0
229885.393886875, 229885.477387333, -5.0, 4.0
229885.56030375, 229885.642710875, -5.0, 4.0
229886.177267875, 229887.02729875, 16.1199989318848, 4.0
229887.710583875, 229887.792663208, -5.0, 4.0
229887.877755333, 229887.942662167, -5.0, 4.0
229888.044410917, 229888.094044542, -5.0, 4.0
229888.210675042, 229888.427305917, -5.0, 4.0
229888.443969667, 229888.527433083, -5.0, 4.0
229888.560736958, 229888.610799792, -5.0, 4.0
229888.860550625, 229888.977423375, -5.0, 4.0
229889.044146292, 229889.126136958, -5.0, 4.0
229889.62756675, 229890.077542708, 3.08500003814697, 4.0
229890.69412125, 229890.776161792, -5.0, 4.0
229890.877571083, 229890.942970208, -5.0, 4.0
229891.027509208, 229891.109597458, -5.0, 4.0
229891.194186083, 229891.2763645, -5.0, 4.0
229891.694286625, 229891.7595655, -5.0, 4.0
229892.227699583, 229892.527639083, -0.957499980926514, 4.0
229892.894409583, 229893.009657333, -5.0, 4.0
229893.077870125, 229893.142993208, -5.0, 4.0
229894.311054417, 229894.777936083, 1.59999990463257, 4.0
229895.261046833, 229895.343124375, -5.0, 4.0
229895.961304625, 229897.076642, 24.2875003814697, 4.0
229897.894642542, 229898.8280625, 12.0774993896484, 4.0
229899.394622625, 229899.476795542, -5.0, 4.0
229899.5615615, 229899.6268335, -5.0, 4.0
229899.695178208, 229899.7449015, -5.0, 4.0
229899.761616708, 229899.82806125, -5.0, 4.0
229899.8781335, 229899.911431875, -5.0, 4.0
229899.978105792, 229900.044868208, -5.0, 4.0
229900.711570625, 229900.810175583, -5.0, 4.0
229900.87831875, 229900.943509833, -5.0, 4.0
229901.294883042, 229901.511620875, 0.445000171661377, 4.0
229902.278299958, 229903.627082083, 16.2024993896484, 4.0
229904.144864667, 229904.243724375, -5.0, 4.0
229904.328354792, 229904.378662917, -5.0, 4.0
229904.478584, 229904.560629625, -5.0, 4.0
229904.8617305, 229904.960506542, -5.0, 4.0
229905.062125458, 229905.145049875, -5.0, 4.0
229905.4785595, 229906.327353667, 15.0475006103516, 4.0
229906.828632458, 229906.8938185, -5.0, 4.0
229907.045356583, 229907.060734292, -5.0, 4.0
229907.145454292, 229907.22731, -5.0, 4.0
229907.828329458, 229907.910615583, -5.0, 4.0
229908.01190075, 229908.094045417, -5.0, 4.0
229908.361885083, 229908.494095417, 0.115000247955322, 4.0
229908.545280292, 229908.660690375, -0.957499980926514, 4.0
229908.712016042, 229908.777521333, -5.0, 4.0
user friendly interface, 93, false, 6
229913.277663167, 229914.461071333, 19.0075016021729, 4.0
229915.262410458, 229915.34446825, -5.0, 4.0
229915.579071417, 229915.694659125, -0.957499980926514, 4.0
229915.779595417, 229915.861172667, -5.0, 4.0
229916.362396417, 229918.794566792, 16.4499988555908, 4.0
229919.27944925, 229919.378057833, -5.0, 4.0
229919.446247542, 229919.528196625, -5.0, 4.0
229919.59618675, 229919.661513708, -5.0, 4.0
229919.796116125, 229919.846132083, -5.0, 4.0
229920.312874875, 229920.696219708, 3.25, 4.0
229921.212858042, 229921.328149125, -5.0, 4.0
229921.396260792, 229921.479756625, -5.0, 4.0
229921.579327375, 229921.64479925, -5.0, 4.0
229921.762954875, 229921.811629208, -5.0, 4.0
229921.962857458, 229922.028401167, -5.0, 4.0
229922.429338083, 229923.761621542, 18.1000003814697, 4.0
229924.729782708, 229925.046439917, 1.02250003814697, 4.0
229926.013090167, 229926.163219875, 1.51750040054321, 4.0
229926.263286542, 229926.329835042, -5.0, 4.0
229927.029756375, 229927.64658125, 4.15750026702881, 4.0
229928.263182625, 229928.378688625, -5.0, 4.0
229928.46343475, 229928.528654833, -5.0, 4.0
229928.596762292, 229928.711979667, -5.0, 4.0
229928.763110833, 229928.845607708, -5.0, 4.0
229928.896718, 229929.061865333, -5.0, 4.0
229929.196793542, 229929.262069875, -5.0, 4.0
229929.615803958, 229929.695345542, -5.0, 4.0
229930.49675175, 229932.1968575, 18.1000003814697, 4.0
229933.080383333, 229933.829098792, 8.03500080108643, 4.0
229935.280408292, 229935.780518667, 3.08500003814697, 4.0
229936.3803885, 229936.47915575, -5.0, 4.0
229936.564024125, 229936.629173, -5.0, 4.0
229936.71396125, 229936.763843042, -5.0, 4.0
229936.880168833, 229936.962365542, -5.0, 4.0
229937.113865208, 229937.179261208, -5.0, 4.0
229937.663877, 229938.446000125, 14.0574989318848, 4.0
229938.997222375, 229939.079397875, -5.0, 4.0
229939.447395542, 229939.914088875, 3.08500003814697, 4.0
229940.497316083, 229940.580671083, -5.0, 4.0
229940.664123667, 229940.780661458, -5.0, 4.0
229940.847584792, 229940.914276208, -5.0, 4.0
229941.28071625, 229941.397476292, 0.362499713897705, 4.0
229941.664094042, 229943.529682125, 10.2624998092651, 4.0
229943.980963208, 229944.062972708, -5.0, 4.0
229944.147813167, 229944.231095083, -5.0, 4.0
229944.31436275, 229944.381263375, -5.0, 4.0
229944.614471458, 229944.679720875, -5.0, 4.0
229945.081108958, 229946.181219375, 21.1525001525879, 4.0
229946.797761792, 229946.881068667, -5.0, 4.0
229946.964769292, 229947.046556375, -5.0, 4.0
229947.097831583, 229947.279979625, -5.0, 4.0
229947.714517125, 229947.763302708, -5.0, 4.0
229947.931488583, 229948.013289917, -5.0, 4.0
229948.098029167, 229948.179730625, -5.0, 4.0
229949.064757208, 229949.264722833, 0.0325002670288086, 4.0
229949.648040042, 229949.73003725, -5.0, 4.0
229949.798155417, 229949.880061708, -5.0, 4.0
229950.298277333, 229950.763423458, 10.0975008010864, 4.0
229951.514882958, 229952.463556167, 13.3150005340576, 4.0
229953.031495333, 229953.113579708, -5.0, 4.0
229953.198350542, 229953.2636025, -5.0, 4.0
229953.848386042, 229956.165089125, 17.0275001525879, 4.0
229956.715073375, 229956.780508083, -5.0, 4.0
229957.031758208, 229957.115060792, -5.0, 4.0
229957.199061458, 229957.281811417, -5.0, 4.0
229957.381812333, 229957.481828375, -5.0, 4.0
229957.548816958, 229957.630581458, -5.0, 4.0
229958.165258375, 229959.031973917, 5.14750003814697, 4.0
229959.731942542, 229959.814032083, -5.0, 4.0
229959.898875333, 229959.965384833, -5.0, 4.0
229960.382069375, 229960.464063292, -5.0, 4.0
229961.315494708, 229962.565475833, 15.0475006103516, 4.0
229963.082144042, 229963.180904167, -5.0, 4.0
229963.24904325, 229963.330994292, -5.0, 4.0
229963.399078208, 229963.499006292, -5.0, 4.0
229963.582277583, 229963.647664958, -5.0, 4.0
229963.798950292, 229963.865635167, -5.0, 4.0
229964.432260208, 229964.864476375, 8.03500080108643, 4.0
229965.565649042, 229965.647798042, -5.0, 4.0
229965.732366583, 229965.799127708, -5.0, 4.0
229965.88260925, 229965.931117875, -5.0, 4.0
229966.399178042, 229966.582654625, 1.1875, 4.0
229967.599268333, 229967.832548583, 2.01250028610229, 4.0
229968.499302083, 229968.549358792, -5.0, 4.0
229968.716374875, 229968.765827, -5.0, 4.0
229969.09929975, 229969.164645917, -5.0, 4.0
229969.615998542, 229969.948240167, 4.07499980926514, 4.0
229970.749496167, 229970.816032042, -5.0, 4.0
229970.916278, 229970.999787417, -5.0, 4.0
229971.216077, 229971.299330125, -5.0, 4.0
229971.399447542, 229971.449395417, -5.0, 4.0
229971.5995895, 229971.682762292, -5.0, 4.0
229971.782827458, 229971.866180333, -5.0, 4.0
breathing is difficult, 96, false, 7
229974.316382958, 229976.366411875, 3.82750034332275, 4.0
229976.9497305, 229977.048494875, -5.0, 4.0
229977.133504875, 229977.199882875, -5.0, 4.0
229977.283274542, 229977.399777583, -5.0, 4.0
229977.533083333, 229977.615277458, -5.0, 4.0
229978.29993625, 229979.715592708, 14.0574989318848, 4.0
229980.94883575, 229981.032043083, -5.0, 4.0
229981.116835542, 229981.198951625, -5.0, 4.0
229981.266970458, 229981.365498458, -5.0, 4.0
229981.433578125, 229981.516781333, -5.0, 4.0
229981.600306458, 229981.650791958, -5.0, 4.0
229981.933369958, 229982.016707417, -5.0, 4.0
229982.350249375, 229982.432177292, -5.0, 4.0
229982.550452, 229982.615665625, -5.0, 4.0
229982.683635125, 229982.765588458, -5.0, 4.0
229983.300265667, 229983.967005542, 4.15750026702881, 4.0
229984.633627417, 229984.683620417, -5.0, 4.0
229984.783727417, 229984.833747833, -5.0, 4.0
229984.967167083, 229985.065728708, -5.0, 4.0
229985.133701833, 229985.199242667, -5.0, 4.0
229985.266974667, 229985.333643333, -5.0, 4.0
229985.366925875, 229985.449187208, -5.0, 4.0
229986.183765125, 229986.400483333, 1.02250003814697, 4.0
229987.267229292, 229988.934303417, 20.0799999237061, 4.0
229989.500610458, 229989.567174833, -5.0, 4.0
229990.1007265, 229990.634381625, 7.21000003814697, 4.0
229991.167414208, 229991.234051375, -5.0, 4.0
229991.334067, 229991.399433792, -5.0, 4.0
229991.484330167, 229991.532884792, -5.0, 4.0
229991.567611167, 229991.649620542, -5.0, 4.0
229992.184185958, 229993.049545875, 7.21000003814697, 4.0
229993.53409375, 229993.600909583, -5.0, 4.0
229994.601396292, 229994.767626125, -0.875, 4.0
229995.534545792, 229995.650997125, 100.0, 1.0
229995.534545792, 229995.984468458, 100.0, 1.0
229995.501110208, 229996.233058125, -5.0, 4.0
229996.584416375, 229997.23446225, 6.22000026702881, 4.0
229998.05124575, 229999.34991575, 12.9025001525879, 4.0
229999.917967292, 230000.001184833, -5.0, 4.0
230000.101258708, 230000.151558458, -5.0, 4.0
230000.251330375, 230000.333420292, -5.0, 4.0
230000.884727833, 230001.3847615, 9.19000053405762, 4.0
230001.968131667, 230002.034690375, -5.0, 4.0
230002.11819275, 230002.200209917, -5.0, 4.0
230002.284748833, 230002.3334925, -5.0, 4.0
230003.351585542, 230003.985081708, -0.957499980926514, 4.0
230004.368143, 230004.467451042, -5.0, 4.0
230004.551893958, 230004.616998625, -5.0, 4.0
230005.018472208, 230005.583719708, 8.28250026702881, 4.0
230006.318451333, 230007.901776042, 17.0275001525879, 4.0
230008.501784042, 230008.617245167, -5.0, 4.0
230008.68519325, 230008.768777542, -5.0, 4.0
230009.151888, 230009.234045125, -5.0, 4.0
230009.585610833, 230009.818778625, 0.115000247955322, 4.0
230010.602078, 230013.102242125, 15.1300010681152, 4.0
230013.869051292, 230014.035422833, 100.0, 1.0
230013.869051292, 230014.385661333, 100.0, 1.0
230013.81893125, 230014.701064917, -5.0, 4.0
230015.085536167, 230015.317774042, -0.792500019073486, 4.0
230015.685562167, 230015.7523095, -5.0, 4.0
230015.835771125, 230015.900991833, -5.0, 4.0
230016.419077083, 230017.252552125, 5.06500053405762, 4.0
230017.885872917, 230017.984541, -5.0, 4.0
230018.052815292, 230018.134519125, -5.0, 4.0
230018.219315833, 230018.302608458, -5.0, 4.0
230018.869249625, 230019.269379083, 8.19999980926514, 4.0
230019.985813917, 230020.70272575, 5.14750003814697, 4.0
230021.435967583, 230021.502720625, -5.0, 4.0
230021.602879042, 230021.684822708, -5.0, 4.0
230021.752951208, 230021.818100167, -5.0, 4.0
230021.869641333, 230022.019040667, -5.0, 4.0
230022.185818417, 230022.268316833, -5.0, 4.0
230022.7358705, 230023.35264275, 5.14750003814697, 4.0
230023.869551208, 230023.951617333, -5.0, 4.0
230024.036327833, 230024.118311667, -5.0, 4.0
230024.185980125, 230024.301281042, -5.0, 4.0
230024.586372083, 230024.669557667, -5.0, 4.0
230024.80273525, 230024.851444792, -5.0, 4.0
230025.236117875, 230025.835031667, 8.36499977111816, 4.0
230026.486419375, 230027.736565, 3.00250053405762, 4.0
230028.219797792, 230028.303069458, -5.0, 4.0
230028.403234042, 230028.453231, -5.0, 4.0
230028.55300425, 230028.601963042, -5.0, 4.0
230029.303450417, 230030.668762, 21.4825000762939, 4.0
230031.203363125, 230031.270003542, -5.0, 4.0
230031.370036708, 230031.420139167, -5.0, 4.0
230031.803619208, 230032.485675417, 13.3150005340576, 4.0
230033.1534675, 230033.235513792, -5.0, 4.0
230033.336870958, 230033.418859625, -5.0, 4.0
230033.503678625, 230033.570148333, -5.0, 4.0
230034.203590625, 230035.353703792, 17.0275001525879, 4.0
230035.8703305, 230035.935776, -5.0, 4.0
230036.037403375, 230036.085707625, -5.0, 4.0
230036.370623333, 230036.469202917, -0.710000038146973, 4.0
230036.570293917, 230036.669025375, -5.0, 4.0
230036.936812292, 230036.985624375, -5.0, 4.0
very reluctant to enter, 101, false, 8
230039.037172375, 230040.602624375, 20.0799999237061, 4.0
230041.137249375, 230041.219394917, -5.0, 4.0
230041.304076333, 230041.3860845, -5.0, 4.0
230041.8207675, 230042.286090333, 7.29250049591064, 4.0
230042.904091, 230042.986149, -5.0, 4.0
230043.087479375, 230043.13616025, -5.0, 4.0
230043.237732375, 230043.25426275, -5.0, 4.0
230043.320691167, 230043.369618833, -5.0, 4.0
230043.620901208, 230043.704130542, -5.0, 4.0
230044.204318917, 230045.603366292, 16.0375003814697, 4.0
230046.253995375, 230046.336210792, -5.0, 4.0
230046.4379915, 230046.486362625, -5.0, 4.0
230046.571100708, 230046.636537917, -5.0, 4.0
230047.2544495, 230049.186711083, 22.0599994659424, 4.0
230049.7213095, 230049.786677792, -5.0, 4.0
230049.871413708, 230049.954659083, -5.0, 4.0
230050.0713715, 230050.138073708, -5.0, 4.0
230050.404704792, 230050.486579125, -5.0, 4.0
230050.821456208, 230051.054647667, 2.01250028610229, 4.0
230052.170035208, 230052.2367945, -5.0, 4.0
230052.338020458, 230052.403547792, -5.0, 4.0
230052.904895833, 230054.637085167, 19.4200000762939, 4.0
230055.188184208, 230055.286982667, -5.0, 4.0
230055.355070667, 230055.436969, -5.0, 4.0
230055.505058167, 230055.571898, -5.0, 4.0
230056.121938625, 230056.43711225, 6.13749980926514, 4.0
230057.038501667, 230057.120427667, -5.0, 4.0
230057.188494, 230057.27188625, -5.0, 4.0
230057.504798125, 230057.586854333, -5.0, 4.0
230057.755412208, 230057.837089042, -5.0, 4.0
230058.171943, 230058.83830425, 10.3450002670288, 4.0
230059.421769042, 230059.503985208, -5.0, 4.0
230059.605270208, 230059.670579208, -5.0, 4.0
230059.788954667, 230059.854119792, -5.0, 4.0
230060.188731208, 230061.0387055, 19.0075016021729, 4.0
230061.555514208, 230061.637403458, -5.0, 4.0
230061.722122458, 230061.788990708, -5.0, 4.0
230061.855389208, 230061.920750917, -5.0, 4.0
230062.522102083, 230063.122144333, 2.17750024795532, 4.0
230063.705407208, 230063.804228875, -5.0, 4.0
230063.889193208, 230063.939106417, -5.0, 4.0
230064.089145167, 230064.137560458, -5.0, 4.0
230064.772258958, 230068.105767208, 21.2350006103516, 4.0
230068.62241225, 230068.689139583, -5.0, 4.0
230068.789250875, 230068.854653208, -5.0, 4.0
230068.922617292, 230068.987879375, -5.0, 4.0
230070.289400375, 230072.206132417, 9.02500057220459, 4.0
230073.906195875, 230074.03938275, 100.0, 1.0
230073.871445167, 230074.438356083, -5.0, 4.0
230074.672814375, 230074.95619725, 3.00250053405762, 4.0
230076.956481208, 230077.805010917, 16.2024993896484, 4.0
230078.456357667, 230078.571844875, -5.0, 4.0
230078.623194292, 230078.706537542, -5.0, 4.0
230078.823423875, 230078.888623708, -5.0, 4.0
230078.97310675, 230079.038706792, -5.0, 4.0
230079.573367083, 230080.588691208, 20.0799999237061, 4.0
230081.073301458, 230081.171998958, -5.0, 4.0
230081.790031792, 230082.423471333, 0.0325002670288086, 4.0
230083.14017775, 230084.373561458, 9.51999950408936, 4.0
230085.190378875, 230086.105822958, 17.9349994659424, 4.0
230086.690407792, 230086.807384917, 100.0, 1.0
230086.690407792, 230087.356957792, 100.0, 1.0
230086.690407792, 230087.90707375, 100.0, 1.0
230086.656911083, 230088.272448625, -5.0, 4.0
230088.92369175, 230089.1725315, -0.710000038146973, 4.0
230089.607206625, 230089.672521375, -5.0, 4.0
230089.757488667, 230089.80739275, -5.0, 4.0
230090.523865083, 230091.457308667, 19.2550010681152, 4.0
230092.42405775, 230092.472723958, -5.0, 4.0
230093.590954167, 230093.889558958, -5.0, 4.0
230094.690914625, 230096.206365458, 12.2424983978271, 4.0
230096.910154708, 230096.973017625, -5.0, 4.0
230097.0412315, 230097.123090167, -5.0, 4.0
230097.19102925, 230097.306417083, -5.0, 4.0
230097.37448775, 230097.457653208, -5.0, 4.0
230097.574458042, 230097.656334667, -5.0, 4.0
230097.74107725, 230097.807643917, -5.0, 4.0
230097.990992458, 230098.074465208, -0.792500019073486, 4.0
230098.857760792, 230099.223280667, -5.0, 4.0
230100.223180083, 230100.756620958, -5.0, 4.0
230102.056776917, 230102.123365583, -5.0, 4.0
230102.491645, 230103.307932375, 0.115000247955322, 4.0
230103.824718, 230103.923484333, -5.0, 4.0
230104.008470542, 230104.074772667, -5.0, 4.0
230104.458245833, 230104.841591917, 2.01250028610229, 4.0
230105.5082495, 230105.606927625, -5.0, 4.0
230105.675082333, 230105.756934958, -5.0, 4.0
230105.842032667, 230105.90836775, -5.0, 4.0
230105.991674292, 230106.073597917, -5.0, 4.0
230106.224735333, 230106.323794375, -5.0, 4.0
230106.758226125, 230109.158226708, 13.1499996185303, 4.0
230109.725202, 230109.807260625, -5.0, 4.0
230109.891834417, 230109.975548917, -5.0, 4.0
230110.441977167, 230111.740826833, 20.2449989318848, 4.0
230112.259104708, 230112.340741458, -5.0, 4.0
230112.742155, 230113.558775583, 6.05500030517578, 4.0
230114.208721, 230114.307494583, -5.0, 4.0
230114.39234, 230114.474338583, -5.0, 4.0
230114.542520917, 230114.6423915, -5.0, 4.0
230114.742325792, 230114.807528792, -5.0, 4.0
230115.358904833, 230117.075436292, 18.0174999237061, 4.0
never mix religion and politics, 74, false, 9
230179.796393292, 230180.29639975, 17.0275001525879, 4.0
230185.613451583, 230185.996857625, 5.47749996185303, 4.0
230186.296479125, 230186.99672525, 23.4624996185303, 4.0
230187.230073833, 230187.480220792, 5.06500053405762, 4.0
230187.713410792, 230188.129155667, 15.0475006103516, 4.0
230191.312540542, 230191.362710583, -5.0, 4.0
230191.964072292, 230191.995943875, -5.0, 4.0
230192.49719325, 230192.879426792, -5.0, 4.0
230193.314126958, 230193.662762, -5.0, 4.0
230194.762822292, 230194.862717792, -5.0, 4.0
230195.347513083, 230195.596189583, -5.0, 4.0
230196.400081625, 230196.464198917, -5.0, 4.0
230197.214159875, 230197.747482125, -5.0, 4.0
230198.214329125, 230198.5975855, -5.0, 4.0
230199.083449875, 230199.3477485, -5.0, 4.0
230204.84816675, 230205.348192958, 17.5225009918213, 4.0
230205.648204042, 230205.93154175, 9.27250003814697, 4.0
230206.18120225, 230206.7969725, 24.2049999237061, 4.0
230207.996945875, 230208.114986875, -5.0, 4.0
230208.198412792, 230208.296972375, -5.0, 4.0
230208.381604417, 230208.498253708, -5.0, 4.0
230208.748440208, 230208.865075208, -5.0, 4.0
230209.048487667, 230209.131582042, -5.0, 4.0
230215.532223833, 230215.748844833, 6.05500030517578, 4.0
230215.998475333, 230216.215581625, 8.11750030517578, 4.0
230216.481921417, 230216.73223875, 10.1800003051758, 4.0
230217.448878333, 230217.515279875, 100.0, 1.0
230221.199074208, 230221.282732375, 100.0, 1.0
230263.050628708, 230263.185233167, 100.0, 1.0
230263.050628708, 230263.952053375, 100.0, 1.0
230314.787351542, 230316.072020125, 14.3874988555908, 4.0
230316.388625083, 230317.172117583, 5.39499950408936, 4.0
230317.672121292, 230318.955589792, 19.0075016021729, 4.0
230319.655772542, 230319.988838667, 10.0150003433228, 4.0
230320.839135167, 230322.472465375, 14.6350002288818, 4.0
230322.672214292, 230323.655839375, -1.94749999046326, 4.0
230323.722281917, 230323.855568458, -2.69000005722046, 4.0
230324.955802875, 230325.07229675, 100.0, 1.0
230324.955802875, 230327.022811292, 13.1499996185303, 4.0
230327.339455083, 230327.70612825, 5.06500053405762, 4.0
230328.256048667, 230329.356302, 22.2250003814697, 4.0
230329.689644333, 230330.022999792, 6.22000026702881, 4.0
230330.356204625, 230331.20518375, 17.0275001525879, 4.0
230333.673212042, 230334.223293958, 12.0774993896484, 4.0
230334.573191542, 230335.040100958, 8.11750030517578, 4.0
230335.556783625, 230338.640317917, 23.1325016021729, 4.0
230339.3235765, 230339.440245917, -2.1949999332428, 4.0
230340.340317292, 230340.423503417, 100.0, 1.0
230340.306982042, 230340.989039167, -5.0, 4.0
230341.70718475, 230342.890507833, 11.0050010681152, 4.0
230343.123513583, 230343.673769292, 8.03500080108643, 4.0
230343.956932292, 230344.507061625, 27.5875015258789, 4.0
230345.24054025, 230345.322689125, -5.0, 4.0
230345.390746458, 230345.457367542, -5.0, 4.0
230345.557757292, 230345.589290542, -5.0, 4.0
230346.690711917, 230347.990820083, 17.1100006103516, 4.0
230348.173797167, 230349.5742515, 5.06500053405762, 4.0
230349.907345417, 230350.924210125, 9.10750007629395, 4.0
230351.190736083, 230351.591026083, 7.45749950408936, 4.0
230351.890768167, 230352.207656667, 7.04500007629395, 4.0
230352.507817333, 230352.807697917, 11.0874996185303, 4.0
230353.141073333, 230354.124567333, 12.9025001525879, 4.0
230354.407987208, 230354.758066958, 17.2749996185303, 4.0
230356.008272083, 230356.308123167, 1.02250003814697, 4.0
230356.624759667, 230357.224735542, 16.0375003814697, 4.0
230357.508140375, 230357.791478, 9.35500049591064, 4.0
230358.808213333, 230360.374949458, 13.0675010681152, 4.0
230360.5580575, 230360.925106542, 17.1925010681152, 4.0
230361.458392042, 230361.89175625, 16.8625011444092, 4.0
230362.091469042, 230362.391612708, 9.19000053405762, 4.0
230362.941750792, 230363.508539792, 18.1824989318848, 4.0
230363.724998, 230364.058535, 8.03500080108643, 4.0
230364.308408167, 230364.625037125, 7.04500007629395, 4.0
230365.125220208, 230366.125305792, 18.4299983978271, 4.0
this person is a disaster, 48, false, 10
230370.142382458, 230371.042453083, 0.0325002670288086, 4.0
230371.142023417, 230371.52569175, 9.27250003814697, 4.0
230371.642073333, 230371.959043542, 8.69499969482422, 4.0
230372.242233083, 230373.7926095, 16.3674983978271, 4.0
230374.609147708, 230375.375775, 100.0, 1.0
230374.609147708, 230375.775703958, 100.0, 1.0
230374.609147708, 230376.159078083, 100.0, 1.0
230374.609147708, 230376.559180917, 100.0, 1.0
230374.609147708, 230377.793062625, 19.2550010681152, 4.0
230378.1763175, 230378.442834708, 7.45749950408936, 4.0
230378.525889417, 230378.59256425, -0.957499980926514, 4.0
230378.775982333, 230378.992941125, 7.45749950408936, 4.0
230379.709538375, 230379.876075625, 100.0, 1.0
230379.709538375, 230380.193071708, 100.0, 1.0
230379.709538375, 230380.876348917, 100.0, 1.0
230379.709538375, 230381.192934, 100.0, 1.0
230379.709538375, 230381.543131375, 27.3400001525879, 4.0
230382.276393583, 230382.343179042, 100.0, 1.0
230382.243020792, 230382.659789958, -5.0, 4.0
230383.55984375, 230384.776529583, 25.1950016021729, 4.0
230385.276614917, 230386.210104, 6.22000026702881, 4.0
230386.410023083, 230386.926780625, 6.05500030517578, 4.0
230387.226670417, 230388.343492833, 18.0174999237061, 4.0
230389.343424042, 230389.442211792, -5.0, 4.0
230389.5270745, 230389.608940583, -5.0, 4.0
230389.676913458, 230389.743593, -5.0, 4.0
230390.043434958, 230390.14226175, -5.0, 4.0
