do not walk too quickly, 0, false, 1
do not walk too quickly, 94, false, 1
211822.430630125, 211822.497069833, -5.0, 4.0
211822.647280583, 211822.729363458, -5.0, 4.0
211823.26394975, 211823.463933542, 1.43499994277954, 4.0
211824.730799667, 211825.280748417, 11.0050010681152, 4.0
211826.047372958, 211826.129466958, -5.0, 4.0
211826.197504333, 211826.26429725, -5.0, 4.0
211826.330804125, 211826.429510583, -5.0, 4.0
211826.480800042, 211826.579492625, -5.0, 4.0
what you see is what you get, 143, false, 6
211831.514465875, 211832.196745292, 26.1849994659424, 4.0
211832.964554708, 211833.046577375, -5.0, 4.0
211833.131739875, 211833.19656475, -5.0, 4.0
211833.264569625, 211833.314640375, -5.0, 4.0
211834.398120667, 211835.130088542, 7.62249946594238, 4.0
211836.083983458, 211836.114719833, -5.0, 4.0
211836.214881417, 211836.279982125, -5.0, 4.0
211836.331309125, 211836.396865833, -5.0, 4.0
211837.11460475, 211837.297046208, 4.48750019073486, 4.0
211838.18160975, 211839.963930875, 19.0075016021729, 4.0
211840.448432875, 211840.515002375, -5.0, 4.0
211841.48190275, 211841.647264292, 2.17750024795532, 4.0
211842.181876792, 211842.247190875, -5.0, 4.0
211842.332078542, 211842.380601292, -5.0, 4.0
211843.332111958, 211844.180846167, 23.4624996185303, 4.0
211844.665286208, 211844.730767292, -5.0, 4.0
211845.198808333, 211846.214247333, 18.1000003814697, 4.0
211847.015475542, 211847.080837542, -5.0, 4.0
211847.165588667, 211847.230890542, -5.0, 4.0
211847.299169417, 211847.365657708, -5.0, 4.0
211847.415464625, 211847.498957333, -5.0, 4.0
211847.548789958, 211847.647636125, -5.0, 4.0
211847.699301583, 211847.797771708, -5.0, 4.0
211848.549106, 211849.581180208, 19.0075016021729, 4.0
211850.215673375, 211850.282351917, -5.0, 4.0
211850.399821167, 211850.497776708, -5.0, 4.0
211850.682450042, 211850.764444042, -5.0, 4.0
211851.64930125, 211851.764524083, 2.59000015258789, 4.0
211852.232463375, 211852.28242975, -5.0, 4.0
211852.382504, 211852.432824792, -5.0, 4.0
211853.016006, 211854.014690875, 21.3999996185303, 4.0
211854.582602375, 211854.664886, -5.0, 4.0
211854.749384458, 211854.816322208, -5.0, 4.0
211854.916012208, 211854.964743083, -5.0, 4.0
211855.051848125, 211855.114810125, -5.0, 4.0
211855.199387917, 211855.26487275, -5.0, 4.0
211855.68281725, 211856.032764833, 4.15750026702881, 4.0
211856.7994215, 211856.881482625, -5.0, 4.0
211856.966403458, 211857.031503417, -5.0, 4.0
211857.099497833, 211857.1664805, -5.0, 4.0
211857.232667042, 211857.314763792, -5.0, 4.0
211857.382899625, 211857.448208417, -5.0, 4.0
211857.5164355, 211857.598277542, -5.0, 4.0
211858.232950708, 211858.532892917, 4.15750026702881, 4.0
211859.1496125, 211859.21636375, -5.0, 4.0
211859.316373875, 211859.366469083, -5.0, 4.0
211859.449954, 211859.514887208, -5.0, 4.0
211859.583023042, 211859.649777292, -5.0, 4.0
211859.716411667, 211859.798482625, -5.0, 4.0
211859.866397417, 211859.931743417, -5.0, 4.0
211861.283257542, 211861.3832075, 0.0325002670288086, 4.0
211861.849776792, 211861.915164792, -5.0, 4.0
211861.983491583, 211862.048532542, -5.0, 4.0
211862.899939042, 211863.533308125, 7.12750053405762, 4.0
211864.216729042, 211864.283291042, -5.0, 4.0
211865.133339625, 211865.415531542, -5.0, 4.0
211866.783514333, 211867.432017042, 19.2550010681152, 4.0
211868.016801, 211868.065567292, -5.0, 4.0
211868.967047875, 211869.066956208, 0.527500152587891, 4.0
211869.683612333, 211869.749031292, -5.0, 4.0
211869.850302458, 211869.915803, -5.0, 4.0
211870.800465833, 211872.649359167, 22.3899993896484, 4.0
211873.517344958, 211873.866105417, 13.3150005340576, 4.0
211875.267428375, 211875.566158042, 25.1950016021729, 4.0
211876.217350417, 211876.3009035, 100.0, 1.0
211876.684158708, 211876.801004542, 100.0, 1.0
211877.467572542, 211877.932882208, 9.10750007629395, 4.0
211878.534249583, 211878.583085833, -5.0, 4.0
211879.018055667, 211879.149538, 1.59999990463257, 4.0
211880.134490583, 211881.633307, 17.1925010681152, 4.0
211882.217829333, 211882.283214208, -5.0, 4.0
211882.368142833, 211882.43320925, -5.0, 4.0
211882.518036, 211882.583287958, -5.0, 4.0
211882.651402417, 211882.701177917, -5.0, 4.0
211882.901295208, 211882.966821792, -5.0, 4.0
211883.73454375, 211883.90016225, 0.0325002670288086, 4.0
211884.284644708, 211884.366803083, -5.0, 4.0
211885.218054292, 211885.483520708, -5.0, 4.0
211885.80136025, 211886.0180245, -0.957499980926514, 4.0
211887.78483525, 211887.83473575, 100.0, 1.0
211888.301476, 211888.418172625, 100.0, 1.0
211888.301476, 211888.667013083, -5.0, 4.0
211889.184871833, 211890.567072333, 18.1824989318848, 4.0
211891.2016735, 211891.283848167, -5.0, 4.0
211891.368507667, 211891.450504542, -5.0, 4.0
211891.768489875, 211891.833843667, -5.0, 4.0
211892.21840925, 211892.383970625, 0.0325002670288086, 4.0
211893.450533292, 211893.767259667, -5.0, 4.0
211894.36864, 211894.6352075, 6.30249977111816, 4.0
211895.368876083, 211895.418865417, -5.0, 4.0
211895.502238875, 211895.550721083, -5.0, 4.0
211896.685520208, 211896.8854495, 100.0, 1.0
211897.4970265, 211897.4970265, 100.0, -1.0
211896.602138, 211899.450967958, -5.0, 4.0
211899.952374708, 211901.051165625, 19.2550010681152, 4.0
211902.284467875, 211902.38452275, -5.0, 4.0
211902.685781708, 211902.917893875, -5.0, 4.0
211903.420187542, 211903.701262542, -5.0, 4.0
211904.169389833, 211904.3359655, 0.197499752044678, 4.0
211905.469587583, 211905.519206833, 100.0, 1.0
211906.002806417, 211906.102832625, 100.0, 1.0
211906.986161708, 211907.751741167, 22.2250003814697, 4.0
211908.884886, 211908.952951583, -5.0, 4.0
211909.052779833, 211909.118366042, -5.0, 4.0
211909.186370167, 211909.251836, -5.0, 4.0
211909.319630917, 211909.401707458, -5.0, 4.0
211909.653217083, 211909.718410083, -5.0, 4.0
211910.203129542, 211910.369648583, 1.02250003814697, 4.0
211910.919654125, 211910.985136875, -5.0, 4.0
211911.086536875, 211911.151789542, -5.0, 4.0
211912.986634542, 211913.85199375, 24.2875003814697, 4.0
211914.820050792, 211915.802200583, 16.2849998474121, 4.0
211916.336809292, 211916.40208475, -5.0, 4.0
211916.503497875, 211916.568818958, -5.0, 4.0
211916.936949375, 211917.485261958, 18.1824989318848, 4.0
211918.170129667, 211918.235548083, -5.0, 4.0
211918.337144917, 211918.385543833, -5.0, 4.0
211918.453602708, 211918.5203125, -5.0, 4.0
211918.586491292, 211918.668628167, -5.0, 4.0
211918.819963417, 211918.902158583, -5.0, 4.0
211920.10379775, 211920.202508083, 0.445000171661377, 4.0
211920.7037395, 211920.785751583, -5.0, 4.0
211920.853882167, 211920.919173542, -5.0, 4.0
211921.370528625, 211924.270612042, 6.46749973297119, 4.0
211925.36938275, 211925.437214917, -5.0, 4.0
211925.537293208, 211925.619483333, -5.0, 4.0
211925.687592625, 211925.770826708, -5.0, 4.0
211925.987429875, 211926.069421625, -5.0, 4.0
211926.187529792, 211926.253953625, -5.0, 4.0
211926.637521, 211926.937481542, 4.15750026702881, 4.0
211927.604170167, 211927.6707095, -5.0, 4.0
211927.770770667, 211927.83624775, -5.0, 4.0
211927.9209825, 211927.986265833, -5.0, 4.0
211928.054451625, 211928.136464167, -5.0, 4.0
211928.187621458, 211928.269404333, -5.0, 4.0
211928.337663, 211928.402974417, -5.0, 4.0
211929.020993125, 211930.036469833, 23.3800010681152, 4.0
211930.904360958, 211930.986499167, -5.0, 4.0
211931.071254792, 211931.13636175, -5.0, 4.0
211931.221132292, 211931.269774625, -5.0, 4.0
211931.3377175, 211931.419728333, -5.0, 4.0
211931.487734458, 211931.553306458, -5.0, 4.0
211931.654422833, 211931.753157667, -5.0, 4.0
gun powder must be handled with care, 132, false, 7
211936.054839, 211937.970217125, 6.05500030517578, 4.0
211938.738173792, 211938.820242333, -5.0, 4.0
211938.88833, 211938.970359667, -5.0, 4.0
211939.038339667, 211939.103670875, -5.0, 4.0
211939.154932625, 211939.253651667, -5.0, 4.0
211939.321504, 211939.403623042, -5.0, 4.0
211939.504896667, 211939.58692425, -5.0, 4.0
211941.821798667, 211943.3039275, 20.2449989318848, 4.0
211944.172102292, 211944.988616583, 14.3049983978271, 4.0
211945.5719715, 211945.654030292, -5.0, 4.0
211946.688818375, 211946.838777833, 3.41499996185303, 4.0
211947.472034042, 211947.537481625, -5.0, 4.0
211947.638812917, 211947.704188625, -5.0, 4.0
211948.488964417, 211949.638872917, 19.0075016021729, 4.0
211950.305554958, 211950.372238583, -5.0, 4.0
211950.472389208, 211950.554302625, -5.0, 4.0
211950.639278792, 211950.689043292, -5.0, 4.0
211950.772302708, 211950.854445625, -5.0, 4.0
211950.90581725, 211951.004467542, -5.0, 4.0
211951.055587792, 211951.154408667, -5.0, 4.0
211952.055894375, 211953.2392445, 14.5524997711182, 4.0
211953.872430083, 211953.939209583, -5.0, 4.0
211954.656275708, 211956.772744125, 23.0500011444092, 4.0
211957.23939775, 211957.304878, -5.0, 4.0
211957.806093042, 211958.90639475, 3.41499996185303, 4.0
211959.542053833, 211959.605021333, -5.0, 4.0
211959.689817917, 211959.773158917, -5.0, 4.0
211959.872965, 211959.938302708, -5.0, 4.0
211960.039456333, 211960.106384292, -5.0, 4.0
211961.006548958, 211961.289598833, 5.3125, 4.0
211961.972967042, 211962.055123, -5.0, 4.0
211962.139946417, 211962.205180875, -5.0, 4.0
211962.3064895, 211962.388606958, -5.0, 4.0
211962.939904208, 211964.989809542, 16.2024993896484, 4.0
211965.556574542, 211965.63870525, -5.0, 4.0
211965.72336475, 211965.78876475, -5.0, 4.0
211965.856999042, 211965.938719583, -5.0, 4.0
211966.973459667, 211967.156744833, 3.16750049591064, 4.0
211967.706794667, 211967.773499292, -5.0, 4.0
211967.873653208, 211967.938795417, -5.0, 4.0
211969.023707542, 211969.688947625, 12.4899997711182, 4.0
211970.190169125, 211970.256913542, -5.0, 4.0
211970.340581, 211970.406949667, -5.0, 4.0
211970.907110167, 211972.255947375, 24.0399990081787, 4.0
211972.923775833, 211972.990352042, -5.0, 4.0
211973.074112417, 211973.140466125, -5.0, 4.0
211973.240734833, 211973.290547875, -5.0, 4.0
211973.357012417, 211973.455900042, -5.0, 4.0
211973.64073725, 211973.722703708, -5.0, 4.0
211974.14063025, 211974.889274708, 19.0075016021729, 4.0
211975.723995583, 211976.339452542, 18.1000003814697, 4.0
211977.422848167, 211977.4907845, -5.0, 4.0
211977.574087375, 211977.639502125, -5.0, 4.0
211977.724113208, 211977.789488375, -5.0, 4.0
211979.341057, 211979.490902, 0.279999732971191, 4.0
211979.907562208, 211979.974244708, -5.0, 4.0
211980.057626375, 211980.108058542, -5.0, 4.0
211981.257778667, 211981.740935833, 2.17750024795532, 4.0
211982.707795917, 211982.806470708, -5.0, 4.0
211983.491277458, 211983.806502292, 4.23999977111816, 4.0
211984.441288583, 211984.507935, -5.0, 4.0
211984.607964875, 211984.656626208, -5.0, 4.0
211984.741402792, 211984.806693292, -5.0, 4.0
211984.874731292, 211984.9399975, -5.0, 4.0
211985.141285667, 211985.223449542, -5.0, 4.0
211986.558097125, 211986.673433833, -0.875, 4.0
211987.17463925, 211987.241357542, -5.0, 4.0
211987.341577417, 211987.406895333, -5.0, 4.0
211988.158091917, 211989.158287667, 5.55999946594238, 4.0
211989.858149958, 211989.941553292, -5.0, 4.0
211990.058473875, 211990.108350667, -5.0, 4.0
211990.208241333, 211990.273634167, -5.0, 4.0
211990.341588125, 211990.408271125, -5.0, 4.0
211990.474882417, 211990.557032083, -5.0, 4.0
211990.625097292, 211990.691701083, -5.0, 4.0
211991.408345333, 211991.474917083, -5.0, 4.0
211991.625157542, 211991.690440292, -5.0, 4.0
211991.775099042, 211991.857105833, -5.0, 4.0
211992.575220625, 211992.75842975, 0.0325002670288086, 4.0
211993.641893958, 211994.375179375, 14.2224998474121, 4.0
211994.941812458, 211995.007180667, -5.0, 4.0
211995.60867325, 211995.958658625, 6.71499919891357, 4.0
211996.75875875, 211996.808757083, -5.0, 4.0
211996.908837917, 211996.974031375, -5.0, 4.0
211997.058883958, 211997.108781542, -5.0, 4.0
211997.192094417, 211997.257628542, -5.0, 4.0
211997.342032083, 211997.408847542, -5.0, 4.0
211997.508885375, 211997.575533958, -5.0, 4.0
211998.108769875, 211998.190791042, -5.0, 4.0
211998.708908542, 211999.473984333, 11.2525005340576, 4.0
211999.99218175, 212000.05895925, -5.0, 4.0
212000.159003167, 212000.209221667, -5.0, 4.0
212000.592371167, 212001.025639083, 4.23999977111816, 4.0
212001.675630208, 212001.758989, -5.0, 4.0
212001.859176, 212001.909166458, -5.0, 4.0
212002.009378667, 212002.057801667, -5.0, 4.0
212002.142332792, 212002.2079255, -5.0, 4.0
212002.375766417, 212002.459060375, -5.0, 4.0
212003.892598292, 212004.62591075, 4.15750026702881, 4.0
212005.125880667, 212005.192573792, -5.0, 4.0
212005.27596575, 212005.341311542, -5.0, 4.0
212005.426194458, 212005.491369458, -5.0, 4.0
212005.575946167, 212005.626110125, -5.0, 4.0
212006.359333958, 212006.509356458, -0.875, 4.0
212007.042568208, 212007.141319125, -5.0, 4.0
212007.209356042, 212007.27490525, -5.0, 4.0
212008.359600542, 212009.225067, 23.6275005340576, 4.0
212009.826218833, 212009.891563708, -5.0, 4.0
212009.959822292, 212010.041625, -5.0, 4.0
212010.759696417, 212011.208418625, 10.0975008010864, 4.0
212011.959742375, 212012.925164375, 19.2550010681152, 4.0
212013.859895458, 212014.591865125, 8.19999980926514, 4.0
212015.110050917, 212015.175295042, -5.0, 4.0
212017.043527625, 212017.125560625, 0.527500152587891, 4.0
212017.726573333, 212017.7933545, -5.0, 4.0
212017.893377708, 212017.958857292, -5.0, 4.0
212020.393597792, 212020.577012042, 4.40499973297119, 4.0
212021.2435665, 212021.308964292, -5.0, 4.0
212021.393748417, 212021.458964667, -5.0, 4.0
212021.543846125, 212021.593774083, -5.0, 4.0
212021.67708625, 212021.726010292, -5.0, 4.0
212022.777478833, 212022.926116708, 0.197499752044678, 4.0
212023.760513333, 212024.559262875, 16.1199989318848, 4.0
212025.177132292, 212025.242639833, -5.0, 4.0
212025.3273665, 212025.392666125, -5.0, 4.0
212025.477325292, 212025.542670875, -5.0, 4.0
212026.144086375, 212026.459407167, 7.21000003814697, 4.0
212027.34397275, 212027.409395333, -5.0, 4.0
212027.494052792, 212027.5594025, -5.0, 4.0
212027.627689083, 212027.694103208, -5.0, 4.0
212027.777448375, 212027.842872083, -5.0, 4.0
212028.177386792, 212028.259419292, -5.0, 4.0
the elevator door appears to be stuck, 181, false, 8
212030.227571208, 212031.492995292, 18.0174999237061, 4.0
212032.794710458, 212033.19312525, 11.1700000762939, 4.0
212036.077913333, 212036.12777175, 100.0, 1.0
212036.444711708, 212036.544904958, 100.0, 1.0
212037.494636333, 212038.043587375, 21.0700016021729, 4.0
212038.761540542, 212038.810137208, -5.0, 4.0
212038.8947865, 212038.960194417, -5.0, 4.0
212039.011479875, 212039.110080208, -5.0, 4.0
212040.161586708, 212040.727082125, 9.93249988555908, 4.0
212041.494922208, 212041.578264042, -5.0, 4.0
212041.678601083, 212041.743683583, -5.0, 4.0
212041.811797875, 212041.878320833, -5.0, 4.0
212042.578393792, 212042.811782417, 4.15750026702881, 4.0
212043.495078417, 212043.560448542, -5.0, 4.0
212043.645292042, 212043.71043325, -5.0, 4.0
212043.761864792, 212043.845314917, -5.0, 4.0
212043.911896208, 212043.993877042, -5.0, 4.0
212044.045218875, 212044.127146542, -5.0, 4.0
212044.178469542, 212044.24521725, -5.0, 4.0
212046.145650292, 212046.277387875, -0.875, 4.0
212046.745134875, 212046.827337083, -5.0, 4.0
212046.912214042, 212046.993996292, -5.0, 4.0
212048.228853333, 212048.477197625, 6.05500030517578, 4.0
212049.178741, 212049.260580792, -5.0, 4.0
212049.3285395, 212049.410533417, -5.0, 4.0
212049.478879833, 212049.545628875, -5.0, 4.0
212049.728945917, 212049.811006292, -5.0, 4.0
212050.31227925, 212050.795650417, 10.0150003433228, 4.0
212051.545627292, 212051.594414083, -5.0, 4.0
212051.7148215, 212051.745585625, -5.0, 4.0
212051.829236125, 212051.910956208, -5.0, 4.0
212052.112310458, 212052.178879708, -5.0, 4.0
212052.612457125, 212053.14573375, 4.07499980926514, 4.0
212054.129124375, 212054.19448275, -5.0, 4.0
212054.279601958, 212054.327714417, -5.0, 4.0
212054.412662958, 212054.477851292, -5.0, 4.0
212054.529210375, 212054.611358042, -5.0, 4.0
212054.662653125, 212054.744614125, -5.0, 4.0
212054.796000875, 212054.877989375, -5.0, 4.0
212056.196010542, 212057.462743375, 19.0075016021729, 4.0
212057.962715708, 212058.044726458, -5.0, 4.0
212058.129756292, 212058.194751917, -5.0, 4.0
212058.262760292, 212058.344708833, -5.0, 4.0
212058.429359875, 212058.496253875, -5.0, 4.0
212058.662806958, 212058.744868458, -5.0, 4.0
212059.1629455, 212059.312865292, 4.23999977111816, 4.0
212060.26300125, 212061.34508225, 20.1625003814697, 4.0
212061.89649225, 212061.979537208, -5.0, 4.0
212062.446417875, 212063.245206333, 12.5725002288818, 4.0
212063.812906417, 212063.895107458, -5.0, 4.0
212063.963197417, 212064.045498583, -5.0, 4.0
212064.129991958, 212064.179894917, -5.0, 4.0
212064.246451125, 212064.328670333, -5.0, 4.0
212064.396449917, 212064.4788015, -5.0, 4.0
212065.129777167, 212065.228539875, -5.0, 4.0
212065.830009875, 212066.995389625, 18.0174999237061, 4.0
212068.430187583, 212068.562121375, 3.66249942779541, 4.0
212069.18025325, 212069.246758417, -5.0, 4.0
212069.346986833, 212069.412094125, -5.0, 4.0
212070.363634958, 212070.663622333, 4.15750026702881, 4.0
212071.280150625, 212071.345614208, -5.0, 4.0
212071.447045625, 212071.513869583, -5.0, 4.0
212071.597228792, 212071.662400875, -5.0, 4.0
212071.746848583, 212071.812540583, -5.0, 4.0
212072.263780375, 212072.847058875, 16.2849998474121, 4.0
212073.363716458, 212073.445725542, -5.0, 4.0
212073.513893708, 212073.59580375, -5.0, 4.0
212073.913905167, 212074.612405, 12.0774993896484, 4.0
212075.180416083, 212075.245782042, -5.0, 4.0
212075.313872792, 212075.380573667, -5.0, 4.0
212075.447273125, 212075.529152625, -5.0, 4.0
212075.580497667, 212075.679303208, -5.0, 4.0
212075.713900958, 212075.79610275, -5.0, 4.0
212075.914054833, 212075.980714583, -5.0, 4.0
212076.563944167, 212077.662693583, 20.0799999237061, 4.0
212078.397315333, 212078.462782792, -5.0, 4.0
212078.547486417, 212078.612811792, -5.0, 4.0
212078.6809155, 212078.747456458, -5.0, 4.0
212078.830807625, 212078.896134958, -5.0, 4.0
212079.664137958, 212079.779574, -5.0, 4.0
212080.846292292, 212081.129720208, -5.0, 4.0
212081.814442667, 212082.012997333, 4.32250022888184, 4.0
212082.580847917, 212082.614412875, -5.0, 4.0
212082.714371833, 212082.779700083, -5.0, 4.0
212083.9811655, 212084.0631745, -0.957499980926514, 4.0
212085.36457325, 212086.046673292, 12.1599998474121, 4.0
212086.797910167, 212086.863246625, -5.0, 4.0
212086.948166208, 212086.998061875, -5.0, 4.0
212087.081528458, 212087.146679167, -5.0, 4.0
212087.197931458, 212087.281373667, -5.0, 4.0
212087.331302, 212087.414666667, -5.0, 4.0
212088.131414083, 212088.213296417, -5.0, 4.0
212088.631376583, 212088.71469525, -5.0, 4.0
212088.781051917, 212088.863101458, -5.0, 4.0
212089.831528, 212090.396806167, 16.2024993896484, 4.0
212091.41502725, 212091.931581167, 5.06500053405762, 4.0
212092.448335333, 212092.530331542, -5.0, 4.0
212092.598649708, 212092.663751125, -5.0, 4.0
212092.748311, 212092.813687417, -5.0, 4.0
212092.881863125, 212092.913734875, -5.0, 4.0
212095.031832125, 212096.064062083, 16.2024993896484, 4.0
212096.748499792, 212096.830616375, -5.0, 4.0
212096.898661583, 212096.980592917, -5.0, 4.0
212097.048662542, 212097.130698917, -5.0, 4.0
212099.682171458, 212100.682184958, 20.5749988555908, 4.0
212101.348838125, 212101.41427375, -5.0, 4.0
212101.515702, 212101.5640995, -5.0, 4.0
212101.64892075, 212101.71427425, -5.0, 4.0
212101.815692208, 212101.832265333, -5.0, 4.0
212103.882451625, 212104.847804583, 21.2350006103516, 4.0
212105.565845333, 212105.631199208, -5.0, 4.0
212105.716242375, 212105.781233833, -5.0, 4.0
212105.866016708, 212105.931219708, -5.0, 4.0
212108.899468292, 212109.032655708, 100.0, 1.0
212108.833922542, 212109.264708208, -5.0, 4.0
212110.049426625, 212110.182810167, 100.0, 1.0
212110.049426625, 212110.498408292, -5.0, 4.0
212110.699493042, 212110.849409583, 100.0, 1.0
212111.432780375, 212111.716516375, 4.23999977111816, 4.0
212112.349506375, 212112.4149885, -5.0, 4.0
212113.383038375, 212113.631899292, -5.0, 4.0
212114.633201833, 212114.782947958, 2.34249973297119, 4.0
212115.599976292, 212115.69977475, 100.0, 1.0
212115.516480333, 212115.899877583, -5.0, 4.0
212116.200134625, 212116.333289208, 100.0, 1.0
212116.949963875, 212117.165238167, 0.445000171661377, 4.0
212119.233451292, 212119.998896542, 22.5549983978271, 4.0
212120.767549208, 212120.832233208, -5.0, 4.0
212120.916929417, 212120.982212792, -5.0, 4.0
212121.050442375, 212121.115583583, -5.0, 4.0
212121.166924, 212121.233577292, -5.0, 4.0
212121.300184375, 212121.382366208, -5.0, 4.0
212121.450180875, 212121.532350542, -5.0, 4.0
212122.350181792, 212122.415614583, -5.0, 4.0
212122.50053875, 212122.565592542, -5.0, 4.0
212123.867123167, 212124.46570075, 18.1000003814697, 4.0
212124.933655375, 212124.999115583, -5.0, 4.0
212125.867216458, 212125.999212833, 0.279999732971191, 4.0
212126.500558208, 212126.567097083, -5.0, 4.0
212126.667308125, 212126.732541583, -5.0, 4.0
212127.517315958, 212128.416050042, 20.7399997711182, 4.0
212129.017288083, 212129.082749083, -5.0, 4.0
212129.167582708, 212129.217482375, -5.0, 4.0
212130.217494167, 212131.066191792, 16.0375003814697, 4.0
212131.534261333, 212131.599582292, -5.0, 4.0
212131.684273042, 212131.749626792, -5.0, 4.0
212132.551004375, 212132.633029875, -0.792500019073486, 4.0
212133.100893708, 212133.182994583, -5.0, 4.0
212133.267956583, 212133.317698042, -5.0, 4.0
212134.151131542, 212134.301097292, 1.02250003814697, 4.0
212134.767776, 212134.849781208, -5.0, 4.0
212135.501243083, 212135.75127625, 3.16750049591064, 4.0
212136.217753208, 212136.284316875, -5.0, 4.0
212136.38452275, 212136.433213875, -5.0, 4.0
212136.534596542, 212136.583232458, -5.0, 4.0
212136.651363333, 212136.717828, -5.0, 4.0
212137.067878583, 212137.149869375, -5.0, 4.0
212137.851384, 212137.966828292, 0.197499752044678, 4.0
212138.401323333, 212138.449953833, -5.0, 4.0
212138.534722083, 212138.583598167, -5.0, 4.0
212139.701520667, 212141.050134583, 18.0174999237061, 4.0
212141.651438208, 212141.700137542, -5.0, 4.0
212142.251706083, 212143.067045833, 22.1424999237061, 4.0
212143.884932583, 212143.96701875, -5.0, 4.0
212144.051776417, 212144.101795417, -5.0, 4.0
212144.184998667, 212144.250461917, -5.0, 4.0
212144.318359708, 212144.400631375, -5.0, 4.0
212144.4518725, 212144.550542292, -5.0, 4.0
212144.968491708, 212145.585366708, 21.0700016021729, 4.0
212146.168667542, 212146.2504725, -5.0, 4.0
212146.868483458, 212147.202082792, 6.22000026702881, 4.0
212148.635269042, 212148.700783333, -5.0, 4.0
212148.785509542, 212148.850780333, -5.0, 4.0
212148.918758375, 212149.000809458, -5.0, 4.0
212149.052084667, 212149.134182583, -5.0, 4.0
212149.218711667, 212149.285328333, -5.0, 4.0
212149.385387, 212149.450981708, -5.0, 4.0
212149.968675125, 212150.033974208, -5.0, 4.0
212150.118736833, 212150.200895, -5.0, 4.0
212153.218971417, 212153.834209625, 11.2525005340576, 4.0
212154.352379417, 212154.419035292, -5.0, 4.0
we have enough witnesses, 73, false, 9
212560.828789667, 212562.062396625, 22.2250003814697, 4.0
212564.462644083, 212564.812397667, 4.07499980926514, 4.0
212571.561692417, 212571.628476083, -5.0, 4.0
212573.863214333, 212574.163306042, 7.04500007629395, 4.0
212574.4629325, 212574.596529083, 1.59999990463257, 4.0
212575.313342708, 212576.246800167, 19.2550010681152, 4.0
212576.529917667, 212576.74679, 5.23000049591064, 4.0
212578.880247667, 212579.046909833, 3.00250053405762, 4.0
212579.329963167, 212579.780336667, 13.0675010681152, 4.0
212579.913245, 212580.230403375, 18.1824989318848, 4.0
212580.463286333, 212580.8470825, 17.9349994659424, 4.0
212581.130185875, 212587.680846625, 5.14750003814697, 4.0
212588.047365333, 212588.380820417, 5.14750003814697, 4.0
212589.512882792, 212589.612948917, -5.0, 4.0
212589.6811345, 212589.779572042, -5.0, 4.0
212595.614501292, 212595.731085708, 100.0, 1.0
212596.338649, 212596.338649, 100.0, -1.0
212596.541088625, 212596.541088625, 100.0, -1.0
212595.563314167, 212597.096750917, -5.0, 4.0
212599.330250958, 212600.331705917, 26.3500003814697, 4.0
212600.481675042, 212601.031658292, 9.02500057220459, 4.0
212601.281689917, 212601.398188958, 100.0, 1.0
212601.281689917, 212601.948084167, 16.3674983978271, 4.0
212602.248444, 212603.715069292, 4.73499965667725, 4.0
212604.465235792, 212604.531670875, 100.0, 1.0
212605.34865375, 212609.848937833, 21.0700016021729, 4.0
212610.115462708, 212612.099066875, 6.13749980926514, 4.0
212612.649080375, 212613.547951208, -3.0200001001358, 4.0
212614.432520917, 212614.56570925, 100.0, 1.0
212614.38263725, 212614.747793792, -5.0, 4.0
212615.366166292, 212617.066152125, 23.2975006103516, 4.0
212617.215864917, 212617.449416167, 1.02250003814697, 4.0
212617.649343125, 212620.366360458, 11.0050010681152, 4.0
212620.949636583, 212621.066215292, 100.0, 1.0
212621.63300625, 212622.916651042, 22.1424999237061, 4.0
212623.049554875, 212623.416510917, 4.73499965667725, 4.0
212623.6829225, 212623.799777167, -1.86500000953674, 4.0
212624.466602958, 212624.532970583, 100.0, 1.0
212627.283358333, 212627.950143708, 10.4274997711182, 4.0
212628.149779542, 212628.750139667, 3.08500003814697, 4.0
212629.166632167, 212630.900146417, 21.3999996185303, 4.0
212631.083338083, 212631.516965667, 7.45749950408936, 4.0
212633.417182375, 212633.850473167, 9.27250003814697, 4.0
212634.167003375, 212634.9172495, 14.2224998474121, 4.0
212635.216857167, 212636.26733725, 15.1300010681152, 4.0
212636.834042208, 212637.534155417, 20.3274993896484, 4.0
212638.000765125, 212638.450812667, 6.13749980926514, 4.0
212638.717407417, 212639.034234917, 7.04500007629395, 4.0
212641.667704083, 212642.217742042, 21.3175010681152, 4.0
212642.517680958, 212643.017815917, 5.14750003814697, 4.0
212643.534432542, 212644.384515583, 18.2649993896484, 4.0
212644.801233125, 212645.417896333, 13.2325000762939, 4.0
212645.768016917, 212646.101341583, 7.86999988555908, 4.0
212646.784597333, 212647.251493, 15.3775005340576, 4.0
212647.567983625, 212647.884744458, 15.3775005340576, 4.0
212649.550232, 212649.633555292, -5.0, 4.0
212649.734911542, 212649.783629167, -5.0, 4.0
212650.168163792, 212650.250191333, -5.0, 4.0
212654.018524833, 212654.351905, 6.05500030517578, 4.0
212654.869605417, 212655.83518825, 100.0, 1.0
212653.917089833, 212656.150550042, -5.0, 4.0
212656.43523475, 212656.585258542, 100.0, 1.0
212656.43523475, 212656.784133708, -5.0, 4.0
212657.71887975, 212658.735544583, 19.0900001525879, 4.0
212659.0355, 212659.4188215, 9.02500057220459, 4.0
212659.702200625, 212660.368916167, 19.1725006103516, 4.0
212660.702200958, 212661.302375, 12.4899997711182, 4.0
