popularity is desired by all, 0, false, 1
popularity is desired by all, 117, false, 1
203756.524405375, 203756.605864292, -5.0, 4.0
203757.87395825, 203758.872908875, 17.1100006103516, 4.0
203759.407096167, 203759.507192208, -5.0, 4.0
203759.607572208, 203759.722737417, -5.0, 4.0
203759.807578167, 203759.906139083, -5.0, 4.0
203760.87407275, 203761.407372625, 6.30249977111816, 4.0
203762.057420667, 203762.156302083, -5.0, 4.0
203762.257650083, 203762.356336958, -5.0, 4.0
203762.474449625, 203762.556274583, -5.0, 4.0
203762.65747475, 203762.724271458, -5.0, 4.0
203762.857510083, 203762.957510417, -5.0, 4.0
203763.09098825, 203763.189666708, -5.0, 4.0
203763.540912333, 203763.657487208, -5.0, 4.0
203764.657673292, 203765.424380375, 11.0050010681152, 4.0
203765.907630083, 203766.024388542, -5.0, 4.0
203766.124448083, 203766.223231458, -5.0, 4.0
203766.307853875, 203766.406635667, -5.0, 4.0
203766.47451275, 203766.57326425, -5.0, 4.0
203766.641068375, 203766.724443708, -5.0, 4.0
203766.824455292, 203766.906574292, -5.0, 4.0
203767.32454775, 203767.42440225, -5.0, 4.0
203767.641104625, 203767.707836458, -5.0, 4.0
203768.624412167, 203769.756748875, 19.1725006103516, 4.0
203770.257930042, 203770.356915625, -5.0, 4.0
203770.458042917, 203770.556798625, -5.0, 4.0
203771.224903042, 203771.841432875, 10.0150003433228, 4.0
203772.574788625, 203772.658139333, -5.0, 4.0
203772.775113875, 203772.873592917, -5.0, 4.0
203772.975077208, 203773.057186042, -5.0, 4.0
203773.308262708, 203773.406980792, -5.0, 4.0
203774.54164575, 203774.891597083, 3.08500003814697, 4.0
203775.541683208, 203775.6571105, -5.0, 4.0
203775.775241292, 203775.87382325, -5.0, 4.0
203776.008559208, 203776.090624625, -5.0, 4.0
203776.341847625, 203776.440622583, -5.0, 4.0
203777.625077083, 203777.923972667, -5.0, 4.0
203780.075506125, 203781.6419895, -5.0, 4.0
203782.225601958, 203782.307548667, -5.0, 4.0
203782.425660958, 203782.507696083, -5.0, 4.0
203783.925787833, 203784.125654667, 4.23999977111816, 4.0
203784.875793833, 203784.941049833, -5.0, 4.0
203785.059310208, 203785.12590525, -5.0, 4.0
203786.525912667, 203788.174935167, 20.1625003814697, 4.0
203788.726027042, 203788.82581425, -5.0, 4.0
203788.925924333, 203789.008068833, -5.0, 4.0
203790.676042708, 203791.308292208, 6.22000026702881, 4.0
203792.626247333, 203793.491624333, 15.0475006103516, 4.0
203794.226356917, 203794.325041375, -5.0, 4.0
203794.426594583, 203794.5082855, -5.0, 4.0
203794.593058917, 203794.67510375, -5.0, 4.0
203794.759570625, 203794.8417945, -5.0, 4.0
203794.926368417, 203795.009607083, -5.0, 4.0
203795.126449417, 203795.1930305, -5.0, 4.0
203795.526341083, 203795.626353875, -5.0, 4.0
203795.726289833, 203795.825169167, -5.0, 4.0
203797.759918583, 203798.192015708, 9.10750007629395, 4.0
203799.376600167, 203800.025565792, 19.0900001525879, 4.0
203800.543332833, 203800.60998125, -5.0, 4.0
203801.958870333, 203802.208952667, -5.0, 4.0
203805.725680125, 203805.809073083, -5.0, 4.0
203806.643912708, 203806.876020292, 6.13749980926514, 4.0
203807.577172875, 203807.65919725, -5.0, 4.0
203807.760523333, 203807.827317333, -5.0, 4.0
203808.860628083, 203809.025831958, 2.25999975204468, 4.0
203810.544091667, 203810.742686708, 5.39499950408936, 4.0
203811.393995333, 203811.460692, -5.0, 4.0
203811.594572917, 203811.6428275, -5.0, 4.0
203813.410991583, 203813.659681667, 2.01250028610229, 4.0
203815.009643042, 203815.109714417, -5.0, 4.0
203815.211010375, 203815.29437525, -5.0, 4.0
203815.394315875, 203815.476471333, -5.0, 4.0
203815.727529917, 203815.826535792, -5.0, 4.0
203817.361131208, 203818.411131833, 12.5725002288818, 4.0
203819.361241083, 203819.427701, -5.0, 4.0
203819.578106625, 203819.644499917, -5.0, 4.0
203819.79483775, 203819.910077625, -5.0, 4.0
203820.011342583, 203820.093352042, -5.0, 4.0
203820.161306333, 203820.260207292, -5.0, 4.0
203820.3613555, 203820.460069958, -5.0, 4.0
203820.644659583, 203820.694717667, -5.0, 4.0
203821.594741083, 203821.927989833, -5.0, 4.0
203823.661524917, 203823.894836333, 2.42499971389771, 4.0
203824.64494825, 203824.743690208, -5.0, 4.0
203824.844982458, 203824.928361042, -5.0, 4.0
203825.028394625, 203825.110497958, -5.0, 4.0
203826.561792167, 203827.410613833, 17.0275001525879, 4.0
203827.961717167, 203828.04396925, -5.0, 4.0
203828.1451755, 203828.243969792, -5.0, 4.0
203828.345547917, 203828.427238708, -5.0, 4.0
203828.511784042, 203828.593975708, -5.0, 4.0
203828.7285475, 203828.827397083, -5.0, 4.0
203830.078640833, 203831.010709458, 13.2325000762939, 4.0
203831.478728458, 203831.577497708, -5.0, 4.0
203831.678921542, 203831.760861583, -5.0, 4.0
203831.845578667, 203831.945618167, -5.0, 4.0
203832.128627125, 203832.228733708, -5.0, 4.0
203833.595650458, 203834.712260292, 16.0375003814697, 4.0
203835.345732208, 203835.461028125, -5.0, 4.0
203835.56232425, 203835.661160583, -5.0, 4.0
203835.745895958, 203835.844458625, -5.0, 4.0
203835.945636208, 203836.027743208, -5.0, 4.0
203836.145848458, 203836.2458825, -5.0, 4.0
203836.379106958, 203836.477749625, -5.0, 4.0
203837.012391958, 203837.111256792, -5.0, 4.0
203837.245921333, 203837.329109417, -5.0, 4.0
203837.481663875, 203837.527656917, -5.0, 4.0
203837.845899667, 203837.961193583, -5.0, 4.0
203840.196111208, 203840.779356792, -5.0, 4.0
203841.146092792, 203841.511467083, -5.0, 4.0
203842.429491542, 203842.946054708, -5.0, 4.0
203843.229333708, 203843.778331792, -5.0, 4.0
203844.096254375, 203844.578401417, -5.0, 4.0
203845.062916917, 203845.478441, -5.0, 4.0
203845.846271667, 203846.2785105, -5.0, 4.0
rapidly running short on words, 143, false, 5
203850.26329475, 203851.045410333, 15.2124996185303, 4.0
203851.830064083, 203851.913259083, -5.0, 4.0
203852.030396333, 203852.112147, -5.0, 4.0
203852.213460625, 203852.295467583, -5.0, 4.0
203852.413367333, 203852.495575208, -5.0, 4.0
203852.713327208, 203852.812167792, -5.0, 4.0
203853.713436958, 203853.795449583, 0.0325002670288086, 4.0
203855.697099875, 203856.512452917, 13.1499996185303, 4.0
203861.129296083, 203861.212957167, -5.0, 4.0
203861.347636542, 203861.4305905, -5.0, 4.0
203861.513984625, 203861.596333292, -5.0, 4.0
203861.697468625, 203861.763987, -5.0, 4.0
203861.980583458, 203862.062799458, -5.0, 4.0
203862.347327292, 203862.463991792, -5.0, 4.0
203863.713871708, 203864.262772375, 8.36499977111816, 4.0
203865.630971792, 203865.996461583, 5.14750003814697, 4.0
203866.64754825, 203866.730949125, -5.0, 4.0
203866.848066125, 203866.914387125, -5.0, 4.0
203867.031095625, 203867.0976505, -5.0, 4.0
203867.230978375, 203867.296629167, -5.0, 4.0
203868.68123275, 203869.163449792, 11.0050010681152, 4.0
203869.814654083, 203869.91333025, -5.0, 4.0
203870.098029958, 203870.179932625, -5.0, 4.0
203870.347872583, 203870.414516917, -5.0, 4.0
203871.398102208, 203872.680175958, 22.0599994659424, 4.0
203873.331419542, 203873.430232917, -5.0, 4.0
203873.548175167, 203873.630272208, -5.0, 4.0
203873.731429375, 203873.813616708, -5.0, 4.0
203874.064873417, 203874.131536, -5.0, 4.0
203875.148248958, 203875.313668167, 0.115000247955322, 4.0
203875.898263667, 203875.981545958, -5.0, 4.0
203876.115488875, 203876.197097417, -5.0, 4.0
203879.281852042, 203880.530624917, 16.6149997711182, 4.0
203881.115277875, 203881.214183083, -5.0, 4.0
203881.332397208, 203881.414133833, -5.0, 4.0
203882.332025208, 203882.964383667, 18.1000003814697, 4.0
203883.598782, 203883.697459167, -5.0, 4.0
203883.815251833, 203883.881883542, -5.0, 4.0
203884.015573125, 203884.049106167, -5.0, 4.0
203884.165250583, 203884.247631708, -5.0, 4.0
203884.64891475, 203884.732097375, -5.0, 4.0
203885.799017458, 203886.514474292, 11.0874996185303, 4.0
203887.165651083, 203887.247815667, -5.0, 4.0
203887.399407583, 203887.481125667, -5.0, 4.0
203887.58240275, 203887.681137833, -5.0, 4.0
203887.765826958, 203887.847870833, -5.0, 4.0
203887.9491825, 203888.032360625, -5.0, 4.0
203888.149320125, 203888.231222583, -5.0, 4.0
203889.0991815, 203890.114658625, 14.0574989318848, 4.0
203890.765933375, 203890.849246958, -5.0, 4.0
203891.982662417, 203892.464775375, 9.19000053405762, 4.0
203894.132867333, 203894.748490625, 12.3249988555908, 4.0
203895.332947417, 203895.416159625, -5.0, 4.0
203895.552074458, 203895.615051833, -5.0, 4.0
203895.733123167, 203895.799521, -5.0, 4.0
203895.94959625, 203895.999642417, -5.0, 4.0
203897.183082958, 203897.883090292, 6.05500030517578, 4.0
203899.983202875, 203900.065507292, -5.0, 4.0
203900.166623333, 203900.25005625, -5.0, 4.0
203900.333292333, 203900.416843292, -5.0, 4.0
203900.516662542, 203900.599932125, -5.0, 4.0
203900.716662708, 203900.78323525, -5.0, 4.0
203901.049860667, 203901.133304958, -5.0, 4.0
203902.450044583, 203902.666863917, 2.01250028610229, 4.0
203903.21673375, 203903.298806167, -5.0, 4.0
203903.416950667, 203903.499996375, -5.0, 4.0
203904.966932625, 203906.18242175, 17.0275001525879, 4.0
203906.766953125, 203906.849121375, -5.0, 4.0
203906.967473042, 203907.050446083, -5.0, 4.0
203907.150328708, 203907.23382125, -5.0, 4.0
203907.984074333, 203908.632302458, 8.03500080108643, 4.0
203909.333937583, 203909.449306208, -5.0, 4.0
203910.8172625, 203911.59915475, 14.3049983978271, 4.0
203912.150564167, 203912.233958708, -5.0, 4.0
203912.400872958, 203912.482834667, -5.0, 4.0
203916.167355458, 203916.949794042, 16.2024993896484, 4.0
203917.701106542, 203917.801016, -5.0, 4.0
203917.917797792, 203918.001038917, -5.0, 4.0
203918.101410083, 203918.199894667, -5.0, 4.0
203918.284301833, 203918.366584292, -5.0, 4.0
203918.501247042, 203918.583127042, -5.0, 4.0
203918.684433458, 203918.783166458, -5.0, 4.0
203919.001047417, 203919.1012085, -5.0, 4.0
203919.234425625, 203919.31773425, -5.0, 4.0
203919.434570917, 203919.516738042, -5.0, 4.0
203919.720417583, 203919.799954458, -5.0, 4.0
203920.151239042, 203920.201094833, -5.0, 4.0
203921.051222792, 203921.516657, -5.0, 4.0
203921.868053083, 203922.316724667, -5.0, 4.0
203922.718151292, 203923.168109458, -5.0, 4.0
203923.534715625, 203923.98364475, -5.0, 4.0
203924.318270417, 203924.76816875, -5.0, 4.0
203925.134775208, 203925.584766875, -5.0, 4.0
203925.851610125, 203926.23369075, -5.0, 4.0
203926.584851958, 203926.933754042, -5.0, 4.0
203928.385136583, 203929.318353417, 17.1925010681152, 4.0
203929.93513525, 203930.017420458, -5.0, 4.0
203930.118548125, 203930.217258792, -5.0, 4.0
203930.318496625, 203930.400728542, -5.0, 4.0
203930.518739917, 203930.5840045, -5.0, 4.0
203930.818506667, 203930.901810458, -5.0, 4.0
203931.901970042, 203932.085572375, 2.17750024795532, 4.0
203932.668598542, 203932.734188292, -5.0, 4.0
203932.869135042, 203932.934130917, -5.0, 4.0
203937.718983375, 203938.402242375, 14.0574989318848, 4.0
203938.969029417, 203939.051234417, -5.0, 4.0
203939.169325625, 203939.23595025, -5.0, 4.0
203940.185873917, 203940.884770417, 11.1700000762939, 4.0
203941.686013125, 203941.735895667, -5.0, 4.0
203941.969305542, 203942.01924625, -5.0, 4.0
203942.319381667, 203942.419233417, -5.0, 4.0
203942.536010375, 203942.6183315, -5.0, 4.0
203942.686064708, 203942.769423, -5.0, 4.0
203942.886284292, 203942.968169917, -5.0, 4.0
203944.469499042, 203944.717980375, 10.3450002670288, 4.0
203946.086274875, 203946.219358042, 100.0, 1.0
203947.002959417, 203947.253029667, 1.10500001907349, 4.0
203947.869535792, 203947.936213167, -5.0, 4.0
203948.069749708, 203948.135139417, -5.0, 4.0
203949.619837125, 203950.685352833, 19.3374996185303, 4.0
203951.303161125, 203951.402038083, -5.0, 4.0
203951.503352208, 203951.585446208, -5.0, 4.0
203951.6533715, 203951.736692875, -5.0, 4.0
203951.819816792, 203951.902071583, -5.0, 4.0
203951.986675458, 203952.069945375, -5.0, 4.0
203952.1702665, 203952.252143542, -5.0, 4.0
203953.853413292, 203954.820078792, 12.0774993896484, 4.0
203955.436858625, 203955.535804333, -5.0, 4.0
203955.620348, 203955.703582833, -5.0, 4.0
203955.786889083, 203955.870354833, -5.0, 4.0
203955.95336525, 203956.035690833, -5.0, 4.0
203956.103526208, 203956.202409167, -5.0, 4.0
203956.286866, 203956.3857865, -5.0, 4.0
203958.637048125, 203959.137106417, 19.0075016021729, 4.0
203959.820387167, 203959.902576917, -5.0, 4.0
203959.987304792, 203960.07067775, -5.0, 4.0
203961.270521833, 203961.569468917, 5.06500053405762, 4.0
203962.503880958, 203962.619327833, -5.0, 4.0
203962.837374167, 203962.920579958, -5.0, 4.0
203963.054148083, 203963.136031167, -5.0, 4.0
203965.604153167, 203967.019503417, 17.2749996185303, 4.0
203967.58743075, 203967.669679583, -5.0, 4.0
203967.77096525, 203967.869717167, -5.0, 4.0
movie about a nutty professor, 131, false, 6
203971.138038958, 203971.60335475, 14.1399993896484, 4.0
203972.271254125, 203972.353567875, -5.0, 4.0
203972.471516625, 203972.520110833, -5.0, 4.0
203972.6047065, 203972.703384458, -5.0, 4.0
203973.471469875, 203974.053409375, 13.1499996185303, 4.0
203974.738033042, 203974.820225583, -5.0, 4.0
203974.921524333, 203975.003680292, -5.0, 4.0
203975.140620208, 203975.18687475, -5.0, 4.0
203975.321490125, 203975.388124042, -5.0, 4.0
203976.488255, 203977.888150625, 21.0700016021729, 4.0
203978.521629583, 203978.621573833, -5.0, 4.0
203979.6050405, 203979.937268042, -5.0, 4.0
203981.188655917, 203981.520733583, 8.28250026702881, 4.0
203983.222037667, 203983.537473417, 7.21000003814697, 4.0
203984.205418458, 203984.2887, -5.0, 4.0
203984.388804208, 203984.455608667, -5.0, 4.0
203984.555604333, 203984.620986583, -5.0, 4.0
203984.70556325, 203984.787641458, -5.0, 4.0
203985.0387865, 203985.137495042, -5.0, 4.0
203986.038890667, 203986.270788292, 8.44750022888184, 4.0
203987.372358458, 203987.488762, 100.0, 1.0
203987.322177708, 203987.704297625, -5.0, 4.0
203987.955697083, 203988.2565845, 5.39499950408936, 4.0
203988.872201083, 203988.937842417, -5.0, 4.0
203989.039282625, 203989.104524125, -5.0, 4.0
203989.955885833, 203990.1211815, 1.1875, 4.0
203991.839287417, 203992.054793167, 3.00250053405762, 4.0
203992.655839375, 203992.737983833, -5.0, 4.0
203993.705991583, 203994.589243042, 10.0150003433228, 4.0
203996.67294075, 203996.772749583, 100.0, 1.0
203996.604876333, 203996.921674042, -5.0, 4.0
203997.189559792, 203998.138520042, 11.1700000762939, 4.0
203998.706274917, 203998.805130375, -5.0, 4.0
203998.9063325, 203999.00509925, -5.0, 4.0
203999.090053792, 203999.188447708, -5.0, 4.0
203999.306374333, 203999.355107625, -5.0, 4.0
203999.506393583, 203999.605100917, -5.0, 4.0
203999.723323125, 203999.805174542, -5.0, 4.0
204000.339721583, 204000.438484708, -5.0, 4.0
204000.539847917, 204000.622003167, -5.0, 4.0
204001.489870333, 204002.70537575, 19.0075016021729, 4.0
204003.38992875, 204003.472011042, -5.0, 4.0
204003.656609583, 204003.73878425, -5.0, 4.0
204003.840253833, 204003.938748542, -5.0, 4.0
204004.706783583, 204006.089120667, 19.2550010681152, 4.0
204008.090301042, 204008.24032075, -0.627500057220459, 4.0
204008.790338542, 204008.872438292, -5.0, 4.0
204008.973732, 204009.040428125, -5.0, 4.0
204016.939583125, 204017.356371458, -5.0, 4.0
204017.8409705, 204019.29015125, -5.0, 4.0
204019.707718042, 204019.791021708, -5.0, 4.0
204019.907898458, 204019.989877667, -5.0, 4.0
204020.857928042, 204021.05786675, 2.50750017166138, 4.0
204021.624555125, 204021.689924042, -5.0, 4.0
204022.557882292, 204022.957929375, -5.0, 4.0
204023.624557375, 204024.041278125, -5.0, 4.0
204024.091341208, 204024.139913917, -5.0, 4.0
204025.808160667, 204025.924793875, -0.875, 4.0
204027.090184625, 204027.173583167, -5.0, 4.0
204027.258255542, 204027.340261667, -5.0, 4.0
204028.524918792, 204029.17389375, 10.0975008010864, 4.0
204030.008479083, 204030.091662333, -5.0, 4.0
204030.191760583, 204030.290487333, -5.0, 4.0
204030.375237, 204030.473805375, -5.0, 4.0
204030.558688542, 204030.640472333, -5.0, 4.0
204030.7084805, 204030.791773042, -5.0, 4.0
204030.891878875, 204030.974264958, -5.0, 4.0
204031.425154708, 204031.523891708, -5.0, 4.0
204031.625156542, 204031.7084845, -5.0, 4.0
204032.758662542, 204033.640551833, 18.0174999237061, 4.0
204034.141966292, 204034.224065458, -5.0, 4.0
204034.32548725, 204034.407453125, -5.0, 4.0
204034.492444917, 204034.574125, -5.0, 4.0
204034.658776333, 204034.757508917, -5.0, 4.0
204034.842175583, 204034.957496, -5.0, 4.0
204036.092204125, 204037.340964833, 17.0275001525879, 4.0
204037.8756455, 204037.974395708, -5.0, 4.0
204038.059065042, 204038.142353458, -5.0, 4.0
204038.225649625, 204038.309088667, -5.0, 4.0
204038.408871, 204038.491178792, -5.0, 4.0
204038.709085833, 204038.775677875, -5.0, 4.0
204039.675860042, 204040.607912542, 16.1199989318848, 4.0
204041.075849833, 204041.159464208, -5.0, 4.0
204041.275914875, 204041.374542583, -5.0, 4.0
204041.459638917, 204041.557924083, -5.0, 4.0
204041.642556667, 204041.725841958, -5.0, 4.0
204041.825868083, 204041.908012625, -5.0, 4.0
204042.042605458, 204042.124668458, -5.0, 4.0
204042.575885167, 204042.675897917, -5.0, 4.0
204044.092678833, 204045.276064958, 21.0700016021729, 4.0
204046.408184083, 204046.492747708, -5.0, 4.0
204046.609828833, 204046.676346875, -5.0, 4.0
204046.759622667, 204046.842866542, -5.0, 4.0
204046.942790417, 204047.025009958, -5.0, 4.0
204047.126220333, 204047.209746042, -5.0, 4.0
204047.2929385, 204047.376142333, -5.0, 4.0
204047.842834, 204047.942851208, -5.0, 4.0
204048.826383417, 204049.159605375, -5.0, 4.0
204050.743023208, 204050.808628917, -5.0, 4.0
204051.926582125, 204052.076615208, 0.0325002670288086, 4.0
204052.626509042, 204052.693119042, -5.0, 4.0
204052.809944958, 204052.87665425, -5.0, 4.0
204054.076744208, 204054.842174833, 14.2224998474121, 4.0
204055.526815542, 204055.608914542, -5.0, 4.0
204055.727066375, 204055.808984833, -5.0, 4.0
204055.909980292, 204055.993560542, -5.0, 4.0
204056.160201667, 204056.258952458, -5.0, 4.0
204057.543522667, 204058.175807667, 17.2749996185303, 4.0
204059.793829958, 204060.909276208, 14.1399993896484, 4.0
204061.393772667, 204061.460395667, -5.0, 4.0
204061.577574875, 204061.627189833, -5.0, 4.0
204064.894079375, 204065.442985292, 5.23000049591064, 4.0
204066.094069792, 204066.176178458, -5.0, 4.0
204066.346545958, 204066.359442125, -5.0, 4.0
204066.477515208, 204066.509673333, -5.0, 4.0
204066.644160417, 204066.710839083, -5.0, 4.0
204067.027427292, 204067.109624208, -5.0, 4.0
204067.794205417, 204068.14292725, 5.14750003814697, 4.0
204068.911010167, 204068.977545917, -5.0, 4.0
204069.077638708, 204069.159751458, -5.0, 4.0
204069.277937917, 204069.376529625, -5.0, 4.0
204070.311034333, 204071.092969958, 18.5124988555908, 4.0
204072.07784975, 204073.243378917, 17.0275001525879, 4.0
204074.310004583, 204074.410122875, -5.0, 4.0
204074.511360542, 204074.594773083, -5.0, 4.0
204074.694993292, 204074.761339208, -5.0, 4.0
204075.761390708, 204076.393567208, 14.1399993896484, 4.0
204076.928114667, 204077.010203042, -5.0, 4.0
204077.111717125, 204077.176962875, -5.0, 4.0
204078.26156075, 204078.943708125, 18.2649993896484, 4.0
204079.528256792, 204079.61036325, -5.0, 4.0
my bare face in the wind, 91, false, 7
204083.078675417, 204083.460666458, 17.2749996185303, 4.0
204086.028684833, 204086.078857208, -5.0, 4.0
204086.178991708, 204086.244200083, -5.0, 4.0
204086.345528083, 204086.410871958, -5.0, 4.0
204086.49555825, 204086.562104458, -5.0, 4.0
204086.662205542, 204086.72886925, -5.0, 4.0
204086.979032833, 204087.060839792, -5.0, 4.0
204087.378926542, 204087.477548208, -5.0, 4.0
204087.5623335, 204087.644263167, -5.0, 4.0
204088.995751542, 204089.961149833, 21.6475009918213, 4.0
204090.712335333, 204090.8110765, -5.0, 4.0
204090.91228625, 204090.97905675, -5.0, 4.0
204091.079318667, 204091.144627125, -5.0, 4.0
204091.245919292, 204091.327806, -5.0, 4.0
204091.495943125, 204091.577946875, -5.0, 4.0
204092.7960205, 204092.977978833, 2.09500026702881, 4.0
204093.47921825, 204093.578026625, -5.0, 4.0
204093.696219167, 204093.761412042, -5.0, 4.0
204094.64599125, 204094.879429542, 1.10500001907349, 4.0
204095.4126835, 204095.495928417, -5.0, 4.0
204096.012999167, 204096.211524167, 4.07499980926514, 4.0
204098.146269375, 204098.862991083, 15.0475006103516, 4.0
204099.429499583, 204099.511882042, -5.0, 4.0
204099.613018625, 204099.696565542, -5.0, 4.0
204099.796316083, 204099.861794333, -5.0, 4.0
204099.94626425, 204100.029662333, -5.0, 4.0
204100.212941, 204100.279726458, -5.0, 4.0
204101.129758417, 204101.496501708, 5.47749996185303, 4.0
204102.112996625, 204102.179648625, -5.0, 4.0
204102.313066667, 204102.396452875, -5.0, 4.0
204102.579802417, 204102.6619355, -5.0, 4.0
204103.529924167, 204103.661786083, 0.279999732971191, 4.0
204104.146615167, 204104.245354958, -5.0, 4.0
204104.363325708, 204104.428945583, -5.0, 4.0
204105.280054208, 204105.696839792, 4.15750026702881, 4.0
204106.213377375, 204106.295582375, -5.0, 4.0
204106.380705833, 204106.478892208, -5.0, 4.0
204106.580133375, 204106.662237542, -5.0, 4.0
204106.746848, 204106.828979875, -5.0, 4.0
204106.913198708, 204107.012125333, -5.0, 4.0
204107.113460833, 204107.180161458, -5.0, 4.0
204107.446715958, 204107.562193667, -5.0, 4.0
204108.446840542, 204108.86245, -5.0, 4.0
204110.662473958, 204110.730392958, -5.0, 4.0
204111.397401417, 204111.595723542, 1.1875, 4.0
204113.263901917, 204113.512610417, 4.15750026702881, 4.0
204114.147295083, 204114.230495458, -5.0, 4.0
204114.330674542, 204114.397347375, -5.0, 4.0
204114.497274917, 204114.579322708, -5.0, 4.0
204115.264000875, 204115.579556917, 5.3125, 4.0
204116.16394675, 204116.247263833, -5.0, 4.0
204116.41463225, 204116.496291375, -5.0, 4.0
204116.597370958, 204116.679485625, -5.0, 4.0
204117.3809095, 204117.546251875, 3.25, 4.0
204118.097492167, 204118.164157208, -5.0, 4.0
204118.297683875, 204118.347552417, -5.0, 4.0
204119.714372792, 204120.146343875, 8.03500080108643, 4.0
204121.247809625, 204121.747844458, 13.3150005340576, 4.0
204122.647789792, 204122.697844667, -5.0, 4.0
204122.79788625, 204122.879867292, -5.0, 4.0
204123.581286708, 204123.77999675, 4.56999969482422, 4.0
204124.714520583, 204124.781243625, -5.0, 4.0
204124.881287542, 204124.963457708, -5.0, 4.0
204125.664705917, 204127.464791708, 19.3374996185303, 4.0
204129.16501225, 204129.563680833, 7.12750053405762, 4.0
204130.264906792, 204130.363698458, -5.0, 4.0
204130.448447667, 204130.530413667, -5.0, 4.0
204130.631879458, 204130.713699, -5.0, 4.0
204130.931531833, 204131.013678583, -5.0, 4.0
204131.631734292, 204132.081711833, 5.06500053405762, 4.0
204132.631690375, 204132.730495792, -5.0, 4.0
204132.815195958, 204132.913950667, -5.0, 4.0
204132.998673792, 204133.081943042, -5.0, 4.0
204133.232033167, 204133.330553, -5.0, 4.0
204134.198599167, 204134.364044458, 1.35249996185303, 4.0
204134.898594125, 204134.980764875, -5.0, 4.0
204135.099036458, 204135.180770167, -5.0, 4.0
204136.032021917, 204137.097563917, 23.0500011444092, 4.0
204137.748721542, 204137.830849167, -5.0, 4.0
204139.11547175, 204139.480967583, 8.19999980926514, 4.0
204140.599083292, 204141.049068417, 12.6550006866455, 4.0
204141.749058083, 204141.832351625, -5.0, 4.0
204141.932419958, 204142.014487667, -5.0, 4.0
204142.116005167, 204142.197978083, -5.0, 4.0
204143.065950417, 204143.314402, 6.30249977111816, 4.0
204143.982518083, 204144.064636542, -5.0, 4.0
204144.3991665, 204144.481392833, -5.0, 4.0
204144.5994765, 204144.681371625, -5.0, 4.0
204144.799313, 204144.866032042, -5.0, 4.0
204144.982784833, 204145.066154125, -5.0, 4.0
204145.199552083, 204145.265900333, -5.0, 4.0
bad for the environment, 85, false, 8
204148.816498417, 204149.06502525, 3.08500003814697, 4.0
204149.999565083, 204150.081686333, -5.0, 4.0
204150.916353042, 204151.065138792, -0.957499980926514, 4.0
204152.549794708, 204152.833283917, 3.25, 4.0
204153.533157167, 204153.63196, -5.0, 4.0
204153.733224583, 204153.79990825, -5.0, 4.0
204153.8997645, 204153.966520833, -5.0, 4.0
204154.133286792, 204154.198644708, -5.0, 4.0
204155.08326725, 204155.216650917, -0.875, 4.0
204155.716624333, 204155.798685833, -5.0, 4.0
204155.900524583, 204155.983336167, -5.0, 4.0
204156.6000675, 204156.89880175, 5.14750003814697, 4.0
204157.566597708, 204157.682148792, -5.0, 4.0
204157.783447583, 204157.850190042, -5.0, 4.0
204157.966950708, 204158.033463542, -5.0, 4.0
204158.150283917, 204158.215676125, -5.0, 4.0
204158.383498833, 204158.465491542, -5.0, 4.0
204159.167000458, 204160.050346292, 13.0675010681152, 4.0
204160.567025542, 204160.63351775, -5.0, 4.0
204160.750463375, 204160.816914167, -5.0, 4.0
204160.933801333, 204161.000690042, -5.0, 4.0
204161.100460125, 204161.182488667, -5.0, 4.0
204161.433699583, 204161.532400792, -5.0, 4.0
204162.38385, 204163.849313917, 16.0375003814697, 4.0
204164.600608875, 204164.699255542, -5.0, 4.0
204164.80066875, 204164.899275625, -5.0, 4.0
204165.000669625, 204165.082726, -5.0, 4.0
204166.850818042, 204167.050850917, 2.42499971389771, 4.0
204167.517355875, 204167.599594833, -5.0, 4.0
204167.700853833, 204167.783996833, -5.0, 4.0
204168.684165167, 204170.083040292, 19.2550010681152, 4.0
204171.317858458, 204171.716439042, 8.11750030517578, 4.0
204172.234236833, 204172.333101167, -5.0, 4.0
204173.501235375, 204173.866523875, 5.14750003814697, 4.0
204174.617897292, 204174.71656825, -5.0, 4.0
204174.817993375, 204174.901507375, -5.0, 4.0
204175.034835875, 204175.10115375, -5.0, 4.0
204176.018029917, 204176.218038417, 2.01250028610229, 4.0
204176.718065, 204176.800020208, -5.0, 4.0
204176.968301708, 204177.033419958, -5.0, 4.0
204178.001464333, 204178.43486125, 4.40499973297119, 4.0
204179.018065208, 204179.150289542, -5.0, 4.0
204179.251672333, 204179.350223125, -5.0, 4.0
204179.451627417, 204179.533633917, -5.0, 4.0
204179.634940375, 204179.716902792, -5.0, 4.0
204179.868135125, 204179.933700208, -5.0, 4.0
204180.684980917, 204181.383831833, 10.0150003433228, 4.0
204182.118456708, 204182.201737625, -5.0, 4.0
204182.301979875, 204182.400435625, -5.0, 4.0
204182.485169083, 204182.568505208, -5.0, 4.0
204182.651690375, 204182.750414958, -5.0, 4.0
204182.81885275, 204182.917354458, -5.0, 4.0
204183.018644333, 204183.101933667, -5.0, 4.0
204183.401759167, 204183.485047417, -5.0, 4.0
204183.618897458, 204183.700527792, -5.0, 4.0
204184.652034833, 204186.317428667, 21.1525001525879, 4.0
204188.285613208, 204188.750778833, 7.21000003814697, 4.0
204190.302200333, 204190.984134917, 17.1100006103516, 4.0
204191.552354333, 204191.65104475, -5.0, 4.0
