they might find your comment offensive, 139, char, 1
225722.401790583, 225722.701865458, 0.279999732971191, 4.0, insurance isa
225722.401790583, 225722.701865458, 0.279999732971191, 4.0, insurance isb
225723.135194625, 225723.233887708, -5.0, 4.0, insurance is
225723.901841792, 225724.935330958, 8.28250026702881, 4.0, insurance is i
225725.785334417, 225726.418721333, 13.0675010681152, 4.0, insurance is ii
225725.785334417, 225726.418721333, 13.0675010681152, 4.0, insurance is im
225728.035466667, 225729.435651875, 9.76749992370605, 4.0, insurance is imi
225728.035466667, 225729.435651875, 9.76749992370605, 4.0, insurance is imj
225729.918799125, 225730.034319125, -5.0, 4.0, insurance is imh
225730.085713583, 225730.184400208, -5.0, 4.0, insurance is imk
225730.252337042, 225730.367848, -5.0, 4.0, insurance is img
225730.402407833, 225730.502269417, -5.0, 4.0, insurance is iml
225730.569067333, 225730.685679167, -5.0, 4.0, insurance is imf
225730.735737125, 225730.819034292, -5.0, 4.0, insurance is imm
225731.185738208, 225731.285624042, -5.0, 4.0, insurance is ime
225731.369127167, 225731.617742708, -5.0, 4.0, insurance is imn
225731.818968167, 225731.935760542, -5.0, 4.0, insurance is imin
225732.035818917, 225732.134435083, -5.0, 4.0, insurance is imit
225732.219080333, 225732.317850542, -5.0, 4.0, insurance is imis
225732.402398833, 225732.517876583, -5.0, 4.0, insurance is imhe
225734.002656167, 225734.052335042, 100.0, 1.0, insurance is im
225734.002656167, 225736.419481167, 16.1199989318848, 4.0, insurance is imp
225737.519514625, 225738.419548583, 14.1399993896484, 4.0, insurance is impi
225737.519514625, 225738.419548583, 14.1399993896484, 4.0, insurance is impn
225738.902709125, 225739.018301333, -5.0, 4.0, insurance is impo
225739.502938625, 225740.335098042, 11.0874996185303, 4.0, insurance is impoi
225739.502938625, 225740.335098042, 11.0874996185303, 4.0, insurance is impok
225740.986320958, 225741.051842125, -5.0, 4.0, insurance is impoj
225741.11970175, 225741.20170575, -5.0, 4.0, insurance is impol
225741.286442583, 225741.38636825, -5.0, 4.0, insurance is impom
225741.453210667, 225741.535160833, -5.0, 4.0, insurance is impoh
225741.619722375, 225741.718432708, -5.0, 4.0, insurance is impon
225741.803202875, 225741.918399917, -5.0, 4.0, insurance is impog
225742.253003875, 225742.369731958, -5.0, 4.0, insurance is impoo
225742.436584208, 225742.535281083, -5.0, 4.0, insurance is impof
225743.603045458, 225743.652885042, 100.0, 1.0, insurance is impo
225743.603045458, 225745.285506, 14.3874988555908, 4.0, insurance is impoi
225743.603045458, 225745.285506, 14.3874988555908, 4.0, insurance is impon
225745.853293208, 225745.952082833, -5.0, 4.0, insurance is impoo
225746.02028425, 225746.102048, -5.0, 4.0, insurance is impom
225746.170246792, 225746.268771625, -5.0, 4.0, insurance is impop
225746.320002792, 225746.420082917, -5.0, 4.0, insurance is impol
225746.486682917, 225746.586592667, -5.0, 4.0, insurance is impoq
225746.636737875, 225746.753389292, -5.0, 4.0, insurance is impok
225746.8701365, 225747.002024208, -5.0, 4.0, insurance is impor
225748.536934833, 225750.31915125, 19.1725006103516, 4.0, insurance is import
225751.20377925, 225751.487113208, 1.02250003814697, 4.0, insurance is importa
225752.403790583, 225753.020598292, 13.0675010681152, 4.0, insurance is importai
225752.403790583, 225753.020598292, 13.0675010681152, 4.0, insurance is importam
225753.570511583, 225753.702579958, -5.0, 4.0, insurance is importan
225754.120674375, 225754.985992042, 18.0174999237061, 4.0, insurance is importanr
225754.120674375, 225754.985992042, 18.0174999237061, 4.0, insurance is importans
225755.770736708, 225755.869397333, -5.0, 4.0, insurance is importanq
225755.937543792, 225756.019453375, -5.0, 4.0, insurance is important
225756.870551958, 225757.170784833, 5.55999946594238, 4.0, insurance is importanta
225756.870551958, 225757.170784833, 5.55999946594238, 4.0, insurance is importanti
225757.754007542, 225757.852827292, -5.0, 4.0, insurance is important
225758.370827583, 225760.871238833, 5.06500053405762, 4.0, insurance is important a
225758.370827583, 225760.871238833, 5.06500053405762, 4.0, insurance is important i
225761.537740292, 225761.604271083, -5.0, 4.0, insurance is important
225761.687877375, 225761.771049042, -5.0, 4.0, insurance is important d
225761.854645125, 225761.9211865, -5.0, 4.0, insurance is important e
225761.987676708, 225762.087692333, -5.0, 4.0, insurance is important c
225762.121138125, 225762.254190542, -5.0, 4.0, insurance is important f
225763.171168042, 225764.420080125, 15.2124996185303, 4.0, insurance is important fo
225765.221326208, 225766.220167583, 17.0275001525879, 4.0, insurance is important foq
225765.221326208, 225766.220167583, 17.0275001525879, 4.0, insurance is important for
225767.354850542, 225768.688209667, 1.10500001907349, 4.0, insurance is important fora
225767.354850542, 225768.688209667, 1.10500001907349, 4.0, insurance is important forb
225769.088244083, 225769.170281125, -5.0, 4.0, insurance is important for
225769.65489475, 225770.371823625, 3.00250053405762, 4.0, insurance is important for a
225769.65489475, 225770.371823625, 3.00250053405762, 4.0, insurance is important for b
225771.255026833, 225771.538439458, -0.875, 4.0, insurance is important for ba
225772.221743417, 225772.971804667, 3.00250053405762, 4.0, insurance is important for baa
225772.221743417, 225772.971804667, 3.00250053405762, 4.0, insurance is important for bab
225773.471560375, 225773.553862917, -5.0, 4.0, insurance is important for ba
225773.65521525, 225773.720620375, -5.0, 4.0, insurance is important for bac
225773.838773667, 225773.920574833, -5.0, 4.0, insurance is important for bad
i like to play tennis, 93, char, 7
225776.705276333, 225777.30545, 10.4274997711182, 4.0, i
225778.239174167, 225780.30563275, 2.01250028610229, 4.0, ia
225778.239174167, 225780.30563275, 2.01250028610229, 4.0, ib
225780.705593167, 225780.787616542, -5.0, 4.0, i
225781.3723565, 225782.305675708, 11.1700000762939, 4.0, i i
225781.3723565, 225782.305675708, 11.1700000762939, 4.0, i k
225782.92243075, 225782.972482042, -5.0, 4.0, i j
225783.09159125, 225783.155946708, -5.0, 4.0, i l
225783.755901292, 225784.40593825, 8.19999980926514, 4.0, i li
225785.239223083, 225786.255716625, 8.19999980926514, 4.0, i lii
225785.239223083, 225786.255716625, 8.19999980926514, 4.0, i lih
225786.655936083, 225786.738012042, -5.0, 4.0, i lig
225786.806170167, 225786.88937225, -5.0, 4.0, i lif
225786.956134083, 225787.039599458, -5.0, 4.0, i lij
225787.122601792, 225787.204761542, -5.0, 4.0, i lie
225787.272700875, 225787.356289, -5.0, 4.0, i lik
225788.356244375, 225788.889511917, 4.07499980926514, 4.0, i lika
225788.356244375, 225788.889511917, 4.07499980926514, 4.0, i liki
225789.522696625, 225789.572723792, -5.0, 4.0, i lik
225789.6730195, 225789.73978025, -5.0, 4.0, i likc
225789.806158333, 225789.90491225, -5.0, 4.0, i likd
225789.956309208, 225790.038396875, -5.0, 4.0, i likb
225790.106208708, 225790.189592375, -5.0, 4.0, i like
225791.456337708, 225792.606394, 2.01250028610229, 4.0, i likea
225791.456337708, 225792.606394, 2.01250028610229, 4.0, i likeb
225793.073002542, 225793.173010083, -5.0, 4.0, i like
225793.723207125, 225795.872189292, 19.0900001525879, 4.0, i like s
225793.723207125, 225795.872189292, 19.0900001525879, 4.0, i like t
225797.590280375, 225798.706779833, 14.0574989318848, 4.0, i like ti
225797.590280375, 225798.706779833, 14.0574989318848, 4.0, i like tn
225799.206776542, 225799.288832208, -5.0, 4.0, i like to
225799.756925542, 225800.090321417, 1.10500001907349, 4.0, i like toa
225799.756925542, 225800.090321417, 1.10500001907349, 4.0, i like tob
225800.506833417, 225800.572304792, -5.0, 4.0, i like to
225800.973573542, 225802.889163833, 13.9750003814697, 4.0, i like to i
225800.973573542, 225802.889163833, 13.9750003814697, 4.0, i like to n
225803.27368325, 225803.372470792, -5.0, 4.0, i like to m
225803.440540917, 225803.507181792, -5.0, 4.0, i like to o
225803.590409292, 225803.689263833, -5.0, 4.0, i like to l
225803.773753208, 225803.873827833, -5.0, 4.0, i like to p
225804.340622417, 225805.407200292, 11.0874996185303, 4.0, i like to pi
225804.340622417, 225805.407200292, 11.0874996185303, 4.0, i like to pk
225805.890588542, 225805.955942125, -5.0, 4.0, i like to pj
225806.040702208, 225806.107592042, -5.0, 4.0, i like to pl
225806.690675417, 225807.074045875, 1.10500001907349, 4.0, i like to pla
225807.824102125, 225809.272660958, 22.0599994659424, 4.0, i like to plaw
225807.824102125, 225809.272660958, 22.0599994659424, 4.0, i like to plav
225809.70744425, 225809.756335167, -5.0, 4.0, i like to plax
225809.857649333, 225809.924446167, -5.0, 4.0, i like to plau
225810.00757375, 225810.122972708, -5.0, 4.0, i like to play
225811.19093775, 225811.474268833, 2.01250028610229, 4.0, i like to playa
225811.19093775, 225811.474268833, 2.01250028610229, 4.0, i like to playb
225812.026790625, 225812.057601958, -5.0, 4.0, i like to play
225812.807718875, 225813.907751542, 20.1625003814697, 4.0, i like to play u
225812.807718875, 225813.907751542, 20.1625003814697, 4.0, i like to play t
225814.391238333, 225814.44015975, -5.0, 4.0, i like to play v
225815.224646917, 225815.424926833, 1.43499994277954, 4.0, i like to play va
225816.474711167, 225816.524488125, 100.0, 1.0, i like to play v
225816.474711167, 225817.091339083, 100.0, 1.0, i like to play
225816.474711167, 225818.056908333, 19.2550010681152, 4.0, i like to play t
225816.474711167, 225818.056908333, 19.2550010681152, 4.0, i like to play s
225818.891309292, 225818.991362, -5.0, 4.0, i like to play u
225820.691580875, 225820.841586917, -0.957499980926514, 4.0, i like to play ua
225821.324948333, 225821.574969125, -0.875, 4.0, i like to play uaa
225822.008317208, 225822.158134, 100.0, 1.0, i like to play ua
225822.008317208, 225822.641807542, 100.0, 1.0, i like to play u
225822.008317208, 225822.975027, 100.0, 1.0, i like to play
225822.008317208, 225824.107063542, 20.0799999237061, 4.0, i like to play u
225822.008317208, 225824.107063542, 20.0799999237061, 4.0, i like to play t
225826.642050083, 225827.040827875, 4.40499973297119, 4.0, i like to play ta
225826.642050083, 225827.040827875, 4.40499973297119, 4.0, i like to play ti
225827.642216375, 225827.69198525, -5.0, 4.0, i like to play t
225827.808901042, 225827.858730708, -5.0, 4.0, i like to play td
225827.975653458, 225828.025399958, -5.0, 4.0, i like to play tc
225828.125458042, 225828.190902083, -5.0, 4.0, i like to play te
225828.69190925, 225829.307486125, 14.1399993896484, 4.0, i like to play tei
225828.69190925, 225829.307486125, 14.1399993896484, 4.0, i like to play ten
225830.59236775, 225831.192292333, 10.0150003433228, 4.0, i like to play teni
225830.59236775, 225831.192292333, 10.0150003433228, 4.0, i like to play tenj
225831.925622542, 225832.0421845, -5.0, 4.0, i like to play tenk
225832.126107833, 225832.192341083, -5.0, 4.0, i like to play tenh
225832.275674167, 225832.375662042, -5.0, 4.0, i like to play tenl
225832.425735917, 225832.507883542, -5.0, 4.0, i like to play teng
225832.59259075, 225832.675719875, -5.0, 4.0, i like to play tenm
225832.775708958, 225832.875640083, -5.0, 4.0, i like to play tenf
225833.375642083, 225833.5244705, 0.115000247955322, 4.0, i like to play tenn
225833.992194083, 225834.592414458, 9.02500057220459, 4.0, i like to play tenni
225835.792483333, 225836.991376833, 16.1199989318848, 4.0, i like to play tennip
225835.792483333, 225836.991376833, 16.1199989318848, 4.0, i like to play tenniq
225837.592751667, 225837.65928525, -5.0, 4.0, i like to play tennio
225837.742857958, 225837.826619833, -5.0, 4.0, i like to play tennir
225837.926111208, 225837.991543667, -5.0, 4.0, i like to play tennin
225838.076146125, 225838.159351667, -5.0, 4.0, i like to play tennis
taking the train is usually faster, 125, char, 8
225840.742871667, 225841.824973208, 19.1725006103516, 4.0, t
225842.709719125, 225842.959801083, 3.16750049591064, 4.0, ta
225843.759755333, 225844.359717458, 12.2424983978271, 4.0, tai
225843.759755333, 225844.359717458, 12.2424983978271, 4.0, tal
225844.893164, 225844.975260833, -5.0, 4.0, tam
225845.060029083, 225845.158501083, -5.0, 4.0, tak
225845.726616708, 225846.126350583, 9.19000053405762, 4.0, taki
225847.1099795, 225847.908869042, 11.0050010681152, 4.0, takii
225847.1099795, 225847.908869042, 11.0050010681152, 4.0, takik
225848.359957375, 225848.459918167, -5.0, 4.0, takij
225848.509990917, 225848.608796333, -5.0, 4.0, takil
225848.693613458, 225848.775517792, -5.0, 4.0, takim
225848.826762875, 225848.926885958, -5.0, 4.0, takih
225849.012743875, 225849.093411542, -5.0, 4.0, takin
225850.010261375, 225850.476852208, 5.14750003814697, 4.0, takina
225850.010261375, 225850.476852208, 5.14750003814697, 4.0, takini
225851.110173292, 225851.226880083, -5.0, 4.0, takin
225851.260279542, 225851.375898, -5.0, 4.0, takine
225851.427282583, 225851.508973208, -5.0, 4.0, takind
225851.593613417, 225851.692438417, -5.0, 4.0, takinf
225851.760406833, 225851.843576667, -5.0, 4.0, takinc
225851.926960083, 225852.025668708, -5.0, 4.0, takinb
225852.443747292, 225852.576976917, -5.0, 4.0, taking
225852.660578083, 225852.72701725, -5.0, 4.0, takinb
225853.910467458, 225854.42575975, -2.27749991416931, 4.0, taking
225858.177312667, 225858.894050875, 2.09500026702881, 4.0, takinga
225858.177312667, 225858.894050875, 2.09500026702881, 4.0, takingegg
225862.944406625, 225863.010981375, 100.0, 1.0, taking
225864.894363375, 225865.627847042, 1.1875, 4.0, takinga
225864.894363375, 225865.627847042, 1.1875, 4.0, takingb
225866.211090458, 225866.276631125, -5.0, 4.0, taking
225867.261218917, 225868.476698875, 19.0900001525879, 4.0, taking s
225867.261218917, 225868.476698875, 19.0900001525879, 4.0, taking t
225870.044752583, 225870.494785208, 9.10750007629395, 4.0, taking ti
225870.044752583, 225870.494785208, 9.10750007629395, 4.0, taking th
225872.428250417, 225873.161688958, 4.07499980926514, 4.0, taking tha
225872.428250417, 225873.161688958, 4.07499980926514, 4.0, taking thi
225873.844986708, 225873.978410583, -5.0, 4.0, taking th
225874.045244, 225874.095155375, -5.0, 4.0, taking thc
225874.161805667, 225874.260502833, -5.0, 4.0, taking thd
225874.361663833, 225874.477103792, -5.0, 4.0, taking thb
225874.545366792, 225874.64385875, -5.0, 4.0, taking the
225876.511876917, 225876.828426542, 2.01250028610229, 4.0, taking thea
225876.511876917, 225876.828426542, 2.01250028610229, 4.0, taking theb
225877.361846208, 225877.444040208, -5.0, 4.0, taking the
225878.295390875, 225879.962113917, 21.5650005340576, 4.0, taking the v
225878.295390875, 225879.962113917, 21.5650005340576, 4.0, taking the w
225880.612300583, 225880.69424275, -5.0, 4.0, taking the u
225880.762726292, 225880.844199792, -5.0, 4.0, taking the x
225880.929173375, 225881.010976833, -5.0, 4.0, taking the t
225881.845587417, 225882.577297292, 17.1925010681152, 4.0, taking the tq
225881.845587417, 225882.577297292, 17.1925010681152, 4.0, taking the tr
225884.579160292, 225884.978891917, 1.10500001907349, 4.0, taking the tra
225885.812564625, 225886.461287875, 9.10750007629395, 4.0, taking the trai
225887.296084667, 225887.895974667, 13.3150005340576, 4.0, taking the traii
225887.296084667, 225887.895974667, 13.3150005340576, 4.0, taking the traim
225888.395761625, 225888.461542167, -5.0, 4.0, taking the train
225889.162722917, 225889.629425417, 3.00250053405762, 4.0, taking the traina
225889.162722917, 225889.629425417, 3.00250053405762, 4.0, taking the trainb
225890.129432167, 225890.194819333, -5.0, 4.0, taking the train
225890.846210292, 225891.3961165, 10.0150003433228, 4.0, taking the train i
225892.129374, 225893.246275708, 15.1300010681152, 4.0, taking the train io
225892.129374, 225893.246275708, 15.1300010681152, 4.0, taking the train ip
225894.079628333, 225894.14624975, -5.0, 4.0, taking the train in
225894.246467625, 225894.295166, -5.0, 4.0, taking the train iq
225894.379780375, 225894.461886708, -5.0, 4.0, taking the train im
225894.512935042, 225894.611791792, -5.0, 4.0, taking the train ir
225894.663083625, 225894.779747833, -5.0, 4.0, taking the train il
225894.813062, 225894.928646667, -5.0, 4.0, taking the train is
225895.746393125, 225897.04664975, 1.68249988555908, 4.0, taking the train isa
225895.746393125, 225897.04664975, 1.68249988555908, 4.0, taking the train isb
225897.446578833, 225897.5453535, -5.0, 4.0, taking the train is
225898.313274042, 225899.8300615, 19.3374996185303, 4.0, taking the train is t
225898.313274042, 225899.8300615, 19.3374996185303, 4.0, taking the train is s
225900.33020875, 225900.380094125, -5.0, 4.0, taking the train is u
225900.896815083, 225902.195642958, 19.0075016021729, 4.0, taking the train is us
225902.997133958, 225903.712530208, 19.8325004577637, 4.0, taking the train is ust
225902.997133958, 225903.712530208, 19.8325004577637, 4.0, taking the train is usu
225904.6306855, 225905.013828, 4.07499980926514, 4.0, taking the train is usua
225904.6306855, 225905.013828, 4.07499980926514, 4.0, taking the train is usui
225906.080522167, 225907.330724208, 2.75500011444092, 4.0, taking the train is usuia
225909.464125083, 225909.530716208, 100.0, 1.0, taking the train is usui
225909.464125083, 225909.864117458, 100.0, 1.0, taking the train is usu
225909.464125083, 225910.7475445, 1.10500001907349, 4.0, taking the train is usua
225911.747546917, 225912.363148958, 10.0150003433228, 4.0, taking the train is usuai
225911.747546917, 225912.363148958, 10.0150003433228, 4.0, taking the train is usuaj
225913.014154917, 225913.114203042, -5.0, 4.0, taking the train is usuak
225913.181424458, 225913.279653417, -5.0, 4.0, taking the train is usuah
225913.347745792, 225913.446344833, -5.0, 4.0, taking the train is usual
225913.997762042, 225914.796263292, 11.0050010681152, 4.0, taking the train is usuali
225913.997762042, 225914.796263292, 11.0050010681152, 4.0, taking the train is usualk
225915.147437125, 225915.214305792, -5.0, 4.0, taking the train is usualj
225915.381303208, 225915.481077125, -5.0, 4.0, taking the train is usuall
225916.114541042, 225917.663318625, 22.0599994659424, 4.0, taking the train is usuallw
225916.114541042, 225917.663318625, 22.0599994659424, 4.0, taking the train is usuallv
225918.064671375, 225918.09670225, -5.0, 4.0, taking the train is usuallx
225918.197885458, 225918.296663125, -5.0, 4.0, taking the train is usuallu
225918.381505625, 225918.479989042, -5.0, 4.0, taking the train is usually
225919.481428917, 225919.814805417, 2.17750024795532, 4.0, taking the train is usuallya
225919.481428917, 225919.814805417, 2.17750024795532, 4.0, taking the train is usuallyb
225920.264869458, 225920.346750042, -5.0, 4.0, taking the train is usually
225920.764826208, 225921.531564708, 7.12750053405762, 4.0, taking the train is usually i
225920.764826208, 225921.531564708, 7.12750053405762, 4.0, taking the train is usually g
225921.998146708, 225922.248115833, -5.0, 4.0, taking the train is usually
225922.348225875, 225922.398290708, -5.0, 4.0, taking the train is usually f
225923.214919375, 225923.5483815, 4.07499980926514, 4.0, taking the train is usually fa
225924.631737333, 225925.647289417, 17.2749996185303, 4.0, taking the train is usually far
225924.631737333, 225925.647289417, 17.2749996185303, 4.0, taking the train is usually faq
225926.098509667, 225926.18062875, -5.0, 4.0, taking the train is usually fas
225926.848582292, 225927.564056375, 17.0275001525879, 4.0, taking the train is usually fasq
225926.848582292, 225927.564056375, 17.0275001525879, 4.0, taking the train is usually fasr
225928.198535125, 225928.298515083, -5.0, 4.0, taking the train is usually fasp
225928.381954, 225928.465696417, -5.0, 4.0, taking the train is usually fass
225928.548819583, 225928.632167792, -5.0, 4.0, taking the train is usually faso
225928.6985345, 225928.797566958, -5.0, 4.0, taking the train is usually fast
225929.432099083, 225930.382129875, 3.00250053405762, 4.0, taking the train is usually fasta
225929.432099083, 225930.382129875, 3.00250053405762, 4.0, taking the train is usually fastb
225930.998738958, 225931.080967375, -5.0, 4.0, taking the train is usually fast
225931.149115708, 225931.230881625, -5.0, 4.0, taking the train is usually fastc
225931.298909958, 225931.397553792, -5.0, 4.0, taking the train is usually fastd
225931.465304167, 225931.581140542, -5.0, 4.0, taking the train is usually faste
225932.132187208, 225933.281143875, 16.0375003814697, 4.0, taking the train is usually fastep
225932.132187208, 225933.281143875, 16.0375003814697, 4.0, taking the train is usually fasteq
225933.782353875, 225933.832266167, -5.0, 4.0, taking the train is usually fasteo
225933.915682333, 225934.015885042, -5.0, 4.0, taking the train is usually faster
a good joke deserves a good laugh, 199, word, 9
226435.815306208, 226437.764262625, 2.09500026702881, 4.0, a
226447.616023208, 226447.999494125, 7.375, 4.0, a i
226451.416389958, 226452.049693417, 15.1300010681152, 4.0, a in
226452.782917833, 226453.266419042, 14.0574989318848, 4.0, a for
226453.666365625, 226453.933155833, 1.10500001907349, 4.0, a good
226455.783285792, 226456.149880583, 8.44750022888184, 4.0, a good i
226456.416304625, 226456.816702, 15.2950000762939, 4.0, a good in
226457.149650083, 226457.483282417, 12.2424983978271, 4.0, a good for
226457.816610833, 226458.049999667, 4.23999977111816, 4.0, a good home
226457.816610833, 226458.049999667, 4.23999977111816, 4.0, a good good
226460.165540083, 226460.248858542, -5.0, 4.0, a good hold
226460.350131417, 226460.43352575, -5.0, 4.0, a good gone
226460.53488875, 226460.616999667, -5.0, 4.0, a good gold
226460.83371575, 226460.883737833, -5.0, 4.0, a good fold
226461.033380917, 226461.082288625, -5.0, 4.0, a good food
226461.41687825, 226461.498931833, -5.0, 4.0, a good hole
226461.7336065, 226461.815774458, -5.0, 4.0, a good done
226461.967272667, 226462.050171417, -5.0, 4.0, a good golf
226462.183816792, 226462.249136708, -5.0, 4.0, a good come
226462.400268208, 226462.465775333, -5.0, 4.0, a good hope
226462.6003255, 226462.666987083, -5.0, 4.0, a good joke
226463.233637583, 226463.315728833, -5.0, 4.0, a good long
226463.550354542, 226463.682453292, -5.0, 4.0, a good joke
226482.50168125, 226482.918365458, 10.2624998092651, 4.0, a good joke i
226483.051306375, 226483.368349833, 7.04500007629395, 4.0, a good joke if
226483.568195083, 226484.485012792, 21.3175010681152, 4.0, a good joke his
226484.618129292, 226485.418494875, 18.0174999237061, 4.0, a good joke less
226485.534926958, 226486.218554958, 20.3274993896484, 4.0, a good joke first
226486.40191625, 226487.685406, 8.28250026702881, 4.0, a good joke fourth
226488.585326083, 226488.751895125, 100.0, 1.0, a good joke
226488.585326083, 226490.068944833, 4.15750026702881, 4.0, a good joke a
226490.301754875, 226490.668942583, 7.12750053405762, 4.0, a good joke be
226490.818497708, 226491.619003708, 14.1399993896484, 4.0, a good joke ago
226491.718634125, 226492.268996792, 18.1000003814697, 4.0, a good joke felt
226492.602296292, 226492.952320625, 11.0874996185303, 4.0, a good joke depth
226493.202136917, 226493.63591925, 15.2124996185303, 4.0, a good joke dennis
226493.735312, 226493.818800167, 100.0, 1.0, a good joke depth
226493.735312, 226494.135636167, 100.0, 1.0, a good joke felt
226493.735312, 226494.569315208, 100.0, 1.0, a good joke ago
226493.735312, 226494.818843167, 100.0, 1.0, a good joke be
226493.735312, 226495.035512208, 100.0, 1.0, a good joke a
226495.819057208, 226495.935997958, 100.0, 1.0, a good joke
226495.819057208, 226496.28594625, 100.0, 1.0, a good
226495.819057208, 226496.28594625, 100.0, 1.0, a
226496.895914292, 226496.895914292, 100.0, -1.0, 
226495.819057208, 226498.219344625, 0.0325002670288086, 4.0, a
226498.6193485, 226499.786200833, 9.19000053405762, 4.0, a i
226499.95241025, 226500.402686083, 12.1599998474121, 4.0, a in
226500.519271417, 226500.852521167, 13.1499996185303, 4.0, a him
226501.03591875, 226501.336435458, 7.29250049591064, 4.0, a like
226501.03591875, 226501.336435458, 7.29250049591064, 4.0, a home
226502.419656, 226502.53505675, -5.0, 4.0, a good
226502.869712708, 226504.469893, 6.13749980926514, 4.0, a good i
226504.786121292, 226506.386570625, 12.1599998474121, 4.0, a good in
226506.519598792, 226506.953155917, 9.19000053405762, 4.0, a good and
226507.102912875, 226507.319824792, 4.40499973297119, 4.0, a good file
226507.102912875, 226507.319824792, 4.40499973297119, 4.0, a good home
226508.053215542, 226508.169989458, -5.0, 4.0, a good fold
226508.220183625, 226508.318735833, -5.0, 4.0, a good come
226508.370121292, 226508.468756958, -5.0, 4.0, a good high
226508.552989333, 226508.669857708, -5.0, 4.0, a good died
226508.719899208, 226508.83678925, -5.0, 4.0, a good hold
226508.920389917, 226509.020095792, -5.0, 4.0, a good cold
226509.103210125, 226509.219968333, -5.0, 4.0, a good find
226509.303463667, 226509.403375542, -5.0, 4.0, a good gold
226509.47031425, 226509.585449917, -5.0, 4.0, a good like
226509.636687958, 226509.736508208, -5.0, 4.0, a good dole
226509.836770833, 226509.936693958, -5.0, 4.0, a good golf
226509.9868345, 226510.102168625, -5.0, 4.0, a good dole
226510.370030708, 226510.718824292, -5.0, 4.0, a good golf
226510.803448792, 226510.918967792, -5.0, 4.0, a good fled
226511.003622125, 226511.118861083, -5.0, 4.0, a good done
226511.30327225, 226511.402076375, -5.0, 4.0, a good good
226511.503225792, 226511.601995792, -5.0, 4.0, a good amid
226511.703411708, 226511.786902333, -5.0, 4.0, a good hole
226511.886820292, 226511.985574292, -5.0, 4.0, a good coke
226512.0702235, 226512.170229542, -5.0, 4.0, a good epic
226512.253643542, 226512.369112667, -5.0, 4.0, a good fine
226512.47031375, 226512.553594083, -5.0, 4.0, a good gone
226512.65374575, 226512.769192125, -5.0, 4.0, a good flea
226512.872760042, 226512.93595525, -5.0, 4.0, a good hike
226513.020291583, 226513.119139667, -5.0, 4.0, a good flea
226513.203793333, 226513.470233583, -5.0, 4.0, a good hike
226513.570297375, 226513.652262958, -5.0, 4.0, a good bike
226513.737188125, 226513.8358015, -5.0, 4.0, a good code
226514.60369525, 226514.669124167, -5.0, 4.0, a good chic
226514.770330708, 226514.81913925, -5.0, 4.0, a good joke
226514.937202583, 226515.002471375, -5.0, 4.0, a good cole
226515.103771583, 226515.152592792, -5.0, 4.0, a good food
226515.253859292, 226515.320500125, -5.0, 4.0, a good life
226515.40379425, 226515.487295917, -5.0, 4.0, a good bile
226516.287252917, 226516.468950167, 1.02250003814697, 4.0, a good bile a
226517.153822542, 226517.303845375, 100.0, 1.0, a good bile
226517.153822542, 226517.637181792, 100.0, 1.0, a good
226517.153822542, 226518.887445292, 8.03500080108643, 4.0, a good i
226519.253865417, 226519.937496625, 13.2325000762939, 4.0, a good in
226520.120332875, 226520.60399325, 9.35500049591064, 4.0, a good him
226520.837206333, 226521.170692, 8.03500080108643, 4.0, a good high
226520.837206333, 226521.170692, 8.03500080108643, 4.0, a good home
226521.920885, 226522.002941958, -5.0, 4.0, a good like
226522.087796, 226522.17115375, -5.0, 4.0, a good golf
226522.270953, 226522.352741417, -5.0, 4.0, a good hold
226522.437396125, 226522.553059042, -5.0, 4.0, a good hole
226522.62093425, 226522.736444292, -5.0, 4.0, a good joke
226522.821112375, 226522.936499125, -5.0, 4.0, a good fold
226523.204374333, 226523.303000083, -5.0, 4.0, a good joke
226525.904591625, 226526.12120375, 2.34249973297119, 4.0, a good joke a
226526.354358667, 226526.6045135, 7.53999996185303, 4.0, a good joke be
226526.804232875, 226527.537988667, 20.5749988555908, 4.0, a good joke bit
226527.737727625, 226528.021271333, 9.27250003814697, 4.0, a good joke beth
226528.187806167, 226528.73805, 19.0075016021729, 4.0, a good joke after
226529.004733458, 226529.654792292, 18.0174999237061, 4.0, a good joke adults
226529.871408208, 226530.188078417, 6.30249977111816, 4.0, a good joke diverse
226535.388535792, 226535.455143708, 100.0, 1.0, a good joke
226535.388535792, 226536.288243, 7.53999996185303, 4.0, a good joke i
226536.571625, 226537.305053458, 100.0, 1.0, a good joke
226536.571625, 226538.155295583, 8.36499977111816, 4.0, a good joke i
226538.304926375, 226538.572131833, 10.6750001907349, 4.0, a good joke in
226538.77170075, 226539.471976417, 18.2649993896484, 4.0, a good joke his
226539.671776625, 226540.17216925, 6.13749980926514, 4.0, a good joke else
226540.471894667, 226542.022087833, 15.1300010681152, 4.0, a good joke given
226542.155143458, 226543.439156042, 19.0075016021729, 4.0, a good joke intent
226543.705431208, 226544.072412083, 8.28250026702881, 4.0, a good joke glucose
226546.156234, 226546.205964917, 100.0, 1.0, a good joke
226546.156234, 226547.322607083, 7.375, 4.0, a good joke i
226547.5722945, 226548.105842417, 12.4074993133545, 4.0, a good joke in
226548.322214083, 226548.439088667, 100.0, 1.0, a good joke i
226548.322214083, 226548.738965167, 100.0, 1.0, a good joke
226548.322214083, 226549.539353292, 1.10500001907349, 4.0, a good joke a
