they might find your comment offensive, 139, char, 1
226925.747059167, 226926.897555042, 18.2649993896484, 4.0, gun not
226927.013836208, 226927.347525083, 21.3175010681152, 4.0, gun most
226927.847647667, 226927.930670667, 100.0, 1.0, gun not
226927.847647667, 226929.297761208, 2.91999959945679, 4.0, gun more
226929.61421075, 226929.947758333, 5.06500053405762, 4.0, gun noted
226930.214145625, 226931.0976785, 17.0275001525879, 4.0, gun mother
226930.214145625, 226931.0976785, 17.0275001525879, 4.0, gun impact
226932.263164083, 226932.4144015, -5.0, 4.0, gun intact
226932.447811458, 226932.513138167, -5.0, 4.0, gun jordan
226932.61442475, 226932.713218667, -5.0, 4.0, gun longer
226932.7812045, 226932.896797458, -5.0, 4.0, gun korean
226932.948057, 226933.063325958, -5.0, 4.0, gun insect
226933.131346458, 226933.214601333, -5.0, 4.0, gun powder
226934.464667292, 226934.99798975, 13.2325000762939, 4.0, gun powder i
226935.231156, 226935.864709083, 19.0075016021729, 4.0, gun powder or
226936.06439025, 226936.79816675, 18.0174999237061, 4.0, gun powder out
226936.9477075, 226937.448181542, 17.1100006103516, 4.0, gun powder just
226936.9477075, 226937.448181542, 17.1100006103516, 4.0, gun powder must
226938.464921125, 226938.848107292, 1.02250003814697, 4.0, gun powder must a
226939.04825925, 226939.264968167, 9.02500057220459, 4.0, gun powder must be
226940.181724333, 226940.78170825, 6.05500030517578, 4.0, gun powder must be i
226941.031376042, 226941.381725208, 3.08500003814697, 4.0, gun powder must be i a
226941.481403542, 226941.848287958, 100.0, 1.0, gun powder must be i
226941.481403542, 226942.165141083, 100.0, 1.0, gun powder must be
226941.481403542, 226942.848542375, 11.4174995422363, 4.0, gun powder must be i
226943.298568333, 226943.798648375, 5.14750003814697, 4.0, gun powder must be of
226944.181552667, 226944.464989625, 100.0, 1.0, gun powder must be i
226944.181552667, 226945.6819975, 4.32250022888184, 4.0, gun powder must be of
226946.065066, 226946.665559958, 6.22000026702881, 4.0, gun powder must be had
226947.215480917, 226947.298643792, 100.0, 1.0, gun powder must be of
226947.215480917, 226948.165734542, 13.3150005340576, 4.0, gun powder must be men
226948.465237667, 226948.798933833, 3.16750049591064, 4.0, gun powder must be make
226949.09874675, 226950.632406583, 13.1499996185303, 4.0, gun powder must be japan
226950.965782375, 226951.382389917, 6.30249977111816, 4.0, gun powder must be handle
226951.732379625, 226952.115835833, 5.14750003814697, 4.0, gun powder must be handled
226953.416365875, 226954.982731667, 22.0599994659424, 4.0, gun powder must be handled w
226955.349394917, 226955.8995555, 9.19000053405762, 4.0, gun powder must be handled uh
226956.115834042, 226956.899512833, 19.0900001525879, 4.0, gun powder must be handled who
226957.199517125, 226958.916187583, 4.90000057220459, 4.0, gun powder must be handled with
226960.199631375, 226960.5163745, 2.17750024795532, 4.0, gun powder must be handled with a
226960.666039542, 226960.966511625, 4.23999977111816, 4.0, gun powder must be handled with be
226961.149331458, 226961.683053208, 11.0050010681152, 4.0, gun powder must be handled with can
226961.73272575, 226961.782751958, 100.0, 1.0, gun powder must be handled with be
226961.73272575, 226963.882975708, 100.0, 1.0, gun powder must be handled with a
226961.73272575, 226966.167003875, 1.84749984741211, 4.0, gun powder must be handled with be
226966.566866208, 226967.483512292, 16.0375003814697, 4.0, gun powder must be handled with can
226967.699814625, 226968.166907583, 4.15750026702881, 4.0, gun powder must be handled with care
where can my little dog be, 37, word, 18
226972.150403917, 226973.067276458, 23.0500011444092, 4.0, x
226973.317156125, 226974.184025292, 8.11750030517578, 4.0, we
226974.367057542, 226974.683840667, 7.53999996185303, 4.0, the
226974.8670355, 226975.650705125, 16.2024993896484, 4.0, when
226975.817065, 226976.05070375, 5.3125, 4.0, where
226977.034009542, 226977.400816208, 4.07499980926514, 4.0, where a
226977.550419667, 226977.73379075, 3.41499996185303, 4.0, where be
226977.967077667, 226978.434161708, 11.0050010681152, 4.0, where can
226979.3008515, 226979.91757525, 11.0050010681152, 4.0, where can i
226980.08394725, 226981.167504458, 100.0, 1.0, where can
226981.650715875, 226981.984279542, 100.0, 1.0, where
226981.650715875, 226983.967909875, 6.05500030517578, 4.0, where i
226984.350890875, 226984.651204792, 0.279999732971191, 4.0, where ca
226984.834252792, 226985.784686292, 12.4074993133545, 4.0, where can
226986.768283458, 226987.684814875, 17.1925010681152, 4.0, where can q
226988.001473875, 226988.434654542, 100.0, 1.0, where can
226988.001473875, 226989.368318, 12.0774993896484, 4.0, where can i
226989.667969, 226990.734993875, 22.2250003814697, 4.0, where can it
226989.667969, 226990.734993875, 22.2250003814697, 4.0, where can my
226992.168401, 226992.91853175, 11.0050010681152, 4.0, where can my i
226993.084764, 226993.335119333, 8.77749919891357, 4.0, where can my of
226993.518237917, 226994.318424333, 16.3674983978271, 4.0, where can my his
226994.484883833, 226995.102067583, 17.3575000762939, 4.0, where can my less
226995.251587292, 226995.818657042, 14.3874988555908, 4.0, where can my minor
226996.085176083, 226996.485408458, 8.28250026702881, 4.0, where can my little
226997.752104208, 226998.10209275, 5.14750003814697, 4.0, where can my little a
226998.301759, 226998.985416667, 19.0900001525879, 4.0, where can my little as
226999.268617042, 227000.618996583, 8.03500080108643, 4.0, where can my little are
226999.268617042, 227000.618996583, 8.03500080108643, 4.0, where can my little due
227001.33567975, 227001.484398833, -5.0, 4.0, where can my little and
227001.536187625, 227001.634358875, -5.0, 4.0, where can my little huh
227001.735923083, 227001.835706208, -5.0, 4.0, where can my little ask
227001.902318375, 227002.01803125, -5.0, 4.0, where can my little aug
227002.069112583, 227002.185836792, -5.0, 4.0, where can my little etc
227002.235822875, 227002.334268042, -5.0, 4.0, where can my little dog
227003.519179792, 227003.885721958, 5.55999946594238, 4.0, where can my little dog a
227004.085548, 227004.335911792, 4.48750019073486, 4.0, where can my little dog be
my favorite place to visit, 38, word, 19
227007.086022042, 227007.786128625, 12.0774993896484, 4.0, i
227008.069110833, 227009.252636792, 21.0700016021729, 4.0, it
227009.752819042, 227011.002909042, -1.6175000667572, 4.0, ita
227011.7029815, 227011.769450708, 100.0, 1.0, it
227011.7029815, 227011.769450708, 100.0, 1.0, is
227012.852959167, 227012.95293825, -5.0, 4.0, my
227013.2860345, 227014.103282958, 4.15750026702881, 4.0, my a
227014.302825292, 227014.503037458, 2.34249973297119, 4.0, my be
227014.769672875, 227018.120207833, 19.1725006103516, 4.0, my has
227018.403068917, 227018.903361125, 15.0475006103516, 4.0, my earn
227019.203437333, 227020.436967917, 15.625, 4.0, my actor
227020.753586583, 227021.236951875, 10.1800003051758, 4.0, my battle
227021.453648958, 227022.270466792, 18.2649993896484, 4.0, my detroit
227022.486792958, 227022.787035583, 4.32250022888184, 4.0, my favorite
227023.970457458, 227025.354149958, 15.2950000762939, 4.0, my favorite o
227025.553638625, 227026.004069417, 8.19999980926514, 4.0, my favorite of
227026.286968375, 227026.504004958, 5.3125, 4.0, my favorite the
227026.770321833, 227027.070646583, 8.19999980926514, 4.0, my favorite nice
227027.3037665, 227027.503919625, 3.08500003814697, 4.0, my favorite media
227029.270838667, 227029.320739375, 100.0, 1.0, my favorite
227029.270838667, 227030.721031833, 14.0574989318848, 4.0, my favorite i
227031.554312167, 227032.004320917, 11.4174995422363, 4.0, my favorite on
227032.2707965, 227032.43780875, 2.50750017166138, 4.0, my favorite old
227032.654085083, 227032.804407417, 2.01250028610229, 4.0, my favorite nice
227033.004231583, 227033.154466625, 3.00250053405762, 4.0, my favorite place
227034.337879292, 227035.121248375, 16.0375003814697, 4.0, my favorite place p
227035.270879583, 227035.871248583, 19.0900001525879, 4.0, my favorite place or
227035.270879583, 227035.871248583, 19.0900001525879, 4.0, my favorite place to
227037.088196292, 227039.304814167, 18.0174999237061, 4.0, my favorite place to r
227039.538019, 227039.921570958, 9.35500049591064, 4.0, my favorite place to of
227040.121247208, 227040.771633167, 16.2024993896484, 4.0, my favorite place to who
227040.937973667, 227041.138067375, 8.03500080108643, 4.0, my favorite place to time
227041.271276417, 227041.871480875, 18.0174999237061, 4.0, my favorite place to times
227041.271276417, 227041.871480875, 18.0174999237061, 4.0, my favorite place to shoes
227043.203814333, 227043.287261667, -5.0, 4.0, my favorite place to sites
227043.372057583, 227043.4538905, -5.0, 4.0, my favorite place to rings
227043.538768542, 227043.638430292, -5.0, 4.0, my favorite place to risks
227043.721625208, 227043.804047875, -5.0, 4.0, my favorite place to visit
where did you get such a silly idea, 83, word, 20
227049.6889945, 227050.72234875, 21.3175010681152, 4.0, v
227050.939045625, 227052.905834, 9.10750007629395, 4.0, uh
227053.189079458, 227053.505851042, 3.33249950408936, 4.0, the
227053.705597333, 227054.205750833, 19.3374996185303, 4.0, that
227054.372154833, 227054.6056375, 4.23999977111816, 4.0, there
227054.372154833, 227054.6056375, 4.23999977111816, 4.0, these
227055.689113833, 227055.739181875, -5.0, 4.0, where
227056.389325125, 227057.039341458, 1.02250003814697, 4.0, where a
227057.306021625, 227058.006125625, 5.23000049591064, 4.0, where be
227058.222470167, 227058.522898292, 3.00250053405762, 4.0, where add
227058.222470167, 227058.522898292, 3.00250053405762, 4.0, where age
227059.322718083, 227059.388152, -5.0, 4.0, where bad
227059.473094125, 227059.571614583, -5.0, 4.0, where bed
227059.639598458, 227059.721611417, -5.0, 4.0, where did
227060.306235458, 227062.006347, 17.1925010681152, 4.0, where did q
227062.3228755, 227064.206628792, 16.0375003814697, 4.0, where did to
227064.506157792, 227065.289505708, 19.2550010681152, 4.0, where did not
227066.373288958, 227066.439701958, 100.0, 1.0, where did
227066.373288958, 227067.456677, 24.2875003814697, 4.0, where did y
227067.723379458, 227068.273461167, 12.5725002288818, 4.0, where did to
227068.523327375, 227069.073076708, 20.3274993896484, 4.0, where did you
227069.889777417, 227070.490193708, 4.07499980926514, 4.0, where did you a
227070.673139083, 227070.890144333, 4.32250022888184, 4.0, where did you be
227071.056488375, 227071.690140417, 19.0900001525879, 4.0, where did you get
227072.457130875, 227072.873729125, 3.16750049591064, 4.0, where did you get a
227073.606846083, 227073.656785, 100.0, 1.0, where did you get an
227073.606846083, 227073.656785, 100.0, 1.0, where did you get a
227073.606846083, 227074.42387475, 24.2049999237061, 4.0, where did you get by
227074.623658667, 227074.690311458, 100.0, 1.0, where did you get a
227074.623658667, 227075.123811625, 100.0, 1.0, where did you get
227074.623658667, 227076.423673625, 18.1000003814697, 4.0, where did you get r
227076.590283625, 227077.35724075, 20.0799999237061, 4.0, where did you get or
227077.673934792, 227078.440730708, 17.3575000762939, 4.0, where did you get our
227078.7071505, 227079.107422708, 11.0050010681152, 4.0, where did you get turn
227078.7071505, 227079.107422708, 11.0050010681152, 4.0, where did you get rush
227079.974472792, 227080.057526667, -5.0, 4.0, where did you get push
227080.157297083, 227080.290846333, -5.0, 4.0, where did you get ruth
227080.624163875, 227080.757891833, -5.0, 4.0, where did you get stop
227080.807564625, 227080.890924833, -5.0, 4.0, where did you get took
227080.974299958, 227081.089650917, -5.0, 4.0, where did you get room
227081.390874292, 227081.472977208, -5.0, 4.0, where did you get punk
227081.790866458, 227081.874197208, -5.0, 4.0, where did you get surf
227081.974316167, 227082.056345, -5.0, 4.0, where did you get work
227082.124601833, 227082.223156917, -5.0, 4.0, where did you get pull
227082.290984375, 227082.373258875, -5.0, 4.0, where did you get upon
227082.474413667, 227082.556464333, -5.0, 4.0, where did you get soon
227082.624412833, 227082.724388542, -5.0, 4.0, where did you get soul
227082.774374208, 227082.8408835, -5.0, 4.0, where did you get tool
227082.924520125, 227082.991000708, -5.0, 4.0, where did you get pool
227083.524438875, 227083.59099175, -5.0, 4.0, where did you get pork
227083.974389917, 227084.073172667, -5.0, 4.0, where did you get song
227084.157879, 227084.239815667, -5.0, 4.0, where did you get porn
227084.291358542, 227084.38991425, -5.0, 4.0, where did you get torn
227084.741033833, 227084.856668875, -5.0, 4.0, where did you get null
227084.908068917, 227085.006622917, -5.0, 4.0, where did you get spun
227085.707739083, 227085.757772917, 100.0, 1.0, where did you get
227085.707739083, 227087.508029292, 17.0275001525879, 4.0, where did you get q
227087.707773083, 227088.524674375, 19.0900001525879, 4.0, where did you get or
227088.774404375, 227089.07469725, 5.23000049591064, 4.0, where did you get use
227089.224376167, 227091.424903292, 8.69499969482422, 4.0, where did you get such
227093.025029583, 227093.324992083, 2.09500026702881, 4.0, where did you get such a
227093.941803583, 227095.108484958, 16.2024993896484, 4.0, where did you get such a p
227095.291514792, 227095.658516333, 8.03500080108643, 4.0, where did you get such a of
227095.824838, 227096.075023625, 9.4375, 4.0, where did you get such a the
227096.2582515, 227096.508627667, 10.5924997329712, 4.0, where did you get such a them
227096.658220667, 227097.208611625, 22.3899993896484, 4.0, where did you get such a right
227096.658220667, 227097.208611625, 22.3899993896484, 4.0, where did you get such a night
227097.991881208, 227098.125580333, -5.0, 4.0, where did you get such a might
227098.325580083, 227098.425312917, -5.0, 4.0, where did you get such a silly
227099.275575583, 227100.075383958, 13.2325000762939, 4.0, where did you get such a silly i
227100.275247542, 227100.55860225, 8.36499977111816, 4.0, where did you get such a silly of
227100.791851875, 227101.025450667, 5.55999946594238, 4.0, where did you get such a silly off
227101.258565458, 227101.442090292, 3.25, 4.0, where did you get such a silly life
227102.709165208, 227102.758853667, 100.0, 1.0, where did you get such a silly
227102.709165208, 227103.642385417, 6.05500030517578, 4.0, where did you get such a silly i
227103.975472542, 227104.358971, 4.07499980926514, 4.0, where did you get such a silly i a
227104.525302667, 227104.825626083, 100.0, 1.0, where did you get such a silly i
227104.525302667, 227105.242254583, 100.0, 1.0, where did you get such a silly
227104.525302667, 227106.192657083, 7.04500007629395, 4.0, where did you get such a silly i
227106.442183458, 227106.809255375, 4.07499980926514, 4.0, where did you get such a silly he
227107.075598125, 227107.409132333, 5.3125, 4.0, where did you get such a silly had
227107.542305792, 227107.776030708, 4.48750019073486, 4.0, where did you get such a silly face
227107.542305792, 227107.776030708, 4.48750019073486, 4.0, where did you get such a silly idea
the sum of the parts, 29, word, 21
227317.373116667, 227318.389833708, 0.197499752044678, 4.0, a
227318.7230155, 227319.323238583, 7.04500007629395, 4.0, be
227319.506320208, 227320.373303583, 6.05500030517578, 4.0, age
227321.623279042, 227321.689921208, 100.0, 1.0, 
227321.623279042, 227322.873483167, 16.0375003814697, 4.0, p
227323.039796667, 227323.390174583, 7.04500007629395, 4.0, of
227323.589855333, 227323.82342725, 4.07499980926514, 4.0, the
227324.856971208, 227325.823661625, 17.1100006103516, 4.0, the q
227325.973288042, 227326.857189583, 14.3049983978271, 4.0, the to
227327.023372625, 227327.140121333, 100.0, 1.0, the q
227327.023372625, 227329.107382833, 18.0174999237061, 4.0, the or
227329.273440542, 227329.807271542, 13.2325000762939, 4.0, the run
227330.890592042, 227330.940540208, 100.0, 1.0, the
227330.890592042, 227332.257559542, 18.0174999237061, 4.0, the r
227332.407078542, 227333.074135625, 20.1625003814697, 4.0, the or
227333.223671458, 227333.723977333, 13.1499996185303, 4.0, the run
227333.223671458, 227333.723977333, 13.1499996185303, 4.0, the sun
227334.441200333, 227334.522917875, -5.0, 4.0, the own
227334.607248625, 227334.705977583, -5.0, 4.0, the sum
227335.474405042, 227336.307716667, 12.0774993896484, 4.0, the sum i
227336.490630167, 227337.074397833, 5.06500053405762, 4.0, the sum of
227337.957726542, 227339.12431975, 16.1199989318848, 4.0, the sum of p
227339.257407542, 227339.674554875, 8.28250026702881, 4.0, the sum of of
227339.907551167, 227341.357822375, 6.05500030517578, 4.0, the sum of the
227342.241305917, 227343.324710583, 14.0574989318848, 4.0, the sum of the i
227343.507811083, 227343.874891292, 3.00250053405762, 4.0, the sum of the of
227344.074509167, 227345.691661625, 15.2124996185303, 4.0, the sum of the man
227345.808003875, 227346.358141333, 18.4299983978271, 4.0, the sum of the part
227346.641444542, 227347.625136167, 16.2024993896484, 4.0, the sum of the parts
i can still feel your presence, 25, word, 22
227349.491879708, 227349.941849208, 10.0150003433228, 4.0, i
227350.69194025, 227351.42526325, 4.32250022888184, 4.0, i a
227351.674958667, 227351.891774542, 4.07499980926514, 4.0, i be
227352.07495625, 227352.741971083, 11.3350009918213, 4.0, i can
227353.542267542, 227355.075338625, 16.0375003814697, 4.0, i can p
227355.175324708, 227355.675689958, 16.2849998474121, 4.0, i can or
227355.85854275, 227356.108740833, 7.62249946594238, 4.0, i can one
227356.25852625, 227356.542050292, 12.0774993896484, 4.0, i can open
227356.675265792, 227356.90882575, 9.27250003814697, 4.0, i can still
227357.775852583, 227358.442427208, 6.13749980926514, 4.0, i can still i
227358.642068375, 227358.842151208, 5.06500053405762, 4.0, i can still he
227358.992078958, 227359.1920935, 3.25, 4.0, i can still had
227359.342039375, 227359.758994875, 11.3350009918213, 4.0, i can still feel
227360.559315083, 227361.859282375, 25.9375, 4.0, i can still feel z
227361.975789917, 227362.259042417, 12.5725002288818, 4.0, i can still feel to
227362.426075375, 227363.092757917, 25.0300006866455, 4.0, i can still feel you
227363.242829167, 227363.592749625, 16.2024993896484, 4.0, i can still feel your
227364.292662542, 227365.926224333, 14.8825016021729, 4.0, i can still feel your o
227366.109313167, 227367.209658375, 15.0475006103516, 4.0, i can still feel your on
227367.359284958, 227367.593160208, 3.16750049591064, 4.0, i can still feel your old
227367.826051458, 227368.97635625, 16.0375003814697, 4.0, i can still feel your open
227369.10940425, 227369.292947833, 5.23000049591064, 4.0, i can still feel your plane
227369.442779292, 227370.042897542, 12.4074993133545, 4.0, i can still feel your planes
227370.209554667, 227370.459833833, 4.15750026702881, 4.0, i can still feel your opening
227370.626268792, 227370.843221875, 6.38500022888184, 4.0, i can still feel your presence
the collapse of the roman empire, 37, word, 23
227373.160348833, 227374.01012175, 17.0275001525879, 4.0, q
227374.109741917, 227374.36016125, 8.44750022888184, 4.0, of
227374.443086333, 227374.6598, 6.22000026702881, 4.0, the
227375.310176083, 227375.743752917, 4.07499980926514, 4.0, the a
227375.909788375, 227376.7934845, 12.5725002288818, 4.0, the do
227376.943258208, 227377.227051542, 10.1800003051758, 4.0, the all
227377.393232167, 227377.627089167, 6.38500022888184, 4.0, the come
227377.926804875, 227378.126911042, 5.39499950408936, 4.0, the chief
227378.260016458, 227379.660498458, 16.0375003814697, 4.0, the cliffs
227379.876933042, 227380.31049175, 20.2449989318848, 4.0, the biggest
227380.593562583, 227380.843693333, 5.39499950408936, 4.0, the collapse
227381.860604, 227382.610669875, 14.1399993896484, 4.0, the collapse i
227382.710257458, 227382.994022542, 7.21000003814697, 4.0, the collapse of
227383.794105583, 227384.343895042, 7.53999996185303, 4.0, the collapse of i
227384.627089125, 227385.727351708, 100.0, 1.0, the collapse of
227384.627089125, 227387.29431, 22.1424999237061, 4.0, the collapse of w
227387.544164083, 227387.87761675, 10.4274997711182, 4.0, the collapse of uh
227388.044059083, 227388.227427708, 3.08500003814697, 4.0, the collapse of the
227388.977883042, 227390.427904167, 17.0275001525879, 4.0, the collapse of the q
227390.560833417, 227391.011337542, 11.1700000762939, 4.0, the collapse of the on
227391.194113208, 227391.494399583, 9.19000053405762, 4.0, the collapse of the the
227391.677696792, 227391.910902042, 10.4274997711182, 4.0, the collapse of the them
227392.194322167, 227392.477968083, 100.0, 1.0, the collapse of the the
227392.194322167, 227394.027821875, 5.23000049591064, 4.0, the collapse of the time
227394.511413833, 227394.978298167, 16.0375003814697, 4.0, the collapse of the right
227395.978177083, 227396.0613835, 100.0, 1.0, the collapse of the
227395.978177083, 227397.628413792, 16.2024993896484, 4.0, the collapse of the p
227397.794786875, 227398.378390667, 14.0574989318848, 4.0, the collapse of the on
227398.561322833, 227399.028347708, 10.3450002670288, 4.0, the collapse of the ooh
227399.278107458, 227399.561776917, -0.957499980926514, 4.0, the collapse of the some
227399.828312542, 227400.328523667, 13.2325000762939, 4.0, the collapse of the roman
227401.628468625, 227402.228563208, 4.15750026702881, 4.0, the collapse of the roman a
227402.428312125, 227402.895315458, 13.1499996185303, 4.0, the collapse of the roman do
227403.061588667, 227404.245562125, 14.0574989318848, 4.0, the collapse of the roman all
227404.411835792, 227405.811907958, 8.28250026702881, 4.0, the collapse of the roman come
227406.095293625, 227406.761974125, 19.1725006103516, 4.0, the collapse of the roman comes
227406.96208575, 227407.295739125, 5.55999946594238, 4.0, the collapse of the roman empire
my car always breaks in the winter, 61, word, 24
227411.295578625, 227411.862635417, 12.4074993133545, 4.0, i
227412.012166542, 227412.879406292, 21.2350006103516, 4.0, it
227412.012166542, 227412.879406292, 21.2350006103516, 4.0, is
227413.51257225, 227413.644877292, -5.0, 4.0, my
227414.046165417, 227414.446198542, 7.12750053405762, 4.0, my i
227414.612538958, 227414.8125755, 4.65249919891357, 4.0, my he
227415.012467542, 227417.546130417, 17.0275001525879, 4.0, my her
227415.012467542, 227417.546130417, 17.0275001525879, 4.0, my has
227418.496198375, 227418.629787042, -5.0, 4.0, my get
227418.679684417, 227418.795085292, -5.0, 4.0, my far
227418.863152875, 227418.963247417, -5.0, 4.0, my his
227419.029643958, 227419.145175208, -5.0, 4.0, my can
227419.196171167, 227419.296230292, -5.0, 4.0, my gao
227419.362760083, 227419.47832775, -5.0, 4.0, my car
227420.713300708, 227420.896341875, 1.02250003814697, 4.0, my car a
227421.129694083, 227421.713465292, 15.1300010681152, 4.0, my car an
227422.029828792, 227423.49661475, 20.1625003814697, 4.0, my car for
227423.629687875, 227423.846503042, 6.05500030517578, 4.0, my car both
227424.029696667, 227424.696819375, 25.2775001525879, 4.0, my car cordy
227424.896698042, 227425.746701625, 15.2950000762939, 4.0, my car always
227426.84729725, 227427.263620125, 6.05500030517578, 4.0, my car always i
227427.596631167, 227428.513712042, 14.0574989318848, 4.0, my car always in
227428.680043667, 227428.913622875, 5.14750003814697, 4.0, my car always and
227429.096678417, 227429.263635625, 3.08500003814697, 4.0, my car always code
227429.5133525, 227429.880494292, 10.1800003051758, 4.0, my car always black
227430.480535083, 227432.514006833, 15.0475006103516, 4.0, my car always blacks
227430.480535083, 227432.514006833, 15.0475006103516, 4.0, my car always credit
227433.846074125, 227433.962852875, -5.0, 4.0, my car always breaks
227434.714097208, 227435.330744333, 9.19000053405762, 4.0, my car always breaks i
227435.497084917, 227435.830785667, 8.44750022888184, 4.0, my car always breaks if
227436.01383775, 227436.31390475, 7.375, 4.0, my car always breaks fig
227436.413857417, 227436.630771167, 6.30249977111816, 4.0, my car always breaks high
227436.747178083, 227436.86398475, 100.0, 1.0, my car always breaks fig
227436.747178083, 227437.163943667, 100.0, 1.0, my car always breaks if
227436.747178083, 227437.864366208, -0.710000038146973, 4.0, my car always breaks did
227438.48091475, 227438.580855042, 100.0, 1.0, my car always breaks
227438.48091475, 227439.931089042, 10.0975008010864, 4.0, my car always breaks i
227440.080722333, 227440.431109042, 10.4274997711182, 4.0, my car always breaks in
227440.080722333, 227440.431109042, 10.4274997711182, 4.0, my car always breaks if
227440.981132458, 227441.047797875, -5.0, 4.0, my car always breaks he
227441.114611792, 227441.246629, -5.0, 4.0, my car always breaks ii
227442.081199792, 227442.247777333, 1.26999998092651, 4.0, my car always breaks ii a
227442.864753, 227443.181302667, 20.1625003814697, 4.0, my car always breaks ii a u
227443.231024375, 227443.297834083, 100.0, 1.0, my car always breaks ii a
227443.231024375, 227443.548041917, 100.0, 1.0, my car always breaks ii
227443.231024375, 227443.964737208, 100.0, 1.0, my car always breaks
227443.231024375, 227445.181477167, 8.03500080108643, 4.0, my car always breaks i
227445.381117625, 227445.814838208, 10.2624998092651, 4.0, my car always breaks in
227446.698191042, 227447.964829917, 16.0375003814697, 4.0, my car always breaks in p
227448.081222542, 227448.348158667, 7.29250049591064, 4.0, my car always breaks in of
227448.497890458, 227448.698076708, 5.64249992370605, 4.0, my car always breaks in the
227449.481659792, 227451.248366792, 18.8425006866455, 4.0, my car always breaks in the s
227451.398208208, 227451.765235, 7.04500007629395, 4.0, my car always breaks in the of
227451.931533, 227452.298586875, 13.4799995422363, 4.0, my car always breaks in the who
227452.498252583, 227452.881992458, 19.3374996185303, 4.0, my car always breaks in the this
227453.065032875, 227453.231747208, 4.07499980926514, 4.0, my car always breaks in the those
227453.448470542, 227454.448715375, 23.0500011444092, 4.0, my car always breaks in the senses
227453.448470542, 227454.448715375, 23.0500011444092, 4.0, my car always breaks in the scores
227455.465328375, 227455.565404792, -5.0, 4.0, my car always breaks in the velvet
227455.632541167, 227455.730931083, -5.0, 4.0, my car always breaks in the silver
227455.799079167, 227455.932145375, -5.0, 4.0, my car always breaks in the winter
if at first you do not succeed, 38, word, 25
227458.315395917, 227458.6154505, 11.4174995422363, 4.0, i
227458.748650625, 227458.965592792, 8.28250026702881, 4.0, of
227458.748650625, 227458.965592792, 8.28250026702881, 4.0, if
227459.965855833, 227460.449140208, 2.09500026702881, 4.0, if a
227460.715738792, 227461.565950667, 17.0275001525879, 4.0, if as
227460.715738792, 227461.565950667, 17.0275001525879, 4.0, if at
227462.7491065, 227463.466285458, 5.06500053405762, 4.0, if at a
227463.632363167, 227463.849152667, 4.23999977111816, 4.0, if at be
227464.0489955, 227465.499473833, 17.4400005340576, 4.0, if at her
227465.732441875, 227466.132781667, 13.2325000762939, 4.0, if at dark
227466.315834625, 227466.566203083, 16.0375003814697, 4.0, if at actor
227467.549547042, 227467.649411833, 100.0, 1.0, if at
227467.549547042, 227469.283108208, 4.32250022888184, 4.0, if at a
227469.516024708, 227469.916386917, 6.13749980926514, 4.0, if at be
227470.066060792, 227470.599792833, 17.3575000762939, 4.0, if at get
227470.732856542, 227471.016178792, 13.3975009918213, 4.0, if at desk
227471.266184208, 227471.566399708, 21.4825000762939, 4.0, if at early
227473.149940292, 227473.216639792, 100.0, 1.0, if at
227473.149940292, 227475.566790292, 4.07499980926514, 4.0, if at a
227475.766447167, 227476.116836, 7.12750053405762, 4.0, if at be
227476.299786875, 227476.816901792, 18.1824989318848, 4.0, if at get
227476.999785083, 227477.400274708, 19.4200000762939, 4.0, if at best
227477.61666325, 227477.966978292, 19.1725006103516, 4.0, if at first
227479.150338083, 227480.383541208, 21.1525001525879, 4.0, if at first v
227480.58368625, 227481.000489542, 12.0774993896484, 4.0, if at first to
227481.183489667, 227481.683540042, 21.0700016021729, 4.0, if at first you
227482.383955417, 227482.850576, 5.14750003814697, 4.0, if at first you a
227483.066963458, 227484.367195, 14.1399993896484, 4.0, if at first you do
227485.117483458, 227485.81754025, 13.1499996185303, 4.0, if at first you do i
227485.933728875, 227486.317579458, 13.0675010681152, 4.0, if at first you do on
227486.467164125, 227486.917524417, 21.2350006103516, 4.0, if at first you do not
227487.784258667, 227489.134358958, 17.1925010681152, 4.0, if at first you do not q
227489.250763208, 227489.817729458, 20.0799999237061, 4.0, if at first you do not or
227490.167483292, 227490.967766625, 3.08500003814697, 4.0, if at first you do not use
227491.134114208, 227491.400864875, 5.55999946594238, 4.0, if at first you do not such
227491.584159792, 227491.801182708, 6.30249977111816, 4.0, if at first you do not staff
227492.001027042, 227492.201403458, 6.13749980926514, 4.0, if at first you do not staged
227492.467844125, 227492.601054792, -0.957499980926514, 4.0, if at first you do not succeed
my mother makes good cookies, 41, word, 26
227495.151510875, 227495.734780542, 12.5725002288818, 4.0, i
227495.88436475, 227496.50146525, 23.4624996185303, 4.0, my
227497.184867292, 227498.101654875, 14.3049983978271, 4.0, my i
227498.234561708, 227498.56830825, 11.0050010681152, 4.0, my of
227498.784584042, 227499.201734917, 16.3674983978271, 4.0, my not
227499.401329958, 227499.768326208, 6.38500022888184, 4.0, my more
227499.9680255, 227500.168364958, 4.56999969482422, 4.0, my since
227500.41819425, 227501.0518445, 22.2250003814697, 4.0, my monday
227502.20189775, 227502.235269, 100.0, 1.0, my
227502.20189775, 227503.468667625, 10.0975008010864, 4.0, my i
227503.601597917, 227503.918637083, 12.6550006866455, 4.0, my in
227504.235065958, 227505.201959333, 16.0375003814697, 4.0, my for
227505.385031458, 227507.185391583, 8.19999980926514, 4.0, my more
