the location of the crime, 0, false, 1
the location of the crime, 80, false, 1
241492.360183, 241492.776895167, 6.13749980926514, 4.0
241492.926536167, 241493.493523708, 14.4699993133545, 4.0
241493.659893792, 241495.427225125, 14.1399993896484, 4.0
241495.793587458, 241497.443633167, 17.8524990081787, 4.0
241497.726964792, 241498.360455, 8.19999980926514, 4.0
241498.677090833, 241498.960598667, 6.22000026702881, 4.0
241499.893933667, 241499.99397125, -5.0, 4.0
241500.844075625, 241501.810893625, 18.0174999237061, 4.0
241502.027242708, 241502.6108355, 14.2224998474121, 4.0
241502.843871125, 241503.177618167, 4.15750026702881, 4.0
241503.460678542, 241503.810897167, 2.01250028610229, 4.0
241504.077392042, 241505.227902958, 25.0300006866455, 4.0
a fox is a very smart animal, 70, false, 15
241509.561425083, 241509.794708667, 3.00250053405762, 4.0
241510.578049292, 241512.394975042, 6.63249969482422, 4.0
241512.744719, 241513.36152375, 13.2325000762939, 4.0
241513.661362, 241514.361549042, 21.0700016021729, 4.0
241515.526969583, 241515.660566333, -5.0, 4.0
241515.712070708, 241515.827298458, -5.0, 4.0
241515.895036375, 241516.010537083, -5.0, 4.0
241516.095023292, 241516.2270015, -5.0, 4.0
241516.278503292, 241516.410540708, -5.0, 4.0
241516.528509583, 241516.660561792, -5.0, 4.0
241517.645222583, 241518.061926042, 7.04500007629395, 4.0
241518.211476333, 241518.928488792, 16.2024993896484, 4.0
241519.528516, 241519.627242958, -5.0, 4.0
241520.162004208, 241520.495175292, 3.00250053405762, 4.0
241521.2788505, 241522.562088208, 21.3999996185303, 4.0
241522.728598167, 241522.995499542, 5.3125, 4.0
241523.145102208, 241523.762748833, 18.3474998474121, 4.0
241523.878560833, 241524.444106667, 25.3600006103516, 4.0
241525.612381458, 241526.412448875, 18.1824989318848, 4.0
241526.562058542, 241527.012439875, 13.2325000762939, 4.0
241527.212160833, 241527.445775792, 8.03500080108643, 4.0
241527.795613375, 241528.379138167, 17.1925010681152, 4.0
241528.562351, 241529.561333083, 18.1824989318848, 4.0
241530.379220375, 241530.444790208, -5.0, 4.0
241530.54600725, 241530.662574375, -5.0, 4.0
241530.746043875, 241530.844867333, -5.0, 4.0
241530.929838625, 241531.046101625, -5.0, 4.0
241531.112946375, 241531.228061167, -5.0, 4.0
241531.312730833, 241531.444875458, -5.0, 4.0
241531.512846792, 241531.62828475, -5.0, 4.0
241531.729401792, 241531.846289042, -5.0, 4.0
241532.179391083, 241532.312725167, -5.0, 4.0
241532.398574208, 241532.511558708, -5.0, 4.0
241532.612765667, 241532.74492625, -5.0, 4.0
241532.812778708, 241532.944942667, -5.0, 4.0
241533.012966958, 241533.129556083, -5.0, 4.0
241533.463021875, 241533.579568542, -5.0, 4.0
241533.646406125, 241533.779495667, -5.0, 4.0
241534.112935, 241534.19597775, 100.0, 1.0
241534.062730833, 241534.429582792, -5.0, 4.0
241534.646094625, 241535.296292125, 19.0900001525879, 4.0
241535.529620875, 241536.363077, 12.0774993896484, 4.0
241536.562810542, 241536.7797585, 4.23999977111816, 4.0
241536.996113042, 241537.596450958, 18.1824989318848, 4.0
241537.7795415, 241538.229803208, 17.2749996185303, 4.0
241539.046646917, 241539.396631292, 1.02250003814697, 4.0
241539.612926875, 241540.279985875, 13.2325000762939, 4.0
241540.44636125, 241540.813177917, 8.19999980926514, 4.0
241540.996352458, 241541.496760958, 16.1199989318848, 4.0
241541.696480458, 241541.979986208, 11.0874996185303, 4.0
241542.179798667, 241542.880154792, 14.0574989318848, 4.0
241544.096940417, 241544.196842958, -5.0, 4.0
241544.263714708, 241544.363870292, -5.0, 4.0
241544.447004333, 241544.563663792, -5.0, 4.0
241544.647011958, 241544.779109583, -5.0, 4.0
241544.8472445, 241544.979052708, -5.0, 4.0
241545.013511292, 241545.147030292, -5.0, 4.0
241545.196822333, 241545.3302015, -5.0, 4.0
241545.380279958, 241545.528982667, -5.0, 4.0
241545.563455292, 241545.7289565, -5.0, 4.0
241545.782703792, 241545.929152208, -5.0, 4.0
241545.996912708, 241546.112374917, -5.0, 4.0
241546.547047375, 241546.780158208, 100.0, 1.0
241546.463675333, 241547.113628292, -5.0, 4.0
241547.34694975, 241547.746969208, 1.02250003814697, 4.0
241547.963610333, 241548.613795792, 14.2224998474121, 4.0
241548.797070125, 241549.280593583, 9.02500057220459, 4.0
241549.530260792, 241550.047200833, 14.1399993896484, 4.0
241550.263612917, 241550.713894792, 1.43499994277954, 4.0
241551.013920417, 241551.580562083, 13.3150005340576, 4.0
the power of denial, 17, false, 16
241555.231175125, 241555.831457875, 18.1824989318848, 4.0
241556.031067875, 241556.631262583, 8.11750030517578, 4.0
241556.830873458, 241557.147802875, 4.32250022888184, 4.0
241557.981292083, 241558.764634083, 15.0475006103516, 4.0
241559.047689167, 241559.481278958, 14.0574989318848, 4.0
241559.780919, 241560.447836958, 23.3800010681152, 4.0
241560.647684583, 241560.931378042, 5.06500053405762, 4.0
241561.114413792, 241561.69807425, 18.1000003814697, 4.0
241562.581494083, 241563.298275417, 13.3150005340576, 4.0
241563.547879917, 241563.914893083, 8.44750022888184, 4.0
241564.814919042, 241565.314933875, 4.32250022888184, 4.0
241565.44800675, 241565.7985925, 7.53999996185303, 4.0
241566.064652625, 241566.515334667, 13.0675010681152, 4.0
241566.814756042, 241567.415073458, 9.27250003814697, 4.0
241567.748301542, 241567.981759042, 6.30249977111816, 4.0
241569.331902875, 241571.565473542, 12.1599998474121, 4.0
241572.482166458, 241572.580915375, -5.0, 4.0
soon we will return from the city, 34, false, 17
241577.282573792, 241577.916029958, 18.1824989318848, 4.0
241578.232382917, 241578.8658675, 18.1000003814697, 4.0
241579.048801417, 241579.665822167, 15.2950000762939, 4.0
241579.865518083, 241580.865867458, 12.0774993896484, 4.0
241581.68254675, 241581.76474425, -5.0, 4.0
241581.849629, 241581.949224625, -5.0, 4.0
241582.566092, 241584.249473667, 21.1525001525879, 4.0
241584.44932325, 241584.949515292, 5.23000049591064, 4.0
241585.782909167, 241586.81655425, 22.1424999237061, 4.0
241586.966266167, 241587.38308575, 9.27250003814697, 4.0
241587.582765208, 241587.966346583, 13.3975009918213, 4.0
241588.166145333, 241588.549732792, 14.3874988555908, 4.0
241590.29991125, 241591.266780208, 16.1199989318848, 4.0
241591.499770542, 241591.88338225, 6.22000026702881, 4.0
241592.066405667, 241593.233514792, 16.7800006866455, 4.0
241593.449766708, 241594.133297125, 23.1325016021729, 4.0
241594.449991917, 241595.200282792, 16.0375003814697, 4.0
241595.433646042, 241596.217020167, 13.0675010681152, 4.0
241597.000309792, 241597.099062583, -5.0, 4.0
241597.517095875, 241598.3671185, 7.12750053405762, 4.0
241599.183859875, 241599.250355667, 100.0, 1.0
241599.183859875, 241600.200595625, 5.06500053405762, 4.0
241600.750556875, 241601.533892167, 16.1199989318848, 4.0
241601.733699625, 241602.267175792, 16.2024993896484, 4.0
241602.500364958, 241603.183939, 13.1499996185303, 4.0
241604.150852417, 241605.567688667, 20.0799999237061, 4.0
241605.767338542, 241606.134246958, 8.28250026702881, 4.0
241606.267357458, 241606.600903708, 7.45749950408936, 4.0
241607.351220917, 241608.084563292, 5.14750003814697, 4.0
241608.267388458, 241608.701633917, 7.12750053405762, 4.0
241608.950980958, 241609.967840167, 17.0275001525879, 4.0
241610.084198667, 241610.65115825, 21.0700016021729, 4.0
241611.484724292, 241611.600141375, -5.0, 4.0
241611.651379958, 241611.750094208, -5.0, 4.0
did you have a good time, 20, false, 18
241616.4352945, 241616.884984375, 6.05500030517578, 4.0
241617.184694625, 241617.768338833, 11.1700000762939, 4.0
241617.934737708, 241618.20148675, 7.53999996185303, 4.0
241618.901886875, 241619.001760833, -5.0, 4.0
241619.35196125, 241620.502018917, 23.2150001525879, 4.0
241620.752039375, 241621.418674708, 13.0675010681152, 4.0
241621.618419333, 241622.718685042, 19.0075016021729, 4.0
241623.702148083, 241624.735578458, 7.12750053405762, 4.0
241624.90180025, 241625.102004708, 2.25999975204468, 4.0
241625.301910875, 241626.518883, 19.0075016021729, 4.0
241626.735361458, 241627.302150375, 6.63249969482422, 4.0
241628.135806333, 241628.385825625, 0.0325002670288086, 4.0
241629.352491708, 241630.302586167, 8.03500080108643, 4.0
241630.535630625, 241631.702675042, 13.7274990081787, 4.0
241631.835713083, 241632.486073958, 16.2849998474121, 4.0
241632.785809958, 241633.235814792, 4.15750026702881, 4.0
241634.03602775, 241635.336117208, 19.0075016021729, 4.0
241635.53592325, 241635.986281875, 9.10750007629395, 4.0
241636.119382458, 241636.619929667, 14.0574989318848, 4.0
241636.819386167, 241637.219656125, 7.04500007629395, 4.0
that land is owned by the government, 36, false, 19
241642.420047708, 241643.320541167, 20.2449989318848, 4.0
241643.587022, 241645.037016, 6.13749980926514, 4.0
241645.269932833, 241645.636946708, 2.01250028610229, 4.0
241645.837398708, 241646.8036205, 18.1824989318848, 4.0
241647.687038542, 241648.387172875, 13.1499996185303, 4.0
241648.620146625, 241649.020509792, 2.09500026702881, 4.0
241649.253504417, 241649.92064325, 11.0874996185303, 4.0
241650.220515208, 241650.62053575, 4.07499980926514, 4.0
241651.454159625, 241651.552656458, -5.0, 4.0
241651.67052975, 241651.770486917, -5.0, 4.0
241651.854078375, 241651.952947083, -5.0, 4.0
241652.337270625, 241652.46945075, -5.0, 4.0
241652.837388042, 241653.287432583, 7.04500007629395, 4.0
241653.453767375, 241654.670866417, 16.0375003814697, 4.0
241655.437485208, 241655.569567417, -5.0, 4.0
241655.638059458, 241655.720937458, -5.0, 4.0
241656.304263333, 241656.941119292, 14.1399993896484, 4.0
241657.154092458, 241657.871163042, 23.0500011444092, 4.0
241658.121110542, 241658.6044605, 14.2224998474121, 4.0
241658.770935333, 241659.271201625, 7.04500007629395, 4.0
241659.470991292, 241659.854620583, 4.07499980926514, 4.0
241660.838003958, 241661.221209125, 2.01250028610229, 4.0
241661.437744708, 241662.504755417, 23.2975006103516, 4.0
241663.254739125, 241664.454866542, 19.0075016021729, 4.0
241664.704709125, 241665.121745542, 10.1800003051758, 4.0
241665.404643583, 241666.121654375, 6.05500030517578, 4.0
241667.121423833, 241668.188500458, 7.04500007629395, 4.0
241668.4547235, 241670.121816917, 16.0375003814697, 4.0
241670.52193775, 241672.12199575, 20.0799999237061, 4.0
241672.438535208, 241672.905332208, 5.06500053405762, 4.0
241673.372148958, 241674.355609292, 16.2024993896484, 4.0
241674.655442583, 241675.3055545, 13.3975009918213, 4.0
241675.755511125, 241676.255563792, 13.0675010681152, 4.0
241676.555650917, 241676.905625542, 4.40499973297119, 4.0
241677.139032875, 241677.805720542, 13.3975009918213, 4.0
241678.189068708, 241678.989143333, 18.2649993896484, 4.0
the bus was very crowded, 27, false, 20
241686.239502875, 241686.839711708, 20.0799999237061, 4.0
241687.039569167, 241687.773076583, 8.19999980926514, 4.0
241687.939358625, 241688.306372583, 5.3125, 4.0
241689.08975675, 241689.423010167, 1.02250003814697, 4.0
241689.689543125, 241690.623209083, 19.0075016021729, 4.0
241690.80628525, 241691.506577875, 16.1199989318848, 4.0
241692.538600333, 241692.655306458, -5.0, 4.0
241692.739945792, 241692.855336083, -5.0, 4.0
241692.923537625, 241693.039873625, -5.0, 4.0
241693.106716083, 241693.238867083, -5.0, 4.0
241693.307015, 241693.422070875, -5.0, 4.0
241693.573568875, 241693.706634333, -5.0, 4.0
241693.9567105, 241694.088703917, -5.0, 4.0
241694.656936333, 241695.556857542, 20.0799999237061, 4.0
241695.756701958, 241696.040350208, 3.33249950408936, 4.0
241696.323301875, 241696.940276958, 18.0174999237061, 4.0
241697.923653083, 241698.840478958, 21.2350006103516, 4.0
241699.107038667, 241699.54040175, 4.07499980926514, 4.0
241699.773514583, 241700.390614292, 17.0275001525879, 4.0
241700.5068145, 241701.3071505, 24.1224994659424, 4.0
241702.273909458, 241702.69054275, 4.15750026702881, 4.0
241702.957052917, 241703.940866542, 17.0275001525879, 4.0
241704.27374925, 241704.89088625, 14.1399993896484, 4.0
241705.10717775, 241705.7575855, 21.1525001525879, 4.0
241705.990586125, 241706.407627417, 4.07499980926514, 4.0
241706.724074875, 241707.0076905, 3.49749946594238, 4.0
241707.290995917, 241707.557638375, 6.13749980926514, 4.0
do not walk too quickly, 61, false, 21
241903.237106667, 241903.737118208, 7.04500007629395, 4.0
241903.936803042, 241904.587080542, 17.0275001525879, 4.0
241905.287136625, 241905.385991167, -5.0, 4.0
241905.454012417, 241905.535945917, -5.0, 4.0
241905.6373385, 241905.703954125, -5.0, 4.0
241906.187298125, 241907.187273333, 13.0675010681152, 4.0
241907.420438458, 241907.854031667, 16.2849998474121, 4.0
241908.020440167, 241908.4874045, 17.0275001525879, 4.0
241909.370975875, 241910.437553667, 21.3175010681152, 4.0
241910.553940375, 241910.821141292, 10.3450002670288, 4.0
241911.121080208, 241911.804303542, 10.0150003433228, 4.0
241911.970719167, 241912.621209333, 10.3450002670288, 4.0
241913.471195708, 241913.553122333, -5.0, 4.0
241913.638011208, 241913.719908583, -5.0, 4.0
241913.804645417, 241913.887812417, -5.0, 4.0
241913.954663125, 241914.053118583, -5.0, 4.0
241914.121304833, 241914.236593417, -5.0, 4.0
241914.404408958, 241914.503300583, -5.0, 4.0
241914.854720792, 241915.021147083, 100.0, 1.0
241914.754460833, 241915.303491042, -5.0, 4.0
241915.521261542, 241916.621372167, 21.4825000762939, 4.0
241916.904811208, 241917.304802958, 1.10500001907349, 4.0
241917.471061542, 241918.154878667, 11.1700000762939, 4.0
241918.371230667, 241919.754917083, 12.2424983978271, 4.0
241920.588145625, 241920.671522167, -5.0, 4.0
241920.788290083, 241920.871635542, -5.0, 4.0
241921.104932917, 241921.1869575, -5.0, 4.0
241921.788324958, 241922.905071208, 17.1100006103516, 4.0
241923.488466042, 241924.68854175, 15.1300010681152, 4.0
241924.871482625, 241925.455205875, 13.0675010681152, 4.0
241926.405303583, 241927.721969958, 13.7274990081787, 4.0
241927.838357583, 241928.572189667, 21.1525001525879, 4.0
241928.721849833, 241929.205258125, 9.02500057220459, 4.0
241929.338533708, 241929.8889395, 11.1700000762939, 4.0
241930.021886375, 241930.4890015, 11.0874996185303, 4.0
241930.588673042, 241931.404441792, 23.2150001525879, 4.0
241932.421164083, 241932.521121042, -5.0, 4.0
241932.605987083, 241932.704478625, -5.0, 4.0
241932.772628875, 241932.871528625, -5.0, 4.0
241932.939082083, 241933.055800042, -5.0, 4.0
241933.1223995, 241933.239106833, -5.0, 4.0
241933.306065708, 241933.422437375, -5.0, 4.0
241933.539169583, 241933.671237417, -5.0, 4.0
241933.789295083, 241933.905703125, -5.0, 4.0
241933.989259333, 241934.105698292, -5.0, 4.0
241934.191582917, 241934.287796, -5.0, 4.0
241934.355926, 241934.472396667, -5.0, 4.0
241934.52266675, 241934.639399625, -5.0, 4.0
241934.706076167, 241934.822651958, -5.0, 4.0
241934.872451, 241935.004593458, -5.0, 4.0
241935.038892125, 241935.1560995, -5.0, 4.0
241935.222439292, 241935.371347875, -5.0, 4.0
241935.555900583, 241935.739002042, 100.0, 1.0
241935.472507917, 241936.071412042, -5.0, 4.0
241936.322629375, 241937.472642708, 13.0675010681152, 4.0
241937.622360792, 241938.489430792, 19.0075016021729, 4.0
241938.689070625, 241939.372833625, 10.0150003433228, 4.0
241939.689468958, 241940.239560833, 4.07499980926514, 4.0
241940.522923625, 241941.306470167, 9.10750007629395, 4.0
241941.572915, 241942.23966525, 10.0975008010864, 4.0
241942.489455792, 241943.40513925, 23.4624996185303, 4.0
i do not care if you do that, 26, false, 22
241947.640030292, 241948.006790292, 10.1800003051758, 4.0
241948.656773167, 241949.00672425, 3.25, 4.0
241949.1563955, 241949.940165083, 12.1599998474121, 4.0
241950.523543417, 241950.622249208, -5.0, 4.0
241951.073609083, 241951.806953375, 13.1499996185303, 4.0
241952.006688458, 241952.423715, 12.4899997711182, 4.0
241952.673364625, 241953.607030583, 16.2024993896484, 4.0
241954.440519167, 241954.90711375, 6.05500030517578, 4.0
241955.190222083, 241955.440529625, 2.01250028610229, 4.0
241955.673532625, 241956.524009208, 16.2024993896484, 4.0
241956.707044792, 241957.140426167, 5.06500053405762, 4.0
241958.090810292, 241958.5238855, 8.19999980926514, 4.0
241958.757137292, 241959.257519208, 2.01250028610229, 4.0
241959.9740515, 241960.089605833, -5.0, 4.0
241960.491092333, 241961.807480625, 23.2975006103516, 4.0
241962.091108417, 241962.924404583, 15.0475006103516, 4.0
241963.057509083, 241963.624007417, 19.0900001525879, 4.0
241964.424518042, 241964.807602375, 0.857499599456787, 4.0
241964.940902792, 241965.557878375, 12.1599998474121, 4.0
241966.32463975, 241966.456627875, -5.0, 4.0
241966.510458917, 241966.607930958, -5.0, 4.0
241966.674670875, 241966.773354542, -5.0, 4.0
241967.224711042, 241968.091431375, 16.0375003814697, 4.0
241968.324443, 241969.091382917, 5.97250080108643, 4.0
241969.291063458, 241969.557883958, 1.02250003814697, 4.0
241969.7745175, 241971.008157125, 19.0075016021729, 4.0
world population is growing, 25, false, 23
241976.425326792, 241976.992349833, 23.0500011444092, 4.0
241977.1753955, 241977.992047, 13.2325000762939, 4.0
241978.191922667, 241979.708819167, 18.2649993896484, 4.0
241980.008733792, 241980.458844583, 11.1700000762939, 4.0
241980.575227208, 241980.875645458, 6.22000026702881, 4.0
241981.642216667, 241981.741006583, -5.0, 4.0
241982.225610583, 241983.17581425, 17.1100006103516, 4.0
241983.49227975, 241984.309127167, 15.1300010681152, 4.0
241984.458745375, 241985.159054167, 17.1925010681152, 4.0
241985.275451458, 241985.892433, 19.0075016021729, 4.0
241986.142303667, 241986.725953583, 11.1700000762939, 4.0
241986.9258275, 241987.259227875, 0.197499752044678, 4.0
241987.542762542, 241989.576084917, 18.0174999237061, 4.0
241989.775866708, 241990.17611725, 10.1800003051758, 4.0
241990.34257725, 241990.942900083, 14.1399993896484, 4.0
241991.092632125, 241991.592992, 14.2224998474121, 4.0
241992.642998792, 241993.226371042, 9.35500049591064, 4.0
241993.409366, 241994.109670167, 17.0275001525879, 4.0
241994.943204958, 241995.643200167, 6.13749980926514, 4.0
241995.909565417, 241996.7099275, 17.1100006103516, 4.0
241996.909591083, 241997.75990775, 13.0675010681152, 4.0
241997.9764395, 241999.176838417, 20.0799999237061, 4.0
241999.376560375, 241999.843435375, 8.03500080108643, 4.0
241999.95974825, 242000.510434458, 13.0675010681152, 4.0
242000.726648, 242001.426984, 9.10750007629395, 4.0
user friendly interface, 22, false, 24
242005.643934208, 242006.293833083, 20.2449989318848, 4.0
242006.477102833, 242007.49405175, 16.2024993896484, 4.0
242007.660290125, 242007.993961667, 6.30249977111816, 4.0
242008.127043083, 242008.96049325, 17.2749996185303, 4.0
242009.827352833, 242009.926128458, -5.0, 4.0
242010.244150708, 242011.227421917, 1.84749984741211, 4.0
242012.394296625, 242013.511189542, 15.1300010681152, 4.0
242013.744108042, 242014.227725708, 10.2624998092651, 4.0
242014.427413125, 242014.777717292, 4.23999977111816, 4.0
242014.960955667, 242015.744545792, 13.0675010681152, 4.0
242016.094498875, 242016.661516375, 4.15750026702881, 4.0
242016.844296917, 242017.494637208, 10.1800003051758, 4.0
242017.794603542, 242019.944796708, 23.0500011444092, 4.0
242021.161515125, 242021.711589542, 8.11750030517578, 4.0
242022.044736583, 242023.0450195, 13.1499996185303, 4.0
242023.428186, 242024.294951833, 21.3999996185303, 4.0
242024.51140375, 242025.66188925, 5.47749996185303, 4.0
242025.961660792, 242026.711927083, 19.1725006103516, 4.0
242026.945225083, 242027.3787265, 8.28250026702881, 4.0
242027.7453045, 242028.128671125, 6.05500030517578, 4.0
242028.912134792, 242029.545451375, 2.01250028610229, 4.0
242029.862062125, 242030.495503667, 4.07499980926514, 4.0
we better investigate this, 23, false, 25
242034.379060375, 242035.229135333, 22.2250003814697, 4.0
242035.445870167, 242035.879130208, 6.13749980926514, 4.0
242036.395917208, 242036.895872833, 4.07499980926514, 4.0
242037.078867375, 242037.462667958, 2.01250028610229, 4.0
242037.829056792, 242038.595985042, 17.1925010681152, 4.0
242038.745680042, 242039.445990458, 18.0174999237061, 4.0
242039.645780292, 242040.0629135, 4.23999977111816, 4.0
242040.245869208, 242040.862909958, 15.2124996185303, 4.0
242041.779541042, 242042.196212833, 7.04500007629395, 4.0
242042.379195583, 242042.846103708, 12.1599998474121, 4.0
242043.11265175, 242043.763097917, 22.3899993896484, 4.0
242043.996070917, 242044.329705125, 5.14750003814697, 4.0
242044.5629345, 242045.296266208, 17.1925010681152, 4.0
242045.429515583, 242046.113411083, 17.2749996185303, 4.0
242046.279592708, 242046.729909125, 10.3450002670288, 4.0
242046.929690542, 242047.480003833, 8.03500080108643, 4.0
242047.663150833, 242047.979862833, 0.279999732971191, 4.0
242048.229958583, 242049.230028708, 19.0900001525879, 4.0
242049.413215708, 242049.746620375, 4.23999977111816, 4.0
242050.613558875, 242051.563622792, 21.0700016021729, 4.0
242051.730013542, 242052.313617958, 7.12750053405762, 4.0
242052.463312833, 242052.730261917, 7.04500007629395, 4.0
242052.96347425, 242053.562405625, 17.3575000762939, 4.0
she wears too much makeup, 31, false, 26
242057.864292583, 242058.497377417, 19.0075016021729, 4.0
242058.713631833, 242059.047392792, 9.02500057220459, 4.0
242059.180359375, 242059.530540958, 3.00250053405762, 4.0
242060.197352875, 242060.296080292, -5.0, 4.0
242060.647493833, 242061.547511125, 22.3074989318848, 4.0
242061.730644292, 242062.064289375, 3.00250053405762, 4.0
242062.2639985, 242062.497527792, 3.00250053405762, 4.0
242062.697340792, 242063.331092542, 16.1199989318848, 4.0
242063.497323042, 242063.98111725, 17.0275001525879, 4.0
242064.647775292, 242064.779753417, -5.0, 4.0
242065.131081333, 242066.76452725, 19.0900001525879, 4.0
242066.9309435, 242067.348056292, 12.2424983978271, 4.0
242067.464195625, 242067.864527875, 13.2325000762939, 4.0
242068.698047958, 242069.314731958, 12.0774993896484, 4.0
242069.514294083, 242070.19809675, 19.2550010681152, 4.0
242070.397725583, 242070.664722167, 4.23999977111816, 4.0
242070.864496292, 242072.231644083, 9.19000053405762, 4.0
242073.031959958, 242074.932231667, 12.1599998474121, 4.0
242075.181409708, 242075.515112958, 4.07499980926514, 4.0
242075.59809625, 242076.148547792, 12.4074993133545, 4.0
242076.381371167, 242076.74842, 4.15750026702881, 4.0
242078.732114833, 242080.132066375, 19.0075016021729, 4.0
242080.7321725, 242080.948577125, 100.0, 1.0
242080.7321725, 242081.365281667, 100.0, 1.0
242080.665305042, 242081.680939208, -5.0, 4.0
242081.982172875, 242082.582467875, 15.0475006103516, 4.0
242082.698556208, 242083.015643917, 3.08500003814697, 4.0
242083.181954208, 242083.965506125, 11.1700000762939, 4.0
242084.148616667, 242084.482202333, 6.13749980926514, 4.0
242084.565365458, 242085.21569375, 19.0075016021729, 4.0
242085.549061875, 242086.665786833, 14.2224998474121, 4.0
i can still feel your presence, 39, false, 27
242091.199769167, 242091.681584208, 12.4074993133545, 4.0
242091.999354333, 242092.399494042, 3.00250053405762, 4.0
242092.5325045, 242092.732807125, 2.50750017166138, 4.0
242092.949192375, 242093.432792375, 11.1700000762939, 4.0
242093.883107125, 242094.949680167, 16.0375003814697, 4.0
242095.149362375, 242095.866386417, 18.0174999237061, 4.0
242096.032767083, 242096.36634675, 9.02500057220459, 4.0
242096.499400333, 242097.29963625, 12.1599998474121, 4.0
242097.449551125, 242097.8497595, 13.2325000762939, 4.0
242098.516687875, 242099.183295708, 3.08500003814697, 4.0
242099.349612542, 242099.6833125, 4.15750026702881, 4.0
242099.799697125, 242100.083079458, 7.21000003814697, 4.0
242100.349815875, 242100.816801583, 11.0050010681152, 4.0
242101.866678333, 242101.983127292, -5.0, 4.0
242102.049771417, 242102.133325833, -5.0, 4.0
242102.650195375, 242104.266969417, 24.3699989318848, 4.0
242104.417037792, 242104.983840917, 15.2950000762939, 4.0
242105.1167685, 242105.750143542, 21.1525001525879, 4.0
242107.434163917, 242107.500398292, 100.0, 1.0
242107.434163917, 242107.933799458, 100.0, 1.0
242107.434163917, 242109.900749875, 4.07499980926514, 4.0
242110.217047375, 242110.467379167, 3.00250053405762, 4.0
242110.733756667, 242110.93409375, 5.23000049591064, 4.0
242111.13380775, 242111.500846833, 10.3450002670288, 4.0
242112.167381792, 242112.349653792, -5.0, 4.0
242112.60089525, 242112.716096125, -5.0, 4.0
242112.767083083, 242112.883815792, -5.0, 4.0
242113.401110083, 242114.651128542, 23.2150001525879, 4.0
242114.934322875, 242115.484500333, 15.2124996185303, 4.0
242115.684229583, 242116.267883, 17.0275001525879, 4.0
242116.734326375, 242117.484508208, 18.1000003814697, 4.0
242118.517874, 242119.217958167, 16.1199989318848, 4.0
242119.46772225, 242120.251485667, 17.1925010681152, 4.0
242120.417661292, 242120.734565125, 7.29250049591064, 4.0
242121.017761958, 242121.917918917, 17.0275001525879, 4.0
242122.468134708, 242122.768155083, 4.32250022888184, 4.0
242122.984710792, 242123.551654375, 14.1399993896484, 4.0
242123.851639917, 242124.184965917, 5.3125, 4.0
242124.434788667, 242124.784994083, 7.04500007629395, 4.0
the registration period is over, 35, false, 28
242129.968947542, 242130.718764375, 20.0799999237061, 4.0
242130.952032625, 242131.4021175, 9.02500057220459, 4.0
242131.568581667, 242131.885476, 4.07499980926514, 4.0
242132.468840708, 242133.368883917, 17.0275001525879, 4.0
242133.55186875, 242133.818984292, 3.41499996185303, 4.0
242133.985281833, 242136.135891292, 7.04500007629395, 4.0
242136.385455542, 242137.919224917, 8.03500080108643, 4.0
242138.168831292, 242138.686005708, 16.4499988555908, 4.0
242138.868924958, 242140.169272208, 20.1625003814697, 4.0
242140.335689333, 242140.969364958, 16.2849998474121, 4.0
242141.085751083, 242141.336124083, 6.46749973297119, 4.0
242141.502444333, 242141.752772208, 2.01250028610229, 4.0
242142.252517625, 242142.91935325, 100.0, 1.0
242142.252517625, 242145.56964475, 19.1725006103516, 4.0
242146.019643917, 242146.569751, 11.2525005340576, 4.0
242146.719408583, 242147.269868333, 14.3874988555908, 4.0
242147.436393375, 242147.803114375, 10.1800003051758, 4.0
242149.469912875, 242150.486661042, 16.0375003814697, 4.0
242150.803274, 242151.170096792, 3.25, 4.0
242151.436346042, 242153.636669042, 23.4624996185303, 4.0
242154.353412875, 242154.887001542, 9.19000053405762, 4.0
242155.05330425, 242157.537093, 17.2749996185303, 4.0
242157.870534125, 242158.404185667, 4.07499980926514, 4.0
242159.587422, 242159.719368917, -5.0, 4.0
242159.770764708, 242159.885986167, -5.0, 4.0
242159.954017625, 242160.086163208, -5.0, 4.0
242160.137105292, 242160.269719708, -5.0, 4.0
242160.337215792, 242160.452736083, -5.0, 4.0
242160.703894292, 242160.836022375, -5.0, 4.0
242161.5373655, 242162.1210575, 7.12750053405762, 4.0
242162.287066167, 242162.987273875, 18.1824989318848, 4.0
242163.970964333, 242164.604290333, 13.1499996185303, 4.0
242164.95403825, 242165.754311333, 22.0599994659424, 4.0
242166.03782175, 242166.554370375, 8.11750030517578, 4.0
242166.804423167, 242167.38783175, 16.2024993896484, 4.0
you will loose your voice, 25, false, 29
242170.338302917, 242171.221457833, 24.1224994659424, 4.0
242171.471343167, 242172.238174625, 14.0574989318848, 4.0
242172.454402, 242173.138183667, 21.0700016021729, 4.0
242173.838275583, 242174.85499525, 23.0500011444092, 4.0
242175.121677667, 242175.621751833, 6.22000026702881, 4.0
242175.787977417, 242176.23834375, 12.4074993133545, 4.0
242176.42141175, 242176.80507925, 12.3249988555908, 4.0
242177.5384615, 242177.620564083, -5.0, 4.0
242178.02152225, 242178.9716075, 14.0574989318848, 4.0
242179.255006542, 242181.10537225, 14.0574989318848, 4.0
242181.305011958, 242181.806645625, 14.3049983978271, 4.0
242182.055087667, 242183.022269958, 19.0075016021729, 4.0
242183.221869792, 242183.538823167, 6.22000026702881, 4.0
