the location of the crime, 0, false, 1
the location of the crime, 80, false, 1
240472.393243833, 240473.176710333, 5.14750003814697, 4.0
240473.943738542, 240474.025412042, -5.0, 4.0
240474.12703125, 240474.210033, -5.0, 4.0
240474.810061667, 240475.860042708, 17.0275001525879, 4.0
240476.393495125, 240476.525702042, -5.0, 4.0
240476.5770325, 240476.692199917, -5.0, 4.0
240476.777055792, 240476.860705, -5.0, 4.0
240477.77697425, 240478.360358375, 1.02250003814697, 4.0
240479.210429833, 240480.377042208, 22.1424999237061, 4.0
240481.493861958, 240483.227372167, 5.14750003814697, 4.0
240483.827341875, 240483.944023208, -5.0, 4.0
240484.010850458, 240484.11095625, -5.0, 4.0
240484.177548375, 240484.326236417, -5.0, 4.0
240484.360668417, 240484.509475875, -5.0, 4.0
240484.560802875, 240484.709390542, -5.0, 4.0
240484.760955042, 240484.909520417, -5.0, 4.0
240485.093936625, 240485.227527875, -5.0, 4.0
240485.710812125, 240485.8608625, -5.0, 4.0
240485.996658542, 240486.076181042, -5.0, 4.0
240486.177438708, 240486.277399083, -5.0, 4.0
240486.844270042, 240487.176281375, -5.0, 4.0
240488.027702875, 240488.644370375, 3.33249950408936, 4.0
240489.161036083, 240489.260998917, -5.0, 4.0
240489.927812417, 240491.411606, 17.1100006103516, 4.0
240492.227889917, 240492.360046333, -5.0, 4.0
240492.428052708, 240492.544554667, -5.0, 4.0
240492.611356833, 240492.743402667, -5.0, 4.0
240492.81122225, 240492.960088125, -5.0, 4.0
240493.161220458, 240493.277920708, -5.0, 4.0
240494.961453875, 240495.211482, 1.02250003814697, 4.0
240496.078147417, 240497.44496175, 23.2150001525879, 4.0
240497.878213333, 240497.993650583, -5.0, 4.0
240498.061446583, 240498.176957, -5.0, 4.0
240498.761669667, 240499.462162333, 14.3049983978271, 4.0
240499.878315333, 240500.010442, -5.0, 4.0
240500.061796958, 240500.17706575, -5.0, 4.0
240500.711838625, 240501.611882875, 21.0700016021729, 4.0
240502.295286417, 240502.393958958, -5.0, 4.0
240503.178774583, 240504.745477875, 1.02250003814697, 4.0
240505.662187292, 240506.612216417, 8.03500080108643, 4.0
240507.128904167, 240507.227577333, -5.0, 4.0
240507.279124, 240507.3776655, -5.0, 4.0
240507.795591333, 240508.245684292, 3.00250053405762, 4.0
240508.945702333, 240509.077734542, -5.0, 4.0
240509.112343667, 240509.229044583, -5.0, 4.0
240509.295803292, 240509.412417458, -5.0, 4.0
240509.545735292, 240509.644404458, -5.0, 4.0
240509.945698458, 240510.045616917, -5.0, 4.0
240510.579174875, 240511.895933125, 17.1100006103516, 4.0
240512.529211542, 240512.62800325, -5.0, 4.0
240512.696064917, 240512.8112895, -5.0, 4.0
240512.879365042, 240512.994734333, -5.0, 4.0
240513.179349708, 240513.311474667, -5.0, 4.0
240513.446178, 240513.562471625, -5.0, 4.0
we better investigate this, 99, false, 7
240518.146209917, 240519.229643, 24.0399990081787, 4.0
240519.996308583, 240520.079613292, -5.0, 4.0
240520.16316625, 240520.261840583, -5.0, 4.0
240520.430074667, 240520.511746792, -5.0, 4.0
240521.346430917, 240521.829885917, 4.32250022888184, 4.0
240522.296428083, 240522.4286595, -5.0, 4.0
240522.530145875, 240522.613228583, -5.0, 4.0
240522.679900208, 240522.779959625, -5.0, 4.0
240522.896601917, 240522.995226333, -5.0, 4.0
240523.146462667, 240523.263174375, -5.0, 4.0
240524.430237333, 240524.696662542, -0.875, 4.0
240525.646741625, 240526.046729917, 0.0325002670288086, 4.0
240526.413358958, 240526.530132417, -5.0, 4.0
240526.596863417, 240526.69554475, -5.0, 4.0
240527.346823125, 240527.813663792, 3.25, 4.0
240528.296656708, 240528.430279875, -5.0, 4.0
240528.497044208, 240528.5956805, -5.0, 4.0
240528.680824083, 240528.795651958, -5.0, 4.0
240528.863658, 240528.962452458, -5.0, 4.0
240529.163956792, 240529.280223667, -5.0, 4.0
240529.913748125, 240531.197073708, 20.0799999237061, 4.0
240531.763705292, 240531.862642, -5.0, 4.0
240532.263938042, 240533.097312708, 18.1000003814697, 4.0
240533.797266875, 240533.929358375, -5.0, 4.0
240533.980757, 240534.112691375, -5.0, 4.0
240534.2310085, 240534.362825583, -5.0, 4.0
240535.214055292, 240535.980926875, 4.15750026702881, 4.0
240536.530867167, 240536.646205583, -5.0, 4.0
240536.714573333, 240536.829579708, -5.0, 4.0
240536.899987625, 240536.996187875, -5.0, 4.0
240537.064171292, 240537.180901958, -5.0, 4.0
240537.281136542, 240537.36422875, -5.0, 4.0
240537.564176417, 240537.629619083, -5.0, 4.0
240538.331054542, 240539.131069167, 17.1100006103516, 4.0
240539.664230375, 240539.764205292, -5.0, 4.0
240540.6478695, 240540.897851083, 0.115000247955322, 4.0
240541.731234208, 240542.514494958, 9.02500057220459, 4.0
240543.464595042, 240544.398269375, 16.1199989318848, 4.0
240545.047946333, 240545.131332375, -5.0, 4.0
240545.231777042, 240545.330119583, -5.0, 4.0
240545.414844583, 240545.530067208, -5.0, 4.0
240545.648032625, 240545.780045833, -5.0, 4.0
240546.765190292, 240547.764931583, 20.0799999237061, 4.0
240548.331474792, 240548.480262917, -5.0, 4.0
240548.531876458, 240548.648468917, -5.0, 4.0
240549.198384917, 240549.598362833, 4.07499980926514, 4.0
240550.131702375, 240550.231599958, -5.0, 4.0
240550.315024125, 240550.413916375, -5.0, 4.0
240550.498608583, 240550.598529875, -5.0, 4.0
240550.681715917, 240550.781730958, -5.0, 4.0
240550.867623917, 240550.948438667, -5.0, 4.0
240551.04850175, 240551.148474208, -5.0, 4.0
240551.931882792, 240552.831589958, 16.1199989318848, 4.0
240553.581624292, 240554.765435333, 9.02500057220459, 4.0
240555.298715083, 240555.381858833, 100.0, 1.0
240555.248604042, 240555.664209667, -5.0, 4.0
240556.697424208, 240556.798887917, 100.0, 1.0
240556.697424208, 240557.015504708, -5.0, 4.0
240557.432156042, 240558.365639792, 17.0275001525879, 4.0
240558.948839333, 240559.04756775, -5.0, 4.0
240559.132328208, 240559.215732375, -5.0, 4.0
240559.399171417, 240559.464424667, -5.0, 4.0
240560.215729, 240561.799090167, 18.1824989318848, 4.0
240562.215824375, 240562.348017458, -5.0, 4.0
240562.415874625, 240562.531245208, -5.0, 4.0
240562.599268917, 240562.714474208, -5.0, 4.0
240563.332593792, 240563.899333542, 8.36499977111816, 4.0
240564.799597333, 240565.599410292, 5.23000049591064, 4.0
240566.1327275, 240566.249316583, -5.0, 4.0
240566.316308917, 240566.431521417, -5.0, 4.0
240566.482753417, 240566.6148165, -5.0, 4.0
240566.666324208, 240566.798184, -5.0, 4.0
240566.832806333, 240566.981606167, -5.0, 4.0
240567.032876958, 240567.16490925, -5.0, 4.0
240567.282887583, 240567.398273, -5.0, 4.0
240568.3328855, 240568.666324083, 2.17750024795532, 4.0
240569.182930792, 240569.2828375, -5.0, 4.0
240570.083003, 240571.349739958, 18.1000003814697, 4.0
240571.783036417, 240571.915198875, -5.0, 4.0
240571.966586417, 240572.066540333, -5.0, 4.0
240572.282929083, 240572.39953625, -5.0, 4.0
240572.916675917, 240573.366543708, 2.09500026702881, 4.0
240573.916588375, 240574.015279417, -5.0, 4.0
240574.119137792, 240574.183414292, -5.0, 4.0
240574.266715875, 240574.382032833, -5.0, 4.0
240574.466554583, 240574.582037333, -5.0, 4.0
240574.799901792, 240574.88325075, -5.0, 4.0
240575.633432208, 240575.916671125, -0.957499980926514, 4.0
240576.900109375, 240578.050433917, 20.2449989318848, 4.0
240578.533467042, 240578.665679333, -5.0, 4.0
240579.100317708, 240579.750385, 7.04500007629395, 4.0
240580.183739042, 240580.283582458, -5.0, 4.0
240580.383739042, 240580.499084667, -5.0, 4.0
240580.55055375, 240580.682470958, -5.0, 4.0
240580.850414875, 240580.967056417, -5.0, 4.0
240581.983808083, 240582.617224625, 7.04500007629395, 4.0
240583.11706525, 240583.24929525, -5.0, 4.0
240583.717297125, 240584.466120542, 19.1725006103516, 4.0
240584.933892042, 240585.050714083, -5.0, 4.0
all together in one big pile, 122, false, 8
240587.117434708, 240587.451015917, 3.00250053405762, 4.0
240588.000950625, 240588.082876833, -5.0, 4.0
240588.584260833, 240589.1342155, 13.0675010681152, 4.0
240589.851073667, 240589.9510235, -5.0, 4.0
240590.01778975, 240590.117683333, -5.0, 4.0
240590.234464333, 240590.333067625, -5.0, 4.0
240591.017755292, 240591.584478125, 11.1700000762939, 4.0
240592.034367625, 240592.134376667, -5.0, 4.0
240592.301091375, 240592.3843995, -5.0, 4.0
240592.5511555, 240592.617864, -5.0, 4.0
240593.784649583, 240593.901349708, -0.875, 4.0
240594.851474, 240595.76821125, 19.0075016021729, 4.0
240596.234734125, 240596.350117667, -5.0, 4.0
240596.784813708, 240598.284888917, 13.6450004577637, 4.0
240598.734885917, 240598.850224333, -5.0, 4.0
240598.91829175, 240599.018306125, -5.0, 4.0
240599.101638708, 240599.200245208, -5.0, 4.0
240599.884965625, 240600.852180833, 6.05500030517578, 4.0
240601.385025667, 240601.500408458, -5.0, 4.0
240601.551867, 240601.667211875, -5.0, 4.0
240601.735181625, 240601.851750875, -5.0, 4.0
240601.901671875, 240602.018625333, -5.0, 4.0
240602.085190583, 240602.201704583, -5.0, 4.0
240602.268692583, 240602.401793375, -5.0, 4.0
240602.985256167, 240603.535247917, 5.14750003814697, 4.0
240604.035163458, 240604.167233667, -5.0, 4.0
240604.21873925, 240604.333978667, -5.0, 4.0
240604.402147917, 240604.501906083, -5.0, 4.0
240605.118686583, 240607.002164875, 17.1925010681152, 4.0
240607.552026667, 240607.650938375, -5.0, 4.0
240607.735540542, 240607.834118708, -5.0, 4.0
240607.902267583, 240608.034201583, -5.0, 4.0
240608.119000458, 240608.25098, -5.0, 4.0
240608.469064167, 240608.56760625, -5.0, 4.0
240609.035583, 240611.085701083, 6.13749980926514, 4.0
240611.602300625, 240611.751413792, -5.0, 4.0
240611.785669125, 240611.917867292, -5.0, 4.0
240611.969133458, 240612.10126375, -5.0, 4.0
240612.152338875, 240612.268982208, -5.0, 4.0
240612.319236917, 240612.468007667, -5.0, 4.0
240612.552515708, 240612.70118775, -5.0, 4.0
240613.085895833, 240613.167878875, -5.0, 4.0
240613.885956083, 240614.38600175, 4.15750026702881, 4.0
240615.601351458, 240615.701511708, -5.0, 4.0
240615.769579875, 240615.868076333, -5.0, 4.0
240615.936185125, 240616.036148292, -5.0, 4.0
240616.102528208, 240616.234854667, -5.0, 4.0
240616.269475042, 240616.401731708, -5.0, 4.0
240616.469485208, 240616.56807475, -5.0, 4.0
240617.169520417, 240618.002825583, 16.2024993896484, 4.0
240618.619426625, 240618.702871375, -5.0, 4.0
240618.786110875, 240618.884992792, -5.0, 4.0
240619.036344292, 240619.13612625, -5.0, 4.0
240620.019608292, 240620.28629725, 2.01250028610229, 4.0
240621.15295175, 240621.886481875, 7.29250049591064, 4.0
240622.386365875, 240622.486412583, -5.0, 4.0
240622.936685625, 240623.653221333, 11.0874996185303, 4.0
240624.136463875, 240624.268566583, -5.0, 4.0
240624.319833417, 240624.435248125, -5.0, 4.0
240624.503744792, 240624.652017542, -5.0, 4.0
240624.736646292, 240624.868706208, -5.0, 4.0
240625.653279833, 240625.802113208, -5.0, 4.0
240625.836616042, 240625.952107625, -5.0, 4.0
240626.703407333, 240627.403432208, 0.610000133514404, 4.0
240628.403530917, 240629.253544375, 12.0774993896484, 4.0
240629.770277125, 240629.885585333, -5.0, 4.0
240629.970463958, 240630.069052292, -5.0, 4.0
240630.137063875, 240630.252339833, -5.0, 4.0
240630.320384792, 240630.435730667, -5.0, 4.0
240630.487035417, 240630.635753792, -5.0, 4.0
240630.68709325, 240630.802180125, -5.0, 4.0
240630.920451208, 240630.970432667, -5.0, 4.0
240631.62041825, 240631.902433042, -5.0, 4.0
240632.787124583, 240633.820607583, 13.0675010681152, 4.0
240634.387321958, 240634.485929083, -5.0, 4.0
240634.637277958, 240634.719261917, -5.0, 4.0
240635.187315167, 240635.570868458, 4.07499980926514, 4.0
240636.170774833, 240636.269355542, -5.0, 4.0
240636.354007375, 240636.45279125, -5.0, 4.0
240636.537492417, 240636.637497583, -5.0, 4.0
240636.720759625, 240636.836063083, -5.0, 4.0
240637.137349375, 240637.252884458, -5.0, 4.0
240637.473450708, 240637.536154208, -5.0, 4.0
240638.270915833, 240638.654289417, 0.115000247955322, 4.0
240639.587585792, 240639.954306667, 0.0325002670288086, 4.0
240640.354242042, 240640.469692417, -5.0, 4.0
240640.521238083, 240640.637693667, -5.0, 4.0
240641.10436225, 240641.537761917, 8.11750030517578, 4.0
240642.037715958, 240642.153065042, -5.0, 4.0
240642.954634375, 240643.319895667, -5.0, 4.0
240644.054651375, 240644.804602708, 5.06500053405762, 4.0
240645.537708042, 240645.988036333, 10.0150003433228, 4.0
240646.754806958, 240646.821747625, 100.0, 1.0
240646.721743542, 240647.105053833, -5.0, 4.0
240647.404620125, 240647.521467625, 100.0, 1.0
240647.404620125, 240647.704752, -5.0, 4.0
240648.137997917, 240648.771766042, 7.12750053405762, 4.0
240649.271539875, 240649.336903667, -5.0, 4.0
240649.454866792, 240649.538196917, -5.0, 4.0
240650.038133375, 240650.521708042, -5.0, 4.0
240652.103699875, 240652.20484325, -5.0, 4.0
240652.738503542, 240653.02172825, 2.09500026702881, 4.0
240654.055187083, 240655.121916875, 13.0675010681152, 4.0
240655.67189875, 240655.787305833, -5.0, 4.0
240655.855544458, 240655.971855917, -5.0, 4.0
240656.055465833, 240656.170663292, -5.0, 4.0
240656.255550417, 240656.370697042, -5.0, 4.0
240656.488688458, 240656.605445875, -5.0, 4.0
240656.755674542, 240656.870801125, -5.0, 4.0
240657.088947917, 240657.188699792, -5.0, 4.0
240657.972194333, 240658.555544542, 9.02500057220459, 4.0
240659.105647208, 240659.972364542, 10.2624998092651, 4.0
240660.538864708, 240660.654363417, -5.0, 4.0
240660.722578, 240660.822290042, -5.0, 4.0
240660.905740875, 240661.022330625, -5.0, 4.0
240661.088895917, 240661.205677875, -5.0, 4.0
240661.739144583, 240662.222365542, 7.12750053405762, 4.0
240662.772349375, 240662.887828083, -5.0, 4.0
240662.989434458, 240663.0878765, -5.0, 4.0
240663.139259917, 240663.271121125, -5.0, 4.0
240663.3225735, 240663.439215125, -5.0, 4.0
240663.539051833, 240663.67245675, -5.0, 4.0
breathing is difficult, 55, false, 9
240679.540126292, 240679.890190625, 1.02250003814697, 4.0
240680.323615833, 240681.0069325, 16.1199989318848, 4.0
240681.323495958, 240681.60698275, 5.39499950408936, 4.0
240681.806646708, 240682.007069125, 2.09500026702881, 4.0
240682.2570865, 240682.973649208, 18.1000003814697, 4.0
240683.190182208, 240683.473430167, 8.03500080108643, 4.0
240683.606926583, 240683.840467833, 8.19999980926514, 4.0
240683.973398708, 240684.357292375, 13.1499996185303, 4.0
240685.290461167, 240686.655978167, 9.10750007629395, 4.0
240694.191219167, 240694.557776333, 7.29250049591064, 4.0
240694.807466208, 240695.274478458, 18.1000003814697, 4.0
240697.441427667, 240697.657890625, 4.15750026702881, 4.0
240697.8409755, 240700.124859667, 16.0375003814697, 4.0
240700.591551417, 240700.874891792, 6.30249977111816, 4.0
240701.041202417, 240701.274786708, 6.55000019073486, 4.0
240702.058273458, 240702.424945958, 8.03500080108643, 4.0
240702.641295375, 240702.841725583, 3.00250053405762, 4.0
240703.007948208, 240703.591807042, 18.0174999237061, 4.0
240703.858149583, 240704.225062167, 11.6649990081787, 4.0
240704.374709833, 240704.741825333, 18.0174999237061, 4.0
240706.273998375, 240706.373967667, -5.0, 4.0
240706.441902208, 240706.55730725, -5.0, 4.0
240706.62541875, 240706.740793167, -5.0, 4.0
240706.8085335, 240706.924051375, -5.0, 4.0
240707.008765958, 240707.107333208, -5.0, 4.0
240707.34195925, 240707.440758458, -5.0, 4.0
240707.641982708, 240707.741931875, -5.0, 4.0
240708.740734708, 240708.84059075, -5.0, 4.0
240709.141979125, 240709.225266208, -5.0, 4.0
240709.44191275, 240709.558724958, -5.0, 4.0
240709.825455583, 240709.924172, -5.0, 4.0
240710.092390958, 240710.192023375, -5.0, 4.0
240710.42554225, 240710.525354417, -5.0, 4.0
240710.758751625, 240710.874278958, -5.0, 4.0
240711.042331458, 240711.142175208, -5.0, 4.0
240711.309093375, 240711.375490125, -5.0, 4.0
240711.642282, 240711.742186625, -5.0, 4.0
240713.509026583, 240713.559104375, 100.0, 1.0
240714.425827792, 240714.709128625, 0.197499752044678, 4.0
240714.942676375, 240716.059218542, 10.0975008010864, 4.0
240716.342432042, 240716.592378875, 7.04500007629395, 4.0
240716.758946042, 240716.959321875, 5.23000049591064, 4.0
240717.226050875, 240717.476474458, 8.03500080108643, 4.0
240717.89279325, 240718.07609075, 3.08500003814697, 4.0
240718.309220625, 240719.326236417, 22.0599994659424, 4.0
240719.642811542, 240719.975924667, 9.02500057220459, 4.0
240720.242954, 240720.608344458, 18.5124988555908, 4.0
240721.992896042, 240722.058458417, -5.0, 4.0
240722.676253792, 240722.743106417, -5.0, 4.0
240723.00962725, 240723.075068208, -5.0, 4.0
240723.259518, 240723.358586167, -5.0, 4.0
240723.693001167, 240724.058504458, -5.0, 4.0
240724.426416375, 240724.775223708, -5.0, 4.0
240725.126513708, 240725.392052, -5.0, 4.0
240725.7932775, 240726.108624208, -5.0, 4.0
breathing is difficult, 24, false, 9
241297.397377125, 241297.847332583, 1.43499994277954, 4.0
241298.147438, 241298.947529292, 18.0174999237061, 4.0
241299.247501417, 241299.814267333, 4.15750026702881, 4.0
241300.147594667, 241300.447674917, 1.02250003814697, 4.0
241300.964261375, 241302.514477833, 19.0075016021729, 4.0
241302.731202, 241303.397455708, 11.1700000762939, 4.0
241303.714410167, 241304.381271083, 11.0874996185303, 4.0
241304.647759417, 241305.397797958, 12.1599998474121, 4.0
241305.664564542, 241306.314600167, 5.06500053405762, 4.0
241307.681443292, 241308.248186917, 9.02500057220459, 4.0
241308.4311415, 241309.34797675, 19.0900001525879, 4.0
241310.198277458, 241310.248160917, -5.0, 4.0
241310.781564708, 241311.381584458, 4.15750026702881, 4.0
241312.365078, 241312.481512833, 100.0, 1.0
241312.314938833, 241312.780158083, -5.0, 4.0
241313.0149535, 241313.63194075, 4.23999977111816, 4.0
241313.914835292, 241314.315146208, 8.11750030517578, 4.0
241314.614840208, 241314.965041958, 6.05500030517578, 4.0
241315.19831925, 241315.465246958, 4.32250022888184, 4.0
241315.948524333, 241316.415298333, 9.02500057220459, 4.0
241316.631638542, 241316.881986875, 2.25999975204468, 4.0
241317.148732292, 241318.598922917, 19.2550010681152, 4.0
241318.8822845, 241320.065549625, 12.0774993896484, 4.0
241320.282023583, 241320.948971333, 19.0900001525879, 4.0
time to go shopping, 20, false, 10
241325.165773333, 241325.866014792, 3.00250053405762, 4.0
241326.982595833, 241327.399147458, 100.0, 1.0
241326.982595833, 241328.549268, 20.0799999237061, 4.0
241328.81613375, 241329.14949375, 10.0975008010864, 4.0
241329.3827545, 241329.882982917, 15.3775005340576, 4.0
241330.132476417, 241330.466293208, 6.30249977111816, 4.0
241331.266370542, 241332.482964958, 19.0900001525879, 4.0
241332.632723375, 241333.5665455, 16.0375003814697, 4.0
241334.316217208, 241335.816568333, 8.77749919891357, 4.0
241335.9829545, 241336.599976583, 15.2124996185303, 4.0
241337.533305792, 241337.582031042, -5.0, 4.0
241337.716741083, 241337.815375583, -5.0, 4.0
241338.266714208, 241339.700192333, 17.0275001525879, 4.0
241339.899928917, 241340.366970167, 7.12750053405762, 4.0
241340.5499185, 241341.183562875, 12.4074993133545, 4.0
241341.349927208, 241341.800317375, 15.1300010681152, 4.0
241342.066749833, 241343.2504205, 14.6350002288818, 4.0
241343.550421792, 241344.2671055, 11.0874996185303, 4.0
241344.567104708, 241345.250682875, 13.3150005340576, 4.0
241345.450273833, 241345.917225042, 7.21000003814697, 4.0
staying up all night is a bad idea, 39, false, 11
241353.151164542, 241353.751046458, 17.0275001525879, 4.0
241353.834102083, 241354.467794917, 19.4200000762939, 4.0
241354.667557667, 241354.984546833, 6.13749980926514, 4.0
241355.617832083, 241357.001387042, 22.5549983978271, 4.0
241357.267919917, 241357.6179865, 8.11750030517578, 4.0
241357.884697917, 241358.384848875, 15.0475006103516, 4.0
241358.668088333, 241359.168052708, 6.30249977111816, 4.0
241360.218297042, 241361.201680875, 18.1000003814697, 4.0
241361.484885167, 241362.401648208, 14.0574989318848, 4.0
241363.134970042, 241363.250436458, -5.0, 4.0
241363.368734625, 241363.468335042, -5.0, 4.0
241363.685033542, 241363.783736083, -5.0, 4.0
241364.201837292, 241364.285045875, -5.0, 4.0
241364.8852665, 241365.251936833, 2.01250028610229, 4.0
241365.418268083, 241366.118327333, 11.0874996185303, 4.0
241366.251574833, 241366.651955542, 11.0874996185303, 4.0
241367.55205875, 241368.368832042, 14.3049983978271, 4.0
241368.618485458, 241369.202105042, 10.1800003051758, 4.0
241369.418452208, 241369.751936042, 4.40499973297119, 4.0
241369.951787125, 241370.252028792, 5.47749996185303, 4.0
241370.518591417, 241371.252015458, 19.0900001525879, 4.0
241372.018818417, 241372.1510325, -5.0, 4.0
241372.3191655, 241372.418829208, -5.0, 4.0
241373.252445, 241373.935754333, 11.1700000762939, 4.0
241374.06870875, 241374.635630792, 17.1100006103516, 4.0
241375.352535833, 241375.635925542, 3.08500003814697, 4.0
241376.419234292, 241376.969279167, 4.15750026702881, 4.0
241377.11884175, 241377.369321625, 3.57999992370605, 4.0
241377.618986125, 241377.902630958, 4.23999977111816, 4.0
241378.936053958, 241379.502559, 9.27250003814697, 4.0
241379.685782, 241380.002824167, 4.23999977111816, 4.0
241380.185864417, 241380.369208875, 3.16750049591064, 4.0
241380.669337125, 241381.002931417, 10.1800003051758, 4.0
241382.503050708, 241382.61961275, 100.0, 1.0
241382.451735417, 241382.968347583, -5.0, 4.0
241383.403092, 241384.186381958, 7.21000003814697, 4.0
241384.419394458, 241384.753178, 3.33249950408936, 4.0
241384.952884292, 241385.253082833, 6.05500030517578, 4.0
241385.552959625, 241385.78650575, 2.17750024795532, 4.0
safe to walk the streets in the evening, 54, false, 12
241393.58708575, 241394.187079542, 19.0900001525879, 4.0
241394.420275958, 241394.703763, 3.08500003814697, 4.0
241394.886736, 241395.253431208, 6.05500030517578, 4.0
241395.503476708, 241395.803819333, 5.06500053405762, 4.0
241396.503783583, 241396.553748792, -5.0, 4.0
241397.20395975, 241398.603895625, 18.0174999237061, 4.0
241398.803730667, 241399.35418775, 17.3575000762939, 4.0
241400.254484167, 241401.520817792, 21.1525001525879, 4.0
241401.720747917, 241402.004369375, 7.12750053405762, 4.0
241402.271033458, 241402.704303958, 12.3249988555908, 4.0
241402.95416675, 241404.571060542, 10.1800003051758, 4.0
241405.7031215, 241405.786585458, -5.0, 4.0
241405.871376583, 241405.954501417, -5.0, 4.0
241406.0545185, 241406.154447417, -5.0, 4.0
241406.221229375, 241406.353167542, -5.0, 4.0
241406.404555917, 241406.520075667, -5.0, 4.0
241406.971173083, 241407.086641708, -5.0, 4.0
241407.387961958, 241407.503276833, -5.0, 4.0
241407.821337375, 241407.937837, -5.0, 4.0
241408.0045935, 241408.104593583, -5.0, 4.0
241408.254646625, 241408.37015875, -5.0, 4.0
241408.471466292, 241408.570047375, -5.0, 4.0
241408.671534458, 241408.786731208, -5.0, 4.0
241408.854531333, 241408.9547145, -5.0, 4.0
241409.537894458, 241409.687894625, 100.0, 1.0
241409.487920542, 241409.870259, -5.0, 4.0
241410.254782292, 241413.121744917, 21.0700016021729, 4.0
241413.354908542, 241413.621649625, 1.43499994277954, 4.0
241413.92173725, 241414.588590875, 10.2624998092651, 4.0
241414.754915958, 241415.571852958, 11.0050010681152, 4.0
241416.853918875, 241416.953975208, -5.0, 4.0
241417.038846417, 241417.137302167, -5.0, 4.0
241417.272018125, 241417.3872955, -5.0, 4.0
241418.071985792, 241419.605478083, 19.0075016021729, 4.0
241419.805284542, 241420.555624042, 10.0150003433228, 4.0
241420.872215292, 241421.355771, 4.07499980926514, 4.0
241422.588861042, 241423.43889225, 18.1824989318848, 4.0
241423.588680625, 241424.172451083, 17.1100006103516, 4.0
241424.522289542, 241425.772606625, 18.0174999237061, 4.0
241426.055607, 241426.422536667, 7.21000003814697, 4.0
241426.622259708, 241426.889241375, 6.46749973297119, 4.0
241427.18919075, 241427.921370667, 18.0174999237061, 4.0
241429.206087, 241430.639480875, 6.96250057220459, 4.0
241430.955926583, 241431.406275792, 12.0774993896484, 4.0
241432.70632375, 241434.006259333, 20.1625003814697, 4.0
241434.372994792, 241435.039867625, 8.28250026702881, 4.0
241435.306473375, 241435.823072292, 7.04500007629395, 4.0
241436.706554125, 241437.206611875, 6.05500030517578, 4.0
241437.506277917, 241438.423370292, 24.1224994659424, 4.0
241438.723365458, 241439.14000725, 9.19000053405762, 4.0
241439.806682125, 241440.356903917, 14.0574989318848, 4.0
241440.623535125, 241441.056841, 6.38500022888184, 4.0
241441.373543125, 241441.840192, 13.3975009918213, 4.0
241442.190165667, 241442.640208458, 7.04500007629395, 4.0
he is still on our team, 38, false, 13
241447.9907025, 241448.891141625, 10.0975008010864, 4.0
241449.123641542, 241449.4406795, 5.06500053405762, 4.0
241450.323825083, 241450.82401275, 10.3450002670288, 4.0
241450.9904055, 241451.656100458, 19.0075016021729, 4.0
241452.290878208, 241452.607618542, 4.23999977111816, 4.0
241453.357597708, 241453.424245958, 100.0, 1.0
241453.357597708, 241453.874337583, 100.0, 1.0
241453.307503708, 241454.056422083, -5.0, 4.0
241454.407566875, 241455.124337458, 8.03500080108643, 4.0
241455.307438917, 241456.007606167, 18.3474998474121, 4.0
241457.041240583, 241457.99142, 19.0900001525879, 4.0
241458.191032, 241458.774718875, 19.0075016021729, 4.0
241459.024364542, 241459.424652625, 8.03500080108643, 4.0
241459.657772667, 241459.858130667, 6.55000019073486, 4.0
241460.074441625, 241460.508199292, 14.2224998474121, 4.0
241461.291408917, 241461.373541792, -5.0, 4.0
241461.458330708, 241461.5569005, -5.0, 4.0
241461.65829125, 241461.7413755, -5.0, 4.0
241461.974746792, 241462.058193708, -5.0, 4.0
241462.824955208, 241463.7583315, 14.3049983978271, 4.0
241463.991334417, 241464.374870583, 12.4074993133545, 4.0
241465.442101, 241466.541934333, 13.3150005340576, 4.0
241466.82493525, 241467.4919995, 20.3274993896484, 4.0
241467.65824975, 241468.258535167, 17.2749996185303, 4.0
241469.292385417, 241470.425327542, 18.3474998474121, 4.0
241470.692113958, 241471.025707375, 6.22000026702881, 4.0
241471.158407333, 241471.392309917, 5.72499942779541, 4.0
241471.591897042, 241472.007457333, 15.3775005340576, 4.0
241473.258785083, 241473.375440292, -5.0, 4.0
241473.858931917, 241473.974315, -5.0, 4.0
241474.075640833, 241474.208908708, -5.0, 4.0
241474.29232, 241474.424429, -5.0, 4.0
241474.508933083, 241474.641197667, -5.0, 4.0
241474.761624125, 241474.857635792, -5.0, 4.0
241474.975868958, 241475.1244345, -5.0, 4.0
241475.308954667, 241475.457764333, -5.0, 4.0
241475.509157125, 241475.657806167, -5.0, 4.0
241475.892292333, 241476.007782125, -5.0, 4.0
the library is closed today, 24, false, 14
241480.326151458, 241481.026100125, 20.0799999237061, 4.0
241481.22599525, 241481.559471333, 10.0975008010864, 4.0
241481.725858875, 241481.976165583, 4.32250022888184, 4.0
241482.809628958, 241483.475962125, 13.1499996185303, 4.0
241483.675974083, 241484.059427875, 8.19999980926514, 4.0
241484.29264725, 241484.576515542, 5.23000049591064, 4.0
241484.859435083, 241486.126415625, 18.0174999237061, 4.0
241486.359602125, 241486.643111167, 6.38500022888184, 4.0
241486.893087083, 241487.55995475, 19.1725006103516, 4.0
241487.876536208, 241489.358655333, 23.0500011444092, 4.0
241490.493454333, 241490.99347225, 11.2525005340576, 4.0
241491.159692917, 241491.643513458, 17.1100006103516, 4.0
