questioning the wisdom of the courts, 0, false, 1
questioning the wisdom of the courts, 148, false, 1
301505.841565292, 301506.808281208, 22.1424999237061, 4.0
301508.0251295, 301508.108212708, 100.0, 1.0
301507.973742917, 301508.357193042, -5.0, 4.0
301508.625059583, 301509.775185708, 19.1725006103516, 4.0
301510.12525525, 301510.791944, 16.3674983978271, 4.0
301511.275400333, 301511.375178875, 100.0, 1.0
301511.225200875, 301511.640739875, -5.0, 4.0
301511.725285958, 301511.858438042, 100.0, 1.0
301511.725285958, 301512.123903417, -5.0, 4.0
301512.50856775, 301513.925601875, 21.2350006103516, 4.0
301514.425481583, 301515.092200208, 13.1499996185303, 4.0
301515.475537292, 301516.158982458, 13.1499996185303, 4.0
301516.525740375, 301517.492139625, -0.0499997138977051, 4.0
301517.859016, 301519.3758505, 13.1499996185303, 4.0
301521.591345833, 301521.674704292, -5.0, 4.0
questioning the wisdom of the courts, 61, false, 10
301578.81313775, 301579.429844875, 19.0075016021729, 4.0
301579.713060375, 301581.046721208, 20.1625003814697, 4.0
301581.112873958, 301581.246351917, 0.279999732971191, 4.0
301581.362904625, 301583.413312958, 16.5324993133545, 4.0
301583.596920125, 301584.646881333, 19.0075016021729, 4.0
301584.930115583, 301585.663385375, 10.1800003051758, 4.0
301586.01348275, 301586.79691725, 15.2124996185303, 4.0
301587.096906042, 301587.830335667, 13.0675010681152, 4.0
301588.046970958, 301590.597066583, 8.19999980926514, 4.0
301591.413847708, 301591.512457292, -5.0, 4.0
301592.813920875, 301594.214015917, 18.1000003814697, 4.0
301594.513839417, 301596.680800375, 9.4375, 4.0
301597.931032667, 301597.997400042, 100.0, 1.0
301597.862899708, 301598.263162625, -5.0, 4.0
301598.814276958, 301600.131230792, 19.0900001525879, 4.0
301600.497863417, 301601.881096333, 9.02500057220459, 4.0
301602.214634042, 301603.031281458, 6.05500030517578, 4.0
301603.264552083, 301603.58001075, -5.0, 4.0
301606.663499458, 301606.780290542, -5.0, 4.0
301607.131713375, 301607.231478625, -5.0, 4.0
301608.963675125, 301609.680535958, -5.0, 4.0
301611.415203292, 301612.91533275, 21.0700016021729, 4.0
301613.832085833, 301613.915169083, 100.0, 1.0
301613.798632292, 301614.113962208, -5.0, 4.0
301614.348618875, 301615.765432917, 20.0799999237061, 4.0
301616.49885125, 301617.115560125, 10.0975008010864, 4.0
301617.465518333, 301619.015632708, 16.1199989318848, 4.0
301619.498924, 301620.215741375, 4.07499980926514, 4.0
301620.699204625, 301620.79899175, 100.0, 1.0
301620.632338833, 301621.032232333, -5.0, 4.0
301621.115634875, 301621.282492333, 100.0, 1.0
301621.115634875, 301621.464406417, -5.0, 4.0
301621.91827525, 301623.199251292, 23.0500011444092, 4.0
301623.515980708, 301624.38275225, 8.03500080108643, 4.0
301624.582445208, 301625.099179917, 100.0, 1.0
301623.399402375, 301625.33137525, -5.0, 4.0
301625.41609025, 301625.566293708, 100.0, 1.0
301625.41609025, 301626.131504167, -5.0, 4.0
301626.999769625, 301629.666529333, 25.1950016021729, 4.0
301629.799615083, 301631.016750958, 6.30249977111816, 4.0
301631.666579708, 301632.583142667, 19.0900001525879, 4.0
301632.883231583, 301634.900011958, 1.84749984741211, 4.0
301635.133374625, 301636.18340075, 15.0475006103516, 4.0
301636.483272583, 301636.966947625, 12.4074993133545, 4.0
301640.316834042, 301641.733827208, 13.0675010681152, 4.0
301642.133811625, 301642.750584083, 7.04500007629395, 4.0
301644.600773417, 301645.617343583, 18.3474998474121, 4.0
301646.567461625, 301646.633867125, 100.0, 1.0
301648.132868333, 301651.217795708, 18.0174999237061, 4.0
301652.184471167, 301652.284358292, 100.0, 1.0
301652.151160708, 301652.450073292, -5.0, 4.0
301652.684494792, 301653.768094875, 19.1725006103516, 4.0
301654.051272167, 301654.567958, 8.11750030517578, 4.0
301655.318106917, 301655.734822375, 6.05500030517578, 4.0
301659.618334708, 301660.501693708, 0.610000133514404, 4.0
301661.085113292, 301662.034817792, 13.0675010681152, 4.0
301662.318143375, 301663.735352708, 20.0799999237061, 4.0
301664.185315792, 301665.768723458, 17.1100006103516, 4.0
301666.068733875, 301667.285529708, 18.0174999237061, 4.0
301667.66881275, 301668.185278542, 0.115000247955322, 4.0
301668.302080833, 301669.919210292, 100.0, 1.0
he is still on our team, 5, false, 11
301677.784842, 301678.435103208, 9.27250003814697, 4.0
301679.152901375, 301679.235016375, -5.0, 4.0
301679.336220333, 301679.418421667, -5.0, 4.0
301680.519890792, 301680.602868667, 100.0, 1.0
301680.469815667, 301680.834790792, -5.0, 4.0
he is still on our team, 9, false, 11
301682.968475958, 301684.636694708, 8.19999980926514, 4.0
301686.053411458, 301686.12006175, 100.0, 1.0
301686.019894417, 301686.351971792, -5.0, 4.0
301686.786758042, 301687.403397333, 7.12750053405762, 4.0
301688.270096167, 301688.353362458, 100.0, 1.0
301688.220331667, 301688.618980292, -5.0, 4.0
301688.770012417, 301689.370316667, 9.60249996185303, 4.0
301689.636918833, 301690.220296708, 10.0150003433228, 4.0
301690.553502375, 301690.985798042, 27.5875015258789, 4.0
he is still on our team, 28, false, 11
301695.070724583, 301696.32081975, 8.03500080108643, 4.0
301696.553919375, 301697.037212, 100.0, 1.0
301696.406333833, 301697.302423875, -5.0, 4.0
301697.60389025, 301698.520710917, 8.36499977111816, 4.0
301698.837345958, 301699.287677333, 4.07499980926514, 4.0
301701.804499458, 301702.870789583, 6.46749973297119, 4.0
301703.171004833, 301704.171253208, 18.1824989318848, 4.0
301707.104745167, 301707.87150125, 20.3274993896484, 4.0
301708.00448225, 301708.804922042, 21.4825000762939, 4.0
301709.121535583, 301709.771615167, 9.02500057220459, 4.0
301709.971536292, 301710.505050583, 12.0774993896484, 4.0
301710.804995625, 301711.7884865, 11.0050010681152, 4.0
301713.288544917, 301714.321938042, 15.0475006103516, 4.0
301714.638618542, 301715.588786042, 16.1199989318848, 4.0
301716.605759, 301717.288782, 14.0574989318848, 4.0
301717.688805125, 301718.622149167, 17.8524990081787, 4.0
301718.972264625, 301720.754169917, 19.1725006103516, 4.0
301721.705631458, 301721.804405333, -5.0, 4.0
301721.956025833, 301722.054431667, -5.0, 4.0
301723.222510625, 301723.989279167, 19.1725006103516, 4.0
301724.088957917, 301724.972619708, 5.14750003814697, 4.0
301725.205784958, 301726.139165208, 100.0, 1.0
301725.1222615, 301726.454869875, -5.0, 4.0
301726.739283708, 301727.556148542, 19.0075016021729, 4.0
301727.806130958, 301728.389356292, 2.91999959945679, 4.0
301728.689586833, 301729.0229245, 0.279999732971191, 4.0
301729.3561535, 301730.406299917, 11.5825004577637, 4.0
301731.156434792, 301731.255070458, -5.0, 4.0
get aboard the ship is leaving, 61, false, 12
301737.773533083, 301738.323609083, 11.0050010681152, 4.0
301739.006836333, 301739.423561375, 7.21000003814697, 4.0
301739.656583292, 301741.29045, 18.1824989318848, 4.0
301742.007198, 301742.090278958, 100.0, 1.0
301741.957038292, 301742.322443792, -5.0, 4.0
301742.407092375, 301742.523780583, 100.0, 1.0
301742.407092375, 301742.7559945, -5.0, 4.0
301743.140358958, 301743.757236667, 10.1800003051758, 4.0
301744.157423083, 301744.890628375, 5.47749996185303, 4.0
301745.157016208, 301745.340463125, 100.0, 1.0
301745.090277583, 301745.589364917, -5.0, 4.0
301745.690546333, 301745.824035708, 100.0, 1.0
301745.690546333, 301746.206092375, -5.0, 4.0
301746.7073575, 301747.390944458, 6.05500030517578, 4.0
301747.62397525, 301748.290893875, 4.23999977111816, 4.0
301748.623961583, 301750.474112167, 19.4200000762939, 4.0
301751.974469958, 301752.089717208, -5.0, 4.0
301752.407760792, 301752.506536917, -5.0, 4.0
301752.707738542, 301752.806533833, -5.0, 4.0
301753.9414215, 301754.374647917, 3.00250053405762, 4.0
301754.724668042, 301755.407946417, 2.09500026702881, 4.0
301755.641174083, 301755.774462, 100.0, 1.0
301755.574153083, 301756.040133083, -5.0, 4.0
301756.107888042, 301756.257991875, 100.0, 1.0
301756.107888042, 301756.523218292, -5.0, 4.0
301756.99130875, 301757.441504208, 0.115000247955322, 4.0
301757.574574333, 301758.174886125, 1.02250003814697, 4.0
301758.508385833, 301759.79162825, 11.2525005340576, 4.0
301760.141642167, 301760.4582985, 2.25999975204468, 4.0
301760.941693917, 301762.49183575, 16.1199989318848, 4.0
301762.9750925, 301763.491886583, 5.23000049591064, 4.0
301765.741889333, 301766.524133125, 21.2350006103516, 4.0
301767.34217575, 301767.425193167, 100.0, 1.0
301767.308808042, 301767.640838542, -5.0, 4.0
301767.825394, 301769.075543708, 19.0075016021729, 4.0
301769.542257875, 301770.442344458, 12.2424983978271, 4.0
301771.025616792, 301771.52548275, 6.30249977111816, 4.0
301773.70915625, 301774.759261333, 17.2749996185303, 4.0
301775.059269917, 301776.176133167, 8.11750030517578, 4.0
301776.459409458, 301776.942720792, 8.03500080108643, 4.0
301777.259429417, 301778.342737708, 19.4200000762939, 4.0
301779.226081125, 301779.3248415, -5.0, 4.0
301779.443255875, 301779.524856875, -5.0, 4.0
301779.609712583, 301779.693211833, -5.0, 4.0
301779.7594965, 301779.874967583, -5.0, 4.0
301779.942908542, 301780.041805167, -5.0, 4.0
301780.109728333, 301780.241599333, -5.0, 4.0
301780.659505167, 301780.758283958, -5.0, 4.0
301781.52640875, 301782.376502, 8.36499977111816, 4.0
301782.793038625, 301783.759734542, 100.0, 1.0
301782.709797458, 301784.108706917, -5.0, 4.0
301784.576610292, 301785.243248583, 8.03500080108643, 4.0
301785.476481833, 301786.643147, 21.3999996185303, 4.0
301787.676754167, 301787.792164875, -5.0, 4.0
301788.160098792, 301789.143567083, 11.0050010681152, 4.0
301789.693564875, 301790.110294958, 5.23000049591064, 4.0
301790.409917875, 301790.710081042, 1.1875, 4.0
301791.043660458, 301793.0436395, 22.3899993896484, 4.0
301793.327101458, 301794.010457125, 9.02500057220459, 4.0
301794.327158167, 301794.977392333, 15.0475006103516, 4.0
301795.443964833, 301795.9772605, 6.22000026702881, 4.0
i like to play tennis, 10, false, 13
301799.994343875, 301800.594312042, 12.0774993896484, 4.0
301801.777682417, 301802.644324708, 11.0874996185303, 4.0
301802.92761525, 301803.3445135, 8.03500080108643, 4.0
301803.560868833, 301804.277639375, 6.13749980926514, 4.0
301804.778002333, 301805.477917333, 100.0, 1.0
301804.694410458, 301805.809974833, -5.0, 4.0
301805.994695958, 301806.494672583, 11.0050010681152, 4.0
301806.677772875, 301807.061014125, 12.1599998474121, 4.0
301807.428227958, 301807.777951458, 100.0, 1.0
301807.428227958, 301809.110207875, 27.1749992370605, 4.0
i like to play tennis, 38, false, 13
301811.445322792, 301811.893905875, 8.11750030517578, 4.0
301812.811699042, 301813.42849925, 11.2525005340576, 4.0
301813.711458667, 301814.128513125, 6.30249977111816, 4.0
301814.294775792, 301814.761653208, 15.0475006103516, 4.0
301814.978256583, 301815.328521, 11.4174995422363, 4.0
301815.478173875, 301815.594882708, 0.362499713897705, 4.0
301816.3120045, 301816.395199417, 100.0, 1.0
301816.278620167, 301816.644095583, -5.0, 4.0
301816.678592458, 301816.795274542, 100.0, 1.0
301816.678592458, 301817.010649708, -5.0, 4.0
301817.245267042, 301817.962019542, 18.0174999237061, 4.0
301818.228813792, 301818.61189825, 12.3249988555908, 4.0
301818.778578792, 301819.295490375, 11.4174995422363, 4.0
301819.4951865, 301819.728714708, 4.32250022888184, 4.0
301820.4288675, 301820.49429175, -5.0, 4.0
301820.595583167, 301820.677927125, -5.0, 4.0
301820.745709958, 301820.844360375, -5.0, 4.0
301820.912232208, 301821.010921208, -5.0, 4.0
301821.078888792, 301821.177721333, -5.0, 4.0
301821.228970042, 301821.344535833, -5.0, 4.0
301821.629007458, 301821.711020417, -5.0, 4.0
301821.812292, 301821.894384208, -5.0, 4.0
301821.979032125, 301822.061086125, -5.0, 4.0
301822.145622958, 301822.244620458, -5.0, 4.0
301822.328972292, 301822.427660083, -5.0, 4.0
301822.495784917, 301822.594371792, -5.0, 4.0
301822.679004792, 301822.76125475, -5.0, 4.0
301822.845694125, 301822.94437575, -5.0, 4.0
301823.0290825, 301823.127807625, -5.0, 4.0
301823.195584875, 301823.294604917, -5.0, 4.0
301823.379097167, 301823.462419708, -5.0, 4.0
301823.579117375, 301823.677926083, -5.0, 4.0
301823.762629042, 301823.844640625, -5.0, 4.0
301823.929252667, 301824.011169, -5.0, 4.0
301824.095707042, 301824.178044875, -5.0, 4.0
301824.262561667, 301824.344691792, -5.0, 4.0
301824.445698792, 301824.528049917, -5.0, 4.0
301824.612485833, 301824.694660792, -5.0, 4.0
i like to play tennis, 8, false, 13
301827.829327333, 301828.178089125, 17.1100006103516, 4.0
301828.912728125, 301828.994830292, -5.0, 4.0
301829.079431583, 301829.178137625, -5.0, 4.0
301829.246470917, 301829.344914208, -5.0, 4.0
301829.429415667, 301829.511600125, -5.0, 4.0
301829.596158125, 301829.628280875, -5.0, 4.0
301829.746406083, 301829.862704292, 100.0, 1.0
301829.712877833, 301830.1615975, -5.0, 4.0
i like to play tennis, 44, false, 13
301831.563105958, 301832.161761292, 12.0774993896484, 4.0
301832.846452792, 301832.928521375, -5.0, 4.0
301833.87986475, 301834.446510083, 13.3150005340576, 4.0
301835.146708417, 301835.613113292, 100.0, 1.0
301834.979796083, 301835.895127208, -5.0, 4.0
301836.046550583, 301836.863314208, 18.1000003814697, 4.0
301837.163350875, 301837.763378042, 10.0975008010864, 4.0
301838.130117083, 301838.813502708, 8.19999980926514, 4.0
301839.163416792, 301839.596796625, 4.23999977111816, 4.0
301840.363426333, 301840.462182083, -5.0, 4.0
301840.563563125, 301840.6456165, -5.0, 4.0
301840.713766583, 301840.8122355, -5.0, 4.0
301840.880275042, 301840.962480333, -5.0, 4.0
301841.063625167, 301841.129154167, -5.0, 4.0
301841.213489708, 301841.295839917, -5.0, 4.0
301841.680272542, 301841.795548542, -5.0, 4.0
301841.880408125, 301841.962322167, -5.0, 4.0
301842.063686208, 301842.1290895, -5.0, 4.0
301842.213510708, 301842.295775208, -5.0, 4.0
301842.413696083, 301842.462539542, -5.0, 4.0
301842.54693075, 301842.629217292, -5.0, 4.0
301842.696911625, 301842.795852417, -5.0, 4.0
301842.88016975, 301842.962510875, -5.0, 4.0
301843.063657708, 301843.162442333, -5.0, 4.0
301843.247109875, 301843.329116167, -5.0, 4.0
301843.41357975, 301843.512224583, -5.0, 4.0
301843.596847458, 301843.679345083, -5.0, 4.0
301843.763653708, 301843.845850625, -5.0, 4.0
301843.930538958, 301844.012611417, -5.0, 4.0
301844.097090875, 301844.179228958, -5.0, 4.0
301844.263857875, 301844.345865125, -5.0, 4.0
301844.4138, 301844.51276825, -5.0, 4.0
301844.564078875, 301844.68024075, -5.0, 4.0
301844.747056792, 301844.846020792, -5.0, 4.0
301844.9137025, 301845.029325292, -5.0, 4.0
301845.097155625, 301845.179220667, -5.0, 4.0
301845.247108708, 301845.347253208, -5.0, 4.0
301845.413803042, 301845.529396167, -5.0, 4.0
301845.597192292, 301845.712563833, -5.0, 4.0
301845.76369125, 301845.846190583, -5.0, 4.0
301845.947425625, 301846.029330542, -5.0, 4.0
301846.130730083, 301846.214049, -5.0, 4.0
301846.297285792, 301846.379482708, -5.0, 4.0
301846.847222125, 301846.912635583, -5.0, 4.0
i like to play tennis, 108, false, 13
301849.964136667, 301850.39755125, 10.0150003433228, 4.0
301850.580627, 301851.714292667, 12.4074993133545, 4.0
301852.047550458, 301852.53073525, 10.0150003433228, 4.0
301852.797635958, 301853.230854333, 10.0150003433228, 4.0
301853.531112542, 301853.8810615, 6.05500030517578, 4.0
301855.364575917, 301856.531244917, 20.0799999237061, 4.0
301856.747798792, 301857.698043333, 16.1199989318848, 4.0
301857.997869833, 301858.096760042, -5.0, 4.0
301858.531480958, 301858.647976833, 100.0, 1.0
301858.464586083, 301858.930145583, -5.0, 4.0
301859.01466275, 301859.164739583, 100.0, 1.0
301859.01466275, 301859.413484708, -5.0, 4.0
301859.714765333, 301860.714940417, 24.1224994659424, 4.0
301861.031604583, 301861.79832525, 13.2325000762939, 4.0
301862.398333292, 301862.548149625, 100.0, 1.0
301862.331516083, 301862.763863875, -5.0, 4.0
301862.781627958, 301862.9150625, 100.0, 1.0
301862.781627958, 301863.2303725, -5.0, 4.0
301863.448143917, 301864.6484885, 17.1925010681152, 4.0
301864.831519333, 301865.715248333, 14.0574989318848, 4.0
301867.015328292, 301867.632067542, 15.1300010681152, 4.0
301867.764992875, 301868.432104958, 12.1599998474121, 4.0
301868.73181975, 301869.232173208, 7.04500007629395, 4.0
301869.548777375, 301870.331108417, 27.1749992370605, 4.0
301871.148982208, 301871.230875583, -5.0, 4.0
301871.332254667, 301871.414263083, -5.0, 4.0
301871.499058917, 301871.581004875, -5.0, 4.0
301871.648934833, 301871.747612875, -5.0, 4.0
301871.815473583, 301871.914531125, -5.0, 4.0
301871.982336708, 301872.081018292, -5.0, 4.0
301872.1487625, 301872.264445542, -5.0, 4.0
301872.332170333, 301872.431053833, -5.0, 4.0
301872.515757667, 301872.582318292, -5.0, 4.0
301872.665653792, 301872.7646025, -5.0, 4.0
301872.849051917, 301872.947713208, -5.0, 4.0
301873.0156825, 301873.131103917, -5.0, 4.0
301873.215657167, 301873.314407833, -5.0, 4.0
301873.365622875, 301873.481244333, -5.0, 4.0
301873.548848583, 301873.6477395, -5.0, 4.0
301873.7324815, 301873.831060208, -5.0, 4.0
301873.915736125, 301874.015746042, -5.0, 4.0
301874.099144667, 301874.181385375, -5.0, 4.0
301874.265790042, 301874.348013917, -5.0, 4.0
301874.448919458, 301874.531128083, -5.0, 4.0
301874.615949458, 301874.698967083, -5.0, 4.0
301874.782482708, 301874.864574875, -5.0, 4.0
301874.932484333, 301875.031379125, -5.0, 4.0
301875.099121042, 301875.164556708, -5.0, 4.0
301875.2825715, 301875.381261333, -5.0, 4.0
301875.465864208, 301875.564592875, -5.0, 4.0
301875.649285958, 301875.764643958, -5.0, 4.0
301875.815923167, 301875.914889875, -5.0, 4.0
301875.999048042, 301876.09793625, -5.0, 4.0
301876.165712417, 301876.265865292, -5.0, 4.0
301876.332571375, 301876.448093125, -5.0, 4.0
301876.499150708, 301876.614734583, -0.957499980926514, 4.0
301876.682554042, 301876.781297375, -5.0, 4.0
301876.849309292, 301876.948001917, -5.0, 4.0
301877.049153417, 301877.114660958, -5.0, 4.0
301880.481550792, 301880.565908, 100.0, 1.0
301880.481550792, 301880.781690458, -5.0, 4.0
301881.432874667, 301883.466514042, 15.2124996185303, 4.0
301883.783057333, 301884.433186417, 11.0874996185303, 4.0
301884.749498958, 301885.066367417, 2.17750024795532, 4.0
301885.399829375, 301885.933174833, 100.0, 1.0
301885.332914458, 301886.198540333, -5.0, 4.0
301886.233147167, 301886.349675667, 100.0, 1.0
301886.233147167, 301886.682014667, -5.0, 4.0
301887.033258458, 301887.833557458, 14.0574989318848, 4.0
301888.033144292, 301888.633437042, 15.0475006103516, 4.0
301889.083403917, 301889.549866, 100.0, 1.0
301889.083403917, 301890.033372, 100.0, 1.0
301889.083403917, 301891.533696292, 14.1399993896484, 4.0
301891.8669185, 301892.350269167, 12.1599998474121, 4.0
301892.54997325, 301894.016859542, -0.297500133514404, 4.0
301894.617102167, 301894.733611917, 100.0, 1.0
301894.567048458, 301894.949315708, -5.0, 4.0
301895.000378, 301895.100563125, 100.0, 1.0
301895.000378, 301895.382534042, -5.0, 4.0
301895.567037833, 301896.48390825, 12.1599998474121, 4.0
301896.683630333, 301897.4339975, 10.1800003051758, 4.0
301897.883974167, 301898.250733708, 1.02250003814697, 4.0
301898.567371542, 301900.417464083, 19.5850009918213, 4.0
301901.284139542, 301901.382831, -5.0, 4.0
301901.484270167, 301901.549613333, -5.0, 4.0
301901.634419708, 301901.732975917, -5.0, 4.0
301901.800916292, 301901.899759375, -5.0, 4.0
301901.967769583, 301902.066498375, -5.0, 4.0
301902.134377833, 301902.233151625, -5.0, 4.0
301902.317540625, 301902.416331375, -5.0, 4.0
301902.484227042, 301902.582940667, -5.0, 4.0
301902.650891875, 301902.732996458, -5.0, 4.0
301902.817608333, 301902.899641375, -5.0, 4.0
301902.984222, 301903.066377583, -5.0, 4.0
301903.200992375, 301903.2510045, -5.0, 4.0
301903.334198583, 301903.451013958, -5.0, 4.0
301903.517632292, 301903.633103375, -5.0, 4.0
301903.717572083, 301903.8329975, -5.0, 4.0
301903.901087667, 301903.98311875, -5.0, 4.0
301904.284264, 301904.401500042, -5.0, 4.0
301905.351206042, 301906.701321125, 19.0900001525879, 4.0
301907.067905792, 301907.4679935, 6.55000019073486, 4.0
301907.801385375, 301908.351482792, 12.2424983978271, 4.0
301908.634683917, 301909.084759333, 14.2224998474121, 4.0
301909.351440542, 301910.28490225, 10.0150003433228, 4.0
301910.501605042, 301911.667878667, 22.3074989318848, 4.0
301912.434820625, 301912.517136708, -5.0, 4.0
301912.618309125, 301912.700298083, -5.0, 4.0
the fourth edition was better, 37, false, 14
301917.785813, 301918.651646792, 18.1000003814697, 4.0
301918.801734167, 301920.902246125, 8.36499977111816, 4.0
301921.41893575, 301921.552102583, 100.0, 1.0
301921.41893575, 301922.002287167, 100.0, 1.0
301921.41893575, 301923.552478417, 20.1625003814697, 4.0
301923.852458333, 301925.202490708, 4.40499973297119, 4.0
301925.785785292, 301926.369196708, 3.00250053405762, 4.0
301927.302676292, 301929.336059917, 4.07499980926514, 4.0
301930.286152375, 301930.552905333, -1.78250002861023, 4.0
301931.069470083, 301931.202690542, 100.0, 1.0
301931.069470083, 301931.635983333, 100.0, 1.0
301932.869648417, 301934.086440333, 5.14750003814697, 4.0
301934.402815917, 301935.236452, 13.1499996185303, 4.0
301935.386037333, 301937.019868833, 21.0700016021729, 4.0
301937.269882917, 301938.919997875, 16.2024993896484, 4.0
301939.153404333, 301939.936747, 23.3800010681152, 4.0
301940.30332425, 301940.869982292, 8.03500080108643, 4.0
301943.13701675, 301943.770393875, 6.38500022888184, 4.0
301944.220509667, 301944.853652875, 8.11750030517578, 4.0
301945.186936417, 301945.286831125, 100.0, 1.0
301945.136790833, 301945.652569583, -5.0, 4.0
301945.920160458, 301946.537287542, 6.05500030517578, 4.0
301946.786928, 301947.287262042, 2.34249973297119, 4.0
301947.587017417, 301948.570659875, 8.19999980926514, 4.0
301948.83713725, 301950.204055833, 21.3175010681152, 4.0
301950.620743333, 301951.187567083, 8.11750030517578, 4.0
301951.437542458, 301952.204216833, 13.0675010681152, 4.0
301952.587505042, 301953.254275333, 12.1599998474121, 4.0
301955.537701042, 301956.854490417, 21.0700016021729, 4.0
301957.237620375, 301957.687867042, 3.41499996185303, 4.0
301957.987887542, 301959.488089417, 19.0075016021729, 4.0
301960.88815925, 301961.338186792, 2.01250028610229, 4.0
301961.738268333, 301962.288239875, 2.01250028610229, 4.0
301962.555076958, 301963.554943042, 18.1000003814697, 4.0
301963.821582667, 301965.055012375, 16.9450016021729, 4.0
301965.488437625, 301965.954757, 4.15750026702881, 4.0
301966.25508025, 301967.355277833, 17.2749996185303, 4.0
win first prize in the contest, 21, false, 15
301973.338912375, 301974.0390215, 14.5524997711182, 4.0
301974.388968708, 301975.1890625, 9.19000053405762, 4.0
301975.388724458, 301976.188933417, 13.1499996185303, 4.0
301977.172403042, 301977.254559583, -5.0, 4.0
301977.355811042, 301977.454641042, -5.0, 4.0
301977.522595375, 301977.621271667, -5.0, 4.0
301977.689285917, 301977.787973792, -5.0, 4.0
301977.839171833, 301977.954563833, -5.0, 4.0
301978.005969958, 301978.138035292, -5.0, 4.0
301978.189158333, 301978.304663042, -5.0, 4.0
301978.372521958, 301978.47147025, -5.0, 4.0
301978.539324333, 301978.621505625, -5.0, 4.0
301978.689275, 301978.771285125, -5.0, 4.0
301978.856005333, 301978.938080292, -5.0, 4.0
301979.040803208, 301979.10467525, -5.0, 4.0
301979.205925042, 301979.288012125, -5.0, 4.0
301979.422909792, 301979.471319833, -5.0, 4.0
301979.58932825, 301979.671526125, -5.0, 4.0
301979.7893265, 301979.83809375, -5.0, 4.0
301979.906079292, 301979.988215833, -5.0, 4.0
301980.239391917, 301980.304747875, -5.0, 4.0
win first prize in the contest, 82, false, 15
301984.339579375, 301985.056077, 24.0399990081787, 4.0
301985.22317075, 301985.93986625, 9.19000053405762, 4.0
301986.123137167, 301987.322952667, 15.1300010681152, 4.0
301989.023108458, 301989.089898083, -5.0, 4.0
301990.906783042, 301991.540053042, 3.49749946594238, 4.0
301991.739811125, 301992.440162958, 9.10750007629395, 4.0
301992.73996025, 301993.690134625, 16.0375003814697, 4.0
301993.990010667, 301994.923452917, 18.0174999237061, 4.0
301995.307513375, 301995.973729625, 24.0399990081787, 4.0
301996.573715833, 301996.656834958, 100.0, 1.0
301996.540360667, 301996.907076792, -5.0, 4.0
301996.923902042, 301997.057149542, 100.0, 1.0
301996.923902042, 301997.272505583, -5.0, 4.0
301997.707202542, 301998.240516125, 7.21000003814697, 4.0
301998.507061167, 301999.574023542, 9.84999942779541, 4.0
301999.907200042, 301999.990528208, 100.0, 1.0
301999.840284167, 302000.172616667, -5.0, 4.0
302000.223917542, 302000.522714417, 18.2649993896484, 4.0
302000.774097208, 302000.840631083, 100.0, 1.0
302000.740722208, 302001.222968417, -5.0, 4.0
302001.290651167, 302001.490649083, 100.0, 1.0
302001.290651167, 302001.722717625, -5.0, 4.0
302002.124022292, 302003.00754775, 8.11750030517578, 4.0
302003.274030958, 302003.991001417, 8.19999980926514, 4.0
302004.290794542, 302006.041101792, 19.0900001525879, 4.0
302006.307806667, 302007.007838417, 17.1100006103516, 4.0
302007.307801292, 302007.857818375, 19.0900001525879, 4.0
302009.924715583, 302011.107984667, 15.0475006103516, 4.0
302011.174417583, 302011.2910615, 0.0325002670288086, 4.0
302011.507764083, 302012.80663225, 16.1199989318848, 4.0
302013.475277208, 302013.574797208, 100.0, 1.0
302013.374909167, 302013.84023625, -5.0, 4.0
302014.174898667, 302015.058359208, 16.2024993896484, 4.0
302015.241504083, 302016.625161292, 17.0275001525879, 4.0
302016.908171833, 302017.658523083, 6.05500030517578, 4.0
302017.991877, 302018.725417333, 26.1849994659424, 4.0
302019.158573583, 302019.658625958, 9.02500057220459, 4.0
302019.725073375, 302019.991970833, 2.17750024795532, 4.0
302020.958690417, 302021.025291833, 100.0, 1.0
302020.908614625, 302021.224057667, -5.0, 4.0
302022.008709542, 302023.408920792, 12.5725002288818, 4.0
302023.675586833, 302025.659051542, 19.1725006103516, 4.0
302025.808652208, 302026.692498917, 7.04500007629395, 4.0
302026.87560375, 302028.158978208, 0.362499713897705, 4.0
302028.575684, 302029.2593345, 4.23999977111816, 4.0
302033.059487583, 302033.72637675, 8.36499977111816, 4.0
302034.109658375, 302035.009649958, 12.1599998474121, 4.0
302036.25984925, 302037.459788917, 19.0075016021729, 4.0
302037.793131125, 302038.509893792, 6.05500030517578, 4.0
302038.826706958, 302039.526729667, 8.11750030517578, 4.0
302040.89342275, 302041.193497875, 2.25999975204468, 4.0
302041.3096945, 302041.443152083, -1.78250002861023, 4.0
302041.559776458, 302042.975537875, 14.0574989318848, 4.0
302043.276949458, 302043.87558575, 27.5875015258789, 4.0
302044.410398042, 302044.493409167, 100.0, 1.0
302044.376822458, 302044.758852083, -5.0, 4.0
302044.876903667, 302045.026979417, 100.0, 1.0
302044.876903667, 302045.192396458, -5.0, 4.0
302045.760218292, 302046.360448625, 4.23999977111816, 4.0
302046.626897875, 302047.210480625, 14.4699993133545, 4.0
302047.526990792, 302048.077155917, 12.0774993896484, 4.0
302048.310191875, 302049.260381792, 20.4924983978271, 4.0
302049.593771708, 302050.060611375, 4.15750026702881, 4.0
302050.36043625, 302051.010650458, 19.0900001525879, 4.0
302051.243925583, 302051.776208833, 20.3274993896484, 4.0
302052.027245125, 302052.110661667, 100.0, 1.0
