questioning the wisdom of the courts, 0, false, 1
questioning the wisdom of the courts, 148, false, 1
300833.481133958, 300833.579521875, -5.0, 4.0
300833.664300958, 300833.74771075, -5.0, 4.0
300834.347494333, 300834.997523875, 9.10750007629395, 4.0
300835.564277208, 300835.662993708, -5.0, 4.0
300836.714682333, 300837.24768725, 5.06500053405762, 4.0
300837.731148, 300837.813225542, -5.0, 4.0
300837.897926417, 300837.981144875, -5.0, 4.0
300838.397863167, 300839.381230125, 0.197499752044678, 4.0
300840.464641292, 300841.281389583, 17.1100006103516, 4.0
300842.181400208, 300842.280174083, -5.0, 4.0
300842.348235958, 300842.463292, -0.957499980926514, 4.0
300842.747965417, 300843.88024, 21.3175010681152, 4.0
300844.448121375, 300844.56351825, -5.0, 4.0
300845.015140167, 300845.798278292, 10.0150003433228, 4.0
300846.34794875, 300846.431361958, -5.0, 4.0
300846.531505875, 300846.597157458, -5.0, 4.0
300846.682038458, 300846.76378375, -5.0, 4.0
300846.831474875, 300846.913849667, -5.0, 4.0
300846.998358167, 300847.065105708, -5.0, 4.0
300847.131684542, 300847.23036325, -5.0, 4.0
300847.614968625, 300847.713767792, -5.0, 4.0
300847.831849292, 300847.91377425, -5.0, 4.0
300848.381829917, 300848.947373583, 9.19000053405762, 4.0
300849.981853167, 300850.781860292, 18.3474998474121, 4.0
300851.632184, 300852.699567667, 9.02500057220459, 4.0
300853.298695083, 300853.382060708, -5.0, 4.0
300854.182354208, 300854.747561042, 12.0774993896484, 4.0
300855.265609625, 300855.347673083, -5.0, 4.0
300855.415718125, 300855.514530375, -5.0, 4.0
300855.998988792, 300856.332334083, 4.15750026702881, 4.0
300856.898994458, 300856.998961625, -5.0, 4.0
300857.082664208, 300857.147817542, -5.0, 4.0
300857.248949833, 300857.314283583, -5.0, 4.0
300857.398847083, 300857.465674417, -5.0, 4.0
300857.915709208, 300858.681223875, 14.0574989318848, 4.0
300859.715783375, 300861.181505458, 18.0174999237061, 4.0
300861.69922275, 300861.79799025, -5.0, 4.0
300861.882694583, 300861.949570208, -5.0, 4.0
300862.032797417, 300862.114693292, -5.0, 4.0
300863.049400792, 300863.331420792, -5.0, 4.0
300865.23157025, 300865.298332792, -5.0, 4.0
300865.782917958, 300866.016422, -0.875, 4.0
300866.999680708, 300868.115317292, 20.4924983978271, 4.0
300868.649787958, 300868.748343917, -5.0, 4.0
300868.833171542, 300868.915183625, -5.0, 4.0
300868.9999705, 300869.081705917, -5.0, 4.0
300869.499878125, 300869.966584167, 8.19999980926514, 4.0
300870.783139417, 300871.649963083, 16.2024993896484, 4.0
300872.333334458, 300872.432034833, -5.0, 4.0
300872.516838875, 300872.598745167, -5.0, 4.0
300873.150066292, 300874.748863208, 24.3699989318848, 4.0
300875.433619292, 300875.532336708, -5.0, 4.0
300875.616988292, 300875.698783958, -5.0, 4.0
300875.7669905, 300875.865618667, -5.0, 4.0
300875.93362025, 300876.032367375, -5.0, 4.0
300876.116806792, 300876.215590083, -5.0, 4.0
300876.633779292, 300877.165962708, 12.0774993896484, 4.0
300878.083862042, 300878.683811542, 5.23000049591064, 4.0
300879.200391542, 300879.299218875, -5.0, 4.0
300879.383747667, 300879.449228875, -5.0, 4.0
300880.483850667, 300880.934224167, 9.4375, 4.0
300881.434075917, 300881.532604708, -5.0, 4.0
300881.617391542, 300881.682653958, -5.0, 4.0
300881.767577208, 300881.849460125, -5.0, 4.0
300881.917324, 300881.999484917, -5.0, 4.0
300882.0837545, 300882.132602292, -5.0, 4.0
300882.21761675, 300882.31594575, -5.0, 4.0
300882.867364583, 300883.650990542, 6.13749980926514, 4.0
300884.18405925, 300884.299575833, -5.0, 4.0
300884.367739667, 300884.44962, -5.0, 4.0
300884.5344295, 300884.632886917, -5.0, 4.0
300884.700908583, 300884.782912667, -5.0, 4.0
300884.850816167, 300884.933143958, -5.0, 4.0
300885.017455042, 300885.099763583, -5.0, 4.0
300885.400857167, 300885.483019042, -5.0, 4.0
300885.584501542, 300885.666256292, -5.0, 4.0
300886.134291667, 300887.416565708, 18.0174999237061, 4.0
300888.534334625, 300888.633114917, -5.0, 4.0
300888.717965542, 300888.799929125, -5.0, 4.0
300888.884395, 300888.966493708, -5.0, 4.0
300890.434613583, 300890.617940833, 0.362499713897705, 4.0
300891.367954958, 300892.450046792, 25.1125011444092, 4.0
300893.20133175, 300893.283499833, -5.0, 4.0
300893.368212833, 300893.4500725, -5.0, 4.0
300893.518210958, 300893.601565833, -5.0, 4.0
300893.668208125, 300893.750040833, -5.0, 4.0
300893.83489975, 300893.901284667, -5.0, 4.0
300893.984700917, 300894.051471542, -5.0, 4.0
300894.134765, 300894.216911, -5.0, 4.0
300894.734743667, 300894.816931708, -5.0, 4.0
300894.918167958, 300894.983448708, -5.0, 4.0
300895.068419, 300895.150274792, -5.0, 4.0
300895.234810375, 300895.316965667, -5.0, 4.0
300895.401558708, 300895.467038042, -5.0, 4.0
300895.651590042, 300895.750506583, -5.0, 4.0
300896.48492425, 300897.533869167, 9.02500057220459, 4.0
300898.068314292, 300898.13376175, -5.0, 4.0
300898.251839708, 300898.350094542, -5.0, 4.0
300899.168795208, 300900.50186425, 0.0325002670288086, 4.0
300902.085444292, 300902.185206833, 100.0, 1.0
300902.01731725, 300902.367312375, -5.0, 4.0
300902.618719417, 300903.1353415, 100.0, 1.0
300902.618719417, 300903.433770792, -5.0, 4.0
300904.134926875, 300905.150991583, 10.1800003051758, 4.0
300905.668808542, 300905.717591208, -5.0, 4.0
300905.818534542, 300905.917409792, -5.0, 4.0
300906.002548917, 300906.068936708, -5.0, 4.0
300906.651970625, 300907.202126167, 4.40499973297119, 4.0
300907.768826083, 300907.851032, -5.0, 4.0
300907.935972583, 300908.001125125, -5.0, 4.0
300908.102339458, 300908.185688708, -5.0, 4.0
300909.302488833, 300909.452435125, 2.42499971389771, 4.0
300911.03583875, 300911.419334958, 2.01250028610229, 4.0
300912.319189833, 300912.368150083, -5.0, 4.0
300912.469337083, 300912.567940625, -5.0, 4.0
300912.7029875, 300912.801407667, -5.0, 4.0
300912.885960792, 300912.96808575, -5.0, 4.0
300914.2027405, 300914.469513708, 21.3175010681152, 4.0
300915.302736792, 300915.3526255, 100.0, 1.0
300915.2696015, 300915.601355125, -5.0, 4.0
300915.769494833, 300915.919615542, 100.0, 1.0
300915.769494833, 300916.168124833, -5.0, 4.0
300916.586070417, 300917.186429375, 6.13749980926514, 4.0
300917.802927625, 300917.868330958, -5.0, 4.0
300917.969675083, 300918.05179475, -5.0, 4.0
300918.119732375, 300918.203271125, -5.0, 4.0
300918.286488958, 300918.368541, -5.0, 4.0
300918.4365245, 300918.518579458, -5.0, 4.0
300918.602954333, 300918.701816958, -5.0, 4.0
300919.503246625, 300920.78675025, 15.0475006103516, 4.0
300921.519902125, 300921.618703958, -5.0, 4.0
300921.719862208, 300921.801991, -5.0, 4.0
300921.87011675, 300921.968587375, -5.0, 4.0
300922.070392542, 300922.168601958, -5.0, 4.0
300922.25326925, 300922.335390792, -5.0, 4.0
300922.770048625, 300923.835670542, 11.5825004577637, 4.0
300924.403438542, 300924.485531167, -5.0, 4.0
300924.5869985, 300924.653437375, -5.0, 4.0
300924.753543708, 300924.836872917, -5.0, 4.0
300924.920148708, 300925.018808583, -5.0, 4.0
300925.40356575, 300927.719210083, 11.0050010681152, 4.0
300928.2203045, 300928.32026, -5.0, 4.0
300928.403778708, 300928.502644125, -5.0, 4.0
300928.58746825, 300928.669107458, -5.0, 4.0
300928.753881625, 300928.835889667, -5.0, 4.0
300930.003859042, 300930.520488875, 4.15750026702881, 4.0
300931.0872155, 300931.169294, -5.0, 4.0
300931.270569125, 300931.335894833, -5.0, 4.0
300931.437551458, 300931.519448625, -5.0, 4.0
300931.603817, 300931.669435083, -5.0, 4.0
communicate through email, 105, false, 7
300937.771079958, 300938.254313292, 6.46749973297119, 4.0
300939.037616625, 300939.104343083, -5.0, 4.0
300939.204457333, 300939.28653925, -5.0, 4.0
300939.371315667, 300939.453072417, -5.0, 4.0
300939.52107475, 300939.60314675, -5.0, 4.0
300939.6710905, 300939.754430208, -5.0, 4.0
300939.83774025, 300939.919904417, -5.0, 4.0
300940.521372167, 300942.421411042, 14.0574989318848, 4.0
300943.554663417, 300944.888072083, 1.02250003814697, 4.0
300945.92163325, 300945.987998542, 100.0, 1.0
300945.888109333, 300946.20352675, -5.0, 4.0
300946.721597208, 300946.854814125, 100.0, 1.0
300946.721597208, 300947.171561167, -5.0, 4.0
300947.771537042, 300950.5372605, 20.2449989318848, 4.0
300951.121833958, 300951.203884458, -5.0, 4.0
300951.288630167, 300951.37068375, -5.0, 4.0
300951.455498917, 300951.55407825, -5.0, 4.0
300951.621897958, 300951.688462875, -5.0, 4.0
300951.771963417, 300951.870835542, -5.0, 4.0
300951.938543292, 300952.020884, -5.0, 4.0
300952.105251708, 300952.188528917, -5.0, 4.0
300952.521935625, 300952.620620458, -5.0, 4.0
300952.722254208, 300952.787296167, -5.0, 4.0
300952.905391917, 300952.972006375, -5.0, 4.0
300953.705439625, 300954.505485958, 13.3975009918213, 4.0
300955.088770583, 300956.022173708, 11.0874996185303, 4.0
300956.655520375, 300956.754333208, -5.0, 4.0
300956.839163208, 300956.920980167, -5.0, 4.0
300957.005806667, 300957.087637375, -5.0, 4.0
300957.188748875, 300957.304389083, -5.0, 4.0
300957.805764042, 300959.304528083, 22.2250003814697, 4.0
300960.105756708, 300960.204611167, -5.0, 4.0
300960.289293917, 300960.355757292, -5.0, 4.0
300960.439155375, 300960.537910208, -5.0, 4.0
300961.205834875, 300961.889222125, 16.0375003814697, 4.0
300962.422544875, 300962.5213945, -5.0, 4.0
300962.624016917, 300962.672783208, -5.0, 4.0
300962.789403625, 300962.839356333, -5.0, 4.0
300962.955977583, 300963.004599875, -5.0, 4.0
300963.789345833, 300964.506061958, 9.60249996185303, 4.0
300965.473136542, 300965.922842667, 2.09500026702881, 4.0
300966.5394495, 300966.621515667, -5.0, 4.0
300966.722928667, 300966.788305625, -5.0, 4.0
300966.889767625, 300966.988271917, -5.0, 4.0
300967.422895083, 300967.672931875, -0.544999599456787, 4.0
300968.871805667, 300968.938430875, -5.0, 4.0
300969.739736625, 300971.322090583, 21.0700016021729, 4.0
300971.906636958, 300971.988686375, -5.0, 4.0
300972.090119083, 300972.155289, -5.0, 4.0
300972.240047833, 300972.323275875, -5.0, 4.0
300972.8233775, 300973.423342583, 8.03500080108643, 4.0
300974.006730167, 300974.089935333, -5.0, 4.0
300974.190181625, 300974.27207325, -5.0, 4.0
300974.356950333, 300974.438854583, -5.0, 4.0
300974.523410542, 300974.60538225, -5.0, 4.0
300974.773431542, 300974.8734, -5.0, 4.0
300975.806853458, 300975.990302292, 2.25999975204468, 4.0
300977.340176708, 300978.172417458, 22.2250003814697, 4.0
300978.756912208, 300978.855693292, -5.0, 4.0
300978.941116417, 300979.00563, -5.0, 4.0
300979.090498083, 300979.188980042, -5.0, 4.0
300979.256929417, 300979.339160417, -5.0, 4.0
300979.42384225, 300979.522550625, -5.0, 4.0
300979.907295875, 300980.757235458, 10.0150003433228, 4.0
300981.357066458, 300981.422529333, -5.0, 4.0
300981.540743833, 300981.639193917, -5.0, 4.0
300981.724008333, 300981.805948917, -5.0, 4.0
300981.890529083, 300981.972742625, -5.0, 4.0
300983.107210625, 300983.273937833, 17.6049995422363, 4.0
300984.02404925, 300984.073908958, 100.0, 1.0
300983.9906585, 300984.272957167, -5.0, 4.0
300984.440717458, 300984.540759958, 100.0, 1.0
300984.440717458, 300984.7394835, -5.0, 4.0
300985.507350542, 300986.357445917, 7.04500007629395, 4.0
300987.057454833, 300987.139593, -5.0, 4.0
300987.24086675, 300987.339628708, -5.0, 4.0
300987.457686458, 300987.556288917, -5.0, 4.0
300988.090980958, 300990.75786175, 18.1000003814697, 4.0
300991.724458708, 300992.706947, 15.2124996185303, 4.0
300993.758037208, 300995.041439375, 20.0799999237061, 4.0
300995.808099333, 300996.541510417, 9.02500057220459, 4.0
300997.191528333, 300997.273581417, -5.0, 4.0
300997.374859875, 300997.456989292, -5.0, 4.0
300997.541629542, 300997.640358583, -5.0, 4.0
300998.058257625, 300998.957099292, 10.0975008010864, 4.0
300999.491616917, 300999.55807225, -5.0, 4.0
300999.658360583, 300999.723876, -5.0, 4.0
300999.825017792, 300999.907238917, -5.0, 4.0
301001.058400417, 301001.123827542, -0.875, 4.0
301002.391820167, 301002.891842542, 8.03500080108643, 4.0
301003.558572458, 301003.640654042, -5.0, 4.0
301003.741955917, 301003.807435542, -5.0, 4.0
301003.891969333, 301003.97406225, -5.0, 4.0
301004.058547667, 301004.15751775, -5.0, 4.0
301004.241935417, 301004.357434625, -5.0, 4.0
301004.858623417, 301006.042146583, 11.0050010681152, 4.0
301006.775429833, 301006.840913417, -5.0, 4.0
301006.975879917, 301007.057604625, -5.0, 4.0
301007.142428917, 301007.224179167, -5.0, 4.0
301007.361378292, 301007.374398333, -5.0, 4.0
301007.85891575, 301008.075707708, -0.957499980926514, 4.0
301008.675676208, 301008.774473167, -5.0, 4.0
301009.158873958, 301009.807780333, 9.19000053405762, 4.0
301010.608993875, 301011.025761667, 11.5, 4.0
301011.742470375, 301011.809134, -5.0, 4.0
accompanied by an adult, 87, false, 8
301015.592732292, 301015.826129083, 3.33249950408936, 4.0
301016.442687667, 301016.524878375, -5.0, 4.0
301016.626550792, 301016.708139208, -5.0, 4.0
301016.792845042, 301016.891612667, -5.0, 4.0
301017.176327958, 301017.258256125, -5.0, 4.0
301017.959546208, 301018.226332125, 3.08500003814697, 4.0
301020.259671875, 301020.309509208, 100.0, 1.0
301020.226450708, 301020.558314667, -5.0, 4.0
301021.143200333, 301021.742910208, 3.08500003814697, 4.0
301022.243107625, 301022.325162917, -5.0, 4.0
301022.426928458, 301022.491824417, -5.0, 4.0
301023.10993875, 301023.443267417, 1.02250003814697, 4.0
301024.376671417, 301024.458792417, -5.0, 4.0
301024.559942042, 301024.642133292, -5.0, 4.0
301024.726894, 301024.808706708, -5.0, 4.0
301025.7268545, 301026.509111458, 15.1300010681152, 4.0
301027.460152958, 301028.22556875, 12.0774993896484, 4.0
301029.0269015, 301029.092398667, -5.0, 4.0
301029.21062325, 301029.292475542, -5.0, 4.0
301029.777104625, 301031.059160667, 18.1000003814697, 4.0
301031.793661542, 301031.877252875, -5.0, 4.0
301031.977386792, 301032.059148167, -5.0, 4.0
301032.127333292, 301032.225989667, -5.0, 4.0
301032.360433875, 301032.459380458, -5.0, 4.0
301032.810592, 301033.110581833, 0.115000247955322, 4.0
301033.877237458, 301033.959342333, -5.0, 4.0
301034.610654083, 301035.709532792, 15.0475006103516, 4.0
301036.444094583, 301036.510753333, -5.0, 4.0
301036.610831042, 301036.692892667, -5.0, 4.0
301036.994256375, 301037.627524375, 7.375, 4.0
301038.194226542, 301038.293006792, -5.0, 4.0
301038.378168958, 301038.459713833, -5.0, 4.0
301038.544519375, 301038.609672, -5.0, 4.0
301038.710892917, 301038.776394958, -5.0, 4.0
301038.877648917, 301038.976360583, -5.0, 4.0
301039.361007417, 301039.844336125, 5.39499950408936, 4.0
301041.109790167, 301041.177006667, -5.0, 4.0
301041.694450792, 301042.344487667, 4.23999977111816, 4.0
301042.927863792, 301043.026510875, -5.0, 4.0
301044.043298042, 301044.409899708, -5.0, 4.0
301046.443485625, 301046.494711125, -5.0, 4.0
301047.79492425, 301048.511568333, 0.362499713897705, 4.0
301049.3782475, 301050.0782915, 3.00250053405762, 4.0
301051.061781292, 301051.127178792, -5.0, 4.0
301052.511873875, 301055.444077625, 25.0300006866455, 4.0
301056.178691167, 301056.245359917, -5.0, 4.0
301057.3455555, 301057.762137792, 1.1875, 4.0
301059.128721208, 301059.194089833, -5.0, 4.0
301060.028923208, 301062.396165667, -2.52499985694885, 4.0
301064.946485417, 301064.995779292, 100.0, 1.0
301064.9126345, 301065.261582292, -5.0, 4.0
301065.54596, 301065.662541333, 100.0, 1.0
301065.54596, 301065.894675333, -5.0, 4.0
301066.662703833, 301066.979491833, 2.01250028610229, 4.0
301068.562846292, 301068.879603083, 0.115000247955322, 4.0
301069.479884375, 301069.545000292, -5.0, 4.0
301070.529674167, 301072.12977325, 13.0675010681152, 4.0
301073.029936958, 301073.128611625, -5.0, 4.0
301074.429878542, 301074.563233042, -0.792500019073486, 4.0
301075.596713, 301076.213407792, 3.00250053405762, 4.0
301076.9466695, 301077.013419625, -5.0, 4.0
301077.113447, 301077.195479583, -5.0, 4.0
301077.280124083, 301077.362297542, -5.0, 4.0
301077.830215042, 301078.380230375, 3.25, 4.0
301078.94690675, 301079.013565333, -5.0, 4.0
301079.113644708, 301079.1957065, -5.0, 4.0
301079.280514083, 301079.362374667, -5.0, 4.0
301079.430571708, 301079.528999333, -5.0, 4.0
301080.130259708, 301081.713682708, 22.1424999237061, 4.0
301082.430457, 301082.497085375, -5.0, 4.0
301082.580678333, 301082.662552125, -5.0, 4.0
301082.764053083, 301082.8627525, -5.0, 4.0
301083.28057625, 301083.895656, 13.1499996185303, 4.0
301084.813848167, 301084.946146208, -5.0, 4.0
301085.047528542, 301085.162657125, -5.0, 4.0
301085.314036292, 301085.397294792, -5.0, 4.0
301086.9141335, 301086.979440417, -5.0, 4.0
301088.262787, 301088.364133958, -5.0, 4.0
301089.66288725, 301089.946374542, -5.0, 4.0
301090.547559583, 301090.813095167, -5.0, 4.0
301091.197596292, 301091.4631605, -5.0, 4.0
301092.647800375, 301094.180146167, 22.1424999237061, 4.0
301094.847854208, 301094.897849333, -5.0, 4.0
301095.0148485, 301095.081376333, -5.0, 4.0
301095.181330333, 301095.246767583, -5.0, 4.0
301095.331149792, 301095.429760667, -5.0, 4.0
301095.49790625, 301095.581289333, -5.0, 4.0
interactions between men and women, 44, false, 9
301131.117023708, 301131.6671135, 8.19999980926514, 4.0
301133.867336542, 301134.600566333, 13.3975009918213, 4.0
301136.317639917, 301141.550900833, 19.0900001525879, 4.0
301141.901241917, 301142.134447875, 2.34249973297119, 4.0
301142.401211292, 301143.117891083, 15.0475006103516, 4.0
301143.351197583, 301143.50117475, 2.01250028610229, 4.0
301143.734504958, 301144.151234375, 6.22000026702881, 4.0
301144.534526375, 301145.301290208, 16.4499988555908, 4.0
301145.567972333, 301145.818028125, 8.19999980926514, 4.0
301145.984441833, 301146.284938375, 14.7175006866455, 4.0
301146.417768375, 301146.717957833, 12.4074993133545, 4.0
301157.302157458, 301157.452226875, 0.445000171661377, 4.0
301157.668453667, 301157.868771417, 3.00250053405762, 4.0
301158.335440125, 301159.018869333, 17.1100006103516, 4.0
301159.368807375, 301160.085677542, 22.0599994659424, 4.0
301160.385498, 301160.585836833, 5.14750003814697, 4.0
301160.702105708, 301160.918955625, 10.0150003433228, 4.0
301161.218941208, 301161.78449825, 15.1300010681152, 4.0
301174.785235583, 301174.803204833, -5.0, 4.0
301175.269963375, 301175.336534417, -5.0, 4.0
301175.736785208, 301175.786578125, -5.0, 4.0
301176.319889, 301176.619798958, -5.0, 4.0
301177.036730917, 301177.419957042, -5.0, 4.0
301177.970006792, 301178.368712167, -5.0, 4.0
301185.470509875, 301185.520341417, 100.0, 1.0
301187.487280167, 301187.570794458, 100.0, 1.0
301189.286075458, 301191.954375625, 6.79749965667725, 4.0
301192.354438667, 301192.804316708, 13.0675010681152, 4.0
301192.920673917, 301193.287777, 25.1950016021729, 4.0
301193.571091583, 301193.821114875, 8.03500080108643, 4.0
301193.937632167, 301194.587929208, 18.2649993896484, 4.0
301195.087823667, 301195.237899042, 1.1875, 4.0
301195.804316083, 301195.871015458, 100.0, 1.0
301195.804316083, 301196.521229875, 100.0, 1.0
301195.804316083, 301197.088056708, 100.0, 1.0
301195.804316083, 301197.721478583, 100.0, 1.0
301195.804316083, 301199.071215125, 100.0, 1.0
301195.804316083, 301200.071544708, 1.35249996185303, 4.0
301200.838235417, 301200.921459083, 100.0, 1.0
301200.838235417, 301202.388199958, 100.0, 1.0
301189.286075458, 301204.00387025, -5.0, 4.0
301210.404206958, 301227.00671425, 20.5749988555908, 4.0
301227.123122292, 301233.055934417, 9.02500057220459, 4.0
301233.557172292, 301233.623547167, 100.0, 1.0
interactions between men and women, 27, false, 9
301326.561920583, 301327.746784833, 10.2624998092651, 4.0
301328.07996, 301329.046765792, 14.0574989318848, 4.0
301329.296558375, 301330.595298167, 20.0799999237061, 4.0
301330.880104292, 301331.663349, 100.0, 1.0
301330.8131965, 301331.978617167, -5.0, 4.0
301332.246793875, 301332.480019292, 100.0, 1.0
301332.246793875, 301332.729040875, -5.0, 4.0
301333.480269875, 301334.730498542, 7.12750053405762, 4.0
301334.846643333, 301334.930049125, -2.77249979972839, 4.0
301334.996907917, 301335.94697325, 100.0, 1.0
301336.580377667, 301337.180334125, 100.0, 1.0
301336.580377667, 301337.446068375, -5.0, 4.0
301338.363902833, 301339.147410333, 8.03500080108643, 4.0
301339.413928708, 301342.297282917, 12.0774993896484, 4.0
301343.030906708, 301344.079469667, 20.2449989318848, 4.0
301344.347467708, 301346.381320958, 4.23999977111816, 4.0
301346.881221958, 301347.763429708, 27.1749992370605, 4.0
301348.014419625, 301348.097883167, 100.0, 1.0
301347.980970708, 301348.546810625, -5.0, 4.0
301348.648112, 301349.68023825, 27.0100021362305, 4.0
301349.848108958, 301350.53140025, 9.84999942779541, 4.0
301350.7311155, 301351.313492917, 19.0900001525879, 4.0
301351.514553292, 301352.0135705, 8.11750030517578, 4.0
301352.18116775, 301353.231814917, 27.5050010681152, 4.0
301353.447994708, 301353.564927, 100.0, 1.0
301353.397852125, 301353.930424625, -5.0, 4.0
301354.031589708, 301354.881695708, 26.1024990081787, 4.0
interactions between men and women, 19, false, 9
301358.681806625, 301359.531999917, 1.43499994277954, 4.0
301359.832002167, 301361.065377042, 11.1700000762939, 4.0
301361.365455167, 301362.915574125, 18.0174999237061, 4.0
301363.248841542, 301364.548927833, 4.23999977111816, 4.0
301365.099100042, 301365.315718958, 100.0, 1.0
301365.718384583, 301365.815784875, 100.0, 1.0
301365.718384583, 301366.33271525, 21.1525001525879, 4.0
301366.415595875, 301366.799201875, 16.5324993133545, 4.0
301366.948799083, 301367.015516625, 100.0, 1.0
301366.898787833, 301367.381358708, -5.0, 4.0
301367.415686625, 301367.665778292, 19.0900001525879, 4.0
301367.682371875, 301367.88129625, 24.7824993133545, 4.0
301367.982434417, 301368.049252625, 100.0, 1.0
301367.948833042, 301368.18131175, -5.0, 4.0
301368.2326545, 301368.381094875, 15.2124996185303, 4.0
301368.451465083, 301368.56612475, 7.29250049591064, 4.0
301368.599124625, 301368.764753167, 13.3150005340576, 4.0
301368.815872917, 301368.949074292, 100.0, 1.0
301368.815872917, 301369.198082042, -5.0, 4.0
interactions between men and women, 12, false, 9
301370.9992925, 301372.149401583, 6.05500030517578, 4.0
301372.199201333, 301372.381249917, -5.0, 4.0
301372.499546583, 301373.566325708, 11.4174995422363, 4.0
301373.916028333, 301375.549717458, 21.0700016021729, 4.0
301375.84975825, 301376.733074583, 5.06500053405762, 4.0
301377.049800792, 301379.199973542, 16.4499988555908, 4.0
301379.549857833, 301380.16675275, 1.02250003814697, 4.0
301380.516626208, 301381.183372708, 3.00250053405762, 4.0
301381.516673667, 301384.13360675, 20.0799999237061, 4.0
301384.333562625, 301385.9504595, 8.03500080108643, 4.0
301386.583779292, 301387.8505895, 13.2325000762939, 4.0
301388.317166125, 301389.050654625, 14.0574989318848, 4.0
interactions between men and women, 4, false, 9
301391.967484208, 301392.667929125, 7.04500007629395, 4.0
301393.000809833, 301394.050920417, 12.1599998474121, 4.0
301394.48424525, 301396.184178917, 16.0375003814697, 4.0
301396.584436667, 301397.284298958, 6.63249969482422, 4.0
interactions between men and women, 13, false, 9
301400.851343708, 301402.017837125, 9.27250003814697, 4.0
301402.351230917, 301403.334957, 12.0774993896484, 4.0
301403.768017833, 301404.934899167, 22.5549983978271, 4.0
301405.285009625, 301406.118396542, 5.14750003814697, 4.0
301406.451745333, 301407.951807, 13.5625, 4.0
301408.301856083, 301408.63534025, 2.09500026702881, 4.0
301409.135232208, 301409.751974333, 3.25, 4.0
301410.085364833, 301411.468716, 17.0275001525879, 4.0
301411.835473833, 301412.485546042, 7.29250049591064, 4.0
301412.802000292, 301414.068877792, 17.0275001525879, 4.0
301414.55220725, 301415.968937042, -3.43250000476837, 4.0
301417.75250175, 301417.835828667, 100.0, 1.0
301417.701148292, 301418.067794042, -5.0, 4.0
interactions between men and women, 2, false, 9
301420.884774292, 301421.519397667, 7.12750053405762, 4.0
301421.819294417, 301423.002858208, 10.0150003433228, 4.0
interactions between men and women, 6, false, 9
301424.88648675, 301425.786454042, 7.12750053405762, 4.0
301426.069769375, 301426.852957625, 18.1000003814697, 4.0
301427.2528915, 301428.936577542, 19.1725006103516, 4.0
301429.954454167, 301430.269883917, 100.0, 1.0
301427.019381792, 301430.568641292, -5.0, 4.0
301430.736781042, 301431.886729667, 27.3400001525879, 4.0
interactions between men and women, 2, false, 9
301433.503485667, 301433.953442208, 9.19000053405762, 4.0
301434.237125875, 301434.636880583, 3.33249950408936, 4.0
interactions between men and women, 63, false, 9
301436.070389208, 301436.803656125, 9.02500057220459, 4.0
301437.13700725, 301438.053985542, 13.3150005340576, 4.0
301438.420491542, 301439.787167667, 22.0599994659424, 4.0
301440.203857375, 301440.803937, 8.28250026702881, 4.0
301441.303954708, 301443.187434125, 16.0375003814697, 4.0
301443.704140458, 301444.187621417, 2.01250028610229, 4.0
301445.104258708, 301445.254057375, 100.0, 1.0
301445.104258708, 301445.804342292, 100.0, 1.0
301443.520796542, 301446.186500667, -5.0, 4.0
301446.387590167, 301447.554210583, 9.19000053405762, 4.0
301447.871229292, 301449.304592583, 11.0050010681152, 4.0
301449.787849417, 301450.021136375, 100.0, 1.0
301447.770986292, 301450.27002475, -5.0, 4.0
301450.340374042, 301450.471316833, 100.0, 1.0
301450.340374042, 301450.836613958, -5.0, 4.0
301451.904683708, 301453.371411958, 3.74499988555908, 4.0
301453.85482725, 301454.704959708, 15.2950000762939, 4.0
301454.937978375, 301456.588443708, 23.0500011444092, 4.0
301457.105018708, 301457.755026833, 1.59999990463257, 4.0
301458.105108667, 301459.722015833, 16.0375003814697, 4.0
301460.155241083, 301461.988563292, 5.39499950408936, 4.0
301462.155050542, 301462.255194667, -0.297500133514404, 4.0
301462.622033458, 301463.78877825, 18.0174999237061, 4.0
301464.038822792, 301464.788953667, 9.10750007629395, 4.0
301465.188977417, 301467.039166375, 13.1499996185303, 4.0
301467.122006083, 301469.12245025, 1.51750040054321, 4.0
301470.155908083, 301473.7560935, 27.5050010681152, 4.0
301474.022871875, 301474.906130333, 100.0, 1.0
301474.022871875, 301475.739437667, 100.0, 1.0
301477.389639417, 301477.488417708, -5.0, 4.0
301479.638541375, 301480.556563542, 3.08500003814697, 4.0
301481.156696708, 301482.423382292, 2.34249973297119, 4.0
301482.806691375, 301484.256876792, 20.6574993133545, 4.0
301484.723413875, 301485.656987583, 23.1325016021729, 4.0
301486.05690475, 301486.607121625, 7.21000003814697, 4.0
301486.990368125, 301487.5902845, 5.23000049591064, 4.0
301487.873703083, 301489.807209708, 10.7574996948242, 4.0
301491.14057775, 301492.057377583, 11.2525005340576, 4.0
301492.424025792, 301492.924055917, 5.06500053405762, 4.0
301493.240468792, 301494.290905583, 16.2024993896484, 4.0
301495.290719292, 301495.389525875, -5.0, 4.0
301495.49090725, 301495.574075208, -5.0, 4.0
301496.974309333, 301497.257882583, 2.09500026702881, 4.0
301498.557628542, 301498.674189625, 100.0, 1.0
301498.489789167, 301498.906552042, -5.0, 4.0
301499.307740833, 301499.857823417, 2.34249973297119, 4.0
301500.307863583, 301501.324616083, 12.3249988555908, 4.0
301501.808040542, 301502.491382042, 1.84749984741211, 4.0
