the bathroom is good for reading, 0, false, 1
244810.216802167, 244810.515363167, -5.0, 4.0
244812.40011475, 244812.465629, -5.0, 4.0
244812.950286042, 244813.116932542, 1.43499994277954, 4.0
244814.033826167, 244814.815693917, 22.0599994659424, 4.0
244815.50036275, 244815.5826105, -5.0, 4.0
244816.117123958, 244816.718542542, 5.06500053405762, 4.0
244817.283812625, 244817.366035708, -5.0, 4.0
244817.483971625, 244817.56587825, -5.0, 4.0
244817.684142083, 244817.749267208, -5.0, 4.0
244817.850783542, 244817.915955292, -5.0, 4.0
244818.850709083, 244819.632632292, 16.4499988555908, 4.0
244820.167316125, 244820.266051875, -5.0, 4.0
244820.384141583, 244820.466062958, -5.0, 4.0
244820.884119917, 244821.432875833, 22.4724998474121, 4.0
244822.250865875, 244822.332861625, -5.0, 4.0
244822.451226958, 244822.532890958, -5.0, 4.0
244822.667513667, 244822.766202542, -5.0, 4.0
244823.784382292, 244823.916367, 0.0325002670288086, 4.0
244824.701083667, 244825.001120667, 3.16750049591064, 4.0
244825.51765075, 244825.616413875, -5.0, 4.0
244825.751214958, 244825.81653425, -5.0, 4.0
244826.251202208, 244827.116572708, 17.0275001525879, 4.0
244827.768016958, 244827.849976083, -5.0, 4.0
244827.968388917, 244828.033217833, -5.0, 4.0
244828.151385167, 244828.2167725, -5.0, 4.0
244828.318083333, 244828.399876583, -5.0, 4.0
244829.23465525, 244830.150258167, 17.0275001525879, 4.0
244830.667970375, 244830.783454375, -5.0, 4.0
244831.651499375, 244832.083824875, 10.0150003433228, 4.0
244832.951598083, 244833.650444708, 14.2224998474121, 4.0
244834.701628458, 244834.768166, -5.0, 4.0
244835.1518125, 244835.634150958, 9.10750007629395, 4.0
244836.251609625, 244836.333731917, -5.0, 4.0
244836.535180583, 244836.600525333, -5.0, 4.0
244836.868421208, 244836.967200583, -5.0, 4.0
bad for the environment, 82, false, 7
244840.135456792, 244840.417643208, 4.07499980926514, 4.0
244841.101978917, 244841.217511208, -5.0, 4.0
244841.335704458, 244841.434214083, -5.0, 4.0
244841.535603792, 244841.618990417, -5.0, 4.0
244841.718795625, 244841.81766025, -5.0, 4.0
244841.935368833, 244842.034268667, -5.0, 4.0
244842.618835667, 244842.834354208, -0.875, 4.0
244843.21880975, 244843.3342305, -5.0, 4.0
244844.0855945, 244844.402399708, 4.07499980926514, 4.0
244845.00224225, 244845.1010355, -5.0, 4.0
244845.202238792, 244845.301019917, -5.0, 4.0
244845.419187667, 244845.534449875, -5.0, 4.0
244845.6856905, 244845.801330958, -5.0, 4.0
244846.268983458, 244846.534747667, -5.0, 4.0
244848.052525542, 244848.835910542, 0.445000171661377, 4.0
244851.069755583, 244851.451662292, 6.30249977111816, 4.0
244851.952904, 244852.034838583, -5.0, 4.0
244852.136118917, 244852.234834458, -5.0, 4.0
244852.336266917, 244852.418235458, -5.0, 4.0
244853.08633125, 244853.785042875, 13.0675010681152, 4.0
244854.31980025, 244854.418312833, -5.0, 4.0
244854.569751792, 244854.651700417, -5.0, 4.0
244854.752986083, 244854.835096167, -5.0, 4.0
244854.936504, 244855.001718667, -5.0, 4.0
244855.086426875, 244855.185083208, -5.0, 4.0
244856.319785208, 244857.368706583, 18.0174999237061, 4.0
244858.803285417, 244858.90489525, -0.792500019073486, 4.0
244859.536654667, 244860.885370042, 18.3474998474121, 4.0
244861.586590208, 244861.685369583, -5.0, 4.0
244861.786788375, 244861.886698208, -5.0, 4.0
244862.203609417, 244862.686787542, 8.03500080108643, 4.0
244863.437266333, 244863.535739125, -5.0, 4.0
244863.88669175, 244864.286969625, 4.40499973297119, 4.0
244864.870190375, 244864.968938958, -5.0, 4.0
244865.070323375, 244865.169041083, -5.0, 4.0
244865.253888583, 244865.335659792, -5.0, 4.0
244865.437036208, 244865.519107333, -5.0, 4.0
244865.653926792, 244865.7690925, -5.0, 4.0
244866.336842375, 244866.520435958, 1.1875, 4.0
244867.28709675, 244867.703874208, 3.25, 4.0
244868.287160917, 244868.385887208, -5.0, 4.0
244868.470649417, 244868.552653333, -5.0, 4.0
244868.637218375, 244868.735833625, -5.0, 4.0
244868.803761208, 244868.885912208, -5.0, 4.0
244868.987360667, 244869.052731, -5.0, 4.0
244869.670723083, 244870.286070917, 14.2224998474121, 4.0
244870.787254167, 244870.902836917, -5.0, 4.0
244871.4374325, 244872.719644458, 19.0900001525879, 4.0
244873.437461292, 244873.519587042, -5.0, 4.0
244873.604368833, 244873.68611175, -5.0, 4.0
244873.770969167, 244873.852966083, -5.0, 4.0
244873.937546917, 244874.004305167, -5.0, 4.0
244874.170813375, 244874.269661958, -5.0, 4.0
244874.937660458, 244875.486343458, 9.10750007629395, 4.0
244876.471167083, 244877.653258667, 20.4099998474121, 4.0
244878.3543975, 244878.453328458, -5.0, 4.0
244878.538004917, 244878.619915208, -5.0, 4.0
244878.704792667, 244878.8033425, -5.0, 4.0
244878.871323417, 244878.970220458, -5.0, 4.0
244879.054594375, 244879.169880667, -5.0, 4.0
244879.75467275, 244880.703487375, 15.2124996185303, 4.0
244881.188013958, 244881.253355375, -5.0, 4.0
244882.238176, 244882.653730375, -5.0, 4.0
244883.538296083, 244884.103906833, 13.0675010681152, 4.0
244884.754972083, 244884.872895792, -5.0, 4.0
244884.938389042, 244885.020386083, -5.0, 4.0
244885.721702208, 244886.387213417, 14.3874988555908, 4.0
244886.971660958, 244887.054954167, -5.0, 4.0
244887.172007583, 244887.253871, -5.0, 4.0
244887.3719055, 244887.453880042, -5.0, 4.0
244887.938472083, 244888.321807208, 5.14750003814697, 4.0
244888.838442167, 244888.920666917, -5.0, 4.0
244889.021889125, 244889.087230583, -5.0, 4.0
244889.188418458, 244889.287307625, -5.0, 4.0
244889.371990625, 244889.404047625, -5.0, 4.0
244890.255357083, 244890.570702917, -5.0, 4.0
244891.321804958, 244892.087629833, 14.4699993133545, 4.0
244892.738772292, 244892.820841208, -5.0, 4.0
244892.938868458, 244893.020885792, -5.0, 4.0
244893.405536208, 244894.18771475, 18.5124988555908, 4.0
244894.938912833, 244895.037779167, -5.0, 4.0
244895.172560792, 244895.254311833, -5.0, 4.0
jumping right out of the water, 81, false, 8
244898.00581, 244898.521322292, 11.0050010681152, 4.0
244899.50589775, 244899.589174875, -5.0, 4.0
244899.706136417, 244899.787974, -5.0, 4.0
244900.189333792, 244900.92119625, 20.0799999237061, 4.0
244901.806139042, 244902.288244458, 13.0675010681152, 4.0
244902.839530083, 244902.9061465, -5.0, 4.0
244903.439716, 244903.971792792, 17.1100006103516, 4.0
244904.506347708, 244904.589491542, -5.0, 4.0
244904.756503458, 244904.838326417, -5.0, 4.0
244905.239646542, 244905.63836975, 8.28250026702881, 4.0
244906.5231075, 244907.155269125, 13.0675010681152, 4.0
244907.823103625, 244907.938514458, -5.0, 4.0
244908.089841, 244908.188512292, -5.0, 4.0
244908.606599583, 244909.023226167, 7.04500007629395, 4.0
244909.609458875, 244909.6883845, -5.0, 4.0
244909.839640417, 244909.938601583, -5.0, 4.0
244910.523524167, 244910.689973333, 0.115000247955322, 4.0
244911.456723542, 244912.538877375, 18.1000003814697, 4.0
244913.39020975, 244913.856967042, 9.10750007629395, 4.0
244914.323646042, 244914.405626708, -5.0, 4.0
244914.640310792, 244915.357289333, 0.610000133514404, 4.0
244917.757122042, 244917.807030958, 100.0, 1.0
244918.640430167, 244918.740711375, 100.0, 1.0
244919.407133833, 244919.95738675, 9.4375, 4.0
244920.924135417, 244921.356034875, 8.11750030517578, 4.0
244922.02411, 244922.106213417, -5.0, 4.0
244922.24070325, 244922.339462458, -5.0, 4.0
244922.690869292, 244923.273144292, 7.12750053405762, 4.0
244925.591034167, 244925.706479542, -5.0, 4.0
244925.841213625, 244925.906424458, -5.0, 4.0
244926.041251417, 244926.107624333, -5.0, 4.0
244926.307580375, 244926.389620708, -5.0, 4.0
244927.174464417, 244928.741270042, 18.2649993896484, 4.0
244929.358007958, 244929.440008875, -5.0, 4.0
244929.541194083, 244929.63989875, -5.0, 4.0
244930.07463875, 244930.306802583, 4.15750026702881, 4.0
244931.408400208, 244932.090178083, 15.2950000762939, 4.0
244933.008249875, 244933.590386458, 22.3074989318848, 4.0
244934.3915915, 244934.473698125, -5.0, 4.0
244934.591636208, 244934.673606042, -5.0, 4.0
244934.774917792, 244934.856997167, -5.0, 4.0
244935.625227667, 244936.623862292, 19.0900001525879, 4.0
244937.690439333, 244937.790466833, -5.0, 4.0
244938.275313083, 244938.558491625, 1.10500001907349, 4.0
244939.29194, 244940.024058542, 13.1499996185303, 4.0
244940.658572125, 244940.740647542, -5.0, 4.0
244940.858639542, 244940.940667042, -5.0, 4.0
244941.058618875, 244941.15862025, -5.0, 4.0
244941.275305792, 244941.35887625, -5.0, 4.0
244941.875563083, 244942.242084208, 5.3125, 4.0
244943.008792833, 244943.092085292, -5.0, 4.0
244943.208951208, 244943.290904625, -5.0, 4.0
244943.358969875, 244943.457228458, -5.0, 4.0
244943.541844583, 244943.623810458, -5.0, 4.0
244943.775368292, 244943.842171125, -5.0, 4.0
244944.292167208, 244944.458972833, 1.10500001907349, 4.0
244945.258944875, 244946.441263458, 18.1000003814697, 4.0
244947.125717042, 244947.191081667, -5.0, 4.0
244947.325931833, 244947.424445875, -5.0, 4.0
244947.559346083, 244947.625623458, -5.0, 4.0
244948.192522083, 244948.658017583, 7.21000003814697, 4.0
244949.209103958, 244949.307974125, -5.0, 4.0
244949.426223417, 244949.507910042, -5.0, 4.0
244949.626040583, 244949.741267917, -5.0, 4.0
244949.859205542, 244949.942580917, -5.0, 4.0
244950.47574325, 244950.959395917, 5.23000049591064, 4.0
244951.576159708, 244951.657997083, -5.0, 4.0
244951.776223458, 244951.908062792, -5.0, 4.0
244952.009378792, 244952.108091042, -5.0, 4.0
244952.809453333, 244952.97618725, 1.35249996185303, 4.0
244953.676252375, 244954.325101708, 23.1325016021729, 4.0
244954.892943417, 244955.009519083, -5.0, 4.0
244955.642980292, 244955.859700708, 2.09500026702881, 4.0
244956.459668792, 244956.524900292, -5.0, 4.0
244957.05977575, 244958.208827083, 20.3274993896484, 4.0
244958.926493583, 244959.024956458, -5.0, 4.0
244959.726508208, 244960.027995958, 5.14750003814697, 4.0
244960.5597985, 244960.675299, -5.0, 4.0
244960.759916208, 244960.858721833, -5.0, 4.0
244960.976797583, 244961.0419505, -5.0, 4.0
244961.810094833, 244962.675581583, 18.1000003814697, 4.0
so you think you deserve a raise, 172, false, 9
245066.700301458, 245067.333782625, 19.0900001525879, 4.0
245067.600230292, 245067.899036208, 14.2224998474121, 4.0
245079.399768917, 245079.466577458, -5.0, 4.0
245082.001237042, 245082.651283458, 26.1849994659424, 4.0
245082.951214708, 245083.334798458, 16.6149997711182, 4.0
245083.484733042, 245083.86677925, 25.0300006866455, 4.0
245086.018209292, 245086.518172667, 19.0900001525879, 4.0
245086.76810825, 245087.01821925, 7.29250049591064, 4.0
245087.2013415, 245087.40147725, 7.04500007629395, 4.0
245087.618112333, 245087.951641042, 10.2624998092651, 4.0
245088.134702708, 245091.450707375, 10.0150003433228, 4.0
245101.302539083, 245102.119217958, 18.1824989318848, 4.0
245102.435810833, 245102.885955833, 11.0050010681152, 4.0
245103.369275625, 245105.535908042, 100.0, 1.0
245106.145211, 245106.145211, 100.0, -1.0
245106.346219958, 245106.346219958, 100.0, -1.0
245106.547858125, 245106.547858125, 100.0, -1.0
245103.369275625, 245113.3367395, 11.1700000762939, 4.0
245113.6697815, 245113.9533645, 11.0874996185303, 4.0
245114.269871667, 245114.553548625, 16.3674983978271, 4.0
245114.819667792, 245115.086837083, 11.0874996185303, 4.0
245115.336387875, 245115.586813292, 9.10750007629395, 4.0
245115.886815083, 245116.086896, 3.33249950408936, 4.0
245116.453424875, 245116.603440417, 100.0, 1.0
245116.453424875, 245117.303529875, 100.0, 1.0
245116.453424875, 245117.870298042, 100.0, 1.0
245116.453424875, 245118.386733208, 100.0, 1.0
245118.993908458, 245118.993908458, 100.0, -1.0
245119.194830417, 245119.194830417, 100.0, -1.0
245119.39676925, 245119.39676925, 100.0, -1.0
245101.20121525, 245119.885712458, -5.0, 4.0
245120.985733792, 245121.23710725, 5.72499942779541, 4.0
245121.486870375, 245121.703625125, 9.68499946594238, 4.0
245121.9367905, 245122.103716125, 2.59000015258789, 4.0
245122.2535005, 245122.370268083, -0.957499980926514, 4.0
245122.470235792, 245122.603648333, 2.34249973297119, 4.0
245122.703664375, 245122.83712075, -0.792500019073486, 4.0
245122.920364083, 245123.03728275, 0.197499752044678, 4.0
245123.136967167, 245123.237141333, -0.380000114440918, 4.0
245123.303699792, 245123.420752958, 2.17750024795532, 4.0
245123.470435042, 245123.720521083, 100.0, 1.0
245124.32811325, 245124.32811325, 100.0, -1.0
245124.529875208, 245124.529875208, 100.0, -1.0
245124.731634875, 245124.731634875, 100.0, -1.0
245124.93346325, 245124.93346325, 100.0, -1.0
245125.135062208, 245125.135062208, 100.0, -1.0
245125.336453667, 245125.336453667, 100.0, -1.0
245125.537480458, 245125.537480458, 100.0, -1.0
245125.739210625, 245125.739210625, 100.0, -1.0
245120.985733792, 245125.969422292, -5.0, 4.0
245132.369918, 245133.054681958, 17.1925010681152, 4.0
245135.171414708, 245135.221349208, 100.0, 1.0
245135.738181125, 245136.254737292, 22.7199993133545, 4.0
245136.554664, 245136.971395458, 13.4799995422363, 4.0
245137.738035, 245137.803717458, -5.0, 4.0
245137.888750167, 245137.988365833, -5.0, 4.0
245138.038465917, 245138.138277583, -5.0, 4.0
245139.238248667, 245139.288283292, 100.0, 1.0
245156.238069583, 245158.156233583, 0.857499599456787, 4.0
245158.539499833, 245159.189585, -0.957499980926514, 4.0
245159.289282083, 245159.389417875, 100.0, 1.0
245161.221733333, 245161.306272042, 100.0, 1.0
245162.289785583, 245163.123215125, 26.4324989318848, 4.0
245163.423208125, 245164.106735667, 18.1000003814697, 4.0
245165.455413542, 245165.572149667, -5.0, 4.0
245165.673515208, 245165.77332675, -5.0, 4.0
245165.8568295, 245165.923509625, -5.0, 4.0
245166.006736125, 245166.089852625, -5.0, 4.0
245166.173737083, 245166.255410417, -5.0, 4.0
245166.339898875, 245166.42268575, -5.0, 4.0
245166.606759125, 245166.739044542, -5.0, 4.0
245166.790173958, 245166.9054955, -5.0, 4.0
245166.973713625, 245167.055506625, -5.0, 4.0
245167.123326417, 245167.205391833, -5.0, 4.0
245167.290058958, 245167.356650083, -5.0, 4.0
245167.489928583, 245167.572444292, -5.0, 4.0
245167.673600083, 245167.755479875, -5.0, 4.0
245168.623553417, 245168.673845958, 100.0, 1.0
245170.005785042, 245170.907173, 20.4099998474121, 4.0
245171.223891167, 245171.822438208, 18.3474998474121, 4.0
245172.657207875, 245172.755925208, -5.0, 4.0
245172.8573335, 245172.955900375, -5.0, 4.0
245173.057107417, 245173.172562042, -5.0, 4.0
245174.157393542, 245175.324099458, 1.02250003814697, 4.0
245175.60733775, 245176.15747175, 14.0574989318848, 4.0
245176.440846417, 245176.889728167, 24.1224994659424, 4.0
245178.590965458, 245178.640715917, 100.0, 1.0
245178.5562655, 245179.139576125, -5.0, 4.0
245179.643413542, 245180.741043125, 26.5149993896484, 4.0
245181.057798208, 245181.641207833, 14.0574989318848, 4.0
245181.94103775, 245182.591122083, 25.6900005340576, 4.0
245184.341334625, 245185.324823833, 19.0900001525879, 4.0
245185.6413755, 245186.20803175, 9.02500057220459, 4.0
245186.5414465, 245186.974870708, 8.19999980926514, 4.0
245187.275106125, 245187.708177042, 13.0675010681152, 4.0
245188.025075792, 245188.408418708, 11.4174995422363, 4.0
245196.858819333, 245197.041968, 100.0, 1.0
245196.790745625, 245197.874230458, -5.0, 4.0
245199.707672625, 245201.159146125, 19.0900001525879, 4.0
245201.4256965, 245203.676025625, 3.57999992370605, 4.0
245203.808884458, 245204.42602625, 8.28250026702881, 4.0
245204.726004083, 245205.275987417, 12.3249988555908, 4.0
245205.625874333, 245205.692520583, 100.0, 1.0
245205.592851875, 245206.024644083, -5.0, 4.0
245207.924791833, 245209.593018833, 18.0174999237061, 4.0
245209.876088583, 245210.426344042, 7.04500007629395, 4.0
245210.659430083, 245211.126396, 10.0150003433228, 4.0
245211.409730833, 245212.126460292, 14.3049983978271, 4.0
245212.426275417, 245212.943269083, 10.0975008010864, 4.0
245214.9267195, 245216.060025208, 24.3699989318848, 4.0
245216.37648175, 245217.076811833, 14.3049983978271, 4.0
245217.260077917, 245218.176931417, 20.0799999237061, 4.0
245219.226891917, 245219.8937895, 3.57999992370605, 4.0
245220.226809208, 245220.993911125, 6.05500030517578, 4.0
245221.29352225, 245222.394058625, 17.3575000762939, 4.0
245222.676833583, 245223.127211792, 5.3125, 4.0
245223.443748208, 245224.260441583, 18.2649993896484, 4.0
245224.52706225, 245225.577178, 18.8425006866455, 4.0
245225.8104925, 245226.110962542, 9.10750007629395, 4.0
245227.494205917, 245227.677512917, 0.0325002670288086, 4.0
245228.977615625, 245230.32774475, 17.1925010681152, 4.0
245230.594117833, 245231.444389792, 4.07499980926514, 4.0
245231.794097792, 245232.328150458, 6.22000026702881, 4.0
245232.64418625, 245233.444595292, 17.0275001525879, 4.0
245233.727717833, 245234.077975375, 4.07499980926514, 4.0
245238.810204208, 245238.878093833, -5.0, 4.0
245238.995018458, 245239.110286208, -5.0, 4.0
245239.194956583, 245239.276977167, -5.0, 4.0
245239.344918417, 245239.428090167, -5.0, 4.0
245239.494582542, 245239.5779785, -5.0, 4.0
245239.661641625, 245239.728311125, -5.0, 4.0
245239.828252, 245239.910683292, -5.0, 4.0
245240.461634042, 245240.560392042, -5.0, 4.0
245240.661632542, 245240.743726792, -5.0, 4.0
245240.828429542, 245240.895229958, -5.0, 4.0
245240.978355667, 245241.060560083, -5.0, 4.0
245241.211656542, 245241.326979708, -5.0, 4.0
245241.394988917, 245241.493533583, -5.0, 4.0
245241.578019292, 245241.644666208, -5.0, 4.0
245241.744784333, 245241.843543167, -5.0, 4.0
245241.928048625, 245242.010341917, -5.0, 4.0
245242.511372833, 245242.611709833, -5.0, 4.0
245242.711738958, 245242.811678917, -5.0, 4.0
245242.895164083, 245242.993908667, -5.0, 4.0
245243.061710792, 245243.143633417, -5.0, 4.0
245243.295208625, 245243.427224958, -5.0, 4.0
245243.561830417, 245243.610605375, -5.0, 4.0
245245.261916667, 245245.343763042, -5.0, 4.0
245245.611769167, 245245.693955208, -5.0, 4.0
245246.67870975, 245246.810757417, -5.0, 4.0
245254.729561667, 245254.795776875, 100.0, 1.0
245255.912736792, 245256.946102542, 21.2350006103516, 4.0
245257.212935792, 245257.962894708, 1.51750040054321, 4.0
245258.31286375, 245259.329577292, 6.05500030517578, 4.0
245259.662959583, 245260.62964875, 16.1199989318848, 4.0
245260.979592458, 245261.396347708, 8.03500080108643, 4.0
245262.013026417, 245262.229965208, -1.20499992370605, 4.0
245263.779825667, 245263.829720083, 100.0, 1.0
245265.411953083, 245266.563507333, 19.2550010681152, 4.0
245266.846523625, 245267.430066125, 3.00250053405762, 4.0
245267.880051667, 245268.513606458, 4.07499980926514, 4.0
245268.763293625, 245270.146768708, 17.4400005340576, 4.0
245270.429956875, 245270.730103083, 3.33249950408936, 4.0
245272.413809292, 245272.463658583, 100.0, 1.0
245273.729161542, 245274.930776875, 24.1224994659424, 4.0
245275.430604625, 245275.747313, -1.94749999046326, 4.0
245276.130722333, 245276.1805005, 100.0, 1.0
245276.997421625, 245277.847536125, 16.2849998474121, 4.0
245278.164035583, 245278.514196958, 1.02250003814697, 4.0
245278.93080925, 245279.747556208, 9.19000053405762, 4.0
245280.130897542, 245280.964191542, 18.1000003814697, 4.0
245281.247452417, 245281.69771775, 3.08500003814697, 4.0
call for more details, 19, false, 10
245321.733653583, 245322.050413958, 2.01250028610229, 4.0
245322.316819125, 245322.700344792, 3.25, 4.0
245323.000069083, 245323.68388475, 13.1499996185303, 4.0
245323.9001135, 245324.33408675, 9.19000053405762, 4.0
245325.400614917, 245325.49928475, -5.0, 4.0
245326.267289542, 245326.767323667, 7.375, 4.0
245327.033584333, 245327.650578583, 12.4074993133545, 4.0
245327.916983, 245328.61730725, 20.1625003814697, 4.0
245329.78414025, 245330.567593333, 13.4799995422363, 4.0
245330.833974042, 245331.317714292, 14.0574989318848, 4.0
245331.617312792, 245332.267716208, 18.4299983978271, 4.0
245332.550782125, 245332.851023917, 4.32250022888184, 4.0
245333.984786708, 245334.351153625, 5.23000049591064, 4.0
245334.634152333, 245334.951134208, 5.3125, 4.0
245335.234120375, 245336.267974833, 18.4299983978271, 4.0
245336.584251375, 245336.917995792, 4.23999977111816, 4.0
245337.217732125, 245337.601334708, 8.11750030517578, 4.0
245337.884401875, 245338.368144292, 9.51999950408936, 4.0
245338.667896, 245339.483584083, 19.0900001525879, 4.0
the water was monitored daily, 30, false, 11
245342.701755667, 245343.435058083, 20.2449989318848, 4.0
245343.718092542, 245344.218398292, 8.52999973297119, 4.0
245344.434937917, 245344.935216792, 3.16750049591064, 4.0
245346.302097792, 245347.085303708, 21.3999996185303, 4.0
245347.385610792, 245347.836362542, 3.08500003814697, 4.0
245348.185311833, 245349.1688245, 18.0174999237061, 4.0
245349.485500375, 245349.835694375, 5.14750003814697, 4.0
245350.1522305, 245350.851055708, 18.2649993896484, 4.0
245351.852256042, 245352.7690525, 23.3800010681152, 4.0
245353.002340958, 245353.402338833, 3.33249950408936, 4.0
245353.702394292, 245354.535787458, 20.4099998474121, 4.0
245355.602559417, 245356.20258775, 14.2224998474121, 4.0
245356.485870083, 245357.452678125, 17.2749996185303, 4.0
245357.719029292, 245359.136134667, 0.692500114440918, 4.0
245359.486074333, 245361.96958525, -2.9375, 4.0
245363.936493208, 245364.002939792, 100.0, 1.0
245364.6698125, 245365.31992525, 11.0874996185303, 4.0
245365.5528475, 245366.286652833, 16.4499988555908, 4.0
245366.569625958, 245367.470054833, 13.0675010681152, 4.0
245367.820121583, 245368.370059875, 8.19999980926514, 4.0
245368.669844208, 245369.653644542, 19.2550010681152, 4.0
245369.819848958, 245370.4533685, 14.0574989318848, 4.0
245370.753674542, 245371.836961708, 15.1300010681152, 4.0
245372.136967167, 245372.503786125, 8.44750022888184, 4.0
245372.787345375, 245373.120567875, 4.07499980926514, 4.0
245374.203593583, 245374.803719792, 7.21000003814697, 4.0
245375.137254167, 245375.603855792, 1.43499994277954, 4.0
245375.903595958, 245376.37024425, 7.375, 4.0
245376.620299542, 245377.770678917, 11.9125003814697, 4.0
245378.020385917, 245378.936238625, 23.2975006103516, 4.0
coming up with killer sound bites, 49, false, 12
245383.304806083, 245384.637692292, 2.83750009536743, 4.0
245384.954357792, 245385.98781925, 12.1599998474121, 4.0
245386.270955625, 245386.787853, 14.1399993896484, 4.0
245387.137681917, 245387.787979125, 8.11750030517578, 4.0
245388.054354542, 245388.6547105, 14.3874988555908, 4.0
245388.937814542, 245389.371300708, 6.38500022888184, 4.0
245390.18816475, 245391.288195833, 20.2449989318848, 4.0
245391.604951583, 245392.338178917, 15.2950000762939, 4.0
245393.221609625, 245393.320356167, -5.0, 4.0
245393.455144208, 245393.537076875, -5.0, 4.0
245394.188484833, 245395.35526925, 21.0700016021729, 4.0
245395.605035625, 245396.088664208, 10.0975008010864, 4.0
245396.388651833, 245397.105235042, 19.0900001525879, 4.0
245397.355130125, 245397.970831667, 8.19999980926514, 4.0
245398.95553525, 245399.572139042, 11.0874996185303, 4.0
245399.838490667, 245400.255464917, 8.19999980926514, 4.0
245400.538549208, 245400.972564292, 10.0150003433228, 4.0
245401.255468458, 245401.655607292, 10.0975008010864, 4.0
245401.92213775, 245402.339037417, 4.07499980926514, 4.0
245402.622279125, 245403.488913583, 18.1824989318848, 4.0
245404.571022917, 245404.6726775, -5.0, 4.0
245404.8058095, 245404.9055865, -5.0, 4.0
245405.555861292, 245406.805921875, 18.3474998474121, 4.0
245407.022331458, 245407.672707917, 13.3975009918213, 4.0
245407.905556375, 245408.489423458, 18.0174999237061, 4.0
245408.705675417, 245409.555880667, 14.2224998474121, 4.0
245409.839230917, 245410.156096625, 8.11750030517578, 4.0
245411.272794875, 245411.756229125, 5.06500053405762, 4.0
245412.18956975, 245413.206325875, 8.03500080108643, 4.0
245413.489345625, 245414.522857208, 19.0075016021729, 4.0
245414.806112083, 245415.239803958, 5.39499950408936, 4.0
245415.539838208, 245417.273068917, 13.5625, 4.0
245419.689973292, 245419.756527333, 100.0, 1.0
245419.672121958, 245420.0052605, -5.0, 4.0
245420.273528, 245420.723478583, 5.14750003814697, 4.0
245421.006528083, 245421.606679583, 7.04500007629395, 4.0
245421.9065755, 245422.656771708, 19.4200000762939, 4.0
245422.973759875, 245423.307121708, 4.15750026702881, 4.0
245423.623810292, 245424.306959917, 18.1000003814697, 4.0
245425.439136583, 245425.557068542, -5.0, 4.0
245425.690654542, 245425.773752167, -5.0, 4.0
245425.940713333, 245426.039190625, -5.0, 4.0
245426.223906917, 245426.322613083, -5.0, 4.0
245426.607225833, 245426.705937542, -5.0, 4.0
245426.957164917, 245427.072553667, -5.0, 4.0
245427.340746583, 245427.439313083, -5.0, 4.0
245427.77415225, 245427.872590292, -5.0, 4.0
245427.990819292, 245428.073828958, -5.0, 4.0
245428.19084825, 245428.272636833, -5.0, 4.0
coming up with killer sound bites, 34, false, 12
245433.891009792, 245434.207798083, 4.07499980926514, 4.0
245434.474002667, 245435.157829583, 14.3874988555908, 4.0
245435.374043208, 245435.957812208, 13.1499996185303, 4.0
245436.22416375, 245436.624712667, 10.1800003051758, 4.0
245436.890909625, 245437.358090875, 12.3249988555908, 4.0
245437.574276458, 245437.874657667, 8.36499977111816, 4.0
245438.691334167, 245439.808080083, 20.1625003814697, 4.0
245439.974609042, 245440.573439917, 15.3775005340576, 4.0
245441.37484875, 245441.490171625, -5.0, 4.0
245441.608279667, 245441.707039167, -5.0, 4.0
245442.374887792, 245443.424977958, 23.5450000762939, 4.0
245443.674979333, 245444.108477625, 9.02500057220459, 4.0
245444.375018292, 245445.008514792, 18.5949993133545, 4.0
245445.2917315, 245445.67398825, 8.11750030517578, 4.0
245446.641896917, 245447.191863792, 9.10750007629395, 4.0
245447.458352667, 245447.891931417, 10.5924997329712, 4.0
245448.17495375, 245448.608685167, 13.0675010681152, 4.0
245448.824968625, 245449.292053792, 11.2525005340576, 4.0
245449.558546333, 245450.042061125, 5.14750003814697, 4.0
245450.375394167, 245451.925528333, 15.7075004577637, 4.0
245453.02593875, 245454.025792958, 19.6674995422363, 4.0
245454.309405708, 245454.842406667, 15.4600009918213, 4.0
245455.092081583, 245455.742462667, 22.1424999237061, 4.0
245455.992432958, 245456.492553625, 11.0874996185303, 4.0
245456.726073208, 245457.092558583, 5.06500053405762, 4.0
245457.959127083, 245458.059138417, -5.0, 4.0
245458.79269375, 245459.376003917, 2.91999959945679, 4.0
245459.642479167, 245460.242798167, 9.19000053405762, 4.0
245460.525708833, 245461.409508208, 19.0900001525879, 4.0
245461.692693583, 245462.142919042, 4.23999977111816, 4.0
245462.426152167, 245463.208355583, 17.4400005340576, 4.0
245464.508340625, 245464.641803375, -5.0, 4.0
245464.793041167, 245464.891751625, -5.0, 4.0
245465.193007875, 245465.291781542, -5.0, 4.0
machinery is too complicated, 35, false, 13
245469.009960875, 245469.576718958, 14.3049983978271, 4.0
245469.893351083, 245470.360023417, 5.47749996185303, 4.0
245470.659669958, 245471.109826833, 4.07499980926514, 4.0
245471.393167792, 245471.943337958, 7.12750053405762, 4.0
245472.259952458, 245472.960219667, 9.02500057220459, 4.0
245473.24368875, 245473.710263292, 11.0874996185303, 4.0
245473.960300833, 245474.377022, 3.25, 4.0
245474.660318792, 245476.093753958, 1.02250003814697, 4.0
245476.443845208, 245477.392748375, 23.1325016021729, 4.0
245479.2105235, 245479.27722725, 100.0, 1.0
