have, 3, false
107062.776856958, 107063.558025417, 22.1800003051758
107063.558025417, 107065.091491083, 26.2600002288818
107065.791117708, 107065.8565385, 0.0
have, 0, false
have, 4, true
107072.07361375, 107073.558600583, 6.20000076293945
107073.558600583, 107074.308751, 1.0149998664856
107074.308751, 107076.408864125, 20.3099994659424
107076.408864125, 107077.308877792, 3.22500038146973
hence, 5, true
107094.143021208, 107095.709811792, 6.11500072479248
107095.709811792, 107097.043492542, 4.15999984741211
107097.043492542, 107099.327048833, 14.019998550415
107099.327048833, 107100.277084167, 2.12000036239624
107100.277084167, 107101.2104485, 4.15999984741211
maybe, 5, true
107103.8756185, 107105.660707125, 11.1300001144409
107105.660707125, 107106.360686167, 0.164999961853027
107106.360686167, 107108.694344625, 24.1350002288818
107108.694344625, 107109.660960167, 3.05499982833862
107109.660960167, 107110.461152792, 3.05499982833862
unique, 6, true
107113.276331042, 107116.47766525, 19.1200008392334
107116.47766525, 107118.028163625, 15.2099990844727
107118.028163625, 107119.478269125, 8.06999969482422
107119.478269125, 107121.028446583, 15.125
107121.028446583, 107122.978556292, 20.1399993896484
107122.978556292, 107124.161952208, 3.1399998664856
supposed, 8, false
107126.960493333, 107128.928980583, 18.0999984741211
107128.928980583, 107130.71227, 20.1399993896484
107130.71227, 107133.379070792, 14.3600006103516
107133.379070792, 107134.845722542, 15.2950000762939
107134.845722542, 107136.945874833, 14.019998550415
107136.945874833, 107139.029605, 17.1650009155273
107139.029605, 107140.129718625, 5.09500026702881
107140.129718625, 107141.346649792, 7.04999923706055
supposed, 10, true
107142.912804708, 107146.380020875, 18.1849994659424
107146.380020875, 107148.77988525, 20.2249984741211
107148.77988525, 107150.297063958, 15.0400009155273
107150.297063958, 107151.463672, 14.105001449585
107151.463672, 107152.79712375, 13.0
107152.79712375, 107154.213671708, 17.1650009155273
107154.213671708, 107155.147306542, 4.07499980926514
107155.147306542, 107155.947637, 3.05499982833862
107157.829307458, 107157.897086167, 0.0
107158.097118458, 107158.1970845, 0.0
england, 7, true
107160.314064542, 107161.747833958, 3.22500038146973
107161.747833958, 107164.547975792, 12.0650005340576
107164.547975792, 107165.764598167, 5.00999927520752
107165.764598167, 107167.464864917, 11.0450000762939
107167.464864917, 107168.298210292, 1.18499994277954
107168.298210292, 107170.231468917, 14.1900005340576
107170.231468917, 107171.198453875, 4.07499980926514
toured, 7, true
107172.646876958, 107175.132041042, 19.375
107175.132041042, 107176.44865625, 15.2099990844727
107176.44865625, 107178.382235167, 20.0550003051758
107178.382235167, 107181.315744208, 17.0799999237061
107181.315744208, 107182.39913875, 3.1399998664856
107182.39913875, 107183.232424417, 4.07499980926514
107184.13220675, 107184.19873875, 0.0
occasion, 9, true
107186.897822708, 107188.23268425, 17.0799999237061
107188.23268425, 107189.232913458, 2.03499984741211
107189.232913458, 107189.99991375, 2.03499984741211
107189.99991375, 107190.749554417, 2.03499984741211
107190.749554417, 107193.549890583, 17.25
107193.549890583, 107194.966428958, 9.00500011444092
107194.966428958, 107196.533353958, 14.105001449585
107196.533353958, 107197.550020167, 14.2750015258789
107198.483169792, 107198.581836458, 0.0
word, 4, true
107199.865338875, 107201.800426625, 22.0949993133545
107201.800426625, 107203.300473042, 15.0400009155273
107203.300473042, 107204.783926792, 16.0599994659424
107204.783926792, 107205.733973375, 4.07499980926514
representing, 12, true
107206.9492275, 107209.800686083, 16.0599994659424
107209.800686083, 107210.800560625, 4.15999984741211
107210.800560625, 107212.3004535, 15.2950000762939
107212.3004535, 107214.801264667, 17.0799999237061
107214.801264667, 107215.551457292, 4.15999984741211
107215.551457292, 107218.168216083, 18.0999984741211
107218.168216083, 107219.051534792, 3.1399998664856
107219.051534792, 107221.351703, 15.0400009155273
107221.351703, 107223.984960167, 18.0999984741211
107223.984960167, 107225.101928708, 8.15499973297119
107225.101928708, 107227.052101042, 12.0650005340576
107227.052101042, 107228.268868667, 6.28499984741211
noted, 6, true
107229.734091292, 107231.352325583, 13.0849990844727
107231.352325583, 107232.469054792, 13.0
107232.469054792, 107233.852570917, 19.0349998474121
107233.852570917, 107234.602594958, 3.22500038146973
107234.602594958, 107235.152276417, 5.00999927520752
107236.085654667, 107236.184363417, 0.0
seventh, 7, true
107238.584441958, 107241.903094625, 18.1849994659424
107241.903094625, 107242.753096792, 4.07499980926514
107242.753096792, 107244.469905167, 20.394998550415
107244.469905167, 107245.553248042, 3.05499982833862
107245.553248042, 107247.186651208, 14.3600006103516
107247.186651208, 107249.553313375, 19.2049999237061
107249.553313375, 107250.503616333, 7.04999923706055
independent, 7, true
107251.902062708, 107253.070465083, 8.24000072479248
107253.070465083, 107254.487266833, 12.0650005340576
107254.487266833, 107255.970739, 3.30999994277954
107255.970739, 107256.903946542, 4.15999984741211
107256.903946542, 107258.98755425, 16.0599994659424
107258.98755425, 107260.87067375, 7.04999923706055
107261.006598417, 107261.070610333, 0.0
upper, 5, true
107261.10394825, 107265.221350667, 19.1200008392334
107265.221350667, 107266.971397542, 15.125
107266.971397542, 107268.238164708, 14.019998550415
107268.238164708, 107269.388175833, 3.05499982833862
107269.388175833, 107271.121380583, 16.0599994659424
surviving, 9, true
107272.82013675, 107275.305210417, 17.0799999237061
107275.305210417, 107277.488656708, 20.2249984741211
107277.488656708, 107279.355537792, 16.144998550415
107279.355537792, 107281.7389345, 21.2450008392334
107281.7389345, 107283.639057417, 11.2150001525879
107283.639057417, 107285.472594042, 20.1399993896484
107285.472594042, 107288.189335875, 7.22000026702881
107288.189335875, 107290.072835625, 13.0849990844727
