expected,pressure,max,time,elapse,fall,mode,user,id,sentenceFirst,wordFirst,reset,selection
r,17.0275001525879,0.6825000047683716,2.5847143749997485,1.884798499988392,0.18334774966933765,char,guyizheng_1473671271,3,False,False,False,
a,2.01250028610229,0.21250000596046448,2.1500411669840105,1.6501390420016833,0.08337070830748416,char,guyizheng_1473671271,3,False,False,False,
f,6.22000026702881,0.35499998927116394,2.6656515420181677,1.9503084580064751,0.18210383367841132,char,guyizheng_1473671271,3,False,False,False,
f,7.21000003814697,0.3725000023841858,2.6181891250016633,1.8848187499970663,0.1501665003306698,char,guyizheng_1473671271,3,False,False,False,
i,9.27250003814697,0.45249998569488525,3.716895833000308,3.066942624980584,0.2500867499911692,char,guyizheng_1473671271,3,False,False,False,
c,4.07499980926514,0.2800000011920929,2.300209166976856,1.8501548749918584,0.11393883364507928,char,guyizheng_1473671271,3,False,False,False,
t,21.1525001525879,0.8149999976158142,0.6828472920169588,0.0,0.1494269999966491,char,guyizheng_1473671271,4,True,True,False,
h,7.04500007629395,0.38499999046325684,2.7829171670018695,2.2839839170046616,0.09872837533475831,char,guyizheng_1473671271,4,False,False,False,
e,5.06500053405762,0.3174999952316284,3.284700916003203,2.6513114999979734,0.10018187467358075,char,guyizheng_1473671271,4,False,False,False,
,2.01250028610229,0.2175000011920929,3.7670001249935012,3.4002567089919467,0.13363566630869173,char,guyizheng_1473671271,4,False,False,False,
p,16.0375003814697,0.6650000214576721,3.2989972500072327,2.433491417003097,0.23215383299975656,char,guyizheng_1473671271,4,False,True,False,
u,22.0599994659424,0.8475000262260437,2.2333545419969596,1.518034999986412,0.24900866666575894,char,guyizheng_1473671271,4,False,False,False,
n,16.2024993896484,0.6575000286102295,4.4502067079884,3.684859500004677,0.3654647913062945,char,guyizheng_1473671271,4,False,False,False,
i,10.0150003433228,0.4724999964237213,4.0171369170129765,3.235012834018562,0.1323628333339002,char,guyizheng_1473671271,4,False,False,False,
s,20.0799999237061,0.7649999856948853,2.717799250007374,1.7177840420044959,0.16627620832878165,char,guyizheng_1473671271,4,False,False,False,
h,9.19000053405762,0.4350000023841858,5.216145832993789,4.467289791995427,0.2157506663352251,char,guyizheng_1473671271,4,False,False,False,
m,12.1599998474121,0.5450000166893005,2.333407083991915,1.6512156249955297,0.23233766699559055,char,guyizheng_1473671271,4,False,False,False,
e,6.05500030517578,0.36250001192092896,3.816486249997979,3.301386375009315,0.1316830836585723,char,guyizheng_1473671271,4,False,False,False,
n,13.2325000762939,0.5600000023841858,2.8515342499886174,2.1351375410158653,0.19996620863093995,char,guyizheng_1473671271,4,False,False,False,
t,18.1000003814697,0.7200000286102295,3.117041707999306,2.117122208001092,0.21673599997302517,char,guyizheng_1473671271,4,False,False,False,
,2.01250028610229,0.2849999964237213,3.5503395420091692,2.2170475000166334,1.217002416989999,char,guyizheng_1473671271,4,False,False,False,
s,21.0700016021729,0.8050000071525574,3.465570791013306,2.817054332990665,0.23213158300495706,char,guyizheng_1473671271,4,False,True,False,
h,9.02500057220459,0.4399999976158142,3.517036334000295,2.6848719590052497,0.1322158336697612,char,guyizheng_1473671271,4,False,False,False,
o,14.3049983978271,0.6050000190734863,3.5833542909822427,2.618023874994833,0.5821057913126424,char,guyizheng_1473671271,4,False,False,False,
u,20.0799999237061,0.7599999904632568,4.166769500006922,2.4849613340047654,0.29864579130662605,char,guyizheng_1473671271,4,False,False,False,
l,11.7474994659424,0.6675000190734863,2.583766833995469,1.3684509170125239,0.9820033753057942,char,guyizheng_1473671271,4,False,False,False,
d,4.15750026702881,0.29499998688697815,5.234940041002119,4.501655750005739,0.08336962465546094,char,guyizheng_1473671271,4,False,False,False,
,1.02250003814697,0.19249999523162842,6.699171042011585,6.083729959005723,0.13192045834148303,char,guyizheng_1473671271,4,False,False,False,
f,6.13749980926514,0.36000001430511475,2.966966916981619,2.401452457997948,0.3656615419895388,char,guyizheng_1473671271,4,False,True,False,
i,8.03500080108643,0.41749998927116394,3.4834782910184003,2.284736375004286,0.33224683298612945,char,guyizheng_1473671271,4,False,False,False,
t,18.1000003814697,0.7099999785423279,2.4832138339988887,1.468031541997334,0.4484417919884436,char,guyizheng_1473671271,4,False,False,False,
,0.857499599456787,0.27250000834465027,4.001777790981578,2.2684456249990035,1.30008329130942,char,guyizheng_1473671271,4,False,False,False,
t,18.2649993896484,0.7174999713897705,2.582096084021032,1.7001727090100758,0.3485166253231,char,guyizheng_1473671271,4,False,True,False,
h,8.03500080108643,0.39750000834465027,2.4002024159999564,1.7515461659932043,0.1488549580099061,char,guyizheng_1473671271,4,False,False,False,
e,3.25,0.26750001311302185,3.1375805839779787,2.651622834004229,0.13610683364095166,char,guyizheng_1473671271,4,False,False,False,
,1.10500001907349,0.1899999976158142,5.797736791020725,5.131074083008571,0.15001587464939803,char,guyizheng_1473671271,4,False,False,False,
c,1.92999982833862,0.24250000715255737,3.7335929590044543,3.2168198339932133,0.2335664586571511,char,guyizheng_1473671271,4,False,True,False,
r,16.2024993896484,0.8075000047683716,7.132609499996761,5.3337059159821365,1.2989729169930797,char,guyizheng_1473671271,4,False,False,False,
i,8.03500080108643,0.4074999988079071,2.4334519999974873,1.8514537909941282,0.1657706253172364,char,guyizheng_1473671271,4,False,False,False,
m,14.1399993896484,0.5824999809265137,3.0668388750054874,2.2680540409928653,0.24883733366732486,char,guyizheng_1473671271,4,False,False,False,
e,5.3125,0.32749998569488525,3.8349116659956053,3.3849650409829337,0.2501785829954315,char,guyizheng_1473671271,4,False,False,False,
d,4.15750026702881,0.2824999988079071,0.6000443749944679,0.0,0.19986429167329334,char,guyizheng_1473671271,5,True,True,False,
o,15.2950000762939,0.6349999904632568,4.000157417001901,3.166822957980912,0.30010300033609383,char,guyizheng_1473671271,5,False,False,False,
,0.115000247955322,0.17499999701976776,2.7670916249917354,2.3669824579847045,0.10016195866046473,char,guyizheng_1473671271,5,False,False,False,
n,14.0574989318848,0.5774999856948853,3.2332976250036154,2.26676916598808,0.23317837531794794,char,guyizheng_1473671271,5,False,True,False,
o,15.0475006103516,0.6150000095367432,8.399331874999916,7.650647250004113,0.21544525033095852,char,guyizheng_1473671271,5,False,False,False,
t,20.1625003814697,0.762499988079071,2.6668375830049627,1.8847640409949236,0.24889399998937733,char,guyizheng_1473671271,5,False,False,False,
,0.115000247955322,0.1574999988079071,2.968141707999166,2.6011934579873923,0.04998712465749122,char,guyizheng_1473671271,5,False,False,False,
f,6.22000026702881,0.35249999165534973,3.58237312498386,2.7500040419981815,0.1653747496602591,char,guyizheng_1473671271,5,False,True,False,
e,4.15750026702881,0.2800000011920929,1.2511242920008954,0.6346219170081895,0.15020141666173004,char,guyizheng_1473671271,5,False,False,False,
e,0.115000247955322,0.1574999988079071,1.7670020000077784,1.3003445420181379,0.3002114583214279,char,guyizheng_1473671271,5,False,False,False,
e,5.06500053405762,0.3125,7.8493624170077965,7.317138207989046,0.2489575836516451,char,guyizheng_1473671271,5,False,False,False,
e,4.07499980926514,0.2800000011920929,3.501327499980107,2.71796166599961,0.1666017086536158,char,guyizheng_1473671271,5,False,False,False,
l,12.1599998474121,0.5400000214576721,3.732409625023138,2.950209958013147,0.23230600034003146,char,guyizheng_1473671271,5,False,False,False,
,1.10500001907349,0.20000000298023224,6.018003665987635,5.584905374998925,0.14993804131518118,char,guyizheng_1473671271,5,False,False,False,
t,18.1824989318848,0.7174999713897705,4.400713417009683,3.3004818340123165,0.1837882499967236,char,guyizheng_1473671271,5,False,True,False,
o,15.0475006103516,0.6349999904632568,3.7666671669867355,3.0164109999896027,0.30010925032547675,char,guyizheng_1473671271,5,False,False,False,
o,15.2950000762939,0.6850000023841858,2.0990135410102084,1.233546916017076,0.5489688329980709,char,guyizheng_1473671271,5,False,False,False,
,2.01250028610229,0.21250000596046448,2.301387124985922,1.9347207919927314,0.11695124965626746,char,guyizheng_1473671271,5,False,False,False,
b,3.00250053405762,0.26249998807907104,2.650170209002681,2.1501248750137165,0.11681254199356772,char,guyizheng_1473671271,5,False,True,False,
a,1.02250003814697,0.20999999344348907,4.100234333018307,3.600086332997307,0.06667999998899177,char,guyizheng_1473671271,5,False,False,False,
d,5.23000049591064,0.3125,2.9501594999746885,2.416904916986823,0.1502012083074078,char,guyizheng_1473671271,5,False,False,False,
,1.10500001907349,0.19750000536441803,3.3001791250135284,2.9501704170252196,0.11645254166796803,char,guyizheng_1473671271,5,False,False,False,
a,1.02250003814697,0.19499999284744263,2.1501513329858426,1.7334839169925544,0.06658091631834395,char,guyizheng_1473671271,5,False,True,False,
b,2.09500026702881,0.23999999463558197,2.4332957500009798,2.0337142500211485,0.09992608297034167,char,guyizheng_1473671271,5,False,False,False,
o,14.2224998474121,0.6000000238418579,2.700388124998426,1.8503585420257878,0.31658316630637273,char,guyizheng_1473671271,5,False,False,False,
u,19.1725006103516,0.75,4.24916495900834,2.8668890000262763,0.415524916985305,char,guyizheng_1473671271,5,False,False,False,
t,16.8625011444092,0.7024999856948853,3.3001329580147285,2.084748124994803,0.3154482083336916,char,guyizheng_1473671271,5,False,False,False,
,2.09500026702881,0.24250000715255737,3.9012812080036383,3.5014421249798033,0.23313954132026993,char,guyizheng_1473671271,5,False,False,False,
i,8.03500080108643,0.41999998688697815,5.782735833985498,5.133853249979438,0.24903687532059848,char,guyizheng_1473671271,5,False,True,False,
t,18.1000003814697,0.7200000286102295,2.8666278749878984,1.1346290830115322,0.5153670003055595,char,guyizheng_1473671271,5,False,False,False,
t,18.0174999237061,0.7225000262260437,0.665418916993076,0.0,0.21542283330927603,char,guyizheng_1473671271,6,True,True,False,
h,8.03500080108643,0.39500001072883606,2.8013832080177963,2.218196583009558,0.1336149996786844,char,guyizheng_1473671271,6,False,False,False,
i,9.02500057220459,0.4399999976158142,1.8655635839968454,1.2834943749767262,0.1655397086578887,char,guyizheng_1473671271,6,False,False,False,
s,18.3474998474121,0.7225000262260437,11.883943915978307,11.15201070799958,0.29874037465197034,char,guyizheng_1473671271,6,False,False,False,
,1.10500001907349,0.19249999523162842,2.60165183400386,2.2184615840087645,0.183568791981088,char,guyizheng_1473671271,6,False,False,False,
i,10.1800003051758,0.4749999940395355,3.182235375017626,2.6335342499951366,0.28228495866642334,char,guyizheng_1473671271,6,False,True,False,
s,19.0075016021729,0.7350000143051147,2.5336200409801677,1.6678721659991425,0.432246624637628,char,guyizheng_1473671271,6,False,False,False,
,2.09500026702881,0.2224999964237213,2.0179101249959785,1.5345808340061922,0.3003592496388592,char,guyizheng_1473671271,6,False,False,False,
a,1.10500001907349,0.20999999344348907,2.3501613340049516,1.816817250015447,0.10006675031036139,char,guyizheng_1473671271,6,False,True,False,
,2.01250028610229,0.2150000035762787,2.466813291015569,2.0667477080132812,0.08343970798887312,char,guyizheng_1473671271,6,False,False,False,
v,22.0599994659424,0.8299999833106995,3.6835392499924637,2.533550458989339,0.21667154133319855,char,guyizheng_1473671271,6,False,True,False,
e,0.0325002670288086,0.1525000035762787,2.283488958986709,2.0334832500084303,0.13321937530417927,char,guyizheng_1473671271,6,False,False,False,
e,4.07499980926514,0.2849999964237213,8.700586875027511,8.26723770800163,0.10000012532691471,char,guyizheng_1473671271,6,False,False,False,
r,13.8099994659424,0.6399999856948853,3.849209832987981,3.083881082973676,0.26581049998640083,char,guyizheng_1473671271,6,False,False,False,
y,24.2875003814697,0.8999999761581421,7.883690124988789,7.0015657499898225,0.21535420831060037,char,guyizheng_1473671271,6,False,False,False,
,0.0325002670288086,0.17249999940395355,2.9680871670134366,2.201514167012647,0.2832585003343411,char,guyizheng_1473671271,6,False,False,False,
,2.01250028610229,0.2175000011920929,6.6504104580089916,6.300368208001601,0.13334475000738166,char,guyizheng_1473671271,6,False,False,False,
g,9.02500057220459,0.4424999952316284,3.4990641249751206,2.8169478329946287,0.3322611666517332,char,guyizheng_1473671271,6,False,True,False,
o,12.9025001525879,0.5550000071525574,4.100241667008959,3.0514225420192815,0.3488148336473387,char,guyizheng_1473671271,6,False,False,False,
o,13.0675010681152,0.5674999952316284,3.5336265829973854,2.3685474999947473,0.28219708331744187,char,guyizheng_1473671271,6,False,False,False,
d,5.23000049591064,0.32749998569488525,3.2012993750104215,2.6345943750056904,0.16662599999108352,char,guyizheng_1473671271,6,False,False,False,
,1.02250003814697,0.18250000476837158,8.033898291992955,7.652478625008371,0.06674483366077766,char,guyizheng_1473671271,6,False,False,False,
i,10.0975008010864,0.45750001072883606,3.3323635830020066,2.6339857910061255,0.2485388749919366,char,guyizheng_1473671271,6,False,True,False,
d,6.05500030517578,0.33500000834465027,1.984617292007897,1.368011167010991,0.1168156253406778,char,guyizheng_1473671271,6,False,False,False,
e,4.07499980926514,0.2849999964237213,3.6335077910043765,3.067096249986207,0.18335483298869804,char,guyizheng_1473671271,6,False,False,False,
a,1.02250003814697,0.19499999284744263,4.050306916993577,3.7003728339914232,0.1166617083363235,char,guyizheng_1473671271,6,False,False,False,
h,7.04500007629395,0.38499999046325684,0.5987507920071948,0.0,0.16552966699237004,char,guyizheng_1473671271,7,True,True,False,
a,0.0325002670288086,0.16500000655651093,3.0513103749835864,2.684665957989637,0.10013054197770543,char,guyizheng_1473671271,7,False,False,False,
v,21.0700016021729,0.8100000023841858,2.9682881660119165,1.9167439580196515,0.2180374996678438,char,guyizheng_1473671271,7,False,False,False,
e,6.13749980926514,0.35749998688697815,1.582026041985955,1.165222374984296,0.13330520832096227,char,guyizheng_1473671271,7,False,False,False,
,1.02250003814697,0.20999999344348907,2.9001592920103576,2.350165250012651,0.08343750031781383,char,guyizheng_1473671271,7,False,False,False,
a,1.02250003814697,0.20999999344348907,2.4168734579870943,1.966868165996857,0.08354837496881373,char,guyizheng_1473671271,7,False,True,False,
,1.92999982833862,0.2750000059604645,3.6335503330046777,1.7501048750127666,1.483532957994612,char,guyizheng_1473671271,7,False,False,False,
g,7.21000003814697,0.3824999928474426,2.4657661670062225,1.6668660840077791,0.24884987500263378,char,guyizheng_1473671271,7,False,True,False,
o,13.3975009918213,0.5649999976158142,2.0166653330088593,1.2846295000053942,0.18208566633984447,char,guyizheng_1473671271,7,False,False,False,
o,13.0675010681152,0.5475000143051147,2.901463791989954,2.1347381249943282,0.18335124998702668,char,guyizheng_1473671271,7,False,False,False,
d,3.00250053405762,0.2475000023841858,2.100055249989964,1.8000552500016056,0.10024262499064207,char,guyizheng_1473671271,7,False,False,False,
,2.25999975204468,0.23499999940395355,2.966904125001747,2.6335296250181273,0.0999715416401159,char,guyizheng_1473671271,7,False,False,False,
w,19.0075016021729,0.762499988079071,3.4821723329951055,2.483510499994736,0.36536095797782764,char,guyizheng_1473671271,7,False,True,False,
e,5.06500053405762,0.3125,3.3836905420175754,2.9348850000242237,0.09896375000244007,char,guyizheng_1473671271,7,False,False,False,
e,5.06500053405762,0.3149999976158142,2.299979458010057,1.801325167005416,0.0819836663431488,char,guyizheng_1473671271,7,False,False,False,
k,12.0774993896484,0.5174999833106995,2.900130999973044,2.3016239589778706,0.1485366246488411,char,guyizheng_1473671271,7,False,False,False,
e,3.25,0.25999999046325684,2.2182702090067323,1.8850160420115571,0.11680500031798147,char,guyizheng_1473671271,7,False,False,False,
n,13.2325000762939,0.5699999928474426,2.94894375000149,2.333515250007622,0.21549341699574143,char,guyizheng_1473671271,7,False,False,False,
d,4.07499980926514,0.2824999988079071,2.118262041010894,1.6707818750001024,0.13348320798831992,char,guyizheng_1473671271,7,False,False,False,
l,11.0874996185303,0.5099999904632568,0.5513025000109337,0.0,0.13473404131946154,char,guyizheng_1473671271,8,True,False,False,
w,19.1725006103516,0.7574999928474426,3.430950749985641,2.4655735419946723,0.29882383297081105,char,guyizheng_1473671271,8,False,False,False,
y,22.3074989318848,0.8450000286102295,6.033758167002816,5.118373334000353,0.23208287497982383,char,guyizheng_1473671271,8,False,False,False,
s,20.0799999237061,0.7674999833106995,3.4503229999972973,2.7349222500051837,0.19892774999607354,char,guyizheng_1473671271,8,False,False,False,
c,3.16750049591064,0.26499998569488525,4.366845208016457,3.9681384169962257,0.13207333299214952,char,guyizheng_1473671271,8,False,True,False,
o,15.1300010681152,0.6225000023841858,3.0336731249990407,2.4681825419829693,0.1489357496611774,char,guyizheng_1473671271,8,False,False,False,
v,20.3274993896484,0.7724999785423279,2.383432874979917,1.5013109169958625,0.49881862464826554,char,guyizheng_1473671271,8,False,False,False,
e,8.11750030517578,0.41999998688697815,2.4834395420039073,2.1180885420180857,0.1320384166610893,char,guyizheng_1473671271,8,False,False,False,
r,19.0075016021729,0.7275000214576721,4.683603542012861,4.018307749996893,0.14863787533249706,char,guyizheng_1473671271,8,False,False,False,
,2.01250028610229,0.2175000011920929,2.3834678749844898,2.0513979999814183,0.16540695863659494,char,guyizheng_1473671271,8,False,False,False,
