goal,max,time,elapse,fall,isFirst,id
f,0.36000001430511475,0.6998699999967357,0.0,0.16668779166502645,TRUE,1,fanbohao_1472661492,4
i,0.3425000011920929,1.200380000002042,0.4339800000016112,0.13339954166440293,FALSE,1,fanbohao_1472661492,4
e,0.32499998807907104,0.8165699999954086,0.43306999999913387,0.16656570832856232,FALSE,1,fanbohao_1472661492,4
s,0.7850000262260437,1.1665399999983492,0.0,0.199737583330716,TRUE,2,fanbohao_1472661492,4
d,0.2874999940395355,1.0170900000011898,0.5668100000038976,0.11702358333423035,FALSE,2,fanbohao_1472661492,4
e,0.29499998688697815,0.6162899999981164,0.3329799999992247,0.1331141666669282,FALSE,2,fanbohao_1472661492,4
g,0.4124999940395355,1.1335499999986496,0.0,0.41712720833311323,TRUE,3,fanbohao_1472661492,4
z,0.8550000190734863,1.6166599999996834,0.29940000000351574,0.31704658333183033,FALSE,3,fanbohao_1472661492,4
u,0.7975000143051147,1.6165900000050897,0.31648000000132015,0.39981920833088225,FALSE,3,fanbohao_1472661492,4
j,0.45500001311302185,0.9498300000050222,0.0,0.39964916666940553,TRUE,4,fanbohao_1472661492,4
q,0.6449999809265137,1.5502599999963422,0.9001299999945331,0.2499970416611177,FALSE,4,fanbohao_1472661492,4
w,0.7325000166893005,1.2170400000031805,0.2999400000044261,0.3336331666650949,FALSE,4,fanbohao_1472661492,4
c,0.20749999582767487,0.43316000000049826,0.0,0.133399708334764,TRUE,5,fanbohao_1472661492,4
i,0.375,0.900179999996908,0.3668699999980163,0.1501857499970356,FALSE,5,fanbohao_1472661492,4
i,0.41749998927116394,0.6502000000036787,0.283450000002631,0.14997687499999302,FALSE,5,fanbohao_1472661492,4
e,0.2750000059604645,0.7335900000034599,0.0,0.16685954167041928,TRUE,6,fanbohao_1472661492,4
r,0.699999988079071,1.9336399999956484,0.7499699999971199,0.2002626249959576,FALSE,6,fanbohao_1472661492,4
j,0.4300000071525574,0.9331999999994878,0.36635999999998603,0.1667035833306727,FALSE,6,fanbohao_1472661492,4
x,0.8224999904632568,1.3333899999997811,0.0,0.28335058333323104,TRUE,7,fanbohao_1472661492,4
v,0.7699999809265137,1.3836200000005192,0.4332799999974668,0.25022220833488973,FALSE,7,fanbohao_1472661492,4
z,0.875,1.7500699999945937,0.31645999999454943,0.366836916662578,FALSE,7,fanbohao_1472661492,4
x,0.824999988079071,1.7502200000017183,0.0,0.5834092083314317,TRUE,8,fanbohao_1472661492,4
t,0.7074999809265137,1.1335400000025402,0.3667100000020582,0.26679804166633403,FALSE,8,fanbohao_1472661492,4
n,0.6274999976158142,0.8668299999990268,0.31652999999641906,0.25002670833055163,FALSE,8,fanbohao_1472661492,4
n,0.5425000190734863,1.7669300000052317,0.0,0.3336490000001504,TRUE,9,fanbohao_1472661492,4
d,0.3100000023841858,0.7999700000000303,0.3663899999955902,0.13358783333387692,FALSE,9,fanbohao_1472661492,4
p,0.6075000166893005,1.78349999999773,0.3831499999942025,0.18363712500286056,FALSE,9,fanbohao_1472661492,4
a,0.20499999821186066,0.3000899999969988,0.0,0.08360941666614963,TRUE,10,fanbohao_1472661492,4
m,0.48750001192092896,1.4997300000031828,0.6995499999975436,0.15008754166774452,FALSE,10,fanbohao_1472661492,4
m,0.5375000238418579,0.9334399999934249,0.36692999999650056,0.1832224999961909,FALSE,10,fanbohao_1472661492,4
r,0.6600000262260437,0.9664999999949941,0.0,0.2663866666625836,TRUE,11,fanbohao_1472661492,4
p,0.6225000023841858,1.7169300000023213,0.7001300000047195,0.25006895833212184,FALSE,11,fanbohao_1472661492,4
c,0.2750000059604645,0.6502000000036787,0.36695999999938067,0.10021145833161427,FALSE,11,fanbohao_1472661492,4
e,0.3149999976158142,1.2670099999959348,0.0,0.3002644166626851,TRUE,12,fanbohao_1472661492,4
a,0.14249999821186066,0.5831000000034692,0.36649000000033993,0.11670779166888678,FALSE,12,fanbohao_1472661492,4
c,0.21250000596046448,0.666639999995823,0.3997899999958463,0.0999022083269665,FALSE,12,fanbohao_1472661492,4
n,0.512499988079071,1.0498800000059418,0.0,0.18352087499806657,TRUE,13,fanbohao_1472661492,4
n,0.5550000071525574,1.1000099999946542,0.4165299999949639,0.16670629166037543,FALSE,13,fanbohao_1472661492,4
q,0.6575000286102295,1.0503800000005867,0.40031000000453787,0.18350683333119377,FALSE,13,fanbohao_1472661492,4
k,0.5074999928474426,0.666880000004312,0.0,0.13376583333592862,TRUE,14,fanbohao_1472661492,4
a,0.15000000596046448,0.666639999995823,0.4331499999971129,0.08341508333251113,FALSE,14,fanbohao_1472661492,4
d,0.2199999988079071,0.6167500000010477,0.3499900000024354,0.13338966666196939,FALSE,14,fanbohao_1472661492,4
c,0.2175000011920929,0.3333799999963958,0.0,0.11676687499857508,TRUE,15,fanbohao_1472661492,4
w,0.8174999952316284,1.3496400000003632,0.39979999999923166,0.19979079166660085,FALSE,15,fanbohao_1472661492,4
e,0.33000001311302185,0.8005499999999302,0.4002099999997881,0.13350137499946868,FALSE,15,fanbohao_1472661492,4
z,0.8224999904632568,1.433389999998326,0.0,0.33325333333050366,TRUE,16,fanbohao_1472661492,4
v,0.7975000143051147,1.0666199999977835,0.41653999999834923,0.19986733332916629,FALSE,16,fanbohao_1472661492,4
l,0.512499988079071,0.9836800000048243,0.400260000002163,0.20016287500038743,FALSE,16,fanbohao_1472661492,4
j,0.48750001192092896,0.5667000000030384,0.0,0.18345004166621948,TRUE,17,fanbohao_1472661492,4
h,0.41749998927116394,1.7165699999968638,1.1834000000017113,0.1663834999926621,FALSE,17,fanbohao_1472661492,4
y,0.8299999833106995,1.400180000004184,0.3501200000027893,0.2000752083331463,FALSE,17,fanbohao_1472661492,4
l,0.44999998807907104,0.5674199999994016,0.0,0.15090274999238318,TRUE,18,fanbohao_1472661492,4
m,0.5475000143051147,0.916190000003553,0.3655800000051386,0.1670297499949811,FALSE,18,fanbohao_1472661492,4
n,0.5425000190734863,0.7661999999982072,0.3494300000020303,0.14995483333041193,FALSE,18,fanbohao_1472661492,4
u,0.7325000166893005,0.7500499999950989,0.0,0.19964704166341107,TRUE,19,fanbohao_1472661492,4
j,0.45750001072883606,0.9168100000024424,0.4000400000004447,0.16655270833143732,FALSE,19,fanbohao_1472661492,4
f,0.30250000953674316,0.5834699999977602,0.3335000000006403,0.11667166666302364,FALSE,19,fanbohao_1472661492,4
i,0.375,0.6333799999993062,0.0,0.1498041666636709,TRUE,20,fanbohao_1472661492,4
l,0.5425000190734863,1.2833600000012666,0.49998000000050524,0.1663839166649268,FALSE,20,fanbohao_1472661492,4
t,0.7325000166893005,1.300199999997858,0.29990999999427004,0.3001927083314513,FALSE,20,fanbohao_1472661492,4
f,0.4124999940395355,0.8669300000037765,0.0,0.366705833330343,TRUE,21,fanbohao_1472661492,4
m,0.512499988079071,0.9665399999939837,0.36649999999644933,0.18318104166246485,FALSE,21,fanbohao_1472661492,4
f,0.25,0.6166900000025635,0.3335300000035204,0.1163264166607405,FALSE,21,fanbohao_1472661492,4
n,0.5550000071525574,1.0502100000012433,0.0,0.18303724999714177,TRUE,22,fanbohao_1472661492,4
h,0.39750000834465027,1.3499900000024354,0.5166400000016438,0.16646537499764236,FALSE,22,fanbohao_1472661492,4
x,0.8650000095367432,1.2670599999983096,0.2999500000005355,0.18369837499631103,FALSE,22,fanbohao_1472661492,4
o,0.5724999904632568,1.5833899999997811,0.0,0.2165849166631233,TRUE,23,fanbohao_1472661492,4
k,0.48750001192092896,1.0002999999996973,0.41674000000057276,0.18347008332784753,FALSE,23,fanbohao_1472661492,4
p,0.625,0.816740000002028,0.3331700000053388,0.1669232916610781,FALSE,23,fanbohao_1472661492,4
g,0.36000001430511475,0.48319000000628876,0.0,0.21656504166458035,TRUE,24,fanbohao_1472661492,4
i,0.41749998927116394,0.7171899999957532,0.3337199999950826,0.15027341666427674,FALSE,24,fanbohao_1472661492,4
r,0.6575000286102295,0.9497600000031525,0.39992000000347616,0.13347362499916926,FALSE,24,fanbohao_1472661492,4
w,0.7925000190734863,0.8497199999983422,0.0,0.18295654166286113,TRUE,25,fanbohao_1472661492,4
q,0.6200000047683716,1.800680000000284,0.750370000001567,0.3666586249964894,FALSE,25,fanbohao_1472661492,4
b,0.2574999928474426,0.6498999999967054,0.41647999999986496,0.10002087499742629,FALSE,25,fanbohao_1472661492,4
b,0.2874999940395355,0.6002500000031432,0.0,0.09992887500266079,TRUE,26,fanbohao_1472661492,4
y,0.8199999928474426,1.1165099999998347,0.3498299999992014,0.25004112500027986,FALSE,26,fanbohao_1472661492,4
j,0.4074999988079071,0.7836499999975786,0.35020999999687774,0.16695425000216346,FALSE,26,fanbohao_1472661492,4
c,0.26249998807907104,0.3002699999997276,0.0,0.10025329166091979,TRUE,27,fanbohao_1472661492,4
s,0.7200000286102295,1.1999500000019907,0.4332700000013574,0.18325137499778066,FALSE,27,fanbohao_1472661492,4
b,0.29750001430511475,0.8334899999972549,0.3332499999960419,0.18337974999303697,FALSE,27,fanbohao_1472661492,4
q,0.6700000166893005,0.66656000000512,0.0,0.1501120000029914,TRUE,28,fanbohao_1472661492,4
y,0.8600000143051147,1.1166999999986729,0.4002099999997881,0.18328762499731965,FALSE,28,fanbohao_1472661492,4
w,0.8899999856948853,0.8833699999959208,0.3001399999993737,0.2167078749916982,FALSE,28,fanbohao_1472661492,4
n,0.5550000071525574,1.1667500000039581,0.0,0.3001169999988633,TRUE,29,fanbohao_1472661492,4
w,0.9150000214576721,1.9002999999938766,0.5832899999950314,0.1998439166636672,FALSE,29,fanbohao_1472661492,4
u,0.8725000023841858,0.9001000000062049,0.36617000000114786,0.2000789166704635,FALSE,29,fanbohao_1472661492,4
l,0.5149999856948853,0.6837499999965075,0.0,0.1668499166626134,TRUE,30,fanbohao_1472661492,4
j,0.4300000071525574,0.8333200000051875,0.349820000003092,0.1502666250016773,FALSE,30,fanbohao_1472661492,4
i,0.5149999856948853,0.6500499999965541,0.2830499999981839,0.13382983332849108,FALSE,30,fanbohao_1472661492,4
v,0.8324999809265137,1.3505799999984447,0.0,0.23352941666234983,TRUE,31,fanbohao_1472661492,4
y,0.8799999952316284,1.4495300000053248,0.33289000000513624,0.1999154583318159,FALSE,31,fanbohao_1472661492,4
q,0.6499999761581421,0.9502699999939068,0.3836899999951129,0.18312308332679095,FALSE,31,fanbohao_1472661492,4
j,0.5325000286102295,0.5167999999976018,0.0,0.15008695832511876,TRUE,32,fanbohao_1472661492,4
i,0.33250001072883606,0.86652000000322,0.4166800000020885,0.2667716249998193,FALSE,32,fanbohao_1472661492,4
g,0.42250001430511475,0.7505000000019209,0.43321999999898253,0.15043587500258582,FALSE,32,fanbohao_1472661492,4
v,0.7425000071525574,1.0498999999981606,0.0,0.21651299999211915,TRUE,33,fanbohao_1472661492,4
t,0.6775000095367432,1.3168000000005122,0.35026000000652857,0.299759791661927,FALSE,33,fanbohao_1472661492,4
x,0.8949999809265137,0.8838600000017323,0.19997000000148546,0.2005097916626255,FALSE,33,fanbohao_1472661492,4
g,0.35499998927116394,0.7834100000036415,0.0,0.13318404166784603,TRUE,34,fanbohao_1472661492,4
d,0.24500000476837158,1.0334699999948498,0.6832299999950919,0.11670562499784864,FALSE,34,fanbohao_1472661492,4
z,0.8349999785423279,1.1164300000018557,0.2997800000011921,0.21650524999859044,FALSE,34,fanbohao_1472661492,4
b,0.21250000596046448,0.3167600000015227,0.0,0.10023974999785423,TRUE,35,fanbohao_1472661492,4
o,0.5575000047683716,1.2502200000017183,0.4330499999996391,0.21730308333644643,FALSE,35,fanbohao_1472661492,4
p,0.5174999833106995,0.9832800000003772,0.38298999999824446,0.13370945833594305,FALSE,35,fanbohao_1472661492,4
f,0.28999999165534973,0.7334899999987101,0.0,0.18317804166144924,TRUE,36,fanbohao_1472661492,4
c,0.2549999952316284,0.8668600000019069,0.49998999999661464,0.11654204166552518,FALSE,36,fanbohao_1472661492,4
k,0.512499988079071,0.7999999999956344,0.34998999999515945,0.1498842499931925,FALSE,36,fanbohao_1472661492,4
l,0.512499988079071,0.7168600000004517,0.0,0.18341008332936326,TRUE,37,fanbohao_1472661492,4
n,0.5099999904632568,0.8000400000018999,0.36636999999609543,0.16679554167058086,FALSE,37,fanbohao_1472661492,4
s,0.6850000023841858,1.133239999995567,0.6002000000007683,0.1666057499969611,FALSE,37,fanbohao_1472661492,4
r,0.75,1.1501599999974133,0.0,0.1834206249914132,TRUE,38,fanbohao_1472661492,4
t,0.699999988079071,1.3169600000037462,0.3837000000057742,0.2001058749956428,FALSE,38,fanbohao_1472661492,4
u,0.7649999856948853,0.7999199999976554,0.29976000000169734,0.18321770832699258,FALSE,38,fanbohao_1472661492,4
n,0.6424999833106995,0.5996200000008685,0.0,0.16663837499800138,TRUE,39,fanbohao_1472661492,4
u,0.7250000238418579,1.2506199999988894,0.41700000000128057,0.18344362499919953,FALSE,39,fanbohao_1472661492,4
e,0.3824999928474426,0.8498800000015763,0.5164999999979045,0.1335478333348874,FALSE,39,fanbohao_1472661492,4
b,0.17249999940395355,0.6335299999991548,0.0,0.10016962500230875,TRUE,40,fanbohao_1472661492,4
k,0.5174999833106995,1.21646999999939,0.48316999999951804,0.16648045833426295,FALSE,40,fanbohao_1472661492,4
l,0.4025000035762787,0.6835099999952945,0.33346999999776017,0.15016574999754084,FALSE,40,fanbohao_1472661492,4
a,0.20749999582767487,0.23329999999987194,0.0,0.08361270833120216,TRUE,41,fanbohao_1472661492,4
s,0.7225000262260437,1.4164900000032503,0.5833199999979115,0.18301475000043865,FALSE,41,fanbohao_1472661492,4
e,0.3100000023841858,0.6502799999943818,0.36692999999650056,0.11686962499516085,FALSE,41,fanbohao_1472661492,4
l,0.4950000047683716,0.7168899999960558,0.0,0.2000519583307323,TRUE,42,fanbohao_1472661492,4
t,0.7074999809265137,0.9833900000012363,0.383270000005723,0.21686737499840092,FALSE,42,fanbohao_1472661492,4
t,0.6449999809265137,0.9000500000038301,0.31635000000096625,0.18369079166586744,FALSE,42,fanbohao_1472661492,4
r,0.6850000023841858,2.017040000006091,0.0,0.21670279166573891,TRUE,43,fanbohao_1472661492,4
h,0.3700000047683716,1.3831199999985984,0.482929999998305,0.16668750000098953,FALSE,43,fanbohao_1472661492,4
p,0.5874999761581421,1.3502999999982421,0.4002799999943818,0.1836857083326322,FALSE,43,fanbohao_1472661492,4
q,0.6200000047683716,0.7333599999983562,0.0,0.2165779583301628,TRUE,44,fanbohao_1472661492,4
v,0.7674999833106995,1.083760000001348,0.35007000000041444,0.20022508333204314,FALSE,44,fanbohao_1472661492,4
b,0.2874999940395355,0.8994499999971595,0.4998100000011618,0.1329080833311309,FALSE,44,fanbohao_1472661492,4
c,0.19499999284744263,0.3665000000037253,0.0,0.09972254166495986,TRUE,45,fanbohao_1472661492,4
f,0.29499998688697815,0.799989999999525,0.40011999999842374,0.11646045833185781,FALSE,45,fanbohao_1472661492,4
s,0.637499988079071,1.1504899999999907,0.4003699999957462,0.16712733333406504,FALSE,45,fanbohao_1472661492,4
w,0.7724999785423279,0.7999600000039209,0.0,0.19996366666600807,TRUE,46,fanbohao_1472661492,4
y,0.9100000262260437,1.133799999995972,0.4002099999997881,0.23369049999746494,FALSE,46,fanbohao_1472661492,4
