e,191944.671522042,191945.338138833,5.06500053405762,guyizheng_1473671271,4.0,2,char,False,False,False
e,191948.971825708,191949.438334542,3.00250053405762,guyizheng_1473671271,4.0,2,char,False,False,False
t,191954.655432875,191955.320870667,20.1625003814697,guyizheng_1473671271,4.0,3,char,True,True,False
h,191956.338842,191957.371018625,7.70499992370605,guyizheng_1473671271,4.0,3,char,False,False,False
e,191958.872319958,191959.272320792,3.08500003814697,guyizheng_1473671271,4.0,3,char,False,False,False
p,191963.089347417,191963.87149725,13.1499996185303,guyizheng_1473671271,4.0,3,char,False,True,False
r,191965.956188333,191967.6549745,15.1300010681152,guyizheng_1473671271,4.0,3,char,False,False,False
o,191970.623069292,191971.171898875,14.0574989318848,guyizheng_1473671271,4.0,3,char,False,False,False
t,191973.190076958,191974.355398958,18.0174999237061,guyizheng_1473671271,4.0,3,char,False,False,False
e,191977.023641708,191977.30558425,10.1800003051758,guyizheng_1473671271,4.0,3,char,False,False,False
e,191980.20576225,191981.0737815,4.07499980926514,guyizheng_1473671271,4.0,3,char,False,False,False
s,191984.790777583,191985.473055917,20.1625003814697,guyizheng_1473671271,4.0,3,char,False,False,False
t,191988.040996792,191988.823047417,20.1625003814697,guyizheng_1473671271,4.0,3,char,False,False,False
e,191990.6410835,191991.341084792,6.05500030517578,guyizheng_1473671271,4.0,3,char,False,False,False
r,191995.524839792,191996.223538792,18.1824989318848,guyizheng_1473671271,4.0,3,char,False,False,False
s,191999.108317083,191999.958286333,18.1000003814697,guyizheng_1473671271,4.0,3,char,False,False,False
 ,192002.808606208,192003.108711083,0.0325002670288086,guyizheng_1473671271,4.0,3,char,False,False,False
b,192005.058893708,192005.592099042,3.00250053405762,guyizheng_1473671271,4.0,3,char,False,True,False
l,192008.709081583,192009.491109167,11.0874996185303,guyizheng_1473671271,4.0,3,char,False,False,False
o,192012.192523625,192012.859172125,14.1399993896484,guyizheng_1473671271,4.0,3,char,False,False,False
c,192016.40940925,192016.791701167,6.30249977111816,guyizheng_1473671271,4.0,3,char,False,False,False
c,192018.909657167,192019.559848708,0.115000247955322,guyizheng_1473671271,4.0,3,char,False,False,False
k,192022.093236458,192023.260012458,10.0975008010864,guyizheng_1473671271,4.0,3,char,False,False,False
e,192025.410046708,192025.976813792,3.00250053405762,guyizheng_1473671271,4.0,3,char,False,False,False
d,192028.627326375,192029.176953167,3.08500003814697,guyizheng_1473671271,4.0,3,char,False,False,False
 ,192032.060449458,192032.393819917,1.02250003814697,guyizheng_1473671271,4.0,3,char,False,False,False
a,192034.527284125,192034.91064125,2.01250028610229,guyizheng_1473671271,4.0,3,char,False,True,False
l,192037.810844042,192038.927620167,11.0874996185303,guyizheng_1473671271,4.0,3,char,False,False,False
l,192040.844392875,192041.411075375,11.2525005340576,guyizheng_1473671271,4.0,3,char,False,False,False
 ,192043.511335167,192043.811731958,1.1875,guyizheng_1473671271,4.0,3,char,False,False,False
t,192045.511407667,192046.893583833,20.4924983978271,guyizheng_1473671271,4.0,3,char,False,True,False
r,192048.778382333,192049.478298208,17.0275001525879,guyizheng_1473671271,4.0,3,char,False,False,False
a,192051.12843725,192051.628339375,2.01250028610229,guyizheng_1473671271,4.0,3,char,False,False,False
f,192053.578647833,192054.293990917,6.22000026702881,guyizheng_1473671271,4.0,3,char,False,False,False
f,192056.178809667,192056.912180042,7.21000003814697,guyizheng_1473671271,4.0,3,char,False,False,False
i,192059.979122667,192060.629075875,9.27250003814697,guyizheng_1473671271,4.0,3,char,False,False,False
c,192062.47923075,192062.929285042,4.07499980926514,guyizheng_1473671271,4.0,3,char,False,False,False
t,192071.613034333,192072.295881625,21.1525001525879,guyizheng_1473671271,4.0,4,char,True,True,False
h,192074.579865542,192075.078798792,7.04500007629395,guyizheng_1473671271,4.0,4,char,False,False,False
e,192077.730110292,192078.363499708,5.06500053405762,guyizheng_1473671271,4.0,4,char,False,False,False
 ,192081.763756417,192082.130499833,2.01250028610229,guyizheng_1473671271,4.0,4,char,False,False,False
p,192084.56399125,192085.429497083,16.0375003814697,guyizheng_1473671271,4.0,4,char,False,True,False
u,192086.947532083,192087.662851625,22.0599994659424,guyizheng_1473671271,4.0,4,char,False,False,False
n,192091.347711125,192092.113058333,16.2024993896484,guyizheng_1473671271,4.0,4,char,False,False,False
i,192095.348071167,192096.13019525,10.0150003433228,guyizheng_1473671271,4.0,4,char,False,False,False
s,192097.847979292,192098.8479945,20.0799999237061,guyizheng_1473671271,4.0,4,char,False,False,False
h,192103.315284292,192104.064140333,9.19000053405762,guyizheng_1473671271,4.0,4,char,False,False,False
m,192105.715355958,192106.397547417,12.1599998474121,guyizheng_1473671271,4.0,4,char,False,False,False
e,192109.698933792,192110.214033667,6.05500030517578,guyizheng_1473671271,4.0,4,char,False,False,False
n,192112.349171208,192113.065567917,13.2325000762939,guyizheng_1473671271,4.0,4,char,False,False,False
t,192115.182690125,192116.182609625,18.1000003814697,guyizheng_1473671271,4.0,4,char,False,False,False
 ,192118.399657125,192119.732949167,2.01250028610229,guyizheng_1473671271,4.0,4,char,False,False,False
s,192122.5500035,192123.198519958,21.0700016021729,guyizheng_1473671271,4.0,4,char,False,True,False
h,192125.883391917,192126.715556292,9.02500057220459,guyizheng_1473671271,4.0,4,char,False,False,False
o,192129.333580167,192130.298910583,14.3049983978271,guyizheng_1473671271,4.0,4,char,False,False,False
u,192132.783871917,192134.465680083,20.0799999237061,guyizheng_1473671271,4.0,4,char,False,False,False
l,192135.834131,192137.049446917,11.7474994659424,guyizheng_1473671271,4.0,4,char,False,False,False
d,192141.551102667,192142.284386958,4.15750026702881,guyizheng_1473671271,4.0,4,char,False,False,False
 ,192148.368116917,192148.983558,1.02250003814697,guyizheng_1473671271,4.0,4,char,False,False,False
f,192151.385010458,192151.950524917,6.13749980926514,guyizheng_1473671271,4.0,4,char,False,True,False
i,192154.235261292,192155.434003208,8.03500080108643,guyizheng_1473671271,4.0,4,char,False,False,False
t,192156.90203475,192157.917217042,18.1000003814697,guyizheng_1473671271,4.0,4,char,False,False,False
 ,192160.185662667,192161.918994833,0.857499599456787,guyizheng_1473671271,4.0,4,char,False,False,False
t,192163.619167542,192164.501090917,18.2649993896484,guyizheng_1473671271,4.0,4,char,False,True,False
h,192166.252637083,192166.901293333,8.03500080108643,guyizheng_1473671271,4.0,4,char,False,False,False
e,192169.552916167,192170.038873917,3.25,guyizheng_1473671271,4.0,4,char,False,False,False
 ,192175.169948,192175.836610708,1.10500001907349,guyizheng_1473671271,4.0,4,char,False,False,False
c,192179.053430542,192179.570203667,1.92999982833862,guyizheng_1473671271,4.0,4,char,False,True,False
r,192184.903909583,192186.702813167,16.2024993896484,guyizheng_1473671271,4.0,4,char,False,False,False
i,192188.554266958,192189.136265167,8.03500080108643,guyizheng_1473671271,4.0,4,char,False,False,False
m,192191.404319208,192192.203104042,14.1399993896484,guyizheng_1473671271,4.0,4,char,False,False,False
e,192195.588069083,192196.038015708,5.3125,guyizheng_1473671271,4.0,4,char,False,False,False
d,192217.122673875,192217.72271825,4.15750026702881,guyizheng_1473671271,4.0,5,char,True,True,False
o,192220.889541208,192221.722875667,15.2950000762939,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192224.089858125,192224.489967292,0.115000247955322,guyizheng_1473671271,4.0,5,char,False,False,False
n,192226.756736458,192227.723264917,14.0574989318848,guyizheng_1473671271,4.0,5,char,False,True,False
n,192231.473566167,192232.922389792,-5.0,guyizheng_1473671271,4.0,5,char,False,True,False
o,192235.373912167,192236.122596792,15.0475006103516,guyizheng_1473671271,4.0,5,char,False,False,False
t,192238.007360833,192238.789434375,20.1625003814697,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192241.390627833,192241.757576083,0.115000247955322,guyizheng_1473671271,4.0,5,char,False,False,False
f,192244.507580125,192245.339949208,6.22000026702881,guyizheng_1473671271,4.0,5,char,False,True,False
e,192245.974571125,192246.5910735,4.15750026702881,guyizheng_1473671271,4.0,5,char,False,False,False
e,192247.891418042,192248.3580755,0.115000247955322,guyizheng_1473671271,4.0,5,char,False,False,False
f,192251.424496958,192252.356968083,5.06500053405762,guyizheng_1473671271,4.0,5,char,False,True,False
e,192255.675213708,192256.207437917,5.06500053405762,guyizheng_1473671271,4.0,5,char,False,False,False
e,192258.925399583,192259.708765417,4.07499980926514,guyizheng_1473671271,4.0,5,char,False,False,False
l,192262.658975375,192263.441175042,12.1599998474121,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192269.026080417,192269.459178708,1.10500001907349,guyizheng_1473671271,4.0,5,char,False,False,False
t,192272.759660542,192273.859892125,18.1824989318848,guyizheng_1473671271,4.0,5,char,False,True,False
o,192276.876303125,192277.626559292,15.0475006103516,guyizheng_1473671271,4.0,5,char,False,False,False
o,192278.860106208,192279.725572833,15.2950000762939,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192281.660293625,192282.026959958,2.01250028610229,guyizheng_1473671271,4.0,5,char,False,False,False
b,192284.177084833,192284.677130167,3.00250053405762,guyizheng_1473671271,4.0,5,char,False,True,False
a,192288.2772165,192288.7773645,1.02250003814697,guyizheng_1473671271,4.0,5,char,False,False,False
d,192291.194269417,192291.727524,5.23000049591064,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192294.677694417,192295.027703125,1.10500001907349,guyizheng_1473671271,4.0,5,char,False,False,False
a,192296.761187042,192297.177854458,1.02250003814697,guyizheng_1473671271,4.0,5,char,False,True,False
b,192299.211568708,192299.611150208,2.09500026702881,guyizheng_1473671271,4.0,5,char,False,False,False
o,192301.46150875,192302.311538333,14.2224998474121,guyizheng_1473671271,4.0,5,char,False,False,False
u,192305.178427333,192306.560703292,19.1725006103516,guyizheng_1473671271,4.0,5,char,False,False,False
t,192308.645451417,192309.86083625,16.8625011444092,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192313.362278375,192313.762117458,2.09500026702881,guyizheng_1473671271,4.0,5,char,False,False,False
 ,192316.045684167,192316.862731417,-0.875,guyizheng_1473671271,4.0,5,char,False,False,False
i,192318.895970708,192319.544853292,8.03500080108643,guyizheng_1473671271,4.0,5,char,False,True,False
t,192320.679482375,192322.411481167,18.1000003814697,guyizheng_1473671271,4.0,5,char,False,False,False
t,192330.330127833,192330.99554675,18.0174999237061,guyizheng_1473671271,4.0,6,char,True,True,False
h,192333.213743333,192333.796929958,8.03500080108643,guyizheng_1473671271,4.0,6,char,False,False,False
i,192335.080424333,192335.662493542,9.02500057220459,guyizheng_1473671271,4.0,6,char,False,False,False
i,192343.080977875,192344.580938042,7.04500007629395,guyizheng_1473671271,4.0,6,char,False,False,False
s,192346.81450425,192347.546437458,18.3474998474121,guyizheng_1473671271,4.0,6,char,False,False,False
 ,192349.764899042,192350.148089292,1.10500001907349,guyizheng_1473671271,4.0,6,char,False,False,False
i,192352.781623542,192353.330324667,10.1800003051758,guyizheng_1473671271,4.0,6,char,False,True,False
s,192354.998196833,192355.863944708,19.0075016021729,guyizheng_1473671271,4.0,6,char,False,False,False
 ,192357.398525542,192357.881854833,2.09500026702881,guyizheng_1473671271,4.0,6,char,False,False,False
a,192359.698672083,192360.232016167,1.10500001907349,guyizheng_1473671271,4.0,6,char,False,True,False
 ,192362.298763875,192362.698829458,2.01250028610229,guyizheng_1473671271,4.0,6,char,False,False,False
v,192365.232379917,192366.382368708,22.0599994659424,guyizheng_1473671271,4.0,6,char,False,True,False
e,192368.415851958,192368.665857667,0.0325002670288086,guyizheng_1473671271,4.0,6,char,False,False,False
v,192373.764963875,192374.714996833,19.0075016021729,guyizheng_1473671271,4.0,6,char,False,True,False
e,192376.933095375,192377.366444542,4.07499980926514,guyizheng_1473671271,4.0,6,char,False,False,False
r,192380.450325625,192381.215654375,13.8099994659424,guyizheng_1473671271,4.0,6,char,False,False,False
r,192384.732231167,192385.300397458,-5.0,guyizheng_1473671271,4.0,6,char,False,False,False
y,192388.217220125,192389.0993445,24.2875003814697,guyizheng_1473671271,4.0,6,char,False,False,False
 ,192391.300858667,192392.067431667,0.0325002670288086,guyizheng_1473671271,4.0,6,char,False,False,False
y,192395.050802333,192396.216318833,24.2049999237061,guyizheng_1473671271,4.0,6,char,False,False,False
 ,192398.367799875,192398.717842125,2.01250028610229,guyizheng_1473671271,4.0,6,char,False,False,False
g,192401.534789958,192402.21690625,9.02500057220459,guyizheng_1473671271,4.0,6,char,False,True,False
o,192405.268328792,192406.317147917,12.9025001525879,guyizheng_1473671271,4.0,6,char,False,False,False
o,192408.685695417,192409.8507745,13.0675010681152,guyizheng_1473671271,4.0,6,char,False,False,False
d,192412.485368875,192413.052073875,5.23000049591064,guyizheng_1473671271,4.0,6,char,False,False,False
 ,192420.7045525,192421.085972167,1.02250003814697,guyizheng_1473671271,4.0,6,char,False,False,False
i,192423.719957958,192424.41833575,10.0975008010864,guyizheng_1473671271,4.0,6,char,False,True,False
d,192425.786346917,192426.402953042,6.05500030517578,guyizheng_1473671271,4.0,6,char,False,False,False
e,192429.470049292,192430.036460833,4.07499980926514,guyizheng_1473671271,4.0,6,char,False,False,False
a,192433.736833667,192434.08676775,1.02250003814697,guyizheng_1473671271,4.0,6,char,False,False,False
h,192438.837321625,192439.436072417,7.04500007629395,guyizheng_1473671271,4.0,7,char,True,True,False
a,192442.120738375,192442.487382792,0.0325002670288086,guyizheng_1473671271,4.0,7,char,False,False,False
v,192444.40412675,192445.455670958,21.0700016021729,guyizheng_1473671271,4.0,7,char,False,False,False
e,192446.620893333,192447.037697,6.13749980926514,guyizheng_1473671271,4.0,7,char,False,False,False
 ,192449.38786225,192449.937856292,1.02250003814697,guyizheng_1473671271,4.0,7,char,False,False,False
a,192451.904724458,192452.35472975,1.02250003814697,guyizheng_1473671271,4.0,7,char,False,True,False
 ,192454.104834625,192455.988280083,1.92999982833862,guyizheng_1473671271,4.0,7,char,False,False,False
g,192457.655146167,192458.45404625,7.21000003814697,guyizheng_1473671271,4.0,7,char,False,True,False
o,192459.73867575,192460.470711583,13.3975009918213,guyizheng_1473671271,4.0,7,char,False,False,False
o,192462.605449708,192463.372175375,13.0675010681152,guyizheng_1473671271,4.0,7,char,False,False,False
d,192465.172230625,192465.472230625,3.00250053405762,guyizheng_1473671271,4.0,7,char,False,False,False
 ,192468.10576025,192468.43913475,2.25999975204468,guyizheng_1473671271,4.0,7,char,False,False,False
w,192470.92264525,192471.921307083,19.0075016021729,guyizheng_1473671271,4.0,7,char,False,True,False
e,192474.856192083,192475.304997625,5.06500053405762,guyizheng_1473671271,4.0,7,char,False,False,False
e,192477.106322792,192477.604977083,5.06500053405762,guyizheng_1473671271,4.0,7,char,False,False,False
k,192479.906601042,192480.505108083,12.0774993896484,guyizheng_1473671271,4.0,7,char,False,False,False
e,192482.390124125,192482.723378292,3.25,guyizheng_1473671271,4.0,7,char,False,False,False
n,192485.056893542,192485.672322042,13.2325000762939,guyizheng_1473671271,4.0,7,char,False,False,False
d,192487.343103917,192487.790584083,4.07499980926514,guyizheng_1473671271,4.0,7,char,False,False,False
l,192494.440851333,192494.992153833,11.0874996185303,guyizheng_1473671271,4.0,8,char,True,False,False
w,192497.457727375,192498.423104583,19.1725006103516,guyizheng_1473671271,4.0,8,char,False,False,False
y,192503.541477917,192504.45686275,22.3074989318848,guyizheng_1473671271,4.0,8,char,False,False,False
s,192507.191785,192507.90718575,20.0799999237061,guyizheng_1473671271,4.0,8,char,False,False,False
c,192511.875324167,192512.274030958,3.16750049591064,guyizheng_1473671271,4.0,8,char,False,True,False
o,192514.7422135,192515.307704083,15.1300010681152,guyizheng_1473671271,4.0,8,char,False,False,False
v,192516.809015,192517.691136958,20.3274993896484,guyizheng_1473671271,4.0,8,char,False,False,False
e,192519.8092255,192520.1745765,8.11750030517578,guyizheng_1473671271,4.0,8,char,False,False,False
r,192524.19288425,192524.858180042,19.0075016021729,guyizheng_1473671271,4.0,8,char,False,False,False
 ,192526.909578042,192527.241647917,2.01250028610229,guyizheng_1473671271,4.0,8,char,False,False,False
l,192530.510143958,192531.042184042,13.1499996185303,guyizheng_1473671271,4.0,8,char,False,False,False
l,192533.493432458,192534.158816625,13.3150005340576,guyizheng_1473671271,4.0,8,char,False,False,False
 ,192536.376850417,192536.760309417,2.01250028610229,guyizheng_1473671271,4.0,8,char,False,False,False
t,192539.377084625,192540.159260542,19.0075016021729,guyizheng_1473671271,4.0,8,char,False,True,False
h,192541.510604917,192542.276126,6.13749980926514,guyizheng_1473671271,4.0,8,char,False,False,False
e,192545.177523042,192545.627523292,5.14750003814697,guyizheng_1473671271,4.0,8,char,False,False,False
e,192548.747530833,192549.459950875,-5.0,guyizheng_1473671271,4.0,8,char,False,False,False
e,192549.811130167,192550.277729125,-5.0,guyizheng_1473671271,4.0,8,char,False,False,False
 ,192554.728138875,192555.128095333,1.02250003814697,guyizheng_1473671271,4.0,8,char,False,False,False
b,192556.728240625,192557.011639125,2.01250028610229,guyizheng_1473671271,4.0,8,char,False,True,False
s,192560.762015625,192561.578712625,17.0275001525879,guyizheng_1473671271,4.0,8,char,False,False,False
e,192563.328701458,192563.695431458,5.23000049591064,guyizheng_1473671271,4.0,8,char,False,False,False
s,192566.078915708,192566.944214458,18.0174999237061,guyizheng_1473671271,4.0,8,char,False,False,False
n,192573.162778375,192573.944722292,14.0574989318848,guyizheng_1473671271,4.0,9,char,True,True,False
e,192576.679559917,192577.228413083,6.13749980926514,guyizheng_1473671271,4.0,9,char,False,False,False
v,192580.730033958,192581.595059958,21.1525001525879,guyizheng_1473671271,4.0,9,char,False,False,False
e,192583.313319208,192583.713296958,6.22000026702881,guyizheng_1473671271,4.0,9,char,False,False,False
r,192586.796937125,192587.56360525,16.0375003814697,guyizheng_1473671271,4.0,9,char,False,False,False
 ,192589.99712975,192590.380133167,2.01250028610229,guyizheng_1473671271,4.0,9,char,False,False,False
m,192592.247261083,192592.829103,11.1700000762939,guyizheng_1473671271,4.0,9,char,False,True,False
i,192594.964114625,192595.362767917,9.19000053405762,guyizheng_1473671271,4.0,9,char,False,False,False
x,192596.597423583,192597.479602958,23.0500011444092,guyizheng_1473671271,4.0,9,char,False,False,False
r,192603.581331917,192604.146680708,17.1925010681152,guyizheng_1473671271,4.0,9,char,False,True,False
e,192605.314765542,192605.914805167,6.22000026702881,guyizheng_1473671271,4.0,9,char,False,False,False
l,192608.581516083,192609.163763125,11.3350009918213,guyizheng_1473671271,4.0,9,char,False,False,False
i,192610.481752042,192611.01388975,9.02500057220459,guyizheng_1473671271,4.0,9,char,False,False,False
g,192612.698706417,192613.165204417,7.04500007629395,guyizheng_1473671271,4.0,9,char,False,False,False
i,192614.465403042,192615.030989125,8.03500080108643,guyizheng_1473671271,4.0,9,char,False,False,False
o,192616.715591875,192617.297637292,17.1100006103516,guyizheng_1473671271,4.0,9,char,False,False,False
n,192619.799104292,192620.498038875,13.1499996185303,guyizheng_1473671271,4.0,9,char,False,False,False
 ,192623.416010917,192623.897815708,1.84749984741211,guyizheng_1473671271,4.0,9,char,False,False,False
a,192628.416318833,192628.832936375,0.0325002670288086,guyizheng_1473671271,4.0,9,char,False,True,False
n,192635.916843583,192637.048891958,14.0574989318848,guyizheng_1473671271,4.0,9,char,False,False,False
d,192639.600429917,192640.133665625,5.14750003814697,guyizheng_1473671271,4.0,9,char,False,False,False
 ,192643.584035583,192643.967539875,1.10500001907349,guyizheng_1473671271,4.0,9,char,False,False,False
p,192647.334197208,192647.983166708,16.0375003814697,guyizheng_1473671271,4.0,9,char,False,True,False
o,192651.217849042,192652.200013667,15.1300010681152,guyizheng_1473671271,4.0,9,char,False,False,False
l,192653.601315708,192654.933595083,9.4375,guyizheng_1473671271,4.0,9,char,False,False,False
i,192658.434977417,192659.183634167,8.77749919891357,guyizheng_1473671271,4.0,9,char,False,False,False
t,192661.985401208,192662.667194375,20.0799999237061,guyizheng_1473671271,4.0,9,char,False,False,False
i,192665.135350833,192665.70087475,7.12750053405762,guyizheng_1473671271,4.0,9,char,False,False,False
c,192667.052140583,192667.418822792,1.02250003814697,guyizheng_1473671271,4.0,9,char,False,False,False
s,192670.819039583,192671.7845975,16.0375003814697,guyizheng_1473671271,4.0,9,char,False,False,False
e,192677.419455917,192677.851495792,5.06500053405762,guyizheng_1473671271,4.0,10,char,True,True,False
x,192681.003158375,192681.585043708,22.0599994659424,guyizheng_1473671271,4.0,10,char,False,False,False
p,192683.653297833,192684.202019583,15.1300010681152,guyizheng_1473671271,4.0,10,char,False,False,False
r,192685.736768375,192686.3852215,16.0375003814697,guyizheng_1473671271,4.0,10,char,False,False,False
e,192688.670291,192689.220071083,5.14750003814697,guyizheng_1473671271,4.0,10,char,False,False,False
s,192692.9036955,192693.719241125,18.1000003814697,guyizheng_1473671271,4.0,10,char,False,False,False
s,192694.7207285,192695.3039335,18.2649993896484,guyizheng_1473671271,4.0,10,char,False,False,False
d,192699.020970875,192699.537374083,5.06500053405762,guyizheng_1473671271,4.0,10,char,False,True,False
e,192701.737447167,192702.387782708,5.14750003814697,guyizheng_1473671271,4.0,10,char,False,False,False
l,192705.354699875,192705.921372792,12.1599998474121,guyizheng_1473671271,4.0,10,char,False,False,False
i,192707.738193875,192708.320304208,8.03500080108643,guyizheng_1473671271,4.0,10,char,False,False,False
v,192710.338400833,192711.103766958,23.0500011444092,guyizheng_1473671271,4.0,10,char,False,False,False
e,192714.021981458,192714.637468833,7.04500007629395,guyizheng_1473671271,4.0,10,char,False,False,False
r,192717.15811625,192718.104291333,16.0375003814697,guyizheng_1473671271,4.0,10,char,False,False,False
y,192720.188913583,192721.287837333,22.2250003814697,guyizheng_1473671271,4.0,10,char,False,False,False
 ,192723.922484917,192724.172513708,0.279999732971191,guyizheng_1473671271,4.0,10,char,False,False,False
i,192725.622686875,192726.188155083,9.02500057220459,guyizheng_1473671271,4.0,10,char,False,True,False
s,192727.489512583,192728.371386667,17.0275001525879,guyizheng_1473671271,4.0,10,char,False,False,False
 ,192731.456348083,192731.72306425,0.115000247955322,guyizheng_1473671271,4.0,10,char,False,False,False
v,192734.523317042,192735.222067542,21.0700016021729,guyizheng_1473671271,4.0,10,char,False,True,False
e,192737.55686625,192737.855577917,7.04500007629395,guyizheng_1473671271,4.0,10,char,False,False,False
