char, time, pressure, rel_pressure, prev, rel_prev, user, group, id, 
d, 0.35016933340011747, 3.08500003814697, 0.5850000381469727, 4.15750026702881, -1.0725002288818404, guyizheng_1472546320, 3.0, 32,
e, 0.4665684167011932, 4.15750026702881, 0.6575002670288086, 14.3049983978271, -10.14749813079829, guyizheng_1472546320, 3.0, 32,
o, 0.8003473332992144, 14.3049983978271, 0.8049983978271058, 3.08500003814697, 11.21999835968013, guyizheng_1472546320, 3.0, 32,
o, 1.0321870832995046, 14.0574989318848, 0.557498931884794, 20.0799999237061, -6.0225009918213015, guyizheng_1472546320, 3.0, 33,
s, 0.8669272083006945, 20.0799999237061, 2.5799999237060973, 3.08500003814697, 16.99499988555913, guyizheng_1472546320, 3.0, 33,
d, 0.48346137500084296, 3.08500003814697, 0.5850000381469727, 14.0574989318848, -10.972498893737828, guyizheng_1472546320, 3.0, 33,
s, 0.9834685833011463, 17.3575000762939, -0.14249992370609732, 26.0200004577637, -8.662500381469801, guyizheng_1472546320, 3.0, 34,
y, 1.5665986666008394, 26.0200004577637, 2.5200004577637003, 8.03500080108643, 17.98499965667727, guyizheng_1472546320, 3.0, 34,
f, 0.3832310832985968, 8.03500080108643, 3.535000801086426, 17.3575000762939, -9.32249927520747, guyizheng_1472546320, 3.0, 34,
h, 0.38195279170031426, 6.22000026702881, -0.2799997329711914, 4.23999977111816, 1.9800004959106507, guyizheng_1472546320, 3.0, 35,
e, 0.3500210000001971, 4.23999977111816, 0.7399997711181641, 2.01250028610229, 2.2274994850158696, guyizheng_1472546320, 3.0, 35,
c, 0.3999951667010464, 2.01250028610229, 0.5125002861022949, 6.22000026702881, -4.207499980926521, guyizheng_1472546320, 3.0, 35,
z, 1.4170424166986777, 24.1224994659424, -0.377500534057603, 18.0174999237061, 6.1049995422363, guyizheng_1472546320, 3.0, 36,
s, 1.3497032915984164, 18.0174999237061, 0.5174999237060973, 4.07499980926514, 13.94250011444096, guyizheng_1472546320, 3.0, 36,
e, 0.5334157499983121, 4.07499980926514, 0.5749998092651367, 24.1224994659424, -20.04749965667726, guyizheng_1472546320, 3.0, 36,
e, 0.8330514999997831, 4.15750026702881, 0.6575002670288086, 7.04500007629395, -2.8874998092651394, guyizheng_1472546320, 3.0, 37,
i, 1.0166108332996373, 7.04500007629395, -0.4549999237060547, 13.2325000762939, -6.187499999999949, guyizheng_1472546320, 3.0, 37,
n, 0.6832421250001062, 13.2325000762939, 0.7325000762939027, 4.15750026702881, 9.074999809265089, guyizheng_1472546320, 3.0, 37,
p, 0.9485687916003371, 14.0574989318848, -0.44250106811520595, 9.10750007629395, 4.949998855590849, guyizheng_1472546320, 3.0, 38,
i, 1.0166362499985553, 9.10750007629395, 1.6075000762939453, 2.01250028610229, 7.094999790191661, guyizheng_1472546320, 3.0, 38,
a, 0.4168924582991167, 2.01250028610229, 2.512500286102295, 14.0574989318848, -12.04499864578251, guyizheng_1472546320, 3.0, 38,
h, 0.9988632083986886, 8.03500080108643, 1.5350008010864258, 7.12750053405762, 0.9075002670288095, guyizheng_1472546320, 3.0, 39,
i, 0.5668135833002452, 7.12750053405762, -0.3724994659423828, 3.08500003814697, 4.04250049591065, guyizheng_1472546320, 3.0, 39,
d, 0.3669347499999276, 3.08500003814697, 0.5850000381469727, 8.03500080108643, -4.950000762939459, guyizheng_1472546320, 3.0, 39,
c, 0.36646537500018894, 2.25999975204468, 0.7599997520446777, 7.04500007629395, -4.785000324249269, guyizheng_1472546320, 3.0, 40,
g, 0.6671175832998415, 7.04500007629395, 1.5450000762939453, 23.0500011444092, -16.005001068115252, guyizheng_1472546320, 3.0, 40,
x, 1.0680922915998963, 23.0500011444092, 0.5500011444092081, 33.0, -9.949998855590799, guyizheng_1472546320, 3.0, 40,
w, 0.9332798332998209, 21.2350006103516, -0.26499938964839487, 12.0774993896484, 9.157501220703201, guyizheng_1472546320, 3.0, 41,
m, 0.6499369583998487, 12.0774993896484, 0.5774993896483949, 12.0774993896484, 0.0, guyizheng_1472546320, 3.0, 41,
l, 0.6670168749988079, 12.0774993896484, 1.5774993896483949, 21.2350006103516, -9.157501220703201, guyizheng_1472546320, 3.0, 41,
w, 0.9165363332995184, 22.1424999237061, 0.6424999237060973, 1.02250003814697, 21.11999988555913, guyizheng_1472546320, 3.0, 42,
a, 0.2662248750002618, 1.02250003814697, 1.5225000381469727, 17.1100006103516, -16.087500572204632, guyizheng_1472546320, 3.0, 42,
l, 0.6503520417008986, 17.1100006103516, 6.610000610351605, 22.1424999237061, -5.032499313354499, guyizheng_1472546320, 3.0, 42,
y, 1.39997137499995, 24.0399990081787, 0.5399990081786967, 6.05500030517578, 17.98499870300292, guyizheng_1472546320, 3.0, 43,
f, 0.7002217499994003, 6.05500030517578, 1.5550003051757812, 21.0700016021729, -15.01500129699712, guyizheng_1472546320, 3.0, 43,
x, 1.0497338333007065, 21.0700016021729, -1.4299983978270916, 24.0399990081787, -2.969997406005799, guyizheng_1472546320, 3.0, 43,
q, 1.4500969999990048, 18.0174999237061, 2.5174999237060973, 14.0574989318848, 3.9600009918213015, guyizheng_1472546320, 3.0, 44,
n, 0.8333287499990547, 14.0574989318848, 1.557498931884794, 9.10750007629395, 4.949998855590849, guyizheng_1472546320, 3.0, 44,
k, 1.0513531666001654, 9.10750007629395, -0.3924999237060547, 33.0, -23.892499923706048, guyizheng_1472546320, 3.0, 44,
j, 0.8000511666996317, 11.0050010681152, 2.505001068115206, 1.10500001907349, 9.90000104904171, guyizheng_1472546320, 3.0, 45,
a, 0.2998340833000839, 1.10500001907349, 1.6050000190734863, 16.1199989318848, -15.014998912811311, guyizheng_1472546320, 3.0, 45,
o, 0.9005243749998044, 16.1199989318848, 2.619998931884794, 11.0050010681152, 5.1149978637696005, guyizheng_1472546320, 3.0, 45,
l, 0.6833110417010175, 11.0050010681152, 0.505001068115206, 15.1300010681152, -4.125, guyizheng_1472546320, 3.0, 46,
m, 0.599904124999739, 15.1300010681152, 3.630001068115206, 16.1199989318848, -0.9899978637696005, guyizheng_1472546320, 3.0, 46,
r, 0.933202666701618, 16.1199989318848, -0.38000106811520595, 11.0050010681152, 5.1149978637696005, guyizheng_1472546320, 3.0, 46,
f, 0.6335244999991119, 6.22000026702881, 1.7200002670288086, 19.0075016021729, -12.787501335144091, guyizheng_1472546320, 3.0, 47,
u, 0.8332598750002944, 19.0075016021729, -0.4924983978270916, 21.0700016021729, -2.0625, guyizheng_1472546320, 3.0, 47,
w, 0.766464750000523, 21.0700016021729, -0.4299983978270916, 6.22000026702881, 14.850001335144091, guyizheng_1472546320, 3.0, 47,
u, 1.35014824999962, 20.2449989318848, 0.744998931884794, 1.02250003814697, 19.222498893737832, guyizheng_1472546320, 3.0, 48,
b, 0.7497411250005825, 1.02250003814697, 0.5225000381469727, 4.32250022888184, -3.3000001907348704, guyizheng_1472546320, 3.0, 48,
c, 0.4167007082996861, 4.32250022888184, 2.822500228881836, 20.2449989318848, -15.922498703002962, guyizheng_1472546320, 3.0, 48,
s, 0.7500862500000949, 21.4825000762939, 3.9825000762939027, 5.3125, 16.1700000762939, guyizheng_1472546320, 3.0, 49,
f, 0.8830795415997272, 5.3125, 0.8125, 3.16750049591064, 2.14499950408936, guyizheng_1472546320, 3.0, 49,
b, 0.36643458340040524, 3.16750049591064, 2.6675004959106445, 21.4825000762939, -18.314999580383258, guyizheng_1472546320, 3.0, 49,
t, 1.1667290000004868, 19.0900001525879, 0.5900001525879048, 8.03500080108643, 11.054999351501472, guyizheng_1472546320, 3.0, 50,
h, 0.6671455833002256, 8.03500080108643, 1.5350008010864258, 23.1325016021729, -15.097500801086472, guyizheng_1472546320, 3.0, 50,
z, 0.9834922082991397, 23.1325016021729, -1.3674983978270916, 19.0900001525879, 4.042501449585, guyizheng_1472546320, 3.0, 50,
q, 1.30011312500028, 16.0375003814697, 0.5375003814696981, 5.14750003814697, 10.890000343322733, guyizheng_1472546320, 3.0, 51,
e, 0.46653541659907205, 5.14750003814697, 1.6475000381469727, 14.2224998474121, -9.07499980926513, guyizheng_1472546320, 3.0, 51,
o, 0.6499729582992586, 14.2224998474121, 0.7224998474120952, 16.0375003814697, -1.8150005340576012, guyizheng_1472546320, 3.0, 51,
y, 0.7332407083013095, 23.1325016021729, -0.3674983978270916, 10.0975008010864, 13.035000801086502, guyizheng_1472546320, 3.0, 52,
j, 0.6000177082987648, 10.0975008010864, 1.5975008010863974, 20.0799999237061, -9.982499122619702, guyizheng_1472546320, 3.0, 52,
s, 0.5667716666994238, 20.0799999237061, 2.5799999237060973, 23.1325016021729, -3.0525016784668004, guyizheng_1472546320, 3.0, 52,
k, 0.6664249582991033, 10.0975008010864, 0.5975008010863974, 7.12750053405762, 2.9700002670287793, guyizheng_1472546320, 3.0, 53,
i, 0.9331967500002065, 7.12750053405762, -0.3724994659423828, 5.14750003814697, 1.9800004959106499, guyizheng_1472546320, 3.0, 53,
b, 0.2836037500001112, 5.14750003814697, 4.647500038146973, 10.0975008010864, -4.950000762939429, guyizheng_1472546320, 3.0, 53,
m, 0.5333079582997016, 11.0874996185303, -0.41250038146969814, 3.25, 7.8374996185303, guyizheng_1472546320, 3.0, 54,
d, 0.6501678749991697, 3.25, 0.75, -1.86500000953674, 5.11500000953674, guyizheng_1472546320, 3.0, 54,
a, 0.48325591670072754, -1.86500000953674, -1.3650000095367432, 11.0874996185303, -12.95249962806704, guyizheng_1472546320, 3.0, 54,
j, 0.5818914582996513, 9.02500057220459, 0.5250005722045898, 15.0475006103516, -6.02250003814701, guyizheng_1472546320, 3.0, 55,
p, 1.2003496249999444, 15.0475006103516, 0.5475006103516051, 4.07499980926514, 10.97250080108646, guyizheng_1472546320, 3.0, 55,
c, 0.3333716666984401, 4.07499980926514, 2.5749998092651367, 9.02500057220459, -4.95000076293945, guyizheng_1472546320, 3.0, 55,
w, 1.1164408749991708, 22.0599994659424, 0.559999465942397, 7.04500007629395, 15.014999389648452, guyizheng_1472546320, 3.0, 56,
i, 0.4833910833003756, 7.04500007629395, -0.4549999237060547, 10.0975008010864, -3.0525007247924494, guyizheng_1472546320, 3.0, 56,
l, 0.8836629583001923, 10.0975008010864, -0.40249919891360264, 22.0599994659424, -11.962498664856001, guyizheng_1472546320, 3.0, 56,
r, 1.6656221249995724, 16.0375003814697, -0.46249961853030186, 6.13749980926514, 9.900000572204561, guyizheng_1472546320, 3.0, 57,
f, 0.6667911666991131, 6.13749980926514, 1.6374998092651367, 20.4924983978271, -14.354998588561958, guyizheng_1472546320, 3.0, 57,
u, 0.6166661249990284, 20.4924983978271, 0.9924983978270916, 16.0375003814697, 4.454998016357397, guyizheng_1472546320, 3.0, 57,
h, 0.5167785415997059, 8.03500080108643, 1.5350008010864258, 17.0275001525879, -8.992499351501472, guyizheng_1472546320, 3.0, 58,
q, 1.4162071665996336, 17.0275001525879, 1.5275001525879048, 3.08500003814697, 13.942500114440932, guyizheng_1472546320, 3.0, 58,
a, 0.38328458340038196, 3.08500003814697, 3.5850000381469727, 8.03500080108643, -4.950000762939459, guyizheng_1472546320, 3.0, 58,
t, 0.666540124999301, 22.1424999237061, 3.6424999237060973, 20.1625003814697, 1.9799995422363992, guyizheng_1472546320, 3.0, 59,
u, 1.50002308330113, 20.1625003814697, 0.6625003814696981, 7.04500007629395, 13.117500305175753, guyizheng_1472546320, 3.0, 59,
h, 0.49999208339977486, 7.04500007629395, 0.5450000762939453, 22.1424999237061, -15.097499847412152, guyizheng_1472546320, 3.0, 59,
v, 0.8832980833012698, 20.0799999237061, -0.4200000762939027, 18.2649993896484, 1.8150005340577025, guyizheng_1472546320, 3.0, 60,
t, 0.766610541701084, 18.2649993896484, -0.23500061035160513, 10.0150003433228, 8.249999046325598, guyizheng_1472546320, 3.0, 60,
m, 0.6996560416991997, 10.0150003433228, -1.4849996566772035, 20.0799999237061, -10.0649995803833, guyizheng_1472546320, 3.0, 60,
p, 1.566754583400325, 15.0475006103516, 0.5475006103516051, 9.19000053405762, 5.857500076293979, guyizheng_1472546320, 3.0, 61,
j, 0.9666912916000001, 9.19000053405762, 0.6900005340576172, 4.32250022888184, 4.86750030517578, guyizheng_1472546320, 3.0, 61,
c, 0.40032995830006257, 4.32250022888184, 2.822500228881836, 15.0475006103516, -10.725000381469759, guyizheng_1472546320, 3.0, 61,
k, 0.8333825832996808, 12.0774993896484, 2.577499389648395, 19.1725006103516, -7.095001220703201, guyizheng_1472546320, 3.0, 62,
r, 1.299970249998296, 19.1725006103516, 2.672500610351605, 23.0500011444092, -3.8775005340575994, guyizheng_1472546320, 3.0, 62,
z, 0.9833941667002364, 23.0500011444092, -1.449998855590792, 12.0774993896484, 10.9725017547608, guyizheng_1472546320, 3.0, 62,
o, 0.8150437917011004, 13.3150005340576, -0.18499946594239702, 0.0325002670288086, 13.28250026702879, guyizheng_1472546320, 3.0, 63,
b, 0.41671900000073947, 0.0325002670288086, -0.4674997329711914, 11.1700000762939, -11.13749980926509, guyizheng_1472546320, 3.0, 63,
m, 0.8333881250000559, 11.1700000762939, -0.3299999237060973, 13.3150005340576, -2.1450004577637003, guyizheng_1472546320, 3.0, 63,
h, 0.9335332916998595, 7.21000003814697, 0.7100000381469727, 13.0675010681152, -5.857501029968231, guyizheng_1472546320, 3.0, 64,
l, 0.6333896666001237, 13.0675010681152, 2.567501068115206, 8.03500080108643, 5.032500267028771, guyizheng_1472546320, 3.0, 64,
i, 0.6167912500004604, 8.03500080108643, 0.5350008010864258, 7.21000003814697, 0.8250007629394593, guyizheng_1472546320, 3.0, 64,
u, 0.9501899583010527, 21.0700016021729, 1.5700016021729084, 22.1424999237061, -1.0724983215331996, guyizheng_1472546320, 3.0, 65,
y, 1.16649720839996, 22.1424999237061, -1.3575000762939027, 14.2224998474121, 7.920000076294, guyizheng_1472546320, 3.0, 65,
p, 0.7163744167010009, 14.2224998474121, -0.27750015258790484, 21.0700016021729, -6.847501754760801, guyizheng_1472546320, 3.0, 65,
f, 0.7497752500003116, 5.3125, 0.8125, 8.19999980926514, -2.8874998092651403, guyizheng_1472546320, 3.0, 66,
h, 0.5502328750008019, 8.19999980926514, 1.6999998092651367, 17.1925010681152, -8.992501258850059, guyizheng_1472546320, 3.0, 66,
s, 0.9334950833999756, 17.1925010681152, -0.30749893188479405, 5.3125, 11.880001068115199, guyizheng_1472546320, 3.0, 66,
h, 0.8837954583996179, 8.03500080108643, 1.5350008010864258, 15.1300010681152, -7.095000267028771, guyizheng_1472546320, 3.0, 67,
m, 0.6833337916013988, 15.1300010681152, 3.630001068115206, 18.1000003814697, -2.969999313354501, guyizheng_1472546320, 3.0, 67,
r, 1.2167120416997932, 18.1000003814697, 1.6000003814696981, 8.03500080108643, 10.064999580383272, guyizheng_1472546320, 3.0, 67,
p, 2.3503435417005676, 14.0574989318848, -0.44250106811520595, 1.02250003814697, 13.034998893737828, guyizheng_1472546320, 3.0, 68,
b, 0.6336945415987429, 1.02250003814697, 0.5225000381469727, -0.957499980926514, 1.980000019073484, guyizheng_1472546320, 3.0, 68,
