vtz, 11, false, 0
73941.2613219583, 73942.826891875, 23.3800010681152, 4.0
73942.8947645833, 73942.961481, -5.0, 4.0
73943.5450235833, 73946.0283231667, 18.2649993896484, 4.0
73946.3115717917, 73947.42865075, 25.0300006866455, 4.0
73948.5786263333, 73949.3285506667, 27.5875015258789, 4.0
73949.6118316667, 73949.7118805833, 33.0, 1.0
73951.3785969583, 73953.4287681667, 26.1024990081787, 4.0
73955.045782625, 73957.5955850417, 17.2749996185303, 4.0
73958.6627167083, 73960.1790830833, 16.2024993896484, 4.0
73960.479212875, 73961.7126856667, 18.1824989318848, 4.0
73962.0958854583, 73963.3293910417, 24.4524993896484, 4.0
llb, 3, false, 1
73967.546585, 73968.4131690833, 13.1499996185303, 4.0
73968.7800110417, 73969.463196375, 13.0675010681152, 4.0
73969.8297949167, 73970.296820875, 4.23999977111816, 4.0
wil, 3, false, 2
73973.5301330417, 73974.9637313333, 20.0799999237061, 4.0
73975.33018275, 73975.9135335417, 8.03500080108643, 4.0
73976.180277, 73976.8802403333, 10.2624998092651, 4.0
mnu, 4, false, 3
73979.3975899167, 73980.3972950417, 12.4899997711182, 4.0
73980.7139455417, 73981.4808679167, 12.0774993896484, 4.0
73981.8474195417, 73982.597483875, 18.1000003814697, 4.0
73983.2306657083, 73983.2960280417, -5.0, 4.0
ost, 3, false, 4
73987.214458375, 73988.3144415417, 13.0675010681152, 4.0
73988.8147207083, 73989.648131625, 19.1725006103516, 4.0
73989.9978149167, 73990.6644856667, 19.1725006103516, 4.0
bzg, 3, false, 5
73992.6148045417, 73993.1983862917, 2.17750024795532, 4.0
73993.5645707083, 73995.1315759167, 25.1950016021729, 4.0
73995.614969125, 73996.6986313333, 5.06500053405762, 4.0
kqh, 3, false, 6
73998.7153514583, 73999.4983699167, 8.03500080108643, 4.0
73999.881707625, 74001.04864425, 21.1525001525879, 4.0
74001.5489002083, 74002.081844, 8.03500080108643, 4.0
wsc, 3, false, 7
74004.8655065, 74006.8324129583, 21.1525001525879, 4.0
74007.6158375833, 74008.565672625, 18.1000003814697, 4.0
74009.2658404583, 74009.5994131667, 3.08500003814697, 4.0
ver, 3, false, 8
74013.199626375, 74014.882822875, 21.4825000762939, 4.0
74015.399642375, 74016.0666045833, 4.07499980926514, 4.0
74016.749851375, 74017.8329657917, 17.0275001525879, 4.0
vsx, 3, false, 9
74019.933245375, 74021.4999215417, 20.1625003814697, 4.0
74022.533558875, 74023.7833819583, 16.2024993896484, 4.0
74026.7670178333, 74027.9837153333, 21.1525001525879, 4.0
ajx, 3, false, 10
74030.1172262917, 74030.4007902083, 1.1875, 4.0
74030.9009067917, 74032.2006932083, 10.0150003433228, 4.0
74032.6841202917, 74033.8340748333, 23.0500011444092, 4.0
ami, 3, false, 11
74035.4342090833, 74035.7345384583, 0.115000247955322, 4.0
74036.167696125, 74037.034381875, 14.1399993896484, 4.0
74037.384424875, 74037.8510218333, 6.13749980926514, 4.0
rkc, 3, false, 12
74040.5180000833, 74041.7681547917, 20.5749988555908, 4.0
74042.4516019583, 74043.0348992083, 12.1599998474121, 4.0
74043.70136025, 74044.1349607917, 2.01250028610229, 4.0
qlx, 3, false, 13
74047.1682705833, 74048.401660625, 17.1925010681152, 4.0
74048.701461375, 74049.3517399167, 11.1700000762939, 4.0
74049.8517602917, 74050.8852650417, 22.4724998474121, 4.0
rkp, 3, false, 14
74053.402072375, 74054.2687680417, 16.2849998474121, 4.0
74055.5854554167, 74056.3355075833, 12.3249988555908, 4.0
74057.085720875, 74057.8356055, 13.3150005340576, 4.0
rns, 3, false, 15
74060.1358610417, 74061.5025222917, 18.2649993896484, 4.0
74062.13590175, 74062.936031625, 12.0774993896484, 4.0
74063.4193377917, 74064.2360505417, 18.1000003814697, 4.0
aye, 3, false, 16
74065.8863195833, 74066.2361596667, 6.13749980926514, 4.0
74068.3699498333, 74069.419789, 21.0700016021729, 4.0
74070.3030483333, 74070.7197930417, 3.00250053405762, 4.0
ahd, 3, false, 17
74072.2532760833, 74072.520185625, 1.10500001907349, 4.0
74073.5533082083, 74075.1533952917, 5.39499950408936, 4.0
74075.6536834583, 74076.119932375, 3.00250053405762, 4.0
ddx, 3, false, 18
74078.0706419583, 74078.720348, 3.00250053405762, 4.0
74079.187074, 74079.72044875, 3.08500003814697, 4.0
74080.6039637083, 74081.7372239167, 24.5349998474121, 4.0
pcg, 3, false, 19
74084.3209180417, 74085.4709249167, 16.0375003814697, 4.0
74085.88774725, 74086.2376614167, 4.15750026702881, 4.0
74086.8710969167, 74087.4875296667, 6.05500030517578, 4.0
ibj, 3, false, 20
74090.1544793333, 74091.1046059583, 9.02500057220459, 4.0
74091.5213405, 74092.087953, 2.17750024795532, 4.0
74092.554555, 74093.1547383333, 8.03500080108643, 4.0
eha, 3, false, 21
74095.5716142083, 74096.1717352917, 3.08500003814697, 4.0
74098.1216826667, 74099.688800375, 5.23000049591064, 4.0
74100.0717100417, 74100.355141375, 2.17750024795532, 4.0
wpv, 3, false, 22
74102.2721051667, 74103.55525925, 21.2350006103516, 4.0
74104.2389016667, 74104.8386725417, 19.2550010681152, 4.0
74106.255596125, 74107.438884875, 20.1625003814697, 4.0
njq, 3, false, 23
74112.039381, 74113.5561800833, 13.2325000762939, 4.0
74113.9728869167, 74114.8227234583, 7.29250049591064, 4.0
74115.8230271667, 74116.439517625, 15.1300010681152, 4.0
ikm, 3, false, 24
74118.473648375, 74119.65635425, 10.1800003051758, 4.0
74120.57327025, 74121.0898483333, 10.0150003433228, 4.0
